# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "50" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/zju/桌面/2023_ZM_RNA/0.ref/Homo_sapiens.GRCh38.105.gtf.gz" "-o" "./6.featureCounts/D3_M3_expression.txt" "./5.alignment/D1.Hisat_aln.sorted.bam" "./5.alignment/D2.Hisat_aln.sorted.bam" "./5.alignment/D3.Hisat_aln.sorted.bam" "./5.alignment/M1.Hisat_aln.sorted.bam" "./5.alignment/M2.Hisat_aln.sorted.bam" "./5.alignment/M3.Hisat_aln.sorted.bam" 
Geneid	./5.alignment/D1.Hisat_aln.sorted.bam	./5.alignment/D2.Hisat_aln.sorted.bam	./5.alignment/D3.Hisat_aln.sorted.bam	./5.alignment/M1.Hisat_aln.sorted.bam	./5.alignment/M2.Hisat_aln.sorted.bam	./5.alignment/M3.Hisat_aln.sorted.bam
ENSG00000212398	0	0	0	0	0	0
ENSG00000200495	0	0	0	0	0	0
ENSG00000202609	0	0	0	0	0	0
ENSG00000264483	0	0	0	0	0	0
ENSG00000252553	0	0	0	0	0	0
ENSG00000201347	0	0	0	0	0	0
ENSG00000206764	0	0	0	0	0	0
ENSG00000222240	0	0	0	0	0	0
ENSG00000212187	0	0	0	0	0	0
ENSG00000206637	0	0	0	0	0	0
ENSG00000253097	0	0	0	2	0	0
ENSG00000200036	0	0	0	0	0	0
ENSG00000201421	0	0	0	0	0	0
ENSG00000212610	0	0	0	0	0	0
ENSG00000252484	0	0	0	0	0	0
ENSG00000222831	0	0	0	0	0	0
ENSG00000201944	0	0	0	2	0	0
ENSG00000200327	0	0	0	0	0	0
ENSG00000206905	0	0	0	0	0	0
ENSG00000252086	0	0	0	0	0	0
ENSG00000200972	0	0	0	0	0	0
ENSG00000243051	2	0	0	1	1	0
ENSG00000252011	0	0	0	0	0	0
ENSG00000212157	0	0	0	0	0	0
ENSG00000207326	0	0	0	0	0	0
ENSG00000212205	0	0	0	0	0	0
ENSG00000253042	0	0	0	0	0	0
ENSG00000274121	0	0	0	0	0	0
ENSG00000264358	1	0	1	0	0	2
ENSG00000206640	0	0	0	0	0	0
ENSG00000212527	0	0	0	0	0	0
ENSG00000252879	0	0	0	0	0	0
ENSG00000252612	1	0	0	0	1	0
ENSG00000202264	0	0	1	0	1	0
ENSG00000285609	0	0	0	1	0	0
ENSG00000206762	1	5	4	3	11	2
ENSG00000252084	0	0	0	0	0	0
ENSG00000200085	0	0	0	0	0	0
ENSG00000264500	2	4	2	6	5	4
ENSG00000202025	0	0	0	0	0	0
ENSG00000201129	0	0	0	0	0	0
ENSG00000283795	0	0	0	0	0	0
ENSG00000225545	0	0	0	0	0	0
ENSG00000206990	0	0	0	0	0	0
ENSG00000230175	0	0	4	0	0	0
ENSG00000225272	0	0	0	0	0	0
ENSG00000215838	2	5	0	2	4	4
ENSG00000273365	0	0	4	0	2	0
ENSG00000224358	66	44	35	60	91	80
ENSG00000230659	2	2	2	0	2	0
ENSG00000162545	22	18	21	33	25	20
ENSG00000090432	632	778	776	776	861	818
ENSG00000215520	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	0	0
ENSG00000158825	0	2	0	0	2	0
ENSG00000158828	375	323	362	512	430	483
ENSG00000284005	0	0	0	0	0	0
ENSG00000117242	22	20	31	23	20	37
ENSG00000234473	0	4	0	2	3	2
ENSG00000238754	2	0	2	1	2	4
ENSG00000134371	4049	4314	4341	4921	5867	5168
ENSG00000221680	0	0	0	0	0	0
ENSG00000162630	0	1	0	0	0	1
ENSG00000276735	1	0	0	0	0	0
ENSG00000232077	0	1	0	3	3	3
ENSG00000229639	0	0	0	0	0	0
ENSG00000287453	0	0	0	0	0	0
ENSG00000270615	0	0	0	0	0	2
ENSG00000287283	0	0	0	0	4	0
ENSG00000240692	0	0	0	0	0	0
ENSG00000229359	0	0	0	0	0	0
ENSG00000237919	0	0	0	0	0	0
ENSG00000066557	417	356	420	368	431	484
ENSG00000244389	0	0	0	0	0	0
ENSG00000228988	0	0	0	1	1	2
ENSG00000118454	1053	991	1011	901	1127	1036
ENSG00000226088	0	3	0	1	0	4
ENSG00000116761	182	238	231	246	267	248
ENSG00000278636	0	0	0	0	0	0
ENSG00000271992	0	0	0	0	0	0
ENSG00000233020	0	0	0	1	0	0
ENSG00000237033	0	0	0	0	0	0
ENSG00000226208	0	0	0	2	0	0
ENSG00000007968	5189	5538	5131	3261	3598	3226
ENSG00000235052	0	0	0	0	0	0
ENSG00000117318	1	9	7	12	11	10
ENSG00000285802	0	0	0	0	0	0
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	13204	14722	13393	12461	14839	14815
ENSG00000057757	5484	5695	5814	6129	6701	6406
ENSG00000011009	697	708	656	579	713	633
ENSG00000117308	521	502	583	590	628	653
ENSG00000080910	0	1	0	0	0	0
ENSG00000273844	0	0	0	0	0	0
ENSG00000134389	0	0	0	0	4	0
ENSG00000235748	39	19	24	23	26	14
ENSG00000237861	0	0	0	0	0	0
ENSG00000221879	0	0	0	0	0	0
ENSG00000230260	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0
ENSG00000226919	2	0	0	0	0	0
ENSG00000223963	0	0	0	0	0	0
ENSG00000215802	0	0	0	0	0	0
ENSG00000233615	8	2	2	6	0	4
ENSG00000238085	2	0	0	0	0	0
ENSG00000265831	0	0	0	0	0	0
ENSG00000224348	0	0	0	0	0	0
ENSG00000286496	0	0	3	0	0	0
ENSG00000287516	0	0	0	0	4	2
ENSG00000287738	2	3	1	1	1	5
ENSG00000132703	0	0	0	0	0	0
ENSG00000276632	0	0	0	0	0	0
ENSG00000223603	0	0	0	0	0	0
ENSG00000132693	0	0	0	0	0	2
ENSG00000235226	2	0	0	0	0	0
ENSG00000158716	135	130	155	138	143	108
ENSG00000181036	2	0	0	0	0	0
ENSG00000158714	0	0	0	0	0	0
ENSG00000212161	0	0	0	0	0	0
ENSG00000243284	0	0	0	0	0	5
ENSG00000272668	4	0	2	6	6	0
ENSG00000213085	144	173	117	134	165	170
ENSG00000266458	0	4	0	0	1	0
ENSG00000287040	0	0	2	0	1	0
ENSG00000279430	1	2	0	0	3	0
ENSG00000162723	1	0	3	3	0	2
ENSG00000273933	10	8	5	0	0	0
ENSG00000256029	2	0	0	2	1	0
ENSG00000188004	0	0	0	0	0	0
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0
ENSG00000203620	0	0	4	0	0	0
ENSG00000269967	1	6	7	6	3	6
ENSG00000228634	2	1	0	3	0	0
ENSG00000284702	0	2	0	0	0	0
ENSG00000221040	0	0	0	0	0	0
ENSG00000287217	0	0	0	0	0	2
ENSG00000163399	3455	3450	3985	4381	4931	4818
ENSG00000212385	0	0	0	0	0	0
ENSG00000233154	9	1	8	4	3	2
ENSG00000230381	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0
ENSG00000224950	68	57	69	45	49	42
ENSG00000286276	6	6	8	7	2	7
ENSG00000177888	105	67	86	127	117	100
ENSG00000243364	6	12	12	12	6	3
ENSG00000251246	0	0	0	0	0	0
ENSG00000143590	6	8	9	2	6	1
ENSG00000202027	0	0	0	0	0	0
ENSG00000169242	16	7	17	8	13	19
ENSG00000169241	437	492	504	391	449	456
ENSG00000223452	0	2	0	0	0	0
ENSG00000163463	42	47	36	51	40	38
ENSG00000273088	0	0	0	0	0	0
ENSG00000284586	0	0	0	0	0	0
ENSG00000169231	152	164	118	114	189	121
ENSG00000236263	0	0	0	0	0	0
ENSG00000236675	77	66	61	64	65	49
ENSG00000177628	563	562	566	599	613	676
ENSG00000116521	475	651	631	665	787	858
ENSG00000176444	2238	2417	2647	3392	4045	3911
ENSG00000143630	604	671	676	457	606	522
ENSG00000143627	5595	6620	6661	3392	3675	3480
ENSG00000162594	2	0	4	0	0	0
ENSG00000253074	0	0	0	0	0	0
ENSG00000252116	0	0	0	0	0	0
ENSG00000228523	0	0	0	0	0	0
ENSG00000223263	1	1	0	1	2	0
ENSG00000207504	0	0	0	0	0	0
ENSG00000238139	0	0	0	0	0	0
ENSG00000197721	418	432	458	245	235	235
ENSG00000244703	5	12	2	7	2	1
ENSG00000226289	5	4	2	4	0	0
ENSG00000274059	9	7	5	6	9	12
ENSG00000285239	87	112	87	38	29	41
ENSG00000117335	2333	2505	2419	2624	3028	2970
ENSG00000234219	0	0	3	6	2	4
ENSG00000203709	197	163	167	70	92	104
ENSG00000284214	0	0	0	0	0	0
ENSG00000284203	0	0	0	0	0	0
ENSG00000174059	5	0	1	4	2	8
ENSG00000285719	0	0	2	4	0	0
ENSG00000284237	6	10	3	6	7	15
ENSG00000158731	0	0	0	0	0	0
ENSG00000201746	4	2	0	1	2	5
ENSG00000264881	0	0	0	0	0	0
ENSG00000199562	0	0	0	0	0	0
ENSG00000264501	0	0	0	0	0	0
ENSG00000284735	3	2	0	4	0	7
ENSG00000284642	2	3	0	6	1	4
ENSG00000142657	10018	11393	11060	13160	14505	13773
ENSG00000271989	1	0	0	1	0	0
ENSG00000251503	1	0	0	0	0	0
ENSG00000175279	5	11	10	6	11	8
ENSG00000160049	483	602	538	604	659	642
ENSG00000203469	0	0	0	0	0	0
ENSG00000081985	38	43	25	36	51	55
ENSG00000236035	75	60	43	54	45	60
ENSG00000221643	4	13	3	2	0	0
ENSG00000122188	220	195	116	43	65	57
ENSG00000257315	7	10	24	18	22	22
ENSG00000288644	0	0	0	0	0	0
ENSG00000227417	0	0	0	0	0	0
ENSG00000223505	0	0	2	2	4	9
ENSG00000182004	923	1094	952	1089	1378	1262
ENSG00000236430	0	0	0	0	0	0
ENSG00000130768	11	15	18	18	16	13
ENSG00000227050	0	0	0	0	0	0
ENSG00000238231	0	1	0	2	0	0
ENSG00000240750	9	14	11	17	19	23
ENSG00000158156	35	60	48	66	61	50
ENSG00000182118	757	747	808	192	237	262
ENSG00000283799	0	0	0	0	0	0
ENSG00000227934	35	36	38	56	38	59
ENSG00000229595	0	0	0	0	0	0
ENSG00000235710	2	0	0	0	0	1
ENSG00000143633	1869	1991	1789	1619	2086	1965
ENSG00000281912	2	7	2	3	6	11
ENSG00000288208	0	0	0	0	0	0
ENSG00000132773	309	355	354	305	393	295
ENSG00000070759	171	172	181	112	125	100
ENSG00000236872	2	0	0	1	2	0
ENSG00000280670	35	41	31	35	48	43
ENSG00000132763	171	164	201	97	152	82
ENSG00000221953	0	0	2	2	8	2
ENSG00000226164	0	0	0	0	0	0
ENSG00000224014	3	2	0	0	3	2
ENSG00000215795	4	0	2	0	0	10
ENSG00000259865	21	26	27	16	20	16
ENSG00000227671	345	313	320	383	476	394
ENSG00000283881	0	0	0	0	0	0
ENSG00000252516	6	6	2	4	2	6
ENSG00000232347	0	0	0	0	0	0
ENSG00000214144	3	0	0	0	1	0
ENSG00000235818	0	0	0	0	0	0
ENSG00000197617	0	2	0	2	0	1
ENSG00000202079	0	0	0	0	0	0
ENSG00000286216	2	11	2	2	2	6
ENSG00000287116	0	0	0	0	0	0
ENSG00000203664	0	0	0	2	0	2
ENSG00000169224	1655	1821	1629	1552	1781	2110
ENSG00000236817	0	2	2	0	0	0
ENSG00000177489	0	0	0	0	0	2
ENSG00000177476	0	0	0	0	0	2
ENSG00000283369	0	0	0	0	0	0
ENSG00000230411	0	0	0	0	0	0
ENSG00000162711	2	0	2	2	2	2
ENSG00000251977	0	0	0	0	0	0
ENSG00000252254	0	0	0	0	0	0
ENSG00000227854	0	0	0	0	0	0
ENSG00000287589	0	0	0	2	0	0
ENSG00000259776	0	2	0	0	0	0
ENSG00000233355	4	2	2	2	2	2
ENSG00000234601	0	0	0	0	0	0
ENSG00000231979	0	0	2	0	0	0
ENSG00000215805	0	0	0	0	0	0
ENSG00000287102	0	0	0	0	0	0
ENSG00000217327	0	0	0	0	0	0
ENSG00000228818	1	4	6	7	1	7
ENSG00000202041	2	0	0	0	0	0
ENSG00000223694	0	2	0	0	0	0
ENSG00000233735	0	0	0	0	0	0
ENSG00000133019	2	2	3	4	7	4
ENSG00000162636	798	698	710	602	602	522
ENSG00000162639	274	310	301	244	257	267
ENSG00000285923	7	6	8	4	0	7
ENSG00000134186	25744	26713	24812	27786	32676	30220
ENSG00000143107	2	0	2	10	4	0
ENSG00000232971	0	0	0	0	0	0
ENSG00000116266	1307	1370	1222	1072	1366	1178
ENSG00000228076	0	0	0	0	0	0
ENSG00000203897	0	0	0	0	0	0
ENSG00000237349	0	0	0	0	2	0
ENSG00000244716	344	410	373	392	437	358
ENSG00000228665	0	0	0	0	0	0
ENSG00000228054	0	0	0	0	0	0
ENSG00000273382	42	30	22	40	76	47
ENSG00000215717	254	292	261	258	339	353
ENSG00000278249	0	0	0	0	0	0
ENSG00000270066	0	0	0	0	0	0
ENSG00000251484	2	0	3	0	0	2
ENSG00000198452	10	2	7	6	5	7
ENSG00000132676	3584	3726	3646	4252	5232	4895
ENSG00000227673	0	0	0	0	0	0
ENSG00000203761	74	115	99	118	140	103
ENSG00000234937	0	0	0	1	0	1
ENSG00000132718	70	78	73	104	96	91
ENSG00000283442	0	2	0	0	0	0
ENSG00000143622	834	885	877	1160	1186	1181
ENSG00000132680	1616	1951	1841	1948	2150	2301
ENSG00000207475	0	2	0	1	0	2
ENSG00000280466	0	0	0	0	0	0
ENSG00000281394	0	0	0	0	0	0
ENSG00000277817	2	1	0	2	1	3
ENSG00000273002	73	45	76	40	56	67
ENSG00000224276	0	0	0	0	0	0
ENSG00000285677	0	1	1	1	4	3
ENSG00000163479	253	323	303	286	344	396
ENSG00000160803	1192	1278	1197	1267	1341	1539
ENSG00000116586	703	808	740	731	913	863
ENSG00000132698	6	0	2	2	10	8
ENSG00000252236	0	0	2	0	0	2
ENSG00000260238	0	0	0	0	0	0
ENSG00000242252	0	2	0	0	0	2
ENSG00000198952	2473	2812	2618	3432	3769	3746
ENSG00000163472	204	176	217	134	176	201
ENSG00000198715	289	355	329	189	222	259
ENSG00000163468	11485	12431	12763	14569	16427	15525
ENSG00000132677	0	0	0	0	2	0
ENSG00000237390	0	4	0	3	0	2
ENSG00000207933	0	0	0	0	0	0
ENSG00000254726	22	28	40	32	38	26
ENSG00000186377	0	1	2	1	0	2
ENSG00000186160	9	13	4	1	4	5
ENSG00000225154	0	0	0	0	0	0
ENSG00000225506	66	75	58	47	63	58
ENSG00000225514	0	0	0	0	0	0
ENSG00000224805	108	105	115	62	75	73
ENSG00000162366	69	66	78	37	64	49
ENSG00000226252	941	922	804	1154	1153	1219
ENSG00000225762	2	0	9	1	1	2
ENSG00000186790	0	0	0	0	0	0
ENSG00000237424	5	4	14	6	12	6
ENSG00000189030	0	0	0	0	2	0
ENSG00000162763	0	2	0	0	0	0
ENSG00000143061	665	603	650	640	654	687
ENSG00000179172	6	14	13	17	22	8
ENSG00000135821	18973	21879	21602	17498	20045	20116
ENSG00000203740	0	0	0	4	0	0
ENSG00000162374	0	0	0	3	0	2
ENSG00000168275	295	284	295	277	306	287
ENSG00000241563	0	3	2	4	1	3
ENSG00000153207	3582	3832	4141	5246	6072	5954
ENSG00000156869	201	284	234	257	345	400
ENSG00000033122	16	17	14	15	24	34
ENSG00000151418	0	0	0	0	0	0
ENSG00000143278	0	0	0	2	6	2
ENSG00000116678	1309	1373	1502	1122	1388	1304
ENSG00000185630	63	69	91	76	90	94
ENSG00000159352	7576	8690	7891	10177	12202	11605
ENSG00000158710	3968	4253	3527	3966	4299	4277
ENSG00000162734	796	924	769	1253	1421	1315
ENSG00000066294	210	279	246	70	105	102
ENSG00000049239	284	382	343	360	297	359
ENSG00000186564	0	2	2	2	0	2
ENSG00000244038	1126	1318	1242	1069	1475	1280
ENSG00000158747	24	22	24	4	5	14
ENSG00000116690	6	13	24	12	20	6
ENSG00000126091	252	290	262	274	296	287
ENSG00000162383	0	0	0	0	0	0
ENSG00000171163	1553	1665	1597	1050	1198	1173
ENSG00000172456	32	41	25	29	48	47
ENSG00000162946	6	1	2	1	6	0
ENSG00000196660	395	448	420	557	618	687
ENSG00000158786	2	0	4	3	3	0
ENSG00000168389	8	10	14	15	11	12
ENSG00000160087	3171	3672	3212	3008	3529	3056
ENSG00000118733	0	0	0	2	2	0
ENSG00000157870	500	607	493	324	377	344
ENSG00000179085	128	127	142	113	134	165
ENSG00000173080	7	8	3	6	4	1
ENSG00000183347	0	0	0	0	0	0
ENSG00000276470	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0
ENSG00000275915	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0
ENSG00000224904	1	0	0	4	4	4
ENSG00000285646	21	23	21	80	71	82
ENSG00000199347	0	0	0	0	0	0
ENSG00000201801	0	0	5	1	4	7
ENSG00000116685	470	560	518	568	574	587
ENSG00000083444	626	647	669	656	742	755
ENSG00000287384	0	1	0	0	2	2
ENSG00000270914	0	0	0	0	1	0
ENSG00000116691	352	332	321	272	323	362
ENSG00000202461	1	0	1	0	3	1
ENSG00000276869	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	1	0
ENSG00000120949	2	2	0	2	3	0
ENSG00000201135	0	0	0	0	0	0
ENSG00000227875	0	0	0	0	0	0
ENSG00000285604	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	0
ENSG00000263676	0	0	0	0	0	0
ENSG00000200591	0	3	0	0	0	1
ENSG00000162521	3433	3942	3929	3750	4446	3989
ENSG00000162520	31	43	54	24	26	32
ENSG00000224409	2	1	0	1	2	0
ENSG00000162522	1861	1564	1379	911	729	789
ENSG00000116497	900	963	1007	896	1175	994
ENSG00000160097	13	10	10	5	5	13
ENSG00000121905	4	0	0	0	0	0
ENSG00000121900	2	2	0	6	7	2
ENSG00000287691	2	1	1	1	1	0
ENSG00000278966	0	0	0	0	0	0
ENSG00000143222	772	766	787	429	542	472
ENSG00000224985	13	8	17	12	12	16
ENSG00000143258	548	603	558	552	654	674
ENSG00000143224	2416	2689	2613	1489	1754	1720
ENSG00000158850	866	974	848	855	867	1011
ENSG00000158859	16	20	11	7	6	8
ENSG00000158869	4	4	6	16	10	6
ENSG00000158874	0	2	0	0	0	0
ENSG00000158882	166	173	209	164	214	189
ENSG00000284035	0	0	0	0	1	0
ENSG00000143257	8	8	4	0	0	10
ENSG00000248485	0	2	0	3	4	3
ENSG00000188931	380	357	343	285	380	322
ENSG00000236484	0	3	2	4	1	2
ENSG00000283696	36	36	16	15	23	15
ENSG00000288093	45	24	28	48	51	38
ENSG00000206921	0	0	0	0	0	0
ENSG00000215840	1	2	7	4	0	2
ENSG00000277882	0	0	0	0	0	0
ENSG00000283317	7	0	1	7	5	4
ENSG00000277762	0	0	0	0	0	0
ENSG00000227139	0	0	0	0	0	0
ENSG00000265107	7	8	4	18	12	12
ENSG00000274415	0	0	0	0	0	0
ENSG00000234190	0	2	0	0	0	0
ENSG00000223728	0	0	0	0	0	0
ENSG00000121634	1	0	0	2	0	6
ENSG00000188092	239	499	250	320	346	597
ENSG00000215859	37	40	27	20	51	38
ENSG00000273059	0	0	0	0	0	0
ENSG00000274372	23	23	23	23	19	11
ENSG00000206791	0	0	0	0	0	0
ENSG00000206585	11	9	6	18	24	17
ENSG00000229828	0	0	0	0	0	0
ENSG00000225080	2	4	3	9	6	5
ENSG00000198658	6	12	6	10	15	6
ENSG00000238382	0	0	0	0	0	0
ENSG00000225919	0	0	0	0	0	0
ENSG00000236497	0	0	2	2	0	0
ENSG00000207190	0	0	0	0	0	0
ENSG00000200508	0	2	0	0	0	0
ENSG00000284928	0	0	0	0	0	0
ENSG00000223949	4	2	6	0	2	2
ENSG00000116688	6172	7001	6955	6744	8086	7686
ENSG00000188800	1	2	0	3	2	1
ENSG00000259943	46	59	66	48	33	64
ENSG00000084073	1140	1219	1309	1442	1699	1417
ENSG00000231296	0	0	0	0	0	1
ENSG00000049089	158	157	120	35	66	60
ENSG00000227311	0	2	1	1	1	1
ENSG00000213172	0	0	0	0	0	0
ENSG00000284677	2	1	1	1	1	2
ENSG00000187801	92	105	122	101	122	119
ENSG00000260920	14	24	36	32	30	40
ENSG00000158887	54	36	29	8	20	22
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	12	7	6	11	7	13
ENSG00000117640	192	165	173	186	233	205
ENSG00000272478	0	0	0	0	0	0
ENSG00000127423	746	640	746	699	673	592
ENSG00000182749	84	95	84	75	83	57
ENSG00000207302	0	0	0	0	0	2
ENSG00000117632	39581	46066	42143	40781	48181	44775
ENSG00000229786	0	0	1	2	0	1
ENSG00000223624	0	0	2	1	2	5
ENSG00000283938	0	0	0	4	1	3
ENSG00000199385	0	0	0	0	0	0
ENSG00000187147	3406	3594	3519	3409	3816	3790
ENSG00000263381	0	0	0	0	0	0
ENSG00000126106	50	43	37	45	58	60
ENSG00000198520	2	5	3	7	7	5
ENSG00000199377	2	0	0	2	0	2
ENSG00000200169	23	14	8	26	37	46
ENSG00000142945	7451	8225	7923	6387	7701	6986
ENSG00000142937	10612	12046	10615	12198	13955	13188
ENSG00000264294	0	0	0	0	0	0
ENSG00000200913	0	1	2	13	8	8
ENSG00000202031	0	0	0	1	0	0
ENSG00000207421	0	0	0	0	0	0
ENSG00000281859	0	0	0	0	0	0
ENSG00000234093	3	2	4	0	0	2
ENSG00000142959	0	0	0	6	0	0
ENSG00000173846	167	187	147	240	292	307
ENSG00000222009	66	44	50	59	50	30
ENSG00000117425	15	16	19	14	13	17
ENSG00000202444	0	0	0	0	0	0
ENSG00000226499	0	0	0	1	0	0
ENSG00000070785	688	838	753	1048	1206	1091
ENSG00000253039	0	0	0	0	0	0
ENSG00000229815	0	0	0	0	0	0
ENSG00000232369	0	0	2	0	0	0
ENSG00000268949	2	0	4	0	0	0
ENSG00000126107	3080	3233	3057	3224	3686	3681
ENSG00000126088	20612	21644	21653	14115	16626	15779
ENSG00000234315	0	0	0	0	2	0
ENSG00000162408	304	411	399	501	507	443
ENSG00000229519	4	3	2	3	1	4
ENSG00000173662	2	6	6	6	7	8
ENSG00000204859	415	533	490	648	653	641
ENSG00000288629	0	0	0	0	0	0
ENSG00000230735	0	0	0	0	0	0
ENSG00000171488	228	290	276	186	261	244
ENSG00000226394	0	0	0	0	0	2
ENSG00000237200	5	7	4	11	6	10
ENSG00000070886	2	0	0	1	0	1
ENSG00000276835	0	0	0	0	0	0
ENSG00000173372	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0
ENSG00000173369	0	0	2	1	2	4
ENSG00000265422	0	0	0	0	0	0
ENSG00000223776	1	10	11	6	3	4
ENSG00000273058	14	22	11	9	24	17
ENSG00000230325	16	12	21	22	17	25
ENSG00000119285	1961	2171	2367	1911	2401	2235
ENSG00000226498	0	0	0	0	2	0
ENSG00000237991	18	13	19	13	21	8
ENSG00000244020	2	0	0	0	0	0
ENSG00000288099	0	2	0	0	0	0
ENSG00000225886	0	1	0	1	9	4
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000287244	2	4	4	14	26	43
ENSG00000231344	3	3	0	6	8	2
ENSG00000230833	0	0	0	2	0	0
ENSG00000117758	338	365	336	462	582	542
ENSG00000269971	0	0	1	5	1	1
ENSG00000270031	0	1	0	2	0	1
ENSG00000223062	0	0	0	0	0	0
ENSG00000286433	0	0	0	0	0	0
ENSG00000117751	1559	1518	1612	1400	1846	1779
ENSG00000252947	0	0	0	0	0	0
ENSG00000130775	5284	5602	5241	3909	4026	3781
ENSG00000117748	2210	2481	2390	2650	3073	2770
ENSG00000223643	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0
ENSG00000277234	0	0	0	0	0	0
ENSG00000235241	0	0	0	0	0	0
ENSG00000207005	8	5	8	11	22	27
ENSG00000272426	0	4	2	4	6	3
ENSG00000117122	2	4	3	2	4	4
ENSG00000286898	0	0	0	0	0	0
ENSG00000226526	0	0	0	0	0	0
ENSG00000159363	75	100	87	89	122	118
ENSG00000117118	652	674	686	731	814	784
ENSG00000117115	1	2	2	0	2	5
ENSG00000204362	0	0	0	4	1	4
ENSG00000282843	0	0	0	0	0	0
ENSG00000142623	2	0	2	4	2	0
ENSG00000142619	0	1	0	3	0	0
ENSG00000266634	0	0	0	0	0	0
ENSG00000199459	0	0	0	0	0	0
ENSG00000273264	0	0	2	0	0	0
ENSG00000282057	0	0	2	0	0	1
ENSG00000272691	0	0	0	0	0	0
ENSG00000199934	0	0	0	0	0	0
ENSG00000230285	0	1	0	1	0	0
ENSG00000142871	52	33	26	64	42	45
ENSG00000226643	0	0	0	0	0	0
ENSG00000234419	2	1	4	1	2	3
ENSG00000276997	33	14	22	24	28	29
ENSG00000222399	0	0	0	0	0	0
ENSG00000267305	0	0	0	0	0	0
ENSG00000143512	9	6	6	6	19	14
ENSG00000143498	132	126	131	132	186	183
ENSG00000225265	10	6	6	12	7	2
ENSG00000154305	4250	4642	4675	5703	6843	6679
ENSG00000229399	0	2	0	2	0	2
ENSG00000272750	8	7	13	7	7	9
ENSG00000186063	855	909	920	875	971	908
ENSG00000162819	1473	1638	1528	1566	1692	1532
ENSG00000287684	0	0	2	0	1	2
ENSG00000234523	1	0	1	0	0	0
ENSG00000287338	77	24	53	6	4	6
ENSG00000187554	18	15	14	7	12	13
ENSG00000236846	0	0	0	0	0	0
ENSG00000226601	0	0	0	0	0	0
ENSG00000164010	5382	5763	5923	3896	4244	4305
ENSG00000164011	200	239	227	359	315	326
ENSG00000233708	23	28	32	7	6	4
ENSG00000237090	4	2	2	0	8	4
ENSG00000225099	17	38	24	17	18	16
ENSG00000284138	12	6	14	12	5	8
ENSG00000283973	37	45	17	24	28	19
ENSG00000207256	3	1	0	0	0	0
ENSG00000283136	0	0	0	0	0	0
ENSG00000277513	0	0	0	0	0	0
ENSG00000154309	70	88	85	108	131	149
ENSG00000226967	0	0	0	0	0	0
ENSG00000231407	0	0	0	2	0	2
ENSG00000229570	0	0	0	0	0	0
ENSG00000203857	0	0	0	0	0	0
ENSG00000226443	0	0	0	0	0	0
ENSG00000249798	0	0	0	0	2	0
ENSG00000239873	0	0	0	0	0	2
ENSG00000203855	0	0	2	0	0	0
ENSG00000240244	0	0	0	0	0	0
ENSG00000260941	0	0	0	0	0	0
ENSG00000198857	1	0	0	0	0	2
ENSG00000143067	197	183	173	188	220	268
ENSG00000134240	0	2	0	1	0	0
ENSG00000134193	8	8	10	0	8	8
ENSG00000215864	3	0	2	0	0	0
ENSG00000227205	0	0	0	0	0	0
ENSG00000226446	0	0	0	0	0	0
ENSG00000134249	0	0	0	2	0	0
ENSG00000092621	1423	1762	1836	2612	2913	2822
ENSG00000027644	2	11	10	22	28	17
ENSG00000241992	0	0	0	2	0	0
ENSG00000234226	2	0	0	0	0	0
ENSG00000137970	1954	2046	1756	1725	1923	2063
ENSG00000223229	0	0	0	0	0	0
ENSG00000285698	0	0	0	0	2	0
ENSG00000228035	0	0	0	0	0	0
ENSG00000287103	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0
ENSG00000130764	2111	2402	2199	2122	2308	2188
ENSG00000266075	27	24	25	16	29	16
ENSG00000272153	72	91	77	88	94	93
ENSG00000230026	2	0	0	0	0	2
ENSG00000285177	0	0	0	0	0	0
ENSG00000284770	32	46	28	49	55	78
ENSG00000229795	0	0	0	0	0	0
ENSG00000238236	0	0	0	0	0	0
ENSG00000235638	0	0	0	0	0	0
ENSG00000231199	2	2	0	0	0	0
ENSG00000226663	0	0	0	0	0	2
ENSG00000231582	0	0	0	0	0	0
ENSG00000232714	0	0	0	0	0	0
ENSG00000235761	0	0	0	0	0	0
ENSG00000270710	0	0	0	0	0	0
ENSG00000227236	2	0	0	4	0	0
ENSG00000197587	19	14	10	9	13	9
