	seqnames	start	end	width	strand	Conc	Conc_2	Conc_1	Fold	p.value	FDR
212	1	50764259	50764659	401	*	2.522731465	1.219978233	3.195969567	-0.000280848	0.068832912	0.999630628
900	10	133660476	133660876	401	*	2.522731465	1.219978233	3.195969567	-0.000280848	0.068832912	0.999630628
706	10	68450695	68451095	401	*	2.320111757	3.06130716	0.713812171	0.000232831	0.069257016	0.999630628
2150	16	27237394	27237794	401	*	4.446107993	3.920329721	4.830617277	-0.000600387	0.069538936	0.999630628
2812	19	18281611	18282011	401	*	6.019771654	5.693903686	6.285426677	-0.000934593	0.070266434	0.999630628
2791	19	15836764	15837209	446	*	5.306307552	4.93264768	5.602827183	-0.000809711	0.070578391	0.999630628
3521	20	35454866	35455266	401	*	4.642616087	4.137549806	5.015982547	-0.000628516	0.070615392	0.999630628
218	1	52366116	52366516	401	*	5.205458802	4.79994264	5.521643785	-0.000758068	0.070959452	0.999630628
395	1	167714435	167714835	401	*	4.825915282	4.37864432	5.166843339	-0.000677193	0.072727449	0.999630628
4529	5	12915960	12916360	401	*	2.466665784	3.163725005	1.066186258	0.000258569	0.073109438	0.999630628
1358	12	68808027	68808427	401	*	4.775370849	4.328486067	5.116075234	-0.000678198	0.073544221	0.999630628
321	1	120850464	120850864	401	*	3.576940743	2.798272754	4.079877497	-0.000421474	0.073802567	0.999630628
5299	7	74330019	74330419	401	*	2.476979672	3.15852782	1.141062236	0.000258164	0.075740553	0.999630628
1286	12	49342246	49342646	401	*	4.300717359	3.76768334	4.689072452	-0.000570969	0.075837282	0.999630628
1712	14	56872269	56872669	401	*	3.395195972	2.596953825	3.906107856	-0.000401716	0.076479971	0.999630628
4902	6	26596692	26597092	401	*	4.089348689	3.484674829	4.514141786	-0.000513517	0.076657216	0.999630628
1934	15	62060276	62060676	401	*	4.217707895	3.668377445	4.614593822	-0.000548642	0.076802522	0.999630628
3206	2	112054810	112055210	401	*	5.790194044	5.467905746	6.053468536	-0.000894472	0.077116831	0.999630628
3498	20	25603142	25603542	401	*	2.897159971	1.907994676	3.478492746	-0.000330206	0.077550706	0.999630628
1958	15	68003492	68003892	401	*	2.372236648	0.857571994	3.094722076	-0.000235111	0.07764841	0.999630628
4279	4	24949139	24949539	401	*	3.03930209	2.038855318	3.624413484	-0.000331563	0.077826942	0.999630628
6240	X	151801552	151801952	401	*	2.835918856	1.750316485	3.448322797	-0.000301704	0.078854164	0.999630628
2536	17	77140394	77140794	401	*	5.333259836	4.962947327	5.627671907	-0.000779939	0.07914114	0.999630628
2734	19	5904436	5904836	401	*	6.290719844	6.017237095	6.520529309	-0.001024379	0.079406119	0.999630628
904	11	695366	695766	401	*	5.687950553	5.365172184	5.95155153	-0.000877771	0.079555573	0.999630628
1763	14	77097855	77098255	401	*	5.234791845	4.865384334	5.528632744	-0.000768033	0.080288271	0.999630628
2449	17	48054154	48054554	401	*	4.336895952	3.801610596	4.726438336	-0.000557121	0.080484769	0.999630628
1662	14	24440228	24440628	401	*	3.750372104	3.083414944	4.204723119	-0.000455767	0.080523486	0.999630628
2435	17	44806341	44806741	401	*	2.264168376	3.004175543	0.663901077	0.000218385	0.081220829	0.999630628
2929	19	49210624	49211024	401	*	3.0105118	2.083414944	3.570330949	-0.000341333	0.081251394	0.999630628
4887	6	20402329	20402729	401	*	3.789019198	3.148076942	4.231252548	-0.00046834	0.081862471	0.999630628
6172	X	101909879	101910279	401	*	2.765604718	3.367426295	1.713812171	0.000299321	0.083659749	0.999630628
1223	12	6873296	6873696	401	*	5.182910934	4.808263202	5.480051019	-0.000745375	0.084119255	0.999630628
4913	6	27890684	27891084	401	*	5.363903146	4.998369383	5.655292579	-0.000761164	0.084233367	0.999630628
2177	16	49006992	49007392	401	*	2.001491828	0	2.821722253	-0.000170897	0.084382976	0.999630628
3306	2	175168239	175168639	401	*	5.30570608	4.952388795	5.589293506	-0.000777383	0.084533484	0.999630628
2093	16	3106524	3106924	401	*	3.842823608	3.22495907	4.274034953	-0.000473843	0.084907915	0.999630628
4915	6	27893058	27893458	401	*	5.870223556	5.563751016	6.122861499	-0.000888184	0.085544033	0.999630628
5272	7	55971076	55971476	401	*	4.576788815	4.102640722	4.933054619	-0.000598414	0.085583569	0.999630628
4829	6	3053541	3053941	401	*	4.446574746	3.953889581	4.813161512	-0.000576115	0.085602784	0.999630628
480	1	209516044	209516444	401	*	3.001832095	2.050124914	3.570330949	-0.000328256	0.085620426	0.999630628
4082	3	126355913	126356313	401	*	4.521608867	4.015883393	4.895333774	-0.000563143	0.085812011	0.999630628
2761	19	10860872	10861272	401	*	2.170410275	0.509380578	2.9221196	-0.000203697	0.085846482	0.999630628
2276	16	88776565	88776965	401	*	3.536515248	2.824761731	4.011000547	-0.000412388	0.086388726	0.999630628
2981	2	1104912	1105312	401	*	2.758751992	3.358388643	1.713812171	0.000295158	0.086468747	0.999630628
1453	12	120710288	120710688	401	*	3.592699815	2.895553256	4.060719055	-0.000421614	0.087341536	0.999630628
4945	6	33490395	33490795	401	*	3.159731095	3.725928938	2.214603662	0.000328959	0.087838564	0.999630628
3610	20	63653671	63654071	401	*	4.279876646	3.76768334	4.657105175	-0.000546189	0.087903164	0.999630628
3577	20	53700943	53701343	401	*	3.282316979	2.484674829	3.792986659	-0.000371798	0.08799517	0.999630628
4580	5	58161667	58162067	401	*	2.320354834	0.88300361	3.025895229	-0.000228545	0.088107604	0.999630628
816	10	110405245	110405645	401	*	3.096184122	2.219978233	3.637403254	-0.000344542	0.088238073	0.999630628
1647	14	20461535	20461935	401	*	5.551295882	5.228683446	5.814786335	-0.000825945	0.088456434	0.999630628
2716	19	4066940	4067340	401	*	5.093814761	4.715349598	5.393346004	-0.000715012	0.088788494	0.999630628
776	10	97426011	97426411	401	*	4.64445412	4.179352633	4.995607371	-0.000598735	0.088989846	0.999630628
5628	8	94765247	94765647	401	*	2.312277388	0.88300361	3.015982547	-0.000228092	0.088996312	0.999630628
198	1	45491119	45491519	401	*	5.094992331	4.715349598	5.395259107	-0.000711301	0.089326817	0.999630628
1690	14	49892739	49893139	401	*	4.86376394	4.457302415	5.180521874	-0.000662224	0.090051085	0.999630628
4646	5	103119997	103120397	401	*	5.133252788	4.762554258	5.427908313	-0.000722674	0.090296947	0.999630628
1861	15	31092935	31093335	401	*	2.457312187	1.219978233	3.113437133	-0.00025404	0.090389618	0.999630628
3945	3	46086502	46086902	401	*	2.637035142	1.52561912	3.257302928	-0.000272846	0.090581726	0.999630628
4789	5	172807153	172807553	401	*	3.935785281	4.356120357	3.340168909	0.000469907	0.091033271	0.999630628
762	10	92095867	92096267	401	*	2.449968139	1.219978233	3.104109951	-0.000253167	0.091530251	0.999630628
2862	19	36054373	36054773	401	*	5.366343386	5.007152965	5.653695181	-0.000741748	0.091967317	0.999630628
4900	6	26341498	26341898	401	*	3.940634779	3.362914546	4.352037465	-0.000480334	0.092096521	0.999630628
4836	6	4135600	4136000	401	*	5.012366614	4.631232851	5.313563317	-0.00068943	0.093831574	0.999630628
2415	17	42388399	42388799	401	*	5.658360695	5.349228479	5.912801025	-0.000833528	0.093850464	0.999630628
2091	16	3003770	3004170	401	*	4.569083988	4.105344291	4.919463286	-0.000578355	0.094852205	0.999630628
5244	7	44208355	44208755	401	*	2.85637504	3.433709447	1.879020268	0.000302515	0.095185511	0.999630628
5755	9	27247774	27248174	401	*	3.439255922	2.708253358	3.9221196	-0.000384241	0.095705053	0.999630628
5280	7	66628676	66629076	401	*	5.530332403	5.211148051	5.791534744	-0.00079264	0.095769765	0.999630628
3887	3	16837258	16837658	401	*	2.864254112	3.429400599	1.9221196	0.000305127	0.096105318	0.999630628
2903	19	45469101	45469501	401	*	4.591900744	4.153311844	4.927777318	-0.000594853	0.09632766	0.999630628
2756	19	10333356	10333756	401	*	4.860809505	4.457302415	5.175774859	-0.000646143	0.096530905	0.999630628
719	10	71266759	71267159	401	*	2.582387768	1.492957177	3.195969567	-0.000270299	0.097043807	0.999630628
4694	5	135761545	135761945	401	*	2.582387768	1.492957177	3.195969567	-0.000270299	0.097043807	0.999630628
244	1	63665437	63665837	401	*	3.439832894	2.722411104	3.916802073	-0.000383267	0.097614887	0.999630628
5736	9	9769479	9769879	401	*	2.287770106	0.88300361	2.985829172	-0.000216922	0.099023523	0.999630628
6031	KI270310.1	679	1079	401	*	3.799073708	3.179205162	4.231252548	-0.000426972	0.099207916	0.999630628
3840	22	50252074	50252474	401	*	4.366474771	3.863788544	4.738544931	-0.000522335	0.099295822	0.999630628
4899	6	26307303	26307703	401	*	2.864496299	1.932560195	3.426038046	-0.000300825	0.099575864	0.999630628
3338	2	198104127	198104527	401	*	2.950814418	2.072403399	3.49285824	-0.000318787	0.099899113	0.999630628
5982	9	136790781	136791181	401	*	5.939237827	5.652752834	6.178150319	-0.000863824	0.100144378	0.999630628
2965	19	56315063	56315463	401	*	4.498173146	4.015883393	4.858997454	-0.000540352	0.100522884	0.999630628
119	1	26854786	26855186	401	*	3.427504636	2.693955298	3.911464873	-0.000372908	0.100704783	0.999630628
3507	20	30630935	30631335	401	*	2.872945154	3.433709447	1.943195855	0.000297898	0.100855859	0.999630628
940	11	9314501	9314901	401	*	5.438110451	5.108042802	5.706545826	-0.000750771	0.100858686	0.999630628
3446	2	241457504	241457904	401	*	2.568686106	3.219978233	1.349166797	0.000245205	0.100968574	0.999630628
2691	19	1062782	1063182	401	*	4.234873536	3.718884671	4.614146879	-0.000496026	0.103897972	0.999630628
6108	X	25028105	25028505	401	*	2.538612341	3.163725005	1.410987983	0.000253012	0.104102992	0.999630628
3339	2	200185497	200185897	401	*	2.534606103	3.15852782	1.410987983	0.000253484	0.104166342	0.999630628
1066	11	67288780	67289180	401	*	4.03403574	3.501192247	4.422290224	-0.000475395	0.10446806	0.999630628
379	1	161159235	161159635	401	*	4.293914251	3.801610596	4.660290673	-0.000513662	0.105561716	0.999630628
4577	5	57173591	57173991	401	*	5.549796257	5.2423284	5.803109351	-0.000779124	0.106346575	0.999630628
432	1	184257547	184257947	401	*	2.696326986	3.283699581	1.689072452	0.000271719	0.106575031	0.999630628
4537	5	21256969	21257369	401	*	2.189401961	2.914175382	0.663901077	0.000194448	0.106610572	0.999630628
465	1	206565532	206565932	401	*	2.706087256	3.288465566	1.713812171	0.000272293	0.107015065	0.999630628
5562	8	38393680	38394080	401	*	2.005562133	2.798272754	0.104109951	0.000160054	0.107842035	0.999630628
5378	7	122339568	122339968	401	*	1.809950426	2.701122041	0	0.000118975	0.10868796	0.999630628
3182	2	96724976	96725376	401	*	2.533525338	3.148076942	1.440932728	0.000249576	0.108968365	0.999630628
6099	X	16870235	16870635	401	*	4.371731544	3.911088339	4.720346725	-0.000528018	0.109574043	0.999630628
1146	11	112466911	112467311	401	*	2.962563993	3.497080588	2.104109951	0.000306721	0.109673084	0.999630628
136	1	30718125	30718525	401	*	5.852202879	5.572626186	6.086296159	-0.000830213	0.110321884	0.999630628
4758	5	157731568	157731968	401	*	4.404885485	3.953889581	4.747966141	-0.000533031	0.111304218	0.999630628
2261	16	85316365	85316765	401	*	3.908482323	3.362914546	4.303411579	-0.000449706	0.111318247	0.999630628
5858	9	97999379	97999779	401	*	2.174031413	2.895553256	0.663901077	0.00018897	0.112872015	0.999630628
4094	3	129335070	129335470	401	*	2.809640155	3.362914546	1.900730873	0.000285563	0.11422988	0.999630628
5327	7	95735754	95736154	401	*	2.525473286	3.137549806	1.440932728	0.00024087	0.116209082	0.999630628
3799	22	41526187	41526587	401	*	4.012889455	4.394331494	3.49285824	0.000456098	0.116304768	0.999630628
2907	19	45792727	45793127	401	*	4.23940122	3.76768334	4.594298551	-0.000496807	0.116622279	0.999630628
6040	KI270466.1	311	711	401	*	6.133349464	5.858944521	6.363809178	-0.000813821	0.11690231	0.999630628
873	10	125988781	125989181	401	*	3.39131467	2.701122041	3.856222224	-0.000356566	0.117352891	0.999630628
4917	6	28335395	28335795	401	*	4.987409619	4.629355675	5.274034953	-0.000638352	0.117360856	0.999630628
6078	X	2928934	2929334	401	*	3.152056863	3.672029362	2.331114551	0.000299307	0.117389153	0.999630628
1103	11	77994769	77995169	401	*	4.749120224	4.362914546	5.053468536	-0.000592939	0.117538341	0.999630628
888	10	131239547	131239947	401	*	2.33748284	2.992539762	1.104109951	0.000216068	0.11783046	0.999630628
5312	7	79452122	79452522	401	*	3.397945497	2.722411104	3.856222224	-0.000357997	0.118356882	0.999630628
5827	9	89318586	89318986	401	*	4.791759341	4.381005729	5.111110984	-0.000565716	0.118404046	0.999630628
1330	12	57520420	57520820	401	*	5.724181524	5.439139056	5.962090947	-0.000782364	0.11864787	0.999630628
2078	16	1611940	1612340	401	*	5.298733553	4.979251644	5.560134861	-0.000695564	0.11882047	0.999630628
2488	17	62065775	62066175	401	*	4.275700272	3.814885272	4.624413484	-0.000500104	0.119289299	0.999630628
1203	12	172105	172505	401	*	5.371878658	5.048640298	5.635785914	-0.000690242	0.121347919	0.999630628
3296	2	172359337	172359737	401	*	2.652422932	3.22495907	1.689072452	0.000260182	0.12154408	0.999630628
5543	8	28795984	28796384	401	*	2.354539771	3.004175543	1.141062236	0.000212185	0.121955323	0.999630628
2768	19	11597178	11597578	401	*	4.802355801	4.431556632	5.097074778	-0.000595066	0.122922694	0.999630628
2114	16	10794374	10794774	401	*	2.834168603	3.380877496	1.943195855	0.000273324	0.123111428	0.999630628
4151	3	157715415	157715815	401	*	2.206935431	2.914175382	0.762054138	0.000181202	0.123172554	0.999630628
6148	X	68865708	68866108	401	*	3.128081783	2.380877496	3.617874475	-0.000316779	0.124147463	0.999630628
1710	14	55565740	55566140	401	*	1.895879495	0	2.701495341	-0.000140572	0.125321299	0.999630628
5248	7	45590720	45591120	401	*	3.614227893	4.035861234	3.015982547	0.000382095	0.125764899	0.999630628
550	1	234177316	234177716	401	*	3.206551818	2.476344659	3.689072452	-0.000324782	0.125965686	0.999630628
4286	4	25914093	25914493	401	*	4.631357328	4.232398231	4.943551661	-0.000550458	0.126189914	0.999630628
3056	2	27454133	27454533	401	*	3.482570189	2.824761731	3.932696215	-0.00035141	0.127234397	0.999630628
1954	15	67091152	67091552	401	*	3.834787771	3.302669777	4.222658967	-0.000419701	0.127424716	0.999630628
5040	6	90908185	90908585	401	*	2.368845845	1.19988112	3.006001284	-0.000216312	0.127666222	0.999630628
5991	9	137837066	137837466	401	*	3.228846744	2.492957177	3.713812171	-0.000319499	0.127718927	0.999630628
3741	22	26146765	26147165	401	*	2.692233099	1.750316485	3.257302928	-0.000253153	0.127977207	0.999630628
4876	6	15690219	15690619	401	*	2.908681079	2.094343079	3.426038046	-0.000288594	0.128146189	0.999630628
5529	8	25064124	25064524	401	*	3.402349177	2.736431263	3.856222224	-0.000340066	0.129269816	0.999630628
3704	22	19733020	19733420	401	*	3.724931116	3.163725005	4.127942096	-0.000394101	0.129376849	0.999630628
5340	7	100373291	100373691	401	*	3.781002023	3.204931705	4.191572793	-0.000393642	0.129588739	0.999630628
1750	14	74493267	74493667	401	*	5.183864917	4.862190986	5.446729856	-0.000656154	0.130058121	0.999630628
4090	3	128781778	128782178	401	*	2.90851941	3.429400599	2.085272712	0.0002859	0.130466338	0.999630628
2373	17	28489105	28489505	401	*	3.788656327	3.24471222	4.18273884	-0.00040105	0.131412318	0.999630628
1700	14	53128814	53129214	401	*	3.195957066	2.484674829	3.670235213	-0.000319452	0.131824211	0.999630628
2215	16	67979633	67980033	401	*	3.650939667	3.066865947	4.06553257	-0.000382687	0.131955156	0.999630628
4273	4	15479537	15479937	401	*	2.992469784	2.219978233	3.49285824	-0.000297991	0.132465111	0.999630628
191	1	43997499	43997899	401	*	3.937568021	3.416396299	4.319620248	-0.000421728	0.133059155	0.999630628
204	1	46312202	46312602	401	*	2.629453186	1.708253358	3.187162578	-0.000254152	0.133934378	0.999630628
3385	2	222318201	222318601	401	*	2.629453186	1.708253358	3.187162578	-0.000254152	0.133934378	0.999630628
3593	20	58179759	58180159	401	*	2.494356043	1.476344659	3.085272712	-0.000233447	0.134141152	0.999630628
5662	8	115981275	115981675	401	*	3.039453452	2.259351595	3.542979595	-0.000287207	0.134386655	0.999630628
5595	8	57209824	57210224	401	*	5.887052352	5.631232851	6.104269089	-0.000787385	0.134542785	0.999630628
1240	12	13123153	13123553	401	*	2.464498693	3.066865947	1.410987983	0.000226138	0.134768098	0.999630628
556	1	236097091	236097491	401	*	4.920929137	4.573602721	5.200650703	-0.000593961	0.134992244	0.999630628
4325	4	54822328	54822728	401	*	2.917109332	2.105189057	3.433504609	-0.000277393	0.135889366	0.999630628
1845	15	21262196	21262596	401	*	4.772025867	4.403147443	5.06553257	-0.000561175	0.13616173	0.999630628
3950	3	47905869	47906269	401	*	2.911773272	2.105189057	3.426038046	-0.000277367	0.136663018	0.999630628
3146	2	70047101	70047501	401	*	2.762263448	3.297950562	1.900730873	0.00026546	0.136681083	0.999630628
5001	6	52504147	52504547	401	*	4.822353752	4.457302415	5.113437133	-0.000567307	0.137243577	0.999630628
2054	15	100124225	100124625	401	*	2.896923206	3.420744103	2.066186258	0.000274469	0.137994374	0.999630628
4333	4	61766860	61767260	401	*	2.201745911	0.88300361	2.879020268	-0.000184144	0.138488858	0.999630628
350	1	154974278	154974678	401	*	5.206334514	4.865475989	5.481852602	-0.000596642	0.140546631	0.999630628
1477	12	124099671	124100071	401	*	3.309839132	2.619824325	3.774666831	-0.000314017	0.141169582	0.999630628
3565	20	48921440	48921840	401	*	4.076782406	3.608434394	4.429776158	-0.000440661	0.141421342	0.999630628
4474	4	169659937	169660337	401	*	3.936167359	3.442288727	4.303411579	-0.000415044	0.141596335	0.999630628
2468	17	55750849	55751249	401	*	4.606319566	4.227443055	4.906107856	-0.000531171	0.141627047	0.999630628
2765	19	11435161	11435561	401	*	5.036634333	4.702908178	5.30748085	-0.000597062	0.142621554	0.999630628
2758	19	10461194	10461594	401	*	4.548310416	4.137549806	4.867666278	-0.000490355	0.143724807	0.999630628
4149	3	157330438	157330838	401	*	2.752046772	1.88300361	3.290575147	-0.000255602	0.144738428	0.999630628
618	10	17805876	17806276	401	*	3.354805476	2.722411104	3.792986659	-0.000329267	0.144991067	0.999630628
5731	9	4792611	4793011	401	*	5.675465084	5.406502577	5.902076998	-0.000714994	0.14542984	0.999630628
2827	19	19935010	19935410	401	*	2.607140742	3.163725005	1.689072452	0.000239494	0.145983247	0.999630628
882	10	128464332	128464732	401	*	2.603320599	3.15852782	1.689072452	0.000240036	0.146043901	0.999630628
33	1	6592690	6593090	401	*	3.813636072	3.283699581	4.200352982	-0.000388726	0.146588104	0.999630628
4596	5	73782987	73783387	401	*	2.974269228	2.209964671	3.471255999	-0.000279482	0.146641735	0.999630628
3551	20	45293549	45293949	401	*	3.760097569	3.23979923	4.14168259	-0.00038624	0.147173476	0.999630628
1052	11	65426943	65427343	401	*	4.676705498	4.300312099	4.974940309	-0.000523524	0.147354084	0.999630628
115	1	26165872	26166272	401	*	3.747239228	3.219978233	4.132536817	-0.000383556	0.147592112	0.999630628
71	1	16366903	16367303	401	*	4.641512082	4.271576952	4.935686049	-0.000524885	0.147671754	0.999630628
4326	4	54830648	54831048	401	*	2.615370131	1.679514116	3.178301496	-0.000234957	0.148418554	0.999630628
