ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002251	organ or tissue specific immune response	9/651	43/18903	1.27344780026975e-05	0.00280349533229385	0.00253013970843068	H2BC4/H2BC10/H2BC7/H2BC6/H2BC8/H2BC11/H2BC12/H2BC21/NOS2	9
BP	GO:0030099	myeloid cell differentiation	32/651	407/18903	1.34417877783426e-05	0.00281829483752584	0.00254349618362123	HSPA1B/JUN/H4C5/H4C6/H4C3/H4C8/HIPK2/HSPA1A/H4C9/FLI1/SOCS1/H4C13/H4C4/H4C2/ETS1/H4C15/H4C12/H4C11/IRF7/MEIS1/MAFB/CEBPA/CSF2/TNFRSF11A/H4C14/MMP9/IRF4/TNF/H4C1/KLF2/MPIG6B/DLL1	32
BP	GO:0008016	regulation of heart contraction	21/651	214/18903	1.68581898257224e-05	0.00322724390446329	0.00291257055341428	TRPC1/HEY2/PRKACA/SLC8A3/HBEGF/RGS2/CHGA/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/HCN4/RGS4/ADM/GLP1R/GJA5/GJA1/TNF/CTNNA3/TGFB2	21
BP	GO:0045637	regulation of myeloid cell differentiation	21/651	214/18903	1.68581898257224e-05	0.00322724390446329	0.00291257055341428	HSPA1B/H4C5/H4C6/H4C3/H4C8/HSPA1A/H4C9/H4C13/H4C4/H4C2/ETS1/H4C15/H4C12/H4C11/IRF7/MEIS1/MAFB/H4C14/TNF/H4C1/DLL1	21
BP	GO:0045926	negative regulation of growth	23/651	249/18903	1.81920063684983e-05	0.00333747516835409	0.00301205368601233	HSPA1B/HSPA1A/TSPYL2/DUSP10/SERPINE2/BTG1/IFRD1/EAF2/SEMA6C/RGS2/PTK6/MIR17HG/ADRB3/RGS4/SEMA4F/ADRB2/DACT3/WNT5A/MAP2/SOX17/GJA1/SLIT2/TGFB2	23
BP	GO:0060047	heart contraction	23/651	250/18903	1.94008228960245e-05	0.00341687292844783	0.003083709744526	TRPC1/HEY2/PRKACA/SLC8A3/HBEGF/RGS2/CHGA/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/HCN4/ACE/RGS4/ADM/GLP1R/CXCR4/GJA5/GJA1/TNF/CTNNA3/TGFB2	23
BP	GO:0045746	negative regulation of Notch signaling pathway	8/651	38/18903	3.71170904197377e-05	0.00625665657334777	0.00564659946313825	HEY2/CHAC1/EGFL7/BEND6/NRARP/DLL4/DLX2/DLL1	8
BP	GO:0003015	heart process	23/651	261/18903	3.8366960590595e-05	0.00625665657334777	0.00564659946313825	TRPC1/HEY2/PRKACA/SLC8A3/HBEGF/RGS2/CHGA/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/HCN4/ACE/RGS4/ADM/GLP1R/CXCR4/GJA5/GJA1/TNF/CTNNA3/TGFB2	23
BP	GO:1903522	regulation of blood circulation	23/651	263/18903	4.32193582571812e-05	0.00679624408594174	0.00613357433913003	TRPC1/HEY2/PRKACA/SLC8A3/HBEGF/RGS2/CHGA/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/HCN4/ACE/RGS4/ADM/GLP1R/GJA5/TBXAS1/GJA1/TNF/CTNNA3/TGFB2	23
BP	GO:0019731	antibacterial humoral response	10/651	63/18903	5.38706011293986e-05	0.0081790433369911	0.00738154334894663	H2BC4/H2BC10/H2BC7/H2BC6/HLA-A/H2BC8/H2BC11/H2BC12/H2BC21/KLK3	10
BP	GO:2000810	regulation of bicellular tight junction assembly	6/651	22/18903	7.58646425076425e-05	0.011134400698705	0.0100487377356614	PRKACA/SNAI1/CLDN5/TJP1/NPHP1/TNF	6
BP	GO:0003151	outflow tract morphogenesis	11/651	80/18903	8.98223475511713e-05	0.012529419238226	0.0113077345886903	JUN/HEY2/CLDN5/MIR17HG/SOX11/NPY1R/WNT5A/GJA5/SOX17/MSX2/TGFB2	11
BP	GO:0030308	negative regulation of cell growth	18/651	188/18903	9.13854254485625e-05	0.012529419238226	0.0113077345886903	HSPA1B/HSPA1A/TSPYL2/SERPINE2/BTG1/IFRD1/EAF2/SEMA6C/RGS2/RGS4/SEMA4F/DACT3/WNT5A/MAP2/SOX17/GJA1/SLIT2/TGFB2	18
BP	GO:0034329	cell junction assembly	31/651	430/18903	9.39066170477988e-05	0.012529419238226	0.0113077345886903	CD9/CUX2/ACTG1/EFNB2/PARD6B/NLGN4X/PRKACA/SNAI1/CLDN5/ITGB3/LRRC4B/TJP1/THSD1/LRRTM1/PHLDB2/NPHP1/NTRK1/HEG1/EPB41L5/ADGRL3/ACE/ESAM/GPC6/WNT5A/GJA5/GJA1/TNF/CORO2B/LRRN1/SDK1/SLITRK5	31
BP	GO:0051960	regulation of nervous system development	32/651	456/18903	0.000120093000829117	0.0155520436073706	0.0140356370938054	NEFL/CUX2/HEY2/DUSP10/SERPINE2/ASCL2/IFRD1/IL6ST/LRRC4B/SEMA6C/LRRTM1/ID1/ID4/SHOX2/NTRK1/ACE/SEMA4F/TIAM1/SOX11/WNT5A/MAP2/CXCR4/OTP/SLIT2/TNF/DLL4/DLX2/DLL1/SOX8/LRRN1/SLITRK5/HAP1	32
BP	GO:0016048	detection of temperature stimulus	6/651	24/18903	0.0001290416635512	0.016233441274741	0.0146505948843844	PRDM12/NTRK1/TRPM3/MMP24/TRPM8/CXCR4	6
BP	GO:1902414	protein localization to cell junction	12/651	98/18903	0.000136574502803914	0.0167038204401565	0.0150751095931221	ACTG1/HOMER1/TJP1/KIF3A/LRRTM1/NSG1/HEG1/GRIN2C/MAP1A/PRKCZ/GPC6/WNT5A	12
BP	GO:0062149	detection of stimulus involved in sensory perception of pain	6/651	25/18903	0.000164879045266816	0.0196206063867511	0.0177074934817135	PRDM12/KCNA1/NTRK1/MMP24/CXCR4/TNF	6
BP	GO:0006941	striated muscle contraction	17/651	181/18903	0.00017922881037833	0.0207669592656787	0.0187420708913628	KBTBD13/PRKACA/SLC8A3/HOMER1/RGS2/CHGA/ATP1B1/KCNN2/ABCC9/C12orf57/HCN4/SYNM/CXCR4/GJA5/GJA1/TNF/CTNNA3	17
BP	GO:0001822	kidney development	24/651	309/18903	0.000189459792049043	0.0213895247279983	0.0193039329280738	EFNB2/PODXL/AQP2/SIX2/TIPARP/EGR1/ITGB3/NKX3-1/WFS1/ACE/TMEM59L/SOX11/WNT5A/MMP9/SOX17/IRX2/HS3ST3B1/NID1/SLIT2/CYP4A22/TGFB2/DLL1/SOX8/FOXD1	24
BP	GO:0050804	modulation of chemical synaptic transmission	31/651	448/18903	0.000195866513987385	0.0215600065271614	0.0194577918500626	GRM3/CUX2/SLC12A2/RAB26/PLK2/NLGN4X/PRKACA/SLC8A3/SERPINE2/HOMER1/CRHR2/LRRTM1/SYP/NRGN/VGF/NTRK1/ARC/NSG1/GRIN2C/ACE/RGS4/MAP1A/NPTX2/PRKCZ/ADRB2/GRIK5/MIR320A/GRID2IP/TNF/CYP46A1/HAP1	31
BP	GO:0099177	regulation of trans-synaptic signaling	31/651	449/18903	0.00020370443188676	0.0218205565603562	0.019692936876853	GRM3/CUX2/SLC12A2/RAB26/PLK2/NLGN4X/PRKACA/SLC8A3/SERPINE2/HOMER1/CRHR2/LRRTM1/SYP/NRGN/VGF/NTRK1/ARC/NSG1/GRIN2C/ACE/RGS4/MAP1A/NPTX2/PRKCZ/ADRB2/GRIK5/MIR320A/GRID2IP/TNF/CYP46A1/HAP1	31
BP	GO:0050951	sensory perception of temperature stimulus	6/651	26/18903	0.000208145213612301	0.0218205565603562	0.019692936876853	PRDM12/NTRK1/TRPM3/MMP24/TRPM8/CXCR4	6
BP	GO:0050830	defense response to Gram-positive bacterium	13/651	118/18903	0.000214476352276512	0.0219613809086856	0.0198200301063361	H2BC4/H2BC10/H2BC7/H2BC6/HLA-A/H2BC8/H2BC11/GBP4/H2BC12/H2BC21/CHGA/TNF/LYG2	13
BP	GO:0003230	cardiac atrium development	7/651	37/18903	0.000232643166207254	0.0232801786547849	0.0210102380964685	HEY2/SHOX2/HEG1/WNT5A/GJA5/DLL4/TGFB2	7
BP	GO:0060291	long-term synaptic potentiation	12/651	104/18903	0.00024101266296826	0.0233908030274367	0.021110076007644	PLK2/SLC8A3/SERPINE2/CRHR2/LRRTM1/NRGN/ARC/NSG1/GRIN2C/PRKCZ/MIR320A/CYP46A1	12
BP	GO:1903706	regulation of hemopoiesis	29/651	413/18903	0.000244373595108355	0.0233908030274367	0.021110076007644	HSPA1B/H4C5/H4C6/H4C3/H4C8/HSPA1A/H4C9/DUSP10/SOCS1/H4C13/H4C4/H4C2/ETS1/H4C15/H4C12/H4C11/MIR17HG/IRF7/MEIS1/MAFB/PRKCZ/CEBPA/NRARP/H4C14/IRF4/TNF/H4C1/DLL1/TCF7	29
BP	GO:1901888	regulation of cell junction assembly	18/651	204/18903	0.000255649411837747	0.023817198706803	0.021494895852871	CUX2/ACTG1/PRKACA/SNAI1/CLDN5/LRRC4B/TJP1/LRRTM1/PHLDB2/NPHP1/NTRK1/EPB41L5/ACE/GPC6/WNT5A/TNF/LRRN1/SLITRK5	18
BP	GO:0060562	epithelial tube morphogenesis	25/651	335/18903	0.000259646953878389	0.023817198706803	0.021494895852871	RHOB/EFNB2/PODXL/SIX2/PRKACA/NKX3-1/AREG/TMEM59L/SOX11/ADM/WNT5A/NRARP/CXCR4/SOX17/IRX2/HS3ST3B1/SLIT2/TNF/DLL4/MSX2/TGFB2/DLL1/SOX8/FOXD1/SOSTDC1	25
BP	GO:0050767	regulation of neurogenesis	27/651	377/18903	0.000289967241087127	0.0255610156873544	0.0230686814539758	NEFL/CUX2/HEY2/DUSP10/SERPINE2/ASCL2/IFRD1/IL6ST/SEMA6C/ID1/ID4/SHOX2/ACE/SEMA4F/TIAM1/SOX11/WNT5A/MAP2/CXCR4/OTP/SLIT2/TNF/DLL4/DLX2/DLL1/SOX8/HAP1	27
BP	GO:0072001	renal system development	24/651	318/18903	0.000290268177235457	0.0255610156873544	0.0230686814539758	EFNB2/PODXL/AQP2/SIX2/TIPARP/EGR1/ITGB3/NKX3-1/WFS1/ACE/TMEM59L/SOX11/WNT5A/MMP9/SOX17/IRX2/HS3ST3B1/NID1/SLIT2/CYP4A22/TGFB2/DLL1/SOX8/FOXD1	24
BP	GO:0045444	fat cell differentiation	20/651	244/18903	0.000317024407911207	0.0262598939687147	0.0236994154062177	INSIG1/DUSP10/SOCS1/RGS2/NR4A2/ID4/FOXO1/KLF5/MAFB/ADRB3/ADRB2/CEBPA/WNT5A/MIR103A1/TNF/CLIP3/ZBTB7C/MSX2/LPL/SOX8	20
BP	GO:0003158	endothelium development	14/651	139/18903	0.000319621804731155	0.0262598939687147	0.0236994154062177	RHOB/PDPN/HEY2/BTG1/CLDN5/TJP1/ID1/HEG1/CXCR4/GJA5/SOX17/TNF/DLL4/DLL1	14
BP	GO:0045216	cell-cell junction organization	18/651	208/18903	0.000324224911346801	0.0262598939687147	0.0236994154062177	CD9/ACTG1/EFNB2/PARD6B/NLGN4X/PRKACA/SNAI1/CLDN5/TJP1/NPHP1/HEG1/ACE/WHRN/ESAM/GJA5/GJA1/TNF/TGFB2	18
BP	GO:0050982	detection of mechanical stimulus	8/651	51/18903	0.0003259928316496	0.0262598939687147	0.0236994154062177	SERPINE2/KCNA1/PKD1L1/NTRK1/WHRN/PKD1L2/CXCR4/TNF	8
BP	GO:0001655	urogenital system development	26/651	360/18903	0.000328025021185398	0.0262598939687147	0.0236994154062177	EFNB2/PODXL/AQP2/SIX2/TIPARP/EGR1/EAF2/ITGB3/NKX3-1/ID4/WFS1/ACE/TMEM59L/SOX11/WNT5A/MMP9/SOX17/IRX2/HS3ST3B1/NID1/SLIT2/CYP4A22/TGFB2/DLL1/SOX8/FOXD1	26
BP	GO:0090084	negative regulation of inclusion body assembly	4/651	11/18903	0.000379065630103365	0.0298040351668771	0.0268979840909813	HSPA2/HSPA1B/HSPA1A/DNAJB8	4
BP	GO:0003209	cardiac atrium morphogenesis	6/651	29/18903	0.000393315285812605	0.0302187535538787	0.0272722652416157	HEY2/SHOX2/HEG1/WNT5A/DLL4/TGFB2	6
BP	GO:0051384	response to glucocorticoid	14/651	142/18903	0.000398066705910735	0.0302187535538787	0.0272722652416157	NEFL/CYP1B1/PAM/A2M/FOSB/ERRFI1/AREG/ACE/SSTR3/SSTR5/ADM/SLIT2/TPH2/TNF	14
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	12/651	111/18903	0.000442134068918089	0.0324683736779994	0.0293025355043685	ERBB3/SLC9A3R1/SERPINE2/PTPN13/NKX3-1/FGFR1/NTRK1/SELP/MIR126/TNF/TGFB2/CRNN	12
BP	GO:0001704	formation of primary germ layer	13/651	127/18903	0.000442448880463313	0.0324683736779994	0.0293025355043685	SIX2/PRKACA/SNAI1/ITGB3/EPB41L5/TBXT/DUSP2/TBX19/WNT5A/MMP9/SOX17/GJA1/SOX7	13
BP	GO:0090330	regulation of platelet aggregation	6/651	30/18903	0.000477466615974574	0.0344636968874762	0.0311033041467475	CD9/PDPN/SERPINE2/MMRN1/IL6ST/CELA2A	6
BP	GO:0008593	regulation of Notch signaling pathway	11/651	97/18903	0.0005033633666352	0.0357469177950772	0.0322614042283171	HEY2/CHAC1/IL6ST/EGFL7/MIR126/BEND6/NRARP/DLL4/DLX2/TGFB2/DLL1	11
BP	GO:0051798	positive regulation of hair follicle development	4/651	12/18903	0.000553151362360513	0.038055085132396	0.0343445130412983	WNT5A/TNF/MSX2/TGFB2	4
BP	GO:0099149	regulation of postsynaptic neurotransmitter receptor internalization	4/651	12/18903	0.000553151362360513	0.038055085132396	0.0343445130412983	EFNB2/ITGB3/ARC/GSG1L	4
BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	6/651	31/18903	0.000574997084656334	0.0389494179037206	0.0351516436368852	HEY2/SNAI1/WNT5A/SOX17/DLL4/MSX2	6
BP	GO:0031960	response to corticosteroid	15/651	165/18903	0.000596468432612093	0.0397916743756219	0.0359117756476978	NEFL/CYP1B1/PAM/A2M/SCNN1A/FOSB/ERRFI1/AREG/ACE/SSTR3/SSTR5/ADM/SLIT2/TPH2/TNF	15
BP	GO:0007219	Notch signaling pathway	16/651	183/18903	0.000610744299750018	0.040135927638796	0.0362224623968	RIPPLY2/HEY2/CHAC1/SNAI1/IL6ST/EGFL7/MIR126/SUSD5/CEBPA/ZNF423/BEND6/NRARP/DLL4/DLX2/TGFB2/DLL1	16
BP	GO:0001763	morphogenesis of a branching structure	17/651	203/18903	0.000683761459156778	0.0434652353944116	0.039227145036017	SIX2/NKX3-1/SOCS3/SHOX2/AREG/TMEM59L/ADM/WNT5A/NRARP/HS3ST3B1/SLIT2/TNF/DLL4/DLX2/MSX2/SOX8/FOXD1	17
BP	GO:0010644	cell communication by electrical coupling	6/651	32/18903	0.000687309023043965	0.0434652353944116	0.039227145036017	PRKACA/KCNA1/TRDN/ATP1B1/GJA5/GJA1	6
BP	GO:0050879	multicellular organismal movement	8/651	57/18903	0.000705922632030194	0.0434652353944116	0.039227145036017	KBTBD13/HIPK2/SLC8A3/HOMER1/C12orf57/SYNM/MAP1A/TNF	8
BP	GO:0050881	musculoskeletal movement	8/651	57/18903	0.000705922632030194	0.0434652353944116	0.039227145036017	KBTBD13/HIPK2/SLC8A3/HOMER1/C12orf57/SYNM/MAP1A/TNF	8
BP	GO:0061337	cardiac conduction	11/651	101/18903	0.000710764694162534	0.0434652353944116	0.039227145036017	TRPC1/PRKACA/SLC8A3/TRDN/ATP1B1/KCNN2/ABCC9/HCN4/GJA5/GJA1/CTNNA3	11
BP	GO:0007043	cell-cell junction assembly	14/651	152/18903	0.000788830963663216	0.0475783936028649	0.0429392485627778	CD9/ACTG1/PARD6B/PRKACA/SNAI1/CLDN5/TJP1/NPHP1/HEG1/ACE/ESAM/GJA5/GJA1/TNF	14
BP	GO:0050806	positive regulation of synaptic transmission	15/651	170/18903	0.000813506215269084	0.0478969981269156	0.043226787460489	PLK2/SLC8A3/SERPINE2/CRHR2/LRRTM1/NRGN/NTRK1/ARC/NSG1/GRIN2C/PRKCZ/MIR320A/TNF/CYP46A1/HAP1	15
BP	GO:0050974	detection of mechanical stimulus involved in sensory perception	6/651	33/18903	0.000815869829552276	0.0478969981269156	0.043226787460489	SERPINE2/KCNA1/NTRK1/WHRN/CXCR4/TNF	6
BP	GO:0048167	regulation of synaptic plasticity	17/651	207/18903	0.000851015040359707	0.0493028845092604	0.0444955924841814	PLK2/SLC8A3/SERPINE2/CRHR2/LRRTM1/SYP/NRGN/VGF/ARC/NSG1/GRIN2C/ACE/MAP1A/PRKCZ/MIR320A/GRID2IP/CYP46A1	17
CC	GO:0000786	nucleosome	63/686	133/19869	3.23183296474443e-56	1.39615184076959e-53	1.24170424434917e-53	H2BC18/H2BC14/H2AC15/H2BC9/H3C11/H1-3/H2AC12/H3C13/H1-5/H4C5/H2AC11/H4C6/H2BC4/H2BC10/H1-4/H2BC7/H2BC6/H4C3/H2AC4/TNP2/H4C8/H1-2/H3C14/H2AC8/H4C9/H2AC17/H2BC3/H2AC13/H2BC15/H2BC8/H3C1/H2AC21/H2AX/H3C7/H2BC5/H2BC11/H2AC19/H2BC12/H2BC13/H2AC18/H3C10/H4C13/H3C3/H2BC17/H4C4/H4C2/H2AC16/H1-1/H3C2/H4C15/H2BC21/H4C12/H3C6/H4C11/H3C8/H3C12/H2AC20/H2BC19P/H3C15/H1-6/H4C14/IRF4/H4C1	63
CC	GO:0044815	DNA packaging complex	64/686	178/19869	7.85361773112292e-48	1.69638142992255e-45	1.50872130097888e-45	H2BC18/H2BC14/H2AC15/H2BC9/H3C11/H1-3/H2AC12/H3C13/H1-5/H4C5/H2AC11/H4C6/H2BC4/H2BC10/H1-4/H2BC7/H2BC6/H4C3/H2AC4/TNP2/H4C8/H1-2/H3C14/H2AC8/H4C9/H2AC17/H2BC3/H2AC13/H2BC15/H2BC8/H3C1/H2AC21/H2AX/H3C7/H2BC5/H2BC11/H2AC19/H2BC12/H2BC13/H2AC18/H3C10/H4C13/H3C3/H2BC17/H4C4/H4C2/H2AC16/H1-1/H3C2/H4C15/H2BC21/H4C12/H3C6/H4C11/H3C8/TOP3B/H3C12/H2AC20/H2BC19P/H3C15/H1-6/H4C14/IRF4/H4C1	64
CC	GO:0032993	protein-DNA complex	63/686	225/19869	1.45537828959856e-39	2.09574473702192e-37	1.86390552878412e-37	H2BC18/H2BC14/H2AC15/H2BC9/H3C11/H1-3/H2AC12/H3C13/H1-5/H4C5/H2AC11/H4C6/H2BC4/H2BC10/H1-4/H2BC7/H2BC6/H4C3/H2AC4/TNP2/H4C8/H1-2/H3C14/H2AC8/H4C9/H2AC17/H2BC3/H2AC13/H2BC15/H2BC8/H3C1/H2AC21/H2AX/H3C7/H2BC5/H2BC11/H2AC19/H2BC12/H2BC13/H2AC18/H3C10/H4C13/H3C3/H2BC17/H4C4/H4C2/H2AC16/H1-1/H3C2/H4C15/H2BC21/H4C12/H3C6/H4C11/H3C8/H3C12/H2AC20/H2BC19P/H3C15/H1-6/H4C14/IRF4/H4C1	63
CC	GO:0043505	CENP-A containing nucleosome	16/686	18/19869	4.93288020692225e-22	4.26200849878083e-20	3.79052900110868e-20	H4C5/H4C6/H4C3/H2AC4/H4C8/H2AC8/H4C9/H2BC11/H4C13/H4C4/H4C2/H4C15/H4C12/H4C11/H4C14/H4C1	16
CC	GO:0061638	CENP-A containing chromatin	16/686	18/19869	4.93288020692225e-22	4.26200849878083e-20	3.79052900110868e-20	H4C5/H4C6/H4C3/H2AC4/H4C8/H2AC8/H4C9/H2BC11/H4C13/H4C4/H4C2/H4C15/H4C12/H4C11/H4C14/H4C1	16
CC	GO:0034506	chromosome, centromeric core domain	16/686	19/19869	3.02493848354236e-21	2.1779557081505e-19	1.93702201139116e-19	H4C5/H4C6/H4C3/H2AC4/H4C8/H2AC8/H4C9/H2BC11/H4C13/H4C4/H4C2/H4C15/H4C12/H4C11/H4C14/H4C1	16
