ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	entrezID
SPTBN2	-2.494222811	9.707938237	-17.10209707	6.57e-06	0.003490126	4.775868084	6712
BEX1	2.534449959	11.26973563	16.98893384	6.8e-06	0.003490126	4.744569463	55859
SLC2A14	-2.26122391	7.320563824	-16.93141707	6.92e-06	0.003490126	4.728545259	144195
ABCC13	-2.522472591	7.753801307	-16.88873894	7.02e-06	0.003490126	4.716604067	150000
RNASE1	-3.170828143	6.518507945	-16.8566782	7.09e-06	0.003490126	4.707604843	6035
LRRN2	-1.969545161	7.85853292	-16.71538677	7.41e-06	0.003490126	4.667649162	10446
MYLK3	-2.134109715	4.803132977	-16.70680662	7.43e-06	0.003490126	4.665207132	91807
ITLN1	-3.310979987	8.303178063	-16.66823508	7.53e-06	0.003490126	4.654206842	55600
RYR3-DT	-2.133917213	7.059146647	-16.66469736	7.53e-06	0.003490126	4.653196084	101928134
ODAD4	-2.275802649	10.7026039	-16.63149405	7.61e-06	0.003490126	4.643694565	83538
PDE6G	-3.17259291	3.309604789	-16.58798596	7.72e-06	0.003490126	4.631202973	5148
SH3TC2	-4.081444662	7.843852643	-16.47450942	8.01e-06	0.003490126	4.59840106	79628
ARG1	-1.99151478	10.85217002	-16.47316207	8.01e-06	0.003490126	4.598009656	383
NTS	-4.218427418	3.939831408	-16.42753764	8.13e-06	0.003490126	4.584728721	4922
H2AC15	1.823973854	6.403116483	16.37216458	8.28e-06	0.003490126	4.568539311	8330
BCAM	-2.576348401	7.411134716	-16.3405052	8.36e-06	0.003490126	4.559248048	4059
CYP1B1	2.22438062	10.88574829	16.32081162	8.42e-06	0.003490126	4.553455555	1545
PAQR9	-1.890325975	10.08613359	-16.25120891	8.61e-06	0.003490126	4.53290355	344838
MATK	-2.202091002	3.834269616	-16.24121313	8.64e-06	0.003490126	4.5299418	4145
RLN3	4.095542355	6.735007412	16.19818681	8.76e-06	0.003490126	4.517163598	117579
ABCA1	-2.682296356	5.601464778	-15.98127675	9.41e-06	0.003490126	4.452007853	19
BEST3	-2.199278826	7.036939899	-15.89876391	9.67e-06	0.003490126	4.426895499	144453
SIGLEC6	-3.149630339	8.21917892	-15.88868923	9.7e-06	0.003490126	4.423816826	946
LINC01133	-2.621708545	8.45528189	-15.80369835	9.98e-06	0.003490126	4.397735901	100505633
PVT1	-2.252301294	8.631088876	-15.76166931	1.01e-05	0.003490126	4.38476617	5820
EIF5AP2	-2.105444652	6.165634454	-15.74497591	1.02e-05	0.003490126	4.379601389	1986
CA1	-1.90169964	7.952958513	-15.65345619	1.05e-05	0.003490126	4.351150214	759
NEFM	5.606384861	8.264404697	15.61885659	1.06e-05	0.003490126	4.340333879	4741
LINC02489	-2.373492633	2.771708817	-15.61367819	1.06e-05	0.003490126	4.338712179	101928919
MTRNR2L3	-3.183582262	3.315099465	-15.52578537	1.1e-05	0.003490126	4.311073156	100462983
APLNR	-3.195524536	5.851058329	-15.48990341	1.11e-05	0.003490126	4.299727417	187
SPON2	-4.290595598	5.509550179	-15.37250297	1.16e-05	0.003490126	4.262351408	10417
H2BC9	1.898014147	6.806563948	15.33432478	1.17e-05	0.003490126	4.250112248	8345
GAPDHP63	-1.584962501	0.79248125	-15.26788983	1.2e-05	0.003490126	4.228714656	442231
IPCEF1	-1.584962501	0.79248125	-15.26788983	1.2e-05	0.003490126	4.228714656	26034
LINC02664	-1.584962501	0.79248125	-15.26788983	1.2e-05	0.003490126	4.228714656	101929352
RHOJ	-1.584962501	0.79248125	-15.26788983	1.2e-05	0.003490126	4.228714656	57381
MT3	-1.584962501	0.79248125	-15.26788983	1.2e-05	0.003490126	4.228714656	4504
FAF1-AS1	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	105378715
PDPN	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	10630
LINC01964	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	100996478
SYNPR	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	132204
GPR62	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	118442
LSM3P4	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	100130178
ATP10B	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	23120
RIPPLY2	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	134701
VPS37D	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	155382
GRM3	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	2913
ANOS1	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	3730
FAM9B	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	171483
EIF1AX-AS1	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	100874078
PENK-AS1	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	101929415
LINC02747	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	105379407
CUX2	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	23316
ZNF114-AS1	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	105372429
RNY1P9	1.584962501	0.79248125	15.26788983	1.2e-05	0.003490126	4.228714656	100874358
TRPC1	1.779858654	4.694824405	15.24390802	1.21e-05	0.003490126	4.22095919	7220
OR10Z1	-1.835477737	9.505580209	-15.20657515	1.22e-05	0.00349888	4.208852899	128368
H3C11	2.097574235	7.833024318	15.15540741	1.25e-05	0.003525123	4.19219419	8354
ANKRD36BP2	-2.080401635	8.807256053	-15.11226758	1.27e-05	0.003542175	4.178089485	645784
USP32P3	-1.715827293	9.050494371	-15.0818255	1.28e-05	0.003544001	4.168103344	347716
SH3TC2-DT	-2.509459657	4.943650473	-14.97246459	1.33e-05	0.003646253	4.132001926	255187
CDH1	-1.741186305	11.14180096	-14.91697981	1.36e-05	0.003681731	4.113548859	999
HSPA2	2.070357181	9.561892546	14.72159548	1.45e-05	0.003826392	4.047824063	3306
ARL9	-1.841511546	8.840558411	-14.71500375	1.46e-05	0.003826392	4.045586267	132946
LINC01447	2.317891592	5.449645025	14.70690399	1.46e-05	0.003826392	4.042834673	101929086
HSPA1B	1.646007863	9.325293046	14.68257245	1.47e-05	0.003826392	4.034556709	3304
SYNGR1	-2.029352102	9.138117994	-14.67387303	1.48e-05	0.003826392	4.031592568	9145
ESPN	1.688915469	10.78426286	14.61210038	1.51e-05	0.003876073	4.010477053	83715
ABO	-2.336130824	10.25718344	-14.50925143	1.57e-05	0.003986177	3.975054855	28
H1-3	2.348786833	8.429184866	14.46230414	1.6e-05	0.004008489	3.958774408	3007
NFIX	-1.682714784	11.20738475	-14.44365353	1.61e-05	0.004008489	3.952287224	4784
JUN	1.755830098	11.22904166	14.31090734	1.69e-05	0.004080533	3.905791483	3725
RGS20	-2.148351889	7.742842618	-14.30102038	1.69e-05	0.004080533	3.902305653	8601
TGM5	-2.483737037	1.241868519	-14.29794124	1.7e-05	0.004080533	3.901219396	9333
MTATP6P27	-2.483737037	1.241868519	-14.29794124	1.7e-05	0.004080533	3.901219396	107075204
IL1R1	-2.006602619	6.211680657	-14.25108814	1.72e-05	0.004115735	3.884652408	3554
XAF1	-2.436707914	4.909734445	-14.20588272	1.75e-05	0.004116119	3.868599848	54739
SNHG5	2.411625118	9.433915461	14.20302787	1.76e-05	0.004116119	3.867583825	387066
CYP4F12	-2.261033516	6.996718438	-14.18145896	1.77e-05	0.004116119	3.859898906	66002
P2RY8	-3.971314586	6.866642034	-14.09503428	1.83e-05	0.004134135	3.828951441	286530
APOBR	-2.326811072	10.78138062	-14.08688286	1.83e-05	0.004134135	3.82601969	55911
HPGDS	-2.22213425	9.947228915	-14.08548384	1.83e-05	0.004134135	3.825516295	27306
C17orf99	-2.594739823	8.239239726	-14.04172736	1.86e-05	0.004134135	3.809738686	100141515
TRAF3IP3	-2.23150786	6.657732963	-14.0301814	1.87e-05	0.004134135	3.805564741	80342
MUC1	-2.089238728	9.862360833	-14.0228964	1.88e-05	0.004134135	3.802928854	4582
FCGR2A	-2.501091756	5.798084492	-14.0081054	1.89e-05	0.004134135	3.79757161	2212
MYL4	-1.68801185	12.51547351	-13.99459708	1.9e-05	0.004134135	3.792672489	4635
TRO	1.9734568	6.523073205	13.97236177	1.91e-05	0.004136117	3.784594856	7216
LY9	-2.271257219	6.481391793	-13.94900653	1.93e-05	0.004140162	3.776092304	4063
WSCD2	-4.307212139	5.586675409	-13.9107629	1.96e-05	0.00416796	3.76212946	9671
H2AC12	2.204099512	8.043215709	13.85427237	2e-05	0.004209296	3.741413017	85235
CSRNP2	1.911740796	10.86450738	13.83815851	2.01e-05	0.004209296	3.735483556	81566
PNMT	-2.946277718	6.81841555	-13.82431445	2.02e-05	0.004209296	3.730382157	5409
CRYBG1	-4.942156881	6.835330821	-13.78461162	2.06e-05	0.004228006	3.715715254	202
B3GALNT1	-2.960997443	4.676736933	-13.76846543	2.07e-05	0.004228006	3.70973492	8706
MYADM	-1.947061918	4.999136158	-13.75390245	2.08e-05	0.004228006	3.704333191	91663
RIN3	-1.887256651	8.823000372	-13.71296449	2.11e-05	0.004263349	3.689108719	79890
H3C13	2.353747696	8.094586099	13.67014434	2.15e-05	0.004302532	3.67312135	653604
SLC16A9	-4.449522999	5.883854807	-13.62479739	2.19e-05	0.004346762	3.65612004	220963
ABCB5	-3.710859173	5.865191996	-13.53229339	2.27e-05	0.004473105	3.621212061	340273
EPSTI1	-2.44275049	8.483761804	-13.50452659	2.29e-05	0.004489438	3.610673978	94240
CDK15	-4.283916347	4.726920674	-13.46865313	2.32e-05	0.004520449	3.597018091	65061
H1-5	2.663723226	9.744239447	13.39914347	2.39e-05	0.004580582	3.570425145	3009
RFPL2	-2.350247075	5.136513711	-13.39896853	2.39e-05	0.004580582	3.570357994	10739
FRMD4A	-1.603856829	9.233876797	-13.32330709	2.46e-05	0.004686337	3.541210277	55691
CR1	-1.888165393	6.19099251	-13.27292581	2.51e-05	0.004729961	3.521684399	1378
FMNL1	-1.976219116	6.892265074	-13.26502703	2.52e-05	0.004729961	3.518614595	752
ACAP1	-2.267448392	8.163009678	-13.21260548	2.57e-05	0.004784818	3.498182429	9744
H4C5	2.017614809	8.456344508	13.1875161	2.6e-05	0.004784818	3.488367055	8367
MIR3150BHG	-3.123769976	4.328287661	-13.18487459	2.6e-05	0.004784818	3.487332279	105375650
PCSK9	-3.248899416	7.921295513	-13.0575604	2.73e-05	0.004979876	3.437146004	255738
CACNA2D4	-1.946912819	6.815622823	-13.04783283	2.74e-05	0.004979876	3.433286123	93589
SNHG12	1.99517928	9.227607744	13.0338989	2.76e-05	0.004979876	3.427750855	85028
LINC01366	-1.804997256	8.037386443	-13.01923515	2.78e-05	0.004979876	3.421917627	257358
PCED1B	-1.840310829	7.298048437	-12.95445936	2.85e-05	0.005028138	3.396050799	91523
TESMIN	-3.208459569	5.411584706	-12.94958402	2.86e-05	0.005028138	3.394097373	9633
LINC00656	-1.532004719	6.368990418	-12.94740985	2.86e-05	0.005028138	3.393225939	200261
FAM83A	-1.559305302	10.59009054	-12.90424033	2.91e-05	0.005068056	3.375885066	84985
SLFN14	-1.535765142	10.83549066	-12.89352534	2.92e-05	0.005068056	3.371569687	342618
FOLR3	2.302296865	1.151148433	12.87502592	2.94e-05	0.005068056	3.36410863	2352
H2AC11	2.227871061	8.749496931	12.83886395	2.99e-05	0.005068056	3.34948529	8969
SLC22A16	-2.749701836	6.500192123	-12.83570743	2.99e-05	0.005068056	3.348206406	85413
CCDC144A	-2.020228339	4.327209074	-12.83067601	3e-05	0.005068056	3.346167079	9720
TSPO2	-2.497046186	7.72070098	-12.82031707	3.01e-05	0.005068056	3.341965267	222642
IQSEC3	-3.275258526	6.787431468	-12.79479494	3.04e-05	0.005090123	3.331594861	440073
H4C6	1.872084843	6.74201523	12.77108141	3.07e-05	0.005108779	3.321936226	8361
CSF1	-1.7553442	8.183268007	-12.70120973	3.16e-05	0.00518287	3.293347024	1435
CCDC88B	-1.483704855	11.23291797	-12.69663537	3.17e-05	0.00518287	3.291468538	283234
KLC3	-2.907973567	7.622817966	-12.6807574	3.19e-05	0.00518287	3.284941644	147700
RNA5SP37	1.366182739	7.010316695	12.67694837	3.19e-05	0.00518287	3.283374376	100873369
ARHGEF6	-1.395718281	10.0919839	-12.6636436	3.21e-05	0.00518287	3.27789539	9459
RSPH1	1.847538737	4.425044614	12.64605416	3.23e-05	0.00518287	3.270641001	89765
MRC2	-1.627617923	8.212599894	-12.63563512	3.25e-05	0.00518287	3.266337994	9902
S100A4	-1.947543564	10.4390813	-12.49991647	3.44e-05	0.005453144	3.209883452	6275
CSF2RB	-1.968385193	9.600825623	-12.46963986	3.48e-05	0.005465562	3.197186294	1439
PAQR9-AS1	-1.69089983	6.010401776	-12.45809401	3.5e-05	0.005465562	3.192334307	101927832
LINC01215	-2.450823271	8.420448664	-12.45358039	3.51e-05	0.005465562	3.190436018	101929623
PAM	1.4161218	9.653211038	12.43606377	3.53e-05	0.005474924	3.183061059	5066
RAP1GAP	-1.372370209	13.6801329	-12.42024762	3.56e-05	0.005480596	3.176391081	5909
H2BC4	1.658688287	7.2733709	12.3779002	3.62e-05	0.005522278	3.158480972	8347
ATP8B3	-2.105896322	6.737646668	-12.37588374	3.62e-05	0.005522278	3.157626275	148229
BTRC	-1.439326265	11.12360242	-12.31746734	3.71e-05	0.005578019	3.132791669	8945
PEG10	2.650428238	4.884454	12.30615618	3.73e-05	0.005578019	3.127966315	23089
GPLD1	-1.54485558	7.897353578	-12.27981487	3.77e-05	0.005578019	3.116708075	2822
SEMA4C	-2.034142312	7.968592508	-12.27898758	3.77e-05	0.005578019	3.116354016	54910
KBTBD13	1.81981054	2.49486777	12.27863969	3.78e-05	0.005578019	3.116205122	390594
NCF4	-2.902196304	7.057816161	-12.25551517	3.81e-05	0.005578019	3.10629628	4689
PARP15	-1.900912753	7.50726803	-12.24980566	3.82e-05	0.005578019	3.103846256	165631
H2BC10	2.383326067	7.588740618	12.24405907	3.83e-05	0.005578019	3.101378911	8346
DGAT1	1.581270794	9.356855981	12.2376454	3.84e-05	0.005578019	3.098623489	8694
MTUS2	-2.250195788	6.086488067	-12.15609403	3.98e-05	0.005746311	3.063433784	23281
SNORD12C	2.121997399	6.498579091	12.12763109	4.03e-05	0.005786785	3.051084416	26765
IKZF3	-1.679695069	4.15694244	-12.07634239	4.12e-05	0.005885724	3.028742661	22806
CA3-AS1	1.653163849	6.91644911	12.04776301	4.17e-05	0.005898593	3.016243431	100996348
TMC8	-2.247989253	7.86866556	-12.04741285	4.17e-05	0.005898593	3.016090065	147138
PLVAP	-2.391767388	8.329474046	-11.99593708	4.26e-05	0.006001249	2.99348575	83483
FRG2C	3.261544949	1.630772474	11.98342752	4.29e-05	0.006003295	2.987974823	100288801
BBOF1	-1.925972844	8.419675122	-11.92583985	4.4e-05	0.006100372	2.962515738	80127
KLHL30-AS1	-2.684908685	4.827563416	-11.92354155	4.4e-05	0.006100372	2.96149661	394261
HSD17B6	-1.394812853	5.905785774	-11.90116743	4.45e-05	0.006129602	2.951563007	8630
U1	1.620079504	4.135799726	11.84270792	4.56e-05	0.006257942	2.925502251	NA
APOL1	-1.69864139	9.518097653	-11.83130445	4.58e-05	0.006258231	2.920400722	8542
ERBB3	1.796104317	6.177162915	11.80308951	4.64e-05	0.006285576	2.907753002	2065
RAB3IL1	-1.354896483	11.90147605	-11.79905314	4.65e-05	0.006285576	2.905940689	5866
H1-4	2.274751994	9.764263872	11.73721035	4.78e-05	0.006391091	2.878080715	3008
DMXL2	2.197187286	7.352945882	11.73024217	4.79e-05	0.006391091	2.874930608	23312
NFYBP1	-1.45585692	3.387021768	-11.72851623	4.8e-05	0.006391091	2.874150017	440973
SPI1	-2.309110245	6.722955249	-11.7098341	4.84e-05	0.006413381	2.865691885	6688
HEMGN	-1.40884052	15.67068038	-11.66790121	4.93e-05	0.00647143	2.846648645	55363
CNRIP1	-1.708238049	8.197045761	-11.65808893	4.95e-05	0.00647143	2.842180792	25927
H2BC7	2.080208666	6.391752138	11.6574676	4.95e-05	0.00647143	2.841897729	8343
LAMB3	-1.743061929	8.536382487	-11.63046363	5.01e-05	0.006519197	2.829578075	3914
ADCY6	1.678331807	6.28410988	11.5794694	5.13e-05	0.006612052	2.806220947	112
HRAT92	-1.408580739	4.366237682	-11.57803465	5.13e-05	0.006612052	2.80556202	NA
NANOS1	2.407984312	5.049407894	11.54023667	5.22e-05	0.00665713	2.788167999	340719
TMEM63C	-2.769510974	5.264837133	-11.53278474	5.24e-05	0.00665713	2.784730794	57156
MUC4	1.889186529	4.154378804	11.53200652	5.24e-05	0.00665713	2.78437169	4585
FZD9	2.830617699	1.415308849	11.50882415	5.3e-05	0.006686603	2.773661185	8326
GBP5	2.533352492	8.464181391	11.49481557	5.33e-05	0.006686603	2.767176726	115362
ASNS	1.565386297	8.214598193	11.49181091	5.34e-05	0.006686603	2.765784678	440
EPB42	-1.248643721	13.71513199	-11.39977004	5.56e-05	0.006941199	2.722933795	2038
H2BC6	1.72394955	6.847645217	11.36558481	5.65e-05	0.00701879	2.706914779	8344
RHOH	-1.799355497	5.379491527	-11.35204867	5.69e-05	0.007030697	2.700556199	399
GPNMB	-2.043141445	5.669258792	-11.33800954	5.72e-05	0.007037717	2.693951954	10457
GADD45B	1.921102772	8.479072771	11.33035374	5.74e-05	0.007037717	2.690346498	4616
TREML2	-1.514662205	11.26388917	-11.31602475	5.78e-05	0.007052781	2.683590684	79865
INSIG1	1.226686774	11.46669981	11.25720875	5.94e-05	0.007157355	2.655755074	3638
TRDV2	-2.692271866	1.346135933	-11.24605758	5.97e-05	0.007157355	2.650458463	28517
H4C3	1.994821723	7.492095478	11.24536453	5.97e-05	0.007157355	2.650129073	8364
LINC02432	1.969615854	5.763387681	11.24334572	5.98e-05	0.007157355	2.649169453	100507639
ACTG1	1.306252661	12.40538987	11.23656994	6e-05	0.007157355	2.645947181	71
DPY19L2	-1.422830894	8.345601945	-11.201079	6.1e-05	0.007215176	2.629032146	283417
ITSN1	-1.261688724	12.66783859	-11.20051474	6.1e-05	0.007215176	2.628762717	6453
TRIB2	-1.354094723	8.69430531	-11.1913247	6.13e-05	0.007215176	2.624372305	28951
FAM89A	-1.748916867	8.71652303	-11.17235493	6.18e-05	0.007248061	2.615296498	375061
ACSL5	-1.51622651	9.054841321	-11.1439275	6.26e-05	0.007313547	2.601662248	51703
FUT1	-1.259110794	8.60179884	-11.13331886	6.29e-05	0.007318739	2.596563829	2523
FAM166A	2.466747036	7.664403488	11.12029786	6.33e-05	0.007322352	2.590298345	401565
BSPRY	-1.746974	9.371249927	-11.11177468	6.36e-05	0.007322352	2.586192527	54836
TNXB	-1.311420426	10.15963247	-11.0941904	6.41e-05	0.007322352	2.577710228	7148
ZSWIM6	1.565030644	8.298687157	11.09337601	6.41e-05	0.007322352	2.577317005	57688
SLC12A2	1.476269986	7.464489902	11.07526898	6.47e-05	0.007322352	2.568565516	6558
IFIT3	-1.295546399	9.165348472	-11.07231911	6.48e-05	0.007322352	2.567138217	3437
H2AC4	2.16485056	6.913559291	11.06989046	6.48e-05	0.007322352	2.565962779	8335
PEAR1	-1.716900605	8.049304739	-11.04111243	6.57e-05	0.007391736	2.552011845	375033
GCNT2	-1.581263264	6.4443879	-10.96077168	6.83e-05	0.007415666	2.512841309	2651
IQCN	2.118668689	6.900205071	10.94791511	6.87e-05	0.007415666	2.506542336	80726
SPTA1	-1.252013406	16.41052868	-10.93405703	6.91e-05	0.007415666	2.499743149	6708
PTH2R	-2.164188191	6.517839559	-10.91847589	6.97e-05	0.007415666	2.492086741	5746
PIK3R1	-1.419696892	12.09482163	-10.91531023	6.98e-05	0.007415666	2.490529637	5295
NKAIN1	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	79570
RPL21P37	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	100129141
PRKAG3	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	53632
NCOA4P3	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	729497
GAPDHP72	1.723308334	0.861654167	10.90832646	7e-05	0.007415666	2.487092668	346085
GALNT9	1.723308334	0.861654167	10.90832646	7e-05	0.007415666	2.487092668	50614
TNP2	1.723308334	0.861654167	10.90832646	7e-05	0.007415666	2.487092668	7142
PRDM7	1.723308334	0.861654167	10.90832646	7e-05	0.007415666	2.487092668	11105
APOA1	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	335
IGLV3-21	-1.723308334	0.861654167	-10.90832646	7e-05	0.007415666	2.487092668	28796
PKD1L3	-1.527767129	7.730463712	-10.86717559	7.14e-05	0.007513732	2.466789431	342372
EFNB2	2.117505472	5.037632049	10.86467449	7.15e-05	0.007513732	2.465552586	1948
SLC22A17	3.009859747	4.674194754	10.84043443	7.23e-05	0.007572388	2.453548453	51310
RCSD1	-2.421249271	8.560848429	-10.82924659	7.27e-05	0.007584154	2.447997658	92241
SLC41A2	2.592814077	2.686382039	10.81181969	7.33e-05	0.007618874	2.439338308	84102
A2M	3.021003266	5.220262639	10.80260111	7.36e-05	0.007623813	2.434751187	2
H4C8	1.688549573	7.630771831	10.75861562	7.52e-05	0.007739248	2.412802508	8365
ALDH3B1	-1.301227005	8.810742141	-10.75578185	7.53e-05	0.007739248	2.411384953	221
SNORD99	2.070411625	4.953501646	10.74642951	7.56e-05	0.007745259	2.406703554	692212
C6orf223	-1.796677446	6.874781312	-10.72424909	7.65e-05	0.007799644	2.395582369	NA
APOBEC3A	-2.23158453	4.325577805	-10.71548555	7.68e-05	0.007803789	2.391181141	200315
FLT4	-2.072627374	6.275253508	-10.68434586	7.8e-05	0.007855032	2.37550899	2324
XACT	-2.044750883	8.287962278	-10.68159953	7.81e-05	0.007855032	2.374124308	105463123
LCP2	-1.368439351	9.583738676	-10.67920532	7.81e-05	0.007855032	2.372916838	3937
FAM43A	1.66467908	4.968803185	10.66014208	7.89e-05	0.007879416	2.363291695	131583
HOMER3	-1.797947759	4.665376552	-10.65146913	7.92e-05	0.007879416	2.358906206	9454
GPR65	-1.994181821	4.04018525	-10.64310112	7.95e-05	0.007879416	2.354671071	8477
PARD6B	1.491348989	5.867781899	10.64293492	7.95e-05	0.007879416	2.354586917	84612
TAFA5	2.464105808	1.232052904	10.63048982	8e-05	0.007898851	2.348281222	25817
SPTAN1	1.135233616	8.232801685	10.60927062	8.09e-05	0.007952501	2.337510559	6709
GNA15	-1.572117023	9.190908594	-10.60037324	8.12e-05	0.007958641	2.332987074	2769
NDRG1	1.695684168	9.020676327	10.57192752	8.23e-05	0.008041551	2.318496229	10397
SEC14L4	-1.277950934	9.325084719	-10.56459032	8.26e-05	0.008041921	2.314751355	284904
PTPRF	-1.747517325	8.362840769	-10.53838137	8.37e-05	0.008117323	2.301350411	5792
APOL3	-2.312633758	6.928322315	-10.52413487	8.43e-05	0.008145637	2.294050227	80833
CAPG	-1.790575956	8.814383253	-10.51364763	8.47e-05	0.008159092	2.288669238	822
SERTAD1	1.443124904	6.614135666	10.49540989	8.55e-05	0.008163905	2.279297061	29950
DCXR	1.300716506	9.957843499	10.49386894	8.56e-05	0.008163905	2.278504342	51181
RNF215	-1.247235573	7.380908894	-10.49122292	8.57e-05	0.008163905	2.277142834	200312
HIPK2	1.38314086	8.105209068	10.47377516	8.64e-05	0.008206099	2.268155409	28996
C20orf202	-2.376427672	1.188213836	-10.46427874	8.68e-05	0.008207598	2.26325668	400831
PATE2	-2.817070371	1.408535185	-10.45946791	8.7e-05	0.008207598	2.260773102	399967
REPS2	-1.344814416	9.271586367	-10.42107567	8.87e-05	0.008336725	2.240907154	9185
TNS3	-1.293206179	8.587918291	-10.41338627	8.91e-05	0.008340081	2.236918424	64759
APOBEC2	-2.214306357	4.196082025	-10.38518593	9.03e-05	0.008402088	2.222261731	10930
