#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BRD3	HDAC2	9606.ENSP00000305918	9606.ENSP00000430432	0	0	0	0	0.076	0.071	0	0.361	0.404
BRD3	TOP1	9606.ENSP00000305918	9606.ENSP00000354522	0	0	0	0	0.073	0.300	0	0.159	0.407
BRD3	KDM1A	9606.ENSP00000305918	9606.ENSP00000383042	0	0	0	0	0.076	0	0	0.412	0.434
BRD3	HDAC1	9606.ENSP00000305918	9606.ENSP00000362649	0	0	0	0	0.099	0.071	0	0.397	0.452
BRD3	KMT2A	9606.ENSP00000305918	9606.ENSP00000436786	0	0	0	0	0.161	0.192	0	0.263	0.457
BRD3	MEN1	9606.ENSP00000305918	9606.ENSP00000337088	0	0	0	0	0.072	0	0	0.462	0.479
BRD3	EHMT1	9606.ENSP00000305918	9606.ENSP00000417980	0	0	0	0	0.162	0.439	0	0.145	0.563
BRD3	EHMT2	9606.ENSP00000305918	9606.ENSP00000379078	0	0	0	0	0.125	0.534	0	0.311	0.694
BRD4	SIRT1	9606.ENSP00000263377	9606.ENSP00000212015	0	0	0	0	0	0.526	0	0.663	0.833
BRD4	CREBBP	9606.ENSP00000263377	9606.ENSP00000262367	0	0	0	0.550	0.194	0.311	0	0.519	0.710
BRD4	EP300	9606.ENSP00000263377	9606.ENSP00000263253	0	0	0	0.549	0.326	0.787	0	0.927	0.988
BRD4	HDAC8	9606.ENSP00000263377	9606.ENSP00000362674	0	0	0	0	0.060	0.071	0	0.414	0.444
BRD4	HDAC6	9606.ENSP00000263377	9606.ENSP00000365804	0	0	0	0	0.055	0.071	0	0.424	0.451
BRD4	EHMT1	9606.ENSP00000263377	9606.ENSP00000417980	0	0	0	0	0.085	0.314	0	0.240	0.482
BRD4	HDAC3	9606.ENSP00000263377	9606.ENSP00000302967	0	0	0	0	0.075	0.314	0	0.252	0.484
BRD4	NCOR2	9606.ENSP00000263377	9606.ENSP00000384018	0	0	0	0	0.159	0.309	0	0.239	0.520
BRD4	CARM1	9606.ENSP00000263377	9606.ENSP00000325690	0	0	0	0	0.149	0.292	0	0.308	0.546
BRD4	HDAC4	9606.ENSP00000263377	9606.ENSP00000264606	0	0	0	0	0.053	0.071	0	0.534	0.554
BRD4	TOP2B	9606.ENSP00000263377	9606.ENSP00000264331	0	0	0	0	0.057	0.535	0	0.229	0.633
BRD4	PLK1	9606.ENSP00000263377	9606.ENSP00000300093	0	0	0	0	0.077	0	0	0.667	0.679
BRD4	HDAC2	9606.ENSP00000263377	9606.ENSP00000430432	0	0	0	0	0.081	0.525	0	0.482	0.754
BRD4	TOP1	9606.ENSP00000263377	9606.ENSP00000354522	0	0	0	0	0.175	0.629	0	0.291	0.764
BRD4	EHMT2	9606.ENSP00000263377	9606.ENSP00000379078	0	0	0	0	0.085	0.314	0	0.673	0.777
BRD4	KDM1A	9606.ENSP00000263377	9606.ENSP00000383042	0	0	0	0	0.080	0.292	0	0.729	0.808
BRD4	KMT2A	9606.ENSP00000263377	9606.ENSP00000436786	0	0	0	0	0.170	0.631	0	0.611	0.870
BRD4	TOP2A	9606.ENSP00000263377	9606.ENSP00000411532	0	0	0	0	0.049	0.743	0	0.513	0.870
BRD4	HDAC1	9606.ENSP00000263377	9606.ENSP00000362649	0	0	0	0	0.098	0.791	0	0.775	0.954
CARM1	SIRT1	9606.ENSP00000325690	9606.ENSP00000212015	0	0	0	0	0.067	0.053	0	0.561	0.578
CARM1	CREBBP	9606.ENSP00000325690	9606.ENSP00000262367	0	0	0	0	0.067	0.749	0.400	0.881	0.981
CARM1	EP300	9606.ENSP00000325690	9606.ENSP00000263253	0	0	0	0	0.060	0.842	0.800	0.980	0.999
CARM1	HDAC3	9606.ENSP00000325690	9606.ENSP00000302967	0	0	0	0	0.084	0.046	0.500	0.176	0.592
CARM1	HDAC1	9606.ENSP00000325690	9606.ENSP00000362649	0	0	0	0	0.084	0.046	0	0.416	0.445
CARM1	HDAC9	9606.ENSP00000325690	9606.ENSP00000408617	0	0	0	0	0	0.046	0	0.570	0.573
CARM1	EHMT2	9606.ENSP00000325690	9606.ENSP00000379078	0	0	0	0	0.080	0.049	0	0.590	0.610
CARM1	KDM1A	9606.ENSP00000325690	9606.ENSP00000383042	0	0	0	0	0.106	0.292	0	0.514	0.666
CARM1	NCOR2	9606.ENSP00000325690	9606.ENSP00000384018	0	0	0	0	0.281	0.069	0.500	0.328	0.745
CREBBP	HDAC7	9606.ENSP00000262367	9606.ENSP00000080059	0	0	0	0	0.056	0.090	0.500	0.410	0.712
CREBBP	SIRT1	9606.ENSP00000262367	9606.ENSP00000212015	0	0	0	0	0.088	0.101	0	0.724	0.754
CREBBP	HDAC10	9606.ENSP00000262367	9606.ENSP00000216271	0	0	0	0	0	0.090	0.500	0.339	0.673
CREBBP	HDAC5	9606.ENSP00000262367	9606.ENSP00000225983	0	0	0	0	0.060	0.090	0.500	0.613	0.812
CREBBP	SIRT2	9606.ENSP00000262367	9606.ENSP00000249396	0	0	0	0	0	0.088	0	0.414	0.443
CREBBP	EHMT2	9606.ENSP00000262367	9606.ENSP00000379078	0	0	0	0	0.096	0.091	0	0.375	0.441
CREBBP	KDM1A	9606.ENSP00000262367	9606.ENSP00000383042	0	0	0	0	0.056	0	0	0.437	0.446
CREBBP	TOP2B	9606.ENSP00000262367	9606.ENSP00000264331	0	0	0	0	0.127	0	0	0.413	0.466
CREBBP	HDAC8	9606.ENSP00000262367	9606.ENSP00000362674	0	0	0	0	0	0.094	0.500	0.434	0.721
CREBBP	HDAC6	9606.ENSP00000262367	9606.ENSP00000365804	0	0	0	0	0.049	0.090	0.500	0.475	0.742
CREBBP	HDAC4	9606.ENSP00000262367	9606.ENSP00000264606	0	0	0	0	0.085	0.090	0.500	0.460	0.745
CREBBP	HDAC11	9606.ENSP00000262367	9606.ENSP00000295757	0	0	0	0	0	0.090	0.500	0.518	0.761
CREBBP	HDAC9	9606.ENSP00000262367	9606.ENSP00000408617	0	0	0	0	0	0.090	0.500	0.644	0.824
CREBBP	NCOR2	9606.ENSP00000262367	9606.ENSP00000384018	0	0	0	0	0.259	0.304	0.500	0.563	0.872
CREBBP	HDAC3	9606.ENSP00000262367	9606.ENSP00000302967	0	0	0	0	0.058	0.331	0.500	0.644	0.873
CREBBP	HDAC2	9606.ENSP00000262367	9606.ENSP00000430432	0	0	0	0	0.057	0.537	0.500	0.735	0.934
CREBBP	HDAC1	9606.ENSP00000262367	9606.ENSP00000362649	0	0	0	0	0.099	0.537	0.500	0.833	0.960
CREBBP	KMT2A	9606.ENSP00000262367	9606.ENSP00000436786	0	0	0	0	0.151	0.981	0	0.727	0.995
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
EHMT1	EP300	9606.ENSP00000417980	9606.ENSP00000263253	0	0	0	0	0.126	0.091	0	0.369	0.455
EHMT1	HDAC4	9606.ENSP00000417980	9606.ENSP00000264606	0.042	0	0	0	0.067	0.127	0	0.356	0.431
EHMT1	HDAC1	9606.ENSP00000417980	9606.ENSP00000362649	0.042	0	0	0	0.085	0.473	0	0.889	0.942
EHMT1	EHMT2	9606.ENSP00000417980	9606.ENSP00000379078	0	0	0.075	0.925	0.131	0.836	0.900	0.979	0.999
EHMT1	KDM1A	9606.ENSP00000417980	9606.ENSP00000383042	0	0	0	0	0.152	0.071	0	0.736	0.774
EHMT1	KMT2A	9606.ENSP00000417980	9606.ENSP00000436786	0	0	0	0.550	0.215	0	0	0.296	0.425
EHMT1	HDAC2	9606.ENSP00000417980	9606.ENSP00000430432	0.042	0	0	0	0.076	0.473	0	0.721	0.852
EHMT2	HDAC7	9606.ENSP00000379078	9606.ENSP00000080059	0.042	0	0	0	0.074	0.127	0	0.375	0.451
EHMT2	SIRT1	9606.ENSP00000379078	9606.ENSP00000212015	0	0	0	0	0.042	0.096	0	0.521	0.549
EHMT2	HDAC10	9606.ENSP00000379078	9606.ENSP00000216271	0.042	0	0	0	0.112	0.127	0	0.287	0.400
EHMT2	HDAC5	9606.ENSP00000379078	9606.ENSP00000225983	0.042	0	0	0	0.090	0.127	0	0.438	0.515
EHMT2	SIRT2	9606.ENSP00000379078	9606.ENSP00000249396	0	0	0	0	0.056	0.096	0	0.397	0.441
EHMT2	EP300	9606.ENSP00000379078	9606.ENSP00000263253	0	0	0	0	0.076	0.091	0	0.741	0.764
EHMT2	HDAC4	9606.ENSP00000379078	9606.ENSP00000264606	0.042	0	0	0	0.060	0.127	0	0.460	0.519
EHMT2	HDAC11	9606.ENSP00000379078	9606.ENSP00000295757	0.042	0	0	0	0.060	0.127	0	0.456	0.515
EHMT2	HDAC3	9606.ENSP00000379078	9606.ENSP00000302967	0.042	0	0	0	0.067	0.127	0	0.360	0.435
EHMT2	MEN1	9606.ENSP00000379078	9606.ENSP00000337088	0	0	0	0	0.273	0.127	0	0.254	0.485
EHMT2	HDAC1	9606.ENSP00000379078	9606.ENSP00000362649	0.042	0	0	0	0.083	0.662	0.500	0.996	0.999
EHMT2	HDAC8	9606.ENSP00000379078	9606.ENSP00000362674	0.042	0	0	0	0.060	0.127	0	0.740	0.768
EHMT2	HDAC6	9606.ENSP00000379078	9606.ENSP00000365804	0.042	0	0	0	0.083	0.127	0	0.376	0.458
EHMT2	HDAC9	9606.ENSP00000379078	9606.ENSP00000408617	0.042	0	0	0	0.060	0.127	0	0.443	0.503
EHMT2	HDAC2	9606.ENSP00000379078	9606.ENSP00000430432	0.042	0	0	0	0.082	0.644	0.500	0.902	0.982
EHMT2	KDM1A	9606.ENSP00000379078	9606.ENSP00000383042	0	0	0	0	0.175	0.525	0	0.988	0.995
EP300	HDAC7	9606.ENSP00000263253	9606.ENSP00000080059	0	0	0	0	0.049	0.328	0.500	0.836	0.940
EP300	SIRT1	9606.ENSP00000263253	9606.ENSP00000212015	0	0	0	0	0.138	0.698	0	0.902	0.972
EP300	HDAC10	9606.ENSP00000263253	9606.ENSP00000216271	0	0	0	0	0.044	0.090	0.500	0.445	0.726
EP300	HDAC5	9606.ENSP00000263253	9606.ENSP00000225983	0	0	0	0	0.049	0.090	0.500	0.636	0.821
EP300	SIRT2	9606.ENSP00000263253	9606.ENSP00000249396	0	0	0	0	0.049	0.643	0	0.749	0.907
EP300	TOP2B	9606.ENSP00000263253	9606.ENSP00000264331	0	0	0	0	0.154	0.133	0	0.259	0.410
EP300	SIRT3	9606.ENSP00000263253	9606.ENSP00000372191	0	0	0	0	0.042	0.088	0	0.486	0.511
EP300	PLK1	9606.ENSP00000263253	9606.ENSP00000300093	0	0	0	0	0.074	0.079	0.500	0.284	0.654
EP300	HDAC8	9606.ENSP00000263253	9606.ENSP00000362674	0	0	0	0	0	0.094	0.500	0.540	0.773
EP300	KMT2A	9606.ENSP00000263253	9606.ENSP00000436786	0	0	0	0	0.288	0.125	0.500	0.521	0.831
EP300	HDAC11	9606.ENSP00000263253	9606.ENSP00000295757	0	0	0	0	0	0.090	0.500	0.700	0.851
EP300	NCOR2	9606.ENSP00000263253	9606.ENSP00000384018	0	0	0	0	0.263	0.309	0.500	0.574	0.877
EP300	HDAC4	9606.ENSP00000263253	9606.ENSP00000264606	0	0	0	0	0.060	0.090	0.500	0.767	0.887
EP300	KDM1A	9606.ENSP00000263253	9606.ENSP00000383042	0	0	0	0	0.049	0.292	0.500	0.738	0.899
EP300	HDAC2	9606.ENSP00000263253	9606.ENSP00000430432	0	0	0	0	0.049	0.210	0.500	0.870	0.944
EP300	HDAC3	9606.ENSP00000263253	9606.ENSP00000302967	0	0	0	0	0.047	0.645	0.500	0.783	0.958
EP300	HDAC9	9606.ENSP00000263253	9606.ENSP00000408617	0	0	0	0	0	0.090	0.500	0.928	0.964
EP300	HDAC6	9606.ENSP00000263253	9606.ENSP00000365804	0	0	0	0	0.060	0.748	0.500	0.925	0.990
EP300	HDAC1	9606.ENSP00000263253	9606.ENSP00000362649	0	0	0	0	0.049	0.806	0.500	0.995	0.999
HDAC1	HDAC7	9606.ENSP00000362649	9606.ENSP00000080059	0	0	0.192	0.618	0.058	0.474	0.400	0.600	0.886
HDAC1	SIRT1	9606.ENSP00000362649	9606.ENSP00000212015	0	0	0	0	0	0.528	0	0.987	0.993
HDAC1	HDAC10	9606.ENSP00000362649	9606.ENSP00000216271	0	0	0.204	0.598	0.049	0.288	0	0.401	0.634
HDAC1	HDAC5	9606.ENSP00000362649	9606.ENSP00000225983	0	0	0.180	0.610	0.049	0.474	0.400	0.373	0.818
HDAC1	SIRT2	9606.ENSP00000362649	9606.ENSP00000249396	0	0	0	0	0	0.137	0	0.843	0.859
HDAC1	TOP2B	9606.ENSP00000362649	9606.ENSP00000264331	0	0	0	0	0.150	0.511	0	0.296	0.682
HDAC1	HDAC4	9606.ENSP00000362649	9606.ENSP00000264606	0	0	0.174	0.612	0.049	0.288	0	0.655	0.781
HDAC1	HDAC11	9606.ENSP00000362649	9606.ENSP00000295757	0	0	0.122	0.615	0	0	0	0.469	0.514
HDAC1	HDAC3	9606.ENSP00000362649	9606.ENSP00000302967	0	0	0.059	0.963	0.262	0	0.900	0.058	0.925
HDAC1	MEN1	9606.ENSP00000362649	9606.ENSP00000337088	0	0	0	0	0.104	0.292	0.500	0.227	0.722
HDAC1	TOP1	9606.ENSP00000362649	9606.ENSP00000354522	0	0	0	0	0.107	0.140	0	0.532	0.609
HDAC1	SIRT3	9606.ENSP00000362649	9606.ENSP00000372191	0	0	0	0	0.042	0.137	0	0.579	0.621
HDAC1	HDAC6	9606.ENSP00000362649	9606.ENSP00000365804	0	0	0.140	0.611	0.049	0.288	0	0.598	0.735
HDAC1	TOP2A	9606.ENSP00000362649	9606.ENSP00000411532	0	0	0	0	0.107	0.511	0	0.598	0.809
HDAC1	KMT2A	9606.ENSP00000362649	9606.ENSP00000436786	0.042	0	0	0	0.072	0.420	0.500	0.373	0.809
HDAC1	HDAC9	9606.ENSP00000362649	9606.ENSP00000408617	0	0	0.169	0.613	0	0.721	0	0.928	0.982
HDAC1	KDM1A	9606.ENSP00000362649	9606.ENSP00000383042	0	0	0	0	0.176	0.942	0.400	0.998	0.999
HDAC1	NCOR2	9606.ENSP00000362649	9606.ENSP00000384018	0	0	0	0	0.049	0.701	0.800	0.995	0.999
HDAC1	HDAC2	9606.ENSP00000362649	9606.ENSP00000430432	0	0	0.049	0.983	0.101	0.994	0.900	0.982	0.999
HDAC10	HDAC7	9606.ENSP00000216271	9606.ENSP00000080059	0	0	0.180	0.710	0.101	0	0	0.538	0.629
HDAC10	SIRT1	9606.ENSP00000216271	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.675	0.708
HDAC10	KDM1A	9606.ENSP00000216271	9606.ENSP00000383042	0	0	0	0	0.055	0.153	0	0.345	0.430
HDAC10	HDAC4	9606.ENSP00000216271	9606.ENSP00000264606	0	0	0.167	0.717	0.060	0	0	0.472	0.551
HDAC10	HDAC9	9606.ENSP00000216271	9606.ENSP00000408617	0	0	0.166	0.718	0	0	0	0.511	0.575
HDAC10	SIRT3	9606.ENSP00000216271	9606.ENSP00000372191	0	0	0	0	0.074	0.137	0	0.541	0.601
HDAC10	HDAC11	9606.ENSP00000216271	9606.ENSP00000295757	0	0	0.122	0.603	0.072	0.045	0	0.574	0.625
HDAC10	HDAC8	9606.ENSP00000216271	9606.ENSP00000362674	0	0	0.202	0.627	0.049	0.288	0	0.413	0.640
HDAC10	HDAC3	9606.ENSP00000216271	9606.ENSP00000302967	0	0	0.210	0.589	0.049	0.474	0	0.252	0.665
HDAC10	SIRT2	9606.ENSP00000216271	9606.ENSP00000249396	0	0	0	0	0.072	0.137	0	0.636	0.683
HDAC10	HDAC2	9606.ENSP00000216271	9606.ENSP00000430432	0	0	0.207	0.593	0	0.474	0	0.633	0.834
HDAC10	NCOR2	9606.ENSP00000216271	9606.ENSP00000384018	0	0	0	0	0.084	0.572	0.500	0.842	0.965
HDAC11	HDAC7	9606.ENSP00000295757	9606.ENSP00000080059	0	0	0.132	0.587	0.049	0.045	0	0.427	0.489
HDAC11	SIRT1	9606.ENSP00000295757	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.839	0.855
HDAC11	HDAC5	9606.ENSP00000295757	9606.ENSP00000225983	0	0	0.110	0.594	0.067	0.045	0	0.371	0.435
HDAC11	SIRT2	9606.ENSP00000295757	9606.ENSP00000249396	0	0	0	0	0.055	0.137	0	0.720	0.752
HDAC11	HDAC4	9606.ENSP00000295757	9606.ENSP00000264606	0	0	0.117	0.583	0.049	0.045	0	0.584	0.622
HDAC11	HDAC9	9606.ENSP00000295757	9606.ENSP00000408617	0	0	0	0.600	0	0.045	0	0.421	0.424
HDAC11	HDAC3	9606.ENSP00000295757	9606.ENSP00000302967	0	0	0.128	0.603	0.049	0	0	0.378	0.439
HDAC11	HDAC2	9606.ENSP00000295757	9606.ENSP00000430432	0	0	0.118	0.616	0	0	0	0.443	0.489
HDAC11	HDAC8	9606.ENSP00000295757	9606.ENSP00000362674	0	0	0.143	0.617	0.049	0	0	0.457	0.520
HDAC11	KDM1A	9606.ENSP00000295757	9606.ENSP00000383042	0	0	0	0	0.055	0.228	0	0.433	0.550
HDAC11	SIRT3	9606.ENSP00000295757	9606.ENSP00000372191	0	0	0	0	0.210	0.137	0	0.577	0.686
HDAC11	NCOR2	9606.ENSP00000295757	9606.ENSP00000384018	0	0	0	0	0.059	0.163	0.500	0.622	0.831
HDAC11	HDAC6	9606.ENSP00000295757	9606.ENSP00000365804	0	0	0	0.629	0	0.301	0	0.850	0.891
HDAC2	HDAC7	9606.ENSP00000430432	9606.ENSP00000080059	0	0	0.198	0.611	0.049	0.501	0.400	0.392	0.836
HDAC2	SIRT1	9606.ENSP00000430432	9606.ENSP00000212015	0	0	0	0	0.074	0.372	0	0.839	0.898
HDAC2	HDAC5	9606.ENSP00000430432	9606.ENSP00000225983	0	0	0.179	0.609	0	0.288	0.400	0.374	0.751
HDAC2	SIRT2	9606.ENSP00000430432	9606.ENSP00000249396	0	0	0	0	0	0.137	0	0.822	0.840
HDAC2	TOP2B	9606.ENSP00000430432	9606.ENSP00000264331	0	0	0	0	0.163	0.294	0	0.520	0.692
HDAC2	HDAC4	9606.ENSP00000430432	9606.ENSP00000264606	0	0	0.170	0.611	0.044	0.288	0	0.730	0.827
HDAC2	HDAC3	9606.ENSP00000430432	9606.ENSP00000302967	0	0	0.059	0.963	0.067	0	0.900	0.056	0.906
HDAC2	MEN1	9606.ENSP00000430432	9606.ENSP00000337088	0	0	0	0	0.089	0.292	0	0.151	0.404
HDAC2	HDAC8	9606.ENSP00000430432	9606.ENSP00000362674	0	0	0.082	0.915	0.049	0	0	0.390	0.421
HDAC2	HDAC6	9606.ENSP00000430432	9606.ENSP00000365804	0	0	0.136	0.611	0.049	0.288	0	0.609	0.741
HDAC2	SIRT3	9606.ENSP00000430432	9606.ENSP00000372191	0	0	0	0	0.044	0.137	0	0.541	0.588
HDAC2	KDM1A	9606.ENSP00000430432	9606.ENSP00000383042	0	0	0	0	0.133	0.941	0.400	0.997	0.999
HDAC2	NCOR2	9606.ENSP00000430432	9606.ENSP00000384018	0	0	0	0	0.044	0.643	0.800	0.920	0.993
HDAC2	HDAC9	9606.ENSP00000430432	9606.ENSP00000408617	0	0	0.169	0.615	0	0.288	0	0.397	0.612
HDAC2	TOP2A	9606.ENSP00000430432	9606.ENSP00000411532	0	0	0	0	0.110	0.294	0	0.285	0.512
HDAC2	KMT2A	9606.ENSP00000430432	9606.ENSP00000436786	0.042	0	0	0	0.074	0.218	0	0.323	0.469
HDAC3	HDAC7	9606.ENSP00000302967	9606.ENSP00000080059	0	0	0.199	0.601	0.060	0.507	0.400	0.254	0.804
HDAC3	SIRT1	9606.ENSP00000302967	9606.ENSP00000212015	0	0	0	0	0.049	0.262	0	0.782	0.834
HDAC3	HDAC5	9606.ENSP00000302967	9606.ENSP00000225983	0	0	0.177	0.606	0.060	0.840	0.400	0.319	0.940
HDAC3	SIRT2	9606.ENSP00000302967	9606.ENSP00000249396	0	0	0	0	0.043	0.137	0	0.813	0.832
HDAC3	HDAC4	9606.ENSP00000302967	9606.ENSP00000264606	0	0	0.175	0.603	0.049	0.877	0	0.308	0.924
HDAC3	SIRT3	9606.ENSP00000302967	9606.ENSP00000372191	0	0	0	0	0.060	0.137	0	0.362	0.437
HDAC3	MEN1	9606.ENSP00000302967	9606.ENSP00000337088	0	0	0	0	0.143	0	0	0.437	0.497
HDAC3	HDAC6	9606.ENSP00000302967	9606.ENSP00000365804	0	0	0.131	0.597	0.049	0.288	0	0.347	0.565
HDAC3	HDAC9	9606.ENSP00000302967	9606.ENSP00000408617	0	0	0.174	0.602	0	0.636	0	0.264	0.759
HDAC3	KDM1A	9606.ENSP00000302967	9606.ENSP00000383042	0	0	0	0	0.135	0.720	0.400	0.395	0.900
HDAC3	NCOR2	9606.ENSP00000302967	9606.ENSP00000384018	0	0	0	0	0.049	0.992	0.800	0.995	0.999
HDAC4	HDAC7	9606.ENSP00000264606	9606.ENSP00000080059	0	0	0.079	0.920	0.095	0.292	0	0.438	0.624
HDAC4	SIRT1	9606.ENSP00000264606	9606.ENSP00000212015	0	0	0	0	0.067	0.559	0	0.776	0.900
HDAC4	HDAC5	9606.ENSP00000264606	9606.ENSP00000225983	0	0	0.062	0.955	0.082	0.510	0.900	0.471	0.973
HDAC4	SIRT2	9606.ENSP00000264606	9606.ENSP00000249396	0	0	0	0	0	0.137	0	0.671	0.704
HDAC4	KMT2A	9606.ENSP00000264606	9606.ENSP00000436786	0.042	0	0	0	0.067	0.127	0	0.499	0.557
HDAC4	SIRT3	9606.ENSP00000264606	9606.ENSP00000372191	0	0	0	0	0.049	0.137	0	0.545	0.594
HDAC4	HDAC8	9606.ENSP00000264606	9606.ENSP00000362674	0	0	0.181	0.654	0.049	0.288	0	0.394	0.619
HDAC4	HDAC6	9606.ENSP00000264606	9606.ENSP00000365804	0	0	0.159	0.664	0.060	0.048	0	0.579	0.641
HDAC4	KDM1A	9606.ENSP00000264606	9606.ENSP00000383042	0	0	0	0	0.062	0.153	0	0.660	0.707
HDAC4	HDAC9	9606.ENSP00000264606	9606.ENSP00000408617	0	0	0.064	0.951	0	0.292	0	0.604	0.715
HDAC4	NCOR2	9606.ENSP00000264606	9606.ENSP00000384018	0	0	0	0	0.077	0.978	0.500	0.931	0.999
HDAC5	HDAC7	9606.ENSP00000225983	9606.ENSP00000080059	0	0	0.093	0.891	0.067	0.292	0.400	0.129	0.629
HDAC5	SIRT1	9606.ENSP00000225983	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.584	0.625
HDAC5	HDAC9	9606.ENSP00000225983	9606.ENSP00000408617	0	0	0.063	0.954	0	0	0	0.394	0.408
HDAC5	HDAC6	9606.ENSP00000225983	9606.ENSP00000365804	0	0	0.167	0.644	0.095	0.051	0	0.333	0.459
HDAC5	SIRT3	9606.ENSP00000225983	9606.ENSP00000372191	0	0	0	0	0.090	0.137	0	0.392	0.481
HDAC5	SIRT2	9606.ENSP00000225983	9606.ENSP00000249396	0	0	0	0	0.067	0.137	0	0.470	0.536
HDAC5	HDAC8	9606.ENSP00000225983	9606.ENSP00000362674	0	0	0.187	0.631	0.049	0.288	0	0.342	0.589
HDAC5	KDM1A	9606.ENSP00000225983	9606.ENSP00000383042	0	0	0	0	0.062	0.374	0.400	0.446	0.779
HDAC5	NCOR2	9606.ENSP00000225983	9606.ENSP00000384018	0	0	0	0	0.084	0.572	0.500	0.751	0.944
HDAC6	HDAC7	9606.ENSP00000365804	9606.ENSP00000080059	0	0	0.167	0.669	0.049	0	0	0.525	0.591
HDAC6	SIRT1	9606.ENSP00000365804	9606.ENSP00000212015	0	0	0	0	0	0.137	0	0.758	0.782
HDAC6	SIRT2	9606.ENSP00000365804	9606.ENSP00000249396	0	0	0	0	0.042	0.559	0	0.872	0.941
HDAC6	PLK1	9606.ENSP00000365804	9606.ENSP00000300093	0	0	0	0	0.042	0.292	0	0.376	0.539
HDAC6	HDAC8	9606.ENSP00000365804	9606.ENSP00000362674	0	0	0.129	0.656	0.164	0.288	0	0.419	0.658
HDAC6	KDM1A	9606.ENSP00000365804	9606.ENSP00000383042	0	0	0	0	0.062	0.228	0	0.476	0.588
HDAC6	SIRT3	9606.ENSP00000365804	9606.ENSP00000372191	0	0	0	0	0.049	0.137	0	0.574	0.620
HDAC6	HDAC9	9606.ENSP00000365804	9606.ENSP00000408617	0	0	0.144	0.654	0	0.299	0	0.564	0.715
HDAC6	NCOR2	9606.ENSP00000365804	9606.ENSP00000384018	0	0	0	0	0.060	0.163	0.500	0.506	0.779
HDAC7	HDAC9	9606.ENSP00000080059	9606.ENSP00000408617	0	0	0.095	0.880	0	0	0	0.398	0.432
HDAC7	SIRT3	9606.ENSP00000080059	9606.ENSP00000372191	0	0	0	0	0.049	0.137	0	0.494	0.548
HDAC7	HDAC8	9606.ENSP00000080059	9606.ENSP00000362674	0	0	0.194	0.627	0	0.288	0	0.402	0.627
HDAC7	SIRT2	9606.ENSP00000080059	9606.ENSP00000249396	0	0	0	0	0.049	0.137	0	0.600	0.643
HDAC7	KDM1A	9606.ENSP00000080059	9606.ENSP00000383042	0	0	0	0	0.067	0.153	0.400	0.381	0.667
