ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
CC	GO:0034506	chromosome, centromeric core domain	13/203	19/19869	2.30507151927062e-22	1.02575682607542e-20	9.30116577951302e-21	H4C5/H2AC8/H4C13/H2AC4/H4C12/H4C6/H4C15/H4C14/H4C3/H4C4/H2BC11/H4C2/H4C8	13
CC	GO:0000228	nuclear chromosome	18/203	249/19869	9.86287691995165e-11	3.76198305375299e-09	3.41122058885546e-09	H4C5/H3C1/H4C13/H4C12/H3C12/H4C6/H3C11/H4C15/H3C3/H4C14/H4C3/H3C7/H3C2/H4C4/H3C8/H3C10/H4C2/H4C8	18
CC	GO:0000775	chromosome, centromeric region	14/203	250/19869	3.07643384143395e-07	1.02675979457858e-05	9.31026030960275e-06	H4C5/H2AC8/H4C13/H2AC4/H4C12/H4C6/SNAI1/H4C15/H4C14/H4C3/H4C4/H2BC11/H4C2/H4C8	14
CC	GO:0000781	chromosome, telomeric region	11/203	168/19869	1.28814135872212e-06	3.82148603087563e-05	3.46517558486652e-05	H4C5/H4C13/H2BC3/H4C12/H4C6/H4C15/H4C14/H4C3/H4C4/H4C2/H4C8	11
CC	GO:0098687	chromosomal region	15/203	388/19869	1.15490798543728e-05	0.000308360432111754	0.000279609301737447	H4C5/H2AC8/H4C13/H2BC3/H2AC4/H4C12/H4C6/SNAI1/H4C15/H4C14/H4C3/H4C4/H2BC11/H4C2/H4C8	15
CC	GO:0031225	anchored component of membrane	9/203	169/19869	6.20284370967211e-05	0.00150559933680223	0.0013652191896886	RAB26/ULBP1/FOLR3/BCAN/MSLN/PLET1/CNTFR/GPC5/PSCA	9
CC	GO:0098978	glutamatergic synapse	12/203	324/19869	0.000131919582417536	0.00293521070879018	0.00266153543473976	EFNB2/NLGN1/ARC/NPTX2/SH3GL3/NOS1AP/BCAN/APBA1/CNIH2/SLC30A3/GRM1/NPTX1	12
CC	GO:0043083	synaptic cleft	3/203	18/19869	0.000765702925555174	0.0157263600864024	0.0142600544840235	NLGN1/C1QL1/NPTX1	3
MF	GO:0030527	structural constituent of chromatin	52/194	99/18432	2.56841146184792e-78	8.0134437609655e-76	7.92152166654147e-76	H3C13/H4C5/H3C1/H2BC10/H1-5/H2AC12/H2AC8/H2AC11/H4C13/H2AC13/H2AC19/H1-3/H2AC18/H2BC18/H2AC21/H4C7/H2BC14/H2BC3/H2AC4/H1-4/H2BC8/H4C12/H3C12/H4C6/H3C11/H2BC4/H4C15/H3C3/H4C14/H4C3/H2BC21/H2AC15/H3C7/H3C2/H2BC15/H4C4/H3C8/H2BC11/H2BC6/H2BC7/H1-2/H2AC16/H2BC5/H2BC13/H3C10/H2BC17/H2AC7/H1-1/H4C2/H4C8/H2AC17/H3C15	52
MF	GO:0046982	protein heterodimerization activity	48/194	341/18432	2.00183699108929e-40	3.12286570609929e-38	3.08704335994296e-38	H3C13/H4C5/H3C1/H2BC10/H2AC12/H2AC8/H2AC11/H4C13/H2AC13/H2AC19/H2AC18/H2BC18/H2AC21/H4C7/H2BC14/H2BC3/H2AC4/H2BC8/H4C12/H3C12/H4C6/H3C11/H2BC4/H4C15/H3C3/H4C14/ERBB3/H4C3/H2BC21/H2AC15/H3C7/H3C2/H2BC15/H4C4/H3C8/H2BC11/H2BC6/H2BC7/H2AC16/H2BC5/H2BC13/H3C10/H2BC17/H2AC7/H4C2/H4C8/H2AC17/H3C15	48
MF	GO:0031492	nucleosomal DNA binding	5/194	40/18432	5.98452669702528e-05	0.00622390776490629	0.00615251341132774	H1-5/H1-3/H1-4/H1-2/H1-1	5
