ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050863	regulation of T cell activation	93/2454	376/18903	3.36047897749225e-10	1.84826343762074e-07	1.68216895036e-07	TNFRSF14/TNFSF14/PCK1/RAG2/LGALS9/CCR7/VAV1/RHOH/RASAL3/LGALS3/LAX1/TNFRSF1B/TOX/ARG1/TESPA1/CD300A/AIF1/RAG1/PTPN6/CD80/VSIR/BATF/CD70/LAPTM5/CARD11/FCHO1/CCDC88B/IL7/CORO1A/RAC2/KLRK1/LGALS9B/BID/PTPRC/AGER/SASH3/MYB/KAT2A/ZBTB16/SYK/ACTL6B/CD74/IL18/CR1/HLA-DRA/RIPOR2/ITPKB/CSK/LYN/FOXJ1/RARA/CTSG/DOCK8/IL12RB1/IL2RG/RIPK3/PDE5A/SPTA1/ADAM8/PYCARD/DUSP22/HLA-DRB5/SPN/CD4/MALT1/NCKAP1L/TSPAN32/JAK2/HMGB1/FGL2/HLA-DPA1/HLA-DPB1/ZMIZ1/LAT/CASP3/LEF1/BTN2A2/SOX12/FCGR2B/SDC4/TNFAIP8L2/ZP3/HLA-DMA/GPNMB/IL15/PIK3R6/HES1/PTPN22/CGAS/SFTPD/CD83/SLAMF1/HAVCR2	93
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	93/2454	377/18903	3.9030683066658e-10	1.96779693794401e-07	1.79096055369902e-07	TNFRSF14/TNFSF14/PCK1/RAG2/LGALS9/CCR7/VAV1/RHOH/RASAL3/LGALS3/LAX1/GCNT1/ARG1/TESPA1/CD300A/AIF1/RAG1/PTPN6/CD80/VSIR/CD70/PPARA/LAPTM5/CARD11/FCHO1/CCDC88B/IL7/IRAK1/CORO1A/KLRK1/LGALS9B/PTPRC/AGER/SASH3/MYB/ZBTB16/SYK/ACTL6B/CD74/IL18/CR1/HLA-DRA/RIPOR2/ITGB2/ITPKB/CSK/LYN/FOXJ1/CCL28/RARA/ITGA4/ALOX5/CTSG/DOCK8/IL12RB1/IL2RG/PDE5A/SPTA1/ADAM8/PYCARD/SKAP1/DUSP22/HLA-DRB5/FUT4/SPN/CD4/MALT1/NCKAP1L/TSPAN32/JAK2/HMGB1/FGL2/HLA-DPA1/HLA-DPB1/ZMIZ1/CASP3/LEF1/BTN2A2/SOX12/FCGR2B/SDC4/TNFAIP8L2/ZP3/HLA-DMA/GPNMB/IL15/PIK3R6/HES1/PTPN22/SFTPD/CD83/SLAMF1/HAVCR2	93
BP	GO:0002274	myeloid leukocyte activation	65/2454	237/18903	1.98992561089493e-09	9.26080765070331e-07	8.4285837008837e-07	LGALS9/SLC11A1/FES/LCP2/RHOH/CD33/CD84/CD300A/DYSF/AIF1/PTPN6/ENPP3/BATF/UNC13D/SPI1/DOCK2/MYD88/RAC2/TLR1/FCGR3A/CST7/ADGRE2/PTPRC/STAP1/AGER/IFI35/BCR/GATA2/SYK/CD74/IL18/TLR3/TLR6/IL1RL1/ITGB2/KIT/PIK3CG/LYN/VAMP8/ITGAM/TRAF3IP2/CNR2/CTSG/NMI/SHPK/PYCARD/STX4/CRTC3/BTK/ADORA2B/TICAM1/NOTCH2/TSPAN32/JAK2/HMGB1/TSLP/LAT/FCGR2B/IL15/RAB44/CSF1/PLA2G10/SLAMF1/HAVCR2/IFNGR2	65
BP	GO:0002683	negative regulation of immune system process	103/2454	449/18903	3.38273561978731e-09	1.44028797905877e-06	1.31085627115379e-06	C5AR2/TNFRSF14/BST2/RAG2/LGALS9/USP18/TBC1D10C/OAS1/PRG2/UBASH3A/LGALS3/LTF/LAX1/FBN1/CD84/ARG1/CD300A/PTPN6/OAS3/CD80/VSIR/ENPP3/CDK6/SPI1/RASSF5/LAPTM5/ID2/PARP14/SAMSN1/DHX58/EPX/GAL/KLRK1/LGALS9B/PKN1/SERPING1/CST7/STAT6/PTPRC/STAP1/BCR/NLRX1/GATA2/SYK/CD74/TLR3/CR1/NLRC5/RIPOR2/IL1RL1/TGFB3/LYN/RIN3/FOXJ1/CR1L/CCL28/ACP5/RARA/BANK1/CNR2/CTSG/LYAR/PDE5A/NMI/CUEDC2/BANF1/DUSP22/GFER/NR1H2/BTK/MYC/SPN/ANGPT1/CNN2/FCRLB/PIBF1/NCKAP1L/TSPAN32/HMGB1/PIK3R1/FGL2/TAPBPL/INPP5D/CASP3/BTN2A2/FCGR2B/SDC4/TNFAIP8L2/GPX1/PARP3/GPNMB/INHA/PGLYRP3/MNDA/LST1/PLCB1/GPR68/PTPN22/CR2/SFTPD/NBL1/SLAMF1/HAVCR2	103
BP	GO:0051607	defense response to virus	77/2454	304/18903	3.57096193155066e-09	1.44028797905877e-06	1.31085627115379e-06	BST2/IFI44L/OAS1/RTP4/IFIT1B/MX1/IFI27/APOBEC3A/TRIM22/OAS3/APOBEC3B/UNC13D/SPON2/DDX60/TRIM15/APOBEC3H/IFIH1/MYD88/BNIP3L/DHX58/PARP9/STING1/RNASE6/BCL2/PTPRC/SERINC5/NLRX1/RSAD2/DTX3L/TLR3/ISG20/NLRC5/TRIM26/APOBEC3D/CARD9/SHFL/CD40/VAMP8/IFIT3/IFI6/ARMC5/TRAF3IP2/NLRP9/PML/EIF2AK2/IL12RB1/RIPK3/TRIM25/DDX56/PYCARD/GPATCH3/IRF9/APOBEC3F/TICAM1/UNC93B1/RNASEL/CASP1/APOBEC3C/TSPAN32/FGL2/IFITM1/MLKL/IFIT1/TRIM6/MIR26B/MX2/IFIT5/TRIM32/IFNL4/IFITM2/IL15/PTPN22/NMB/CGAS/PLA2G10/GBP3/IFNGR2	77
BP	GO:0002703	regulation of leukocyte mediated immunity	65/2454	241/18903	4.14100239185583e-09	1.48751375134702e-06	1.35383809191758e-06	BST2/LGALS9/FES/VAV1/P2RX7/TNFRSF1B/CD84/ARG1/CD300A/PTPN6/UNC13D/C17orf99/SPI1/SLAMF6/RAC2/KLRK1/SHLD2/AZGP1/ADGRE2/STAT6/PTPRC/STAP1/AGER/BCR/SASH3/RSAD2/GATA2/SYK/IL18/TLR3/CR1/HLA-DRA/ITGB2/SHLD1/KIT/CD40/LYN/VAMP8/FOXJ1/DENND1B/CR1L/ITGAM/TNFSF13/IL12RB1/RIPK3/FCER2/STX4/DUSP22/GFER/BTK/ADORA2B/TICAM1/WAS/MALT1/NCKAP1L/SHLD3/HMGB1/MR1/FCGR2B/ZP3/PARP3/PIK3R6/CR2/SLAMF1/HAVCR2	65
BP	GO:0140546	defense response to symbiont	77/2454	305/18903	4.17979070626437e-09	1.48751375134702e-06	1.35383809191758e-06	BST2/IFI44L/OAS1/RTP4/IFIT1B/MX1/IFI27/APOBEC3A/TRIM22/OAS3/APOBEC3B/UNC13D/SPON2/DDX60/TRIM15/APOBEC3H/IFIH1/MYD88/BNIP3L/DHX58/PARP9/STING1/RNASE6/BCL2/PTPRC/SERINC5/NLRX1/RSAD2/DTX3L/TLR3/ISG20/NLRC5/TRIM26/APOBEC3D/CARD9/SHFL/CD40/VAMP8/IFIT3/IFI6/ARMC5/TRAF3IP2/NLRP9/PML/EIF2AK2/IL12RB1/RIPK3/TRIM25/DDX56/PYCARD/GPATCH3/IRF9/APOBEC3F/TICAM1/UNC93B1/RNASEL/CASP1/APOBEC3C/TSPAN32/FGL2/IFITM1/MLKL/IFIT1/TRIM6/MIR26B/MX2/IFIT5/TRIM32/IFNL4/IFITM2/IL15/PTPN22/NMB/CGAS/PLA2G10/GBP3/IFNGR2	77
BP	GO:0002695	negative regulation of leukocyte activation	56/2454	198/18903	7.77940029385244e-09	2.61474287654485e-06	2.37976859281533e-06	TNFRSF14/RAG2/LGALS9/TBC1D10C/LGALS3/LAX1/CD84/ARG1/CD300A/PTPN6/CD80/VSIR/ENPP3/SPI1/RASSF5/LAPTM5/ID2/SAMSN1/GAL/LGALS9B/PKN1/CST7/PTPRC/BCR/CD74/CR1/RIPOR2/LYN/FOXJ1/BANK1/CNR2/CTSG/PDE5A/DUSP22/BTK/SPN/PIBF1/NCKAP1L/TSPAN32/HMGB1/FGL2/INPP5D/CASP3/BTN2A2/FCGR2B/SDC4/TNFAIP8L2/PARP3/GPNMB/INHA/PGLYRP3/MNDA/LST1/PTPN22/SFTPD/HAVCR2	56
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	70/2454	275/18903	1.46096066243796e-08	4.43669585951186e-06	4.03799148170623e-06	TNFRSF14/TNFSF14/PCK1/LGALS9/CCR7/VAV1/RHOH/RASAL3/GCNT1/TESPA1/AIF1/RAG1/PTPN6/CD80/VSIR/CD70/CARD11/FCHO1/CCDC88B/IL7/IRAK1/CORO1A/KLRK1/PTPRC/AGER/SASH3/MYB/ZBTB16/SYK/ACTL6B/CD74/IL18/CR1/HLA-DRA/ITGB2/ITPKB/CSK/LYN/RARA/ITGA4/ALOX5/DOCK8/IL12RB1/IL2RG/SPTA1/ADAM8/PYCARD/SKAP1/HLA-DRB5/FUT4/CD4/MALT1/NCKAP1L/JAK2/HMGB1/HLA-DPA1/HLA-DPB1/ZMIZ1/LEF1/BTN2A2/SOX12/ZP3/HLA-DMA/IL15/PIK3R6/HES1/PTPN22/CD83/SLAMF1/HAVCR2	70
BP	GO:0051250	negative regulation of lymphocyte activation	49/2454	166/18903	1.466676317194e-08	4.43669585951186e-06	4.03799148170623e-06	TNFRSF14/RAG2/LGALS9/TBC1D10C/LGALS3/LAX1/ARG1/CD300A/PTPN6/CD80/VSIR/RASSF5/LAPTM5/ID2/SAMSN1/GAL/LGALS9B/PKN1/CD74/CR1/RIPOR2/LYN/FOXJ1/BANK1/CTSG/PDE5A/DUSP22/BTK/SPN/PIBF1/NCKAP1L/TSPAN32/HMGB1/FGL2/INPP5D/CASP3/BTN2A2/FCGR2B/SDC4/TNFAIP8L2/PARP3/GPNMB/INHA/PGLYRP3/MNDA/LST1/PTPN22/SFTPD/HAVCR2	49
BP	GO:0042098	T cell proliferation	58/2454	212/18903	1.59683667523013e-08	4.60041042149634e-06	4.18699380858588e-06	TNFRSF14/TNFSF14/LGALS9/SLC11A1/P2RX7/RASAL3/LGALS3/BTN3A1/TNFRSF1B/ARG1/AIF1/PTPN6/CD80/VSIR/CD70/DOCK2/CARD11/CCDC88B/CORO1A/RAC2/LGALS9B/BID/PTPRC/AGER/SASH3/PSMB10/SYK/ELF4/IL18/CR1/PIK3CG/FOXJ1/ARMC5/DOCK8/IL12RB1/RIPK3/PDE5A/SPTA1/PYCARD/SPN/MALT1/NCKAP1L/TSPAN32/JAK2/HMGB1/HLA-DPA1/HLA-DPB1/CASP3/BTN2A2/SDC4/ZP3/GPNMB/IL15/HES1/PTPN22/SFTPD/SLAMF1/HAVCR2	58
BP	GO:0002443	leukocyte mediated immunity	103/2454	463/18903	1.86997725917843e-08	5.14243746274067e-06	4.68031150371404e-06	IGLL1/BST2/TRBC2/LGALS9/CSF2RB/FES/MYO1G/VAV1/IGHD/P2RX7/IL9R/BTN3A2/TNFRSF1B/RAB27A/CD84/ARG1/CD300A/PTPN6/GAPT/BATF/UNC13D/CD70/SPON2/C17orf99/SPI1/MYD88/SLAMF6/CORO1A/RAC2/KLRK1/SHLD2/AZGP1/SERPING1/FCGR3A/ADGRE2/STAT6/PTPRC/STAP1/AGER/BCR/SASH3/RSAD2/GATA2/SYK/CD74/IL18/TLR3/CR1/HLA-DRA/ITGB2/CARD9/SHLD1/KIT/PIK3CG/CTSH/CD40/LYN/VAMP8/FOXJ1/DENND1B/CR1L/ITGAM/EMP2/TRAF3IP2/UNG/TNFSF13/BTN3A3/TRDC/CTSG/IL12RB1/RIPK3/FCER2/STX4/NBN/DUSP22/GFER/HLA-DRB5/BTK/ADORA2B/TICAM1/WAS/MALT1/NCKAP1L/SHLD3/HMGB1/MR1/HLA-DPA1/HLA-DPB1/INPP5D/LAT/IGHM/FCGR2B/ZP3/HLA-DMA/PARP3/SLAMF9/PIK3R6/C8G/RAB44/CR2/CD19/SLAMF1/HAVCR2	103
BP	GO:0002699	positive regulation of immune effector process	67/2454	261/18903	2.07036815842413e-08	5.44596841672434e-06	4.95656560032797e-06	TNFRSF14/PCK1/LGALS9/CD244/FES/VAV1/P2RX7/CD84/ARG1/CD300A/PTPN6/CD80/ENPP3/UNC13D/SPON2/C17orf99/SPI1/LAPTM5/DDX60/MYD88/SLAMF6/DHX58/RAC2/KLRK1/SHLD2/AZGP1/ADGRE2/STAT6/PTPRC/STAP1/SASH3/MYB/RSAD2/GATA2/SYK/CD74/IL18/TLR3/CR1/HLA-DRA/ITGB2/CARD9/SHLD1/KIT/CD40/LYN/VAMP8/SEMA7A/DENND1B/ITGAM/RARA/TNFSF13/CD36/IL12RB1/FCER2/PYCARD/STX4/BTK/ADORA2B/TICAM1/MALT1/SHLD3/MR1/TRIM6/ZP3/PTPN22/SLAMF1	67
BP	GO:0045071	negative regulation of viral genome replication	24/2454	57/18903	4.67960887795186e-08	1.17965140465036e-05	1.07364184388448e-05	BST2/OAS1/LTF/MX1/APOBEC3A/OAS3/PARP10/APOBEC3B/APOBEC3H/IFIH1/RSAD2/ISG20/APOBEC3D/SHFL/EIF2AK2/BANF1/APOBEC3F/RNASEL/APOBEC3C/IFITM1/IFIT1/TRIM6/IFIT5/IFITM2	24
BP	GO:0022407	regulation of cell-cell adhesion	106/2454	490/18903	5.40519721805738e-08	1.30805772676989e-05	1.19050891148034e-05	EPCAM/TNFRSF14/TNFSF14/PCK1/RAG2/CDH1/LGALS9/CCR7/VAV1/IL1RN/RHOH/RASAL3/LGALS3/LAX1/GCNT1/ARG1/TESPA1/CD300A/AIF1/RAG1/PTPN6/CD80/VSIR/CD70/SPI1/PPARA/GCNT2/LAPTM5/CARD11/FCHO1/CCDC88B/IL7/IRAK1/CORO1A/KLRK1/LGALS9B/PTPRC/AGER/SASH3/MYB/CELSR2/MBP/ZBTB16/SYK/ACTL6B/CD74/IL18/SPINT2/CR1/HLA-DRA/RIPOR2/ITGB2/ITPKB/CSK/LYN/FOXJ1/CCL28/RARA/FLOT1/MFSD2B/ITGA4/ALOX5/CTSG/DOCK8/IL12RB1/IL2RG/PDE5A/MAP2K5/SPTA1/ADAM8/PYCARD/SKAP1/DUSP22/HLA-DRB5/FUT4/SPN/CD4/MALT1/NCKAP1L/TSPAN32/JAK2/HMGB1/FGL2/HLA-DPA1/HLA-DPB1/ZMIZ1/CASP3/LEF1/BTN2A2/FXYD5/SOX12/FCGR2B/SDC4/TNFAIP8L2/ZP3/HLA-DMA/SERPINF2/GPNMB/IL15/PIK3R6/HES1/PTPN22/SFTPD/CD83/SLAMF1/HAVCR2	106
BP	GO:0050867	positive regulation of cell activation	102/2454	467/18903	5.82547289114767e-08	1.35554273044013e-05	1.23372666775682e-05	TNFRSF14/IGLL1/TNFSF14/PCK1/TRBC2/LGALS9/CCR7/VAV1/IGHD/RHOH/RASAL3/TOX/TESPA1/AIF1/RAG1/PTPN6/CD80/VSIR/CD70/CARD11/FCHO1/MYD88/CCDC88B/IL7/CORO1A/KLRK1/SHLD2/FCGR3A/STAT6/BCL2/PTPRC/STAP1/AGER/SASH3/MYB/GATA2/ZBTB16/SYK/ACTL6B/CD74/IL18/CR1/TLR6/GPR183/HLA-DRA/PLEK/IL1RL1/ITGB2/SHLD1/ITPKB/CSK/CD40/LYN/PDGFRB/VAMP8/ITGAM/RARA/IL15RA/CD320/TNFSF13/TRDC/DOCK8/IL12RB1/IL2RG/SPTA1/ADAM8/PYCARD/STX4/HLA-DRB5/BTK/ADORA2B/TICAM1/NFATC2/CD4/RPS6KA1/MALT1/NCKAP1L/CD38/JAK2/SHLD3/HMGB1/BLOC1S3/TSLP/HLA-DPA1/HLA-DPB1/ZMIZ1/INPP5D/GP9/LEF1/BTN2A2/SH3KBP1/IGHM/SOX12/ZP3/HLA-DMA/IL15/PIK3R6/HES1/PTPN22/CD83/SLAMF1/HAVCR2	102
BP	GO:0002275	myeloid cell activation involved in immune response	33/2454	96/18903	6.19361500332577e-08	1.38782854704151e-05	1.26311111432347e-05	LGALS9/FES/CD84/CD300A/DYSF/PTPN6/ENPP3/UNC13D/SPI1/DOCK2/MYD88/RAC2/ADGRE2/IFI35/BCR/GATA2/SYK/ITGB2/KIT/PIK3CG/LYN/VAMP8/ITGAM/NMI/PYCARD/STX4/BTK/ADORA2B/TICAM1/LAT/RAB44/SLAMF1/HAVCR2	33
