ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007596	blood coagulation	26/734	224/18614	8.73349110131292e-07	0.000381732956501023	0.000334881328640774	KRT1/SERPINC1/MERTK/SERPINF2/IL6ST/CYP4F2/PF4/HBB/SRC/SERPINE1/HNF4A/PLSCR1/VWF/HPSE/TREML1/VCL/THBS1/SLC4A1/CD9/SLC7A11/TUBB1/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	26
BP	GO:0050817	coagulation	26/734	229/18614	1.33205745041181e-06	0.000533711018464999	0.000468206509105274	KRT1/SERPINC1/MERTK/SERPINF2/IL6ST/CYP4F2/PF4/HBB/SRC/SERPINE1/HNF4A/PLSCR1/VWF/HPSE/TREML1/VCL/THBS1/SLC4A1/CD9/SLC7A11/TUBB1/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	26
BP	GO:0007599	hemostasis	26/734	230/18614	1.44696395266237e-06	0.000535154052646207	0.000469472433871914	KRT1/SERPINC1/MERTK/SERPINF2/IL6ST/CYP4F2/PF4/HBB/SRC/SERPINE1/HNF4A/PLSCR1/VWF/HPSE/TREML1/VCL/THBS1/SLC4A1/CD9/SLC7A11/TUBB1/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	26
BP	GO:0042149	cellular response to glucose starvation	11/734	49/18614	2.46209093692576e-06	0.000843276505802534	0.000739777773612127	NUAK1/CPEB4/SESN3/ATG14/FOXO3/TSSK3/SLC2A1/MTMR3/BHLHA15/SESN2/SLC7A5	11
BP	GO:1990748	cellular detoxification	17/734	115/18614	2.6308543234272e-06	0.000843276505802534	0.000739777773612127	HBE1/HBA2/HBA1/GPX3/CLIC2/HBM/HBB/PIM1/HBG1/ABCG2/HBG2/ABCB6/NXN/H19/HBQ1/SESN2/TP53INP1	17
BP	GO:0009636	response to toxic substance	26/734	242/18614	3.74676577956093e-06	0.00111823762642067	0.00098099180512033	ARG1/MIR451A/GJC2/HBE1/HBA2/HBA1/GPX3/CLIC2/HBM/HBB/PIM1/ABTB2/PINK1/FOS/HBG1/ABCG2/HBG2/ABCB6/DHRS2/NXN/H19/HBQ1/SLC7A11/MAP1B/SESN2/TP53INP1	26
BP	GO:0006979	response to oxidative stress	38/734	434/18614	3.95383520157058e-06	0.00111823762642067	0.00098099180512033	HMOX1/ARG1/KRT1/GPR37L1/SESN3/HBA2/PTK2B/HBA1/GPX3/FOXO3/MAPK13/RHOB/HBB/SRC/KLF2/PINK1/FOS/NR4A2/PTPRN/ETV5/BTG1/DHRS2/KDM6B/H19/SNCA/FOXO1/GCLC/EPAS1/DAPK1/SLC7A11/WNT16/SESN2/RBM11/PLK3/UCP3/ADIPOQ/TP53INP1/PRKD1	38
BP	GO:0050878	regulation of body fluid levels	33/734	361/18614	6.9293155067725e-06	0.00184347747639101	0.00161722003851011	KRT1/CYP4F12/SERPINC1/MERTK/MYO5B/SERPINF2/IL6ST/CYP4F2/NLRP6/PF4/HBB/SRC/SERPINE1/HNF4A/PLSCR1/VWF/HPSE/TRPV5/TREML1/VCL/THBS1/SLC4A1/CD9/SLC7A11/TUBB1/ADM/THBD/TSPAN8/SPINK1/UBASH3B/ADAMTS18/SH2B3/INPP5K	33
BP	GO:0072593	reactive oxygen species metabolic process	25/734	237/18614	7.92606514164335e-06	0.00184347747639101	0.00161722003851011	HBE1/HBA2/PTK2B/HBA1/GPX3/ACP5/HBM/HBB/CDKN1A/GADD45A/ARG2/STK17A/BIRC2/PINK1/HBG1/HBG2/PDK4/THBS1/H19/SNCA/FOXO1/HBQ1/DDIT4/SESN2/CLCN3	25
BP	GO:0042743	hydrogen peroxide metabolic process	11/734	55/18614	8.15074038851945e-06	0.00184347747639101	0.00161722003851011	HBE1/HBA2/HBA1/GPX3/HBM/HBB/PINK1/HBG1/HBG2/SNCA/HBQ1	11
BP	GO:0015670	carbon dioxide transport	6/734	14/18614	8.43195080832085e-06	0.00184347747639101	0.00161722003851011	HBE1/HBA2/HBA1/HBB/HBG1/HBG2	6
BP	GO:0010506	regulation of autophagy	32/734	348/18614	8.43521307832826e-06	0.00184347747639101	0.00161722003851011	HMOX1/SESN3/TRIM58/IL10RA/DCAF12/ATG14/FOXO3/NLRP6/DDIT3/TRIB3/PINK1/ULK1/WDR45/PLEKHF1/FKBP8/PIM2/SNCA/FOXO1/MTMR3/BNIP3L/DAPK1/RB1CC1/SESN2/TRIM38/FEZ1/PLK3/EP300/RAB39B/TAB3/SLC7A5/TP53INP1/PRKD1	32
BP	GO:0051591	response to cAMP	14/734	89/18614	9.55430588971463e-06	0.00199726533555426	0.00175213289245247	PDE2A/CRHBP/HCN2/PTK2B/VGF/BIRC2/RAPGEF2/FOS/PFKFB1/THBD/WT1/ADIPOQ/STC1/INPP5K	14
BP	GO:0003333	amino acid transmembrane transport	15/734	103/18614	1.21674408165206e-05	0.00243754397690963	0.002138374357535	ARG1/SLC6A19/SLC6A18/SLC43A2/SLC6A12/CLN8/SLC6A13/SLC6A9/TSPO2/LRRC8A/SLC7A11/SLC7A9/SLC7A5P2/SLC22A4/SLC7A5	15
BP	GO:0098754	detoxification	18/734	144/18614	1.50184690853147e-05	0.00288835197448772	0.00253385286841499	MIR451A/HBE1/HBA2/HBA1/GPX3/CLIC2/HBM/HBB/PIM1/HBG1/ABCG2/HBG2/ABCB6/NXN/H19/HBQ1/SESN2/TP53INP1	18
BP	GO:0030193	regulation of blood coagulation	12/734	70/18614	1.68104126691682e-05	0.0030199283601734	0.00264928035274867	KRT1/SERPINC1/SERPINF2/SERPINE1/HPSE/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	12
BP	GO:0010508	positive regulation of autophagy	18/734	146/18614	1.81721626499351e-05	0.0030199283601734	0.00264928035274867	HMOX1/SESN3/TRIM58/FOXO3/PINK1/ULK1/WDR45/PLEKHF1/PIM2/FOXO1/BNIP3L/DAPK1/RB1CC1/SESN2/TRIM38/PLK3/TP53INP1/PRKD1	18
BP	GO:1905039	carboxylic acid transmembrane transport	19/734	160/18614	1.83922859002197e-05	0.0030199283601734	0.00264928035274867	ARG1/SLC6A19/SLC6A18/SLC43A2/SLC2A1/SLC6A12/CLN8/SLC6A13/SLC6A9/TSPO2/LRRC8A/THBS1/IRS2/SLC23A3/SLC7A11/SLC7A9/SLC7A5P2/SLC22A4/SLC7A5	19
BP	GO:0098657	import into cell	26/734	265/18614	1.91361528146095e-05	0.0030199283601734	0.00264928035274867	ARG1/IL10RA/HCN2/ATP1A3/SLC43A2/SLC2A1/SLC6A12/SLC8A2/SLC22A1/CLN8/SLC6A13/ISCU/SLC6A9/TRPV5/TSPO2/LRRC8A/THBS1/IRS2/SNCA/STRA6/SLC7A11/SCN4A/NEURL1B/SLC22A4/CACNA1B/SLC7A5	26
BP	GO:0120161	regulation of cold-induced thermogenesis	18/734	147/18614	1.99606243568191e-05	0.0030199283601734	0.00264928035274867	PLCL2/GPR3/ZNF423/DDIT3/ADIPOR1/CMKLR1/GADD45G/TFE3/KDM6B/ID1/PLCL1/EPAS1/ARRDC3/PRDM16/TRPM8/CEBPB/ADIPOQ/FGF21	18
BP	GO:1903825	organic acid transmembrane transport	19/734	161/18614	2.00993568064786e-05	0.0030199283601734	0.00264928035274867	ARG1/SLC6A19/SLC6A18/SLC43A2/SLC2A1/SLC6A12/CLN8/SLC6A13/SLC6A9/TSPO2/LRRC8A/THBS1/IRS2/SLC23A3/SLC7A11/SLC7A9/SLC7A5P2/SLC22A4/SLC7A5	19
BP	GO:1990845	adaptive thermogenesis	19/734	161/18614	2.00993568064786e-05	0.0030199283601734	0.00264928035274867	PLCL2/GPR3/ZNF423/DDIT3/ADIPOR1/CMKLR1/GADD45G/TFE3/KDM6B/ID1/PLCL1/EPAS1/ARRDC3/PRDM16/TRPM8/UCP3/CEBPB/ADIPOQ/FGF21	19
BP	GO:0030195	negative regulation of blood coagulation	10/734	50/18614	2.10026660903299e-05	0.00306002480491837	0.00268445559885014	KRT1/SERPINF2/SERPINE1/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	10
BP	GO:0106106	cold-induced thermogenesis	18/734	148/18614	2.19045520334474e-05	0.00309756135814162	0.0027173851392577	PLCL2/GPR3/ZNF423/DDIT3/ADIPOR1/CMKLR1/GADD45G/TFE3/KDM6B/ID1/PLCL1/EPAS1/ARRDC3/PRDM16/TRPM8/CEBPB/ADIPOQ/FGF21	18
BP	GO:1900046	regulation of hemostasis	12/734	72/18614	2.25872575453789e-05	0.00310284383651947	0.0027220192777243	KRT1/SERPINC1/SERPINF2/SERPINE1/HPSE/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	12
BP	GO:1900047	negative regulation of hemostasis	10/734	51/18614	2.52117490719608e-05	0.00335651031018308	0.00294455224032393	KRT1/SERPINF2/SERPINE1/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	10
BP	GO:0001819	positive regulation of cytokine production	39/734	489/18614	2.58300502239547e-05	0.00335651031018308	0.00294455224032393	HMOX1/RSAD2/RIOK3/MIR144/SERPINF2/IL1R1/IL6ST/EGR1/POU2F2/MAPK13/PF4/C5/SRC/SERPINE1/DDIT3/HLA-A/HPSE/CD274/FFAR3/RAET1G/RORA/CD55/THBS1/NLRP10/NODAL/H19/LY9/MCOLN2/CCDC88B/EREG/IL16/IL20RB/CEBPB/CCBE1/ADIPOQ/CEBPG/NLRP9/IL12RB1/SLC7A5	39
BP	GO:0001659	temperature homeostasis	20/734	179/18614	2.746426805239e-05	0.00347495265252345	0.00304845767551043	PLCL2/GPR3/EGR1/ZNF423/DDIT3/ADIPOR1/CMKLR1/GADD45G/TFE3/KDM6B/ID1/FOXO1/PLCL1/EPAS1/ARRDC3/PRDM16/TRPM8/CEBPB/ADIPOQ/FGF21	20
BP	GO:0042060	wound healing	36/734	439/18614	2.93451313194493e-05	0.00361772798420288	0.00317370961395502	HMOX1/KRT1/MIR451A/SERPINC1/MERTK/VIL1/ACTA2/SERPINF2/IL6ST/ERBB3/CYP4F2/NLRP6/PF4/HBB/SRC/CDKN1A/SERPINE1/MYLK/HNF4A/PLSCR1/VWF/HPSE/S100A10/TREML1/VCL/THBS1/SLC4A1/CD9/EREG/SLC7A11/TUBB1/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	36
BP	GO:0031349	positive regulation of defense response	36/734	441/18614	3.22969235076705e-05	0.00369782602784674	0.00324397690112573	TNFSF18/PDE2A/KLRD1/ARG1/MIAT/COLEC11/RSAD2/BIRC3/RIOK3/MIR144/IL6ST/TREML4/OASL/MAPK13/NLRP6/HEXIM1/LGALS2/SRC/IRAK2/SERPINE1/CASP4/BIRC2/PLSCR1/SEC14L1/FFAR3/ALPK1/RAET1G/NLRP10/SNCA/EREG/LAG3/NFKBIZ/IL16/NEAT1/CEBPB/EP300	36
BP	GO:0002456	T cell mediated immunity	16/734	125/18614	3.29114006686315e-05	0.00369782602784674	0.00324397690112573	KLRD1/ARG1/GZMM/RSAD2/IL1R1/CD8A/HLA-A/ULBP1/RAET1G/CD55/ULBP2/CR1L/NFKBIZ/CR1/IL20RB/IL12RB1	16
BP	GO:0098869	cellular oxidant detoxification	14/734	99/18614	3.30712394337375e-05	0.00369782602784674	0.00324397690112573	HBE1/HBA2/HBA1/GPX3/CLIC2/HBM/HBB/HBG1/HBG2/NXN/H19/HBQ1/SESN2/TP53INP1	14
BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	14/734	99/18614	3.30712394337375e-05	0.00369782602784674	0.00324397690112573	SFRP2/HMOX1/BCL2L1/SCRT2/PF4/SRC/SERPINE1/UNC5B/SIAH2/THBS1/GCLC/RB1CC1/C8orf44-SGK3/STRADB	14
BP	GO:0050818	regulation of coagulation	12/734	75/18614	3.44741363062006e-05	0.00376708289455029	0.00330473359279775	KRT1/SERPINC1/SERPINF2/SERPINE1/HPSE/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	12
BP	GO:0050819	negative regulation of coagulation	10/734	54/18614	4.24388766856179e-05	0.00453435820232113	0.00397783810243909	KRT1/SERPINF2/SERPINE1/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	10
BP	GO:0031331	positive regulation of cellular catabolic process	36/734	450/18614	4.92286162539847e-05	0.00514546058585127	0.00451393742173265	HMOX1/MIAT/MIR27A/SESN3/TRIM58/PTK2B/MIR130A/FOXO3/MIR23A/NANOS3/PNPLA2/TRIB3/PINK1/FZR1/RNF19A/ULK1/ZFP36/DNAJB2/WDR45/PLEKHF1/IRS2/PIM2/SNCA/MIRLET7A1/FOXO1/GCLC/BNIP3L/DAPK1/RB1CC1/MLXIPL/SESN2/TRIM38/PLK3/FGF21/TP53INP1/PRKD1	36
BP	GO:0062197	cellular response to chemical stress	30/734	349/18614	5.6964820462461e-05	0.0058273799315641	0.00511216205135681	HMOX1/ARG1/GPR37L1/ERRFI1/FOXO3/MAPK13/RHOB/SRC/MYLK/KLF2/DDIT3/SLC2A1/PINK1/FOS/NR4A2/ETV5/FAS/DHRS2/KDM6B/H19/SNCA/FOXO1/EPAS1/DAPK1/SLC7A11/WNT16/SESN2/RBM11/TP53INP1/PRKD1	30
BP	GO:0042908	xenobiotic transport	10/734	56/18614	5.88134346205741e-05	0.00589114570116084	0.00516810159045264	MIR451A/ABCA8/ABCC3/SLC2A1/SLC22A1/ABCG2/ABCB5/SLC22A4/ABCC11/SLC7A5	10
BP	GO:0030308	negative regulation of cell growth	20/734	191/18614	6.94283362543815e-05	0.00665591180125554	0.00583900485761252	SFRP2/PI16/BCL6/MAP2/KIAA0319/CDKN2D/OSGIN1/CDKN1A/HNF4A/ADIPOR1/SERTAD2/SEMA3E/ULK1/DNAJB2/BTG1/CDHR2/RERG/CDKN2A/SESN2/WT1	20
BP	GO:0006865	amino acid transport	17/734	147/18614	7.00282846138536e-05	0.00665591180125554	0.00583900485761252	ARG1/TRPC4/SLC6A19/SLC6A18/SLC43A2/SLC6A12/CLN8/SLC6A13/SLC6A9/TSPO2/LRRC8A/SNCA/SLC7A11/SLC7A9/SLC7A5P2/SLC22A4/SLC7A5	17
BP	GO:0030168	platelet activation	16/734	133/18614	7.06013938985093e-05	0.00665591180125554	0.00583900485761252	MERTK/IL6ST/PF4/HBB/SRC/PLSCR1/VWF/TREML1/VCL/CD9/SLC7A11/TUBB1/THBD/UBASH3B/ADAMTS18/SH2B3	16
BP	GO:0043434	response to peptide hormone	34/734	427/18614	8.67843565181363e-05	0.00802421511806153	0.00703937078073224	ARG1/GDF15/CRHBP/SESN3/ERRFI1/VGF/EGR1/LPIN2/HDAC5/SRC/SLC2A1/ADIPOR1/TRIB3/FFAR3/FOS/NR4A2/SORBS1/PFKFB1/BTG1/PDK4/FOXO4/IRS2/FOXO1/GCLC/CRHR2/EREG/MAP1B/SESN2/ADM/UCP3/ADIPOQ/SPINK1/FGF21/INPP5K	34
BP	GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	8/734	38/18614	9.62058325415997e-05	0.00859520771346602	0.00754028314823066	HMOX1/EGR1/CREB3L1/KLF2/DDIT3/ATF3/EPAS1/CEBPB	8
BP	GO:0000045	autophagosome assembly	14/734	109/18614	9.70786939290173e-05	0.00859520771346602	0.00754028314823066	GABARAPL1/GABARAPL3/ATG14/PINK1/ULK1/WDR45/RAB43/GABARAPL2/ATG9A/MTMR3/RB1CC1/MAP1LC3B2/FEZ1/TP53INP1	14
BP	GO:0097191	extrinsic apoptotic signaling pathway	22/734	227/18614	9.83228835775024e-05	0.00859520771346602	0.00754028314823066	SFRP2/HMOX1/BCL2L1/SCRT2/ERBB3/TRAF1/KRT18/PF4/SRC/SERPINE1/UNC5B/ATF3/SIAH2/FAS/DEDD2/THBS1/GCLC/DAPK1/RB1CC1/NFKBIZ/C8orf44-SGK3/STRADB	22
BP	GO:0061041	regulation of wound healing	16/734	137/18614	0.000100863693561253	0.00865986854718757	0.00759700789661542	KRT1/MIR451A/SERPINC1/VIL1/ACTA2/SERPINF2/SERPINE1/MYLK/HPSE/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	16
BP	GO:0048705	skeletal system morphogenesis	22/734	229/18614	0.000111822092031074	0.00943229155237554	0.00827462830597443	OSR2/TMEM119/MGP/IHH/FGF8/BMP6/ACP5/PHOSPHO1/ZFAND5/DLX2/HOXB2/NODAL/ATG9A/RUNX2/HOXB7/SOX6/HOXB9/HOXB8/PAPPA2/FMN1/STC1/HHIP	22
BP	GO:1903034	regulation of response to wounding	18/734	170/18614	0.000136815185009116	0.0113415070607557	0.0099495180822419	KRT1/MIR451A/PTPRF/SERPINC1/KIAA0319/VIL1/ACTA2/SERPINF2/SERPINE1/MYLK/HPSE/THBS1/CD9/THBD/TSPAN8/UBASH3B/ADAMTS18/SH2B3	18
BP	GO:0019221	cytokine-mediated signaling pathway	37/734	492/18614	0.000139248940550463	0.0113476085790954	0.0099548707365871	TNFSF18/ARG1/MIR27A/BIRC3/PTK2B/IL1R1/IL6ST/CXCL2/EGR1/PPBP/TRAF1/FOXO3/OASL/KRT18/NLRP6/PF4/SRC/IRAK2/CASP4/ADIPOR1/BIRC2/IL36B/CMKLR1/PLVAP/FAS/CXCL1/RPS6KA5/CXCL3/MIRLET7A1/EREG/NFKBIZ/TMSB4X/ADIPOQ/CCR4/IL12RB1/SH2B3/CCRL2	37
BP	GO:0070482	response to oxygen levels	28/734	333/18614	0.000144961389886831	0.0115535676332243	0.0101355516039779	HMOX1/CPEB4/PTK2B/EGR1/VASN/SRC/SLC2A1/BIRC2/MALAT1/PINK1/FOS/NR4A2/FAS/ALAS2/HIF3A/RORA/THBS1/FOXO1/EPAS1/BNIP3L/DDIT4/ADM/PLK3/UCP3/ADIPOQ/EP300/SLC7A5/STC1	28
BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	17/734	156/18614	0.000146582284864118	0.0115535676332243	0.0101355516039779	SFRP2/HMOX1/BCL2L1/SCRT2/TRAF1/PF4/SRC/SERPINE1/UNC5B/ATF3/SIAH2/DEDD2/THBS1/GCLC/RB1CC1/C8orf44-SGK3/STRADB	17
BP	GO:2000310	regulation of NMDA receptor activity	6/734	22/18614	0.000159828551058451	0.0123944463465973	0.010873225875912	CRHBP/PTK2B/PINK1/SLC6A9/DAPK1/RELN	6
BP	GO:0099601	regulation of neurotransmitter receptor activity	10/734	63/18614	0.000164674293499972	0.0125675238594899	0.0110250608864559	DLGAP2/CRHBP/PTK2B/ARC/SRC/PINK1/CNIH3/SLC6A9/DAPK1/RELN	10
BP	GO:0045926	negative regulation of growth	23/734	252/18614	0.000170092440012555	0.0127781945559432	0.0112098751172748	SFRP2/PI16/BCL6/GDF15/MAP2/KIAA0319/CDKN2D/OSGIN1/CDKN1A/HNF4A/ADIPOR1/SERTAD2/WWC3/SEMA3E/ULK1/DNAJB2/BTG1/CDHR2/RERG/CDKN2A/SESN2/WT1/TLL2	23
BP	GO:1905037	autophagosome organization	14/734	115/18614	0.000173437195663334	0.0128290159499894	0.0112544589963235	GABARAPL1/GABARAPL3/ATG14/PINK1/ULK1/WDR45/RAB43/GABARAPL2/ATG9A/MTMR3/RB1CC1/MAP1LC3B2/FEZ1/TP53INP1	14
BP	GO:0089718	amino acid import across plasma membrane	9/734	52/18614	0.000176265001994132	0.0128406383270877	0.011264654912129	ARG1/SLC43A2/CLN8/SLC6A13/SLC6A9/TSPO2/SLC7A11/SLC22A4/SLC7A5	9
BP	GO:0000302	response to reactive oxygen species	20/734	205/18614	0.00018359532583244	0.0129812695088584	0.011388025860845	HMOX1/ARG1/GPR37L1/SESN3/HBA2/PTK2B/HBA1/MAPK13/RHOB/HBB/SRC/KLF2/PINK1/FOS/PTPRN/KDM6B/H19/SESN2/PLK3/UCP3	20
BP	GO:0002819	regulation of adaptive immune response	20/734	205/18614	0.00018359532583244	0.0129812695088584	0.011388025860845	TNFSF18/KLRD1/ARG1/BCL6/RSAD2/IL1R1/IL6ST/HLA-A/CD274/ULBP1/RAET1G/CD55/NLRP10/ULBP2/CR1L/C17orf99/NFKBIZ/CR1/IL20RB/IL12RB1	20
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	19/734	190/18614	0.000191745621605645	0.0133610572272455	0.0117212006983039	TNFSF18/KLRD1/ARG1/BCL6/RSAD2/IL1R1/HLA-A/CD274/ULBP1/RAET1G/CD55/NLRP10/ULBP2/CR1L/C17orf99/NFKBIZ/CR1/IL20RB/IL12RB1	19
BP	GO:1901653	cellular response to peptide	30/734	375/18614	0.000204878416694819	0.014023896106689	0.0123026866843644	ARG1/GDF15/CRHBP/SESN3/ERRFI1/LPIN2/ATP1A3/HDAC5/SRC/KLF2/CASP4/ADIPOR1/TRIB3/FFAR3/FOS/NR4A2/SORBS1/PDK4/FOXO4/IRS2/ID1/FOXO1/GCLC/CRHR2/MAP1B/ADIPOQ/SPINK1/FGF21/KLF3/INPP5K	30
BP	GO:0032868	response to insulin	24/734	272/18614	0.000207091643838378	0.014023896106689	0.0123026866843644	SESN3/ERRFI1/VGF/EGR1/LPIN2/HDAC5/SRC/SLC2A1/ADIPOR1/TRIB3/FFAR3/FOS/SORBS1/PFKFB1/PDK4/FOXO4/IRS2/FOXO1/GCLC/SESN2/ADM/UCP3/ADIPOQ/INPP5K	24
BP	GO:0045598	regulation of fat cell differentiation	16/734	146/18614	0.00021316887243869	0.0142349435928503	0.0124878314599683	SFRP2/MIR27A/KLF5/DDIT3/TRIB3/PIM1/ZFP36/CMKLR1/TFE3/RORA/FOXO1/RUNX1T1/ZFPM2/CEBPB/ADIPOQ/WIF1	16
BP	GO:0034599	cellular response to oxidative stress	25/734	290/18614	0.000220853798971592	0.0145460967870605	0.0127607955656693	HMOX1/ARG1/GPR37L1/FOXO3/MAPK13/RHOB/SRC/KLF2/PINK1/FOS/NR4A2/ETV5/DHRS2/KDM6B/H19/SNCA/FOXO1/EPAS1/DAPK1/SLC7A11/WNT16/SESN2/RBM11/TP53INP1/PRKD1	25
BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	14/734	118/18614	0.000228064976796145	0.0148180595734577	0.0129993792606281	FGF8/IL6ST/BMP6/KLF5/PRDM1/SRC/SERPINE1/SPDEF/LHX3/NODAL/BHLHA15/TP63/MAP1B/CEBPB	14
BP	GO:0050866	negative regulation of cell activation	21/734	225/18614	0.000236936167018495	0.0151891878803323	0.0133249574911314	TNFSF18/HMOX1/ARG1/BCL6/MIR27A/MERTK/IHH/MIR130A/ARG2/CD274/LRRC32/CD9/GCLC/LAG3/CR1/IL20RB/CEBPB/THBD/UBASH3B/ADAMTS18/SH2B3	21
BP	GO:0015711	organic anion transport	33/734	433/18614	0.00024724320388469	0.0156413858457578	0.0137216553734897	ARG1/FGF19/TRPC4/SLC6A19/SLC6A18/ABCC3/CYP4F2/SLCO2B1/SLC43A2/SLC2A1/SLC6A12/SLC22A1/CLN8/SLC6A13/ABCG2/SLC6A9/TSPO2/LRRC8A/THBS1/SLC25A39/SLC4A1/IRS2/SLC23A3/SNCA/SLC7A11/BEST1/CR1/SLC7A9/SLC7A5P2/SLC22A4/ABCC11/SLC7A5/SLCO5A1	33
BP	GO:0032528	microvillus organization	6/734	24/18614	0.000269525830509543	0.016686417925661	0.0146384264445494	VIL1/KLF5/ESPN/RAP1GAP/RAPGEF2/CDHR2	6
