ID	entrezID
PLA2G12A	81579
MRPS6	64968
SLC4A7	9497
CD37	951
ZNF193	NA
ACOT4	122970
CKLF	51192
MMP15	4324
BHLHE22	27319
HAGHL	84264
WDR54	84058
STAT5A	6776
PLXND1	23129
MBTPS2	51360
DYX1C1	NA
CCNB1IP1	57820
TMEM170B	100113407
RBFOX2	23543
PDK3	5165
SNORD56	26793
RBBP9	10741
IRF6	3664
VDAC1	7416
ANKRD50	57182
TSHZ1	10194
AQP11	282679
ASB9	140462
LOC100128531	NA
CBX3P2	645158
PRKACB	5567
ABHD14B	84836
PSEN2	5664
C3orf80	401097
SRPK2	6733
C3orf25	NA
PARP16	54956
TFCP2L1	29842
ITPR3	3710
TRIM6	117854
SLC26A1	10861
SULT1A1	6817
FUT4	2526
CCBL2	NA
CROT	54677
IFITM1	8519
LEF1	51176
FAM86EP	348926
KIF13A	63971
ZNF514	84874
ZNF44	51710
NEK3	4752
SNORD47	26802
KDM1B	221656
HDAC10	83933
IGF2BP1	10642
HOXA5	3202
CSF2RB	1439
CTDSPL2	51496
RASA4P	NA
SNX14	57231
IFITM2	10581
FAM45A	NA
KIAA0226L	NA
TP53I13	90313
ZNF71	58491
C19orf12	83636
LOC100128252	NA
ARRB1	408
RAB40B	10966
LRRFIP1	9208
RAC3	5881
CYTL1	54360
LOC100506548	NA
TMEM201	199953
IGSF8	93185
ALDH1A3	220
FAM116A	NA
MYADM	91663
DNALI1	7802
IRAK3	11213
ITPRIPL2	162073
ACSF2	80221
KCNK5	8645
MAGI1	9223
C1QL3	389941
GTF2IRD1	9569
MLPH	79083
ZKSCAN3	80317
ATAT1	79969
SHF	90525
TTC3P1	286495
C1orf21	81563
FBXO27	126433
NKX2-3	159296
G6PC3	92579
MYC	4609
CMTM8	152189
DPP10	57628
PGAP1	80055
SH3BP2	6452
LOC100287177	NA
NAF1	92345
ZNF235	9310
FAM86B1	85002
AHI1	54806
PRDX4	10549
PKDREJ	10343
BRI3BP	140707
GPI	2821
B3GNT5	84002
PSPH	5723
EPHX2	2053
ANKS6	203286
RNF144B	255488
ADAM32	203102
GABRB3	2562
NUCB2	4925
GUF1	60558
GATM	2628
CDK2AP1	8099
APOOL	139322
AUTS2	26053
TMEM220	388335
RWDD2B	10069
ITPRIPL1	150771
FAM169A	26049
LOC728743	728743
HMGN4	10473
CLNS1A	1207
FBLN2	2199
DEF6	50619
ARHGEF11	9826
H2AFY2	NA
SLC38A1	81539
ZNF229	7772
MT1X	4501
SPRY1	10252
PARP3	10039
COG6	57511
ZNF587B	100293516
SLC9A3R2	NA
CRISPLD1	83690
PTPRS	5802
EIF3E	3646
SYNCRIP	10492
QSER1	79832
LPPR3	NA
C14orf159	NA
P4HA1	5033
CTNNBIP1	56998
ZNF117	51351
SLC18A2	6571
TAF1A	9015
TUBAL3	79861
MARC1	NA
ZNF660	285349
ZNF670	93474
PEMT	10400
RABEPK	10244
GNB1L	54584
NOD1	10392
TELO2	9894
ZNF280C	55609
TMEM102	284114
MAP4K1	11184
MFGE8	4240
CCDC78	124093
FRAT2	23401
ZNF204P	7754
C1QTNF9B-AS1	NA
FAM19A2	NA
PDCL2	132954
MIR4712	100616396
ZNF823	55552
STAMBPL1	57559
ZFP30	22835
MTUS2	23281
BTN3A3	10384
C17orf104	NA
ZNF625	90589
EEA1	8411
HOXA9	3205
MLC1	23209
SLC44A4	80736
CNKSR2	22866
HS6ST1	9394
LOC100507629	NA
BFSP1	631
KIAA1456	NA
LUZP1	7798
PAQR8	85315
LPP	4026
C11orf31	NA
NOTUM	147111
NGFRAP1	NA
PDIA5	10954
RG9MTD1	NA
LDOC1L	NA
ZNF630	57232
METTL15	196074
ZNF391	346157
NOLC1	9221
STK39	27347
PRSS57	400668
ZDHHC6	64429
PTGER2	5732
ATAD3C	219293
ANO9	338440
RYK	6259
C7orf23	NA
ZMYND19	116225
CMTM1	113540
MRPS17	51373
HES1	3280
DIAPH2	1730
C9orf41	NA
FAM92A3	NA
SYNJ2BP	55333
USP28	57646
SH3YL1	26751
NOTCH2	4853
TMEM33	55161
MECOM	2122
KIAA1609	NA
KAZALD1	81621
CBY3	646019
CERCAM	51148
EXTL3	2137
HCLS1	3059
PHF16	NA
USP51	158880
RBAK	57786
ANKRD5	NA
POP1	10940
DNAJC11	55735
LOC100506071	100506071
KDSR	2531
TMSB10	9168
SIX5	147912
NICN1	84276
TDRD1	56165
ARHGDIG	398
BMS1	9790
RRAGD	58528
XKR8	55113
RAB4A	5867
C5orf43	NA
MAPK12	6300
PACS1	55690
SNX30	401548
CRIM1	51232
KIAA1958	158405
URI1	8725
LOC389247	NA
CCDC120	90060
ZNF358	140467
OSGIN2	734
HK2	3099
KL	9365
TMEM63C	57156
WNT5B	81029
STMN1	3925
CACNA1C	775
SDC4	6385
JAKMIP1	152789
TSKS	60385
KLHL23	151230
CD83	9308
TRPV2	51393
PLP2	5355
SNHG3	8420
C17orf53	NA
DNAJC12	56521
N4BP3	23138
PIK3C2B	5287
LRRK1	79705
PTGFRN	5738
PLA2G4A	5321
NPW	283869
FKBP9	11328
MTG1	92170
DCAF4	26094
CELSR3	1951
IFT81	28981
ERMP1	79956
CD302	9936
NDUFC2	4718
PGBD1	84547
KLHL5	51088
UBASH3A	53347
ZNF302	55900
MRPS24	64951
ZNF311	282890
IARS2	55699
GM2A	2760
GALNT12	79695
C3orf23	NA
CLEC2D	29121
SLC25A29	123096
DISP1	84976
GTF2H2D	NA
RFPL1-AS1	NA
ZDHHC9	51114
PLEKHH1	57475
LOC729678	NA
GTSF1	121355
ZNF579	163033
LAPTM4B	55353
TKTL1	8277
DGKE	8526
CAMK2G	818
KLB	152831
MREG	55686
FJX1	24147
IDI2	91734
ANKRD23	200539
MGST1	4257
SETMAR	6419
OCIAD2	132299
TRIM26	7726
STAU2	27067
PAQR7	164091
ARF3	377
ZBTB1	22890
TTC8	123016
C14orf79	NA
HMGN1	3150
FABP5	2171
ZNF323	NA
GUSBP3	653188
TCEAL4	79921
CDC123	8872
DDAH1	23576
NFIC	4782
EIF2C1	NA
SLC45A4	57210
PVRL1	NA
LRRC17	10234
LOC100509894	NA
FAM84B	NA
ZNF667	63934
FAM115A	NA
PRKD3	23683
RNF216	54476
ZNF700	90592
TMEM106B	54664
DCAKD	79877
TXNDC5	81567
TIRAP	114609
AASDHPPT	60496
FAM114A1	92689
AMACR	23600
SLC9A7	84679
RYR3	6263
SCAMP3	10067
SLC12A2	6558
TBC1D10C	374403
EXOG	9941
CLGN	1047
C9orf129	NA
S100PBP	64766
APOC1P1	342
MTFMT	123263
LOC100506686	NA
ROBO3	64221
RPL13A	23521
CTSO	1519
ISYNA1	51477
ACOT2	10965
TBKBP1	9755
ASB12	142689
LTBP4	8425
SNORA61	677838
HDAC7	51564
LOC285593	NA
BCAT2	587
FAM49B	NA
DNAAF2	55172
NUDT3	11165
SLC25A24	29957
ANKRD46	157567
CRYGD	1421
GAR1	54433
C14orf135	NA
DHX33	56919
GYG1	2992
DPY19L3	147991
PBX4	80714
CARD9	64170
GAS5	60674
PTPRC	5788
BID	637
MANEAL	149175
FAAH2	158584
SNORD19B	100113381
CSK	1445
NCS1	23413
PPP1R3G	648791
GUSBP5	441046
DENR	8562
ZNF850	342892
ITGAE	3682
NAAA	27163
C16orf86	388284
ALOX12B	242
SLC25A10	1468
C5orf25	NA
GAL	51083
LRRIQ3	127255
PDCD7	10081
C9orf167	NA
ROCK2	9475
LGALS3BP	3959
PIK3CD	5293
GPR153	387509
SLC9A6	10479
CNP	1267
MRPL24	79590
ZBTB42	100128927
PEX1	5189
ZDHHC8	29801
TRAPPC6B	122553
TP53RK	112858
PDP1	54704
PKN1	5585
ZNF234	10780
SUMF2	25870
ZFP28	140612
C9orf93	NA
ARSK	153642
PRSS8	5652
MACROD1	28992
RARS	NA
PET112	NA
MFSD4	NA
PLEKHA1	59338
NMRAL1	57407
RASSF3	283349
PPP1R3D	5509
ZNF420	147923
C8orf59	NA
SSTR2	6752
MARC2	NA
BK250D10.8	NA
RPE	6120
ZNF440	126070
JAG1	182
TMEM231	79583
MBOAT1	154141
RNF135	84282
CTSC	1075
FRAT1	10023
RUSC2	9853
CDAN1	146059
UBE2E1	7324
HDHD3	81932
TNFRSF19	55504
ZNF488	118738
SEC23A	10484
CLDN12	9069
CCT6A	908
N4BP2L1	90634
DNAH11	8701
MCTS1	28985
PP7080	NA
KATNAL2	83473
ADSS	NA
FKBP11	51303
PIWIL3	440822
UTRN	7402
TP53TG1	11257
IKBIP	121457
RNF216P1	441191
SCNN1D	6339
CYP2U1	113612
AHSG	197
P2RY11	5032
SETD7	80854
MATK	4145
CPNE8	144402
KIAA1549	57670
ZNF233	353355
CYFIP1	23191
ZBED4	9889
RFTN1	23180
CUL9	23113
SPAG6	9576
NIP7	51388
ACTR2	10097
UAP1L1	91373
HSPD1	3329
RAB7L1	NA
FAM83H	286077
FONG	NA
PLOD2	5352
PHB2	11331
ECHDC3	79746
XXYLT1	152002
RNF125	54941
AGPAT2	10555
ZBTB45	84878
FGFBP3	143282
TSPAN3	10099
WDR92	NA
GMCL1	64395
NEXN	91624
CSTF3	1479
KIRREL	NA
SENP8	123228
MFSD3	113655
ZMYM4	9202
CNKSR3	154043
POMGNT1	55624
PAR-SN	NA
SNHG15	285958
SOX12	6666
MAOA	4128
ZNF14	7561
PFKP	5214
SYNGAP1	8831
APH1B	83464
LOC386758	NA
TMCC1	23023
CCL28	56477
SEC11A	23478
FAM57A	NA
CPNE3	8895
MPI	4351
CBWD2	NA
VAT1	10493
PERP	64065
ZC3HAV1L	92092
ACSL5	51703
SDHD	6392
CHCHD10	400916
GIPC1	10755
KHDRBS1	10657
TMEM72	643236
GALM	130589
LRP5	4041
ZNF804A	91752
FZD4	8322
LNP1	348801
SLC25A22	79751
PTPN22	26191
IMMP2L	83943
ADARB1	104
EXPH5	23086
RAB11FIP3	9727
CTDSPL	10217
BCR	613
TOX	9760
TOMM20	9804
TUSC1	286319
ARHGAP39	80728
TMEM44	93109
FAM86C2P	645332
SFT2D3	84826
ZBTB8A	653121
DHCR7	1717
SSR4P1	728039
ZNF879	345462
PRRC2B	84726
B4GALT6	9331
GPD2	2820
TMEM216	51259
LDOC1	23641
BCL7A	605
SSFA2	NA
ZNF132	7691
PTPN6	5777
GMCL1P1	NA
TMED3	23423
ZSCAN18	65982
RRBP1	6238
PROX2	283571
PARP4	143
KIAA1826	NA
LRRC26	389816
P2RX4	5025
C11orf84	NA
LOC100507173	NA
LOC400604	NA
C19orf44	84167
CERK	64781
TBC1D16	125058
KIF2A	3796
PGAM1	5223
FAM71E1	NA
HGSNAT	138050
SLC41A1	254428
ZNF395	55893
FNDC3A	22862
ZFHX3	463
MICA	100507436
KTN1-AS1	100129075
ZNF749	388567
SH3KBP1	30011
LOC284551	NA
TNFAIP8L2	79626
NSUN5P1	155400
HSD17B1	3292
RPAP1	26015
PNMAL1	NA
PANX1	24145
BNIP3	664
LOC390940	NA
MIR1207	100302175
STK32C	282974
PAAF1	80227
EIF4B	1975
SNORA41	619569
CHST3	9469
SLC24A3	57419
RBM34	23029
TMEM45B	120224
FAM53A	152877
ZNF664	144348
ASTN2	23245
C21orf56	NA
MESP1	55897
LONRF1	91694
ANP32D	23519
SNORA24	677809
ZNF516	9658
ZNF770	54989
RNASE1	6035
IQGAP1	8826
KLHL35	283212
ANKS3	124401
LRRC56	115399
VWA2	340706
ZSCAN23	222696
ANKRD10	55608
KPNA5	3841
ATXN10	25814
TSEN54	283989
LRIG1	26018
CCDC102A	92922
IPO4	79711
FBXO16	157574
FAM117B	150864
C19orf63	NA
XPO5	57510
YARS2	51067
PAICS	10606
EMX2OS	196047
LOC100506776	NA
TRERF1	55809
C12orf75	387882
TWSG1	57045
TRPV1	7442
ATF7IP2	80063
MEX3D	399664
TMEM150C	441027
ERAP2	64167
GRIP1	23426
POGK	57645
FAM26F	NA
ENO3	2027
ERGIC1	57222
SLC35E3	55508
MST4	NA
NAV1	89796
TNS3	64759
COX16	51241
TBCK	93627
ZDHHC23	254887
RUNX3	864
L3MBTL1	26013
LDLRAD3	143458
USP54	159195
CMTM4	146223
ACBD7	414149
LRBA	987
DSCR6	NA
RBPJ	3516
BCCIP	56647
HEXA	3073
LOC100125556	NA
PWP2	5822
PKIG	11142
CASP7	840
SERPINB6	5269
BCL6B	255877
MACF1	23499
HEYL	26508
BSPRY	54836
SPATA6	54558
TEX264	51368
CHKA	1119
LOC284889	NA
IL2RG	3561
PIEZO1	9780
EPS8L1	54869
KRBA1	84626
NME6	10201
PIR	8544
BEND4	389206
FAM200A	221786
ZNF673	NA
CHCHD4	131474
PGBD4	161779
MTSS1	9788
TCEAL8	90843
LOC100506472	100506472
FGFRL1	53834
NAGPA	51172
ZBTB9	221504
SNX32	254122
BCL7C	9274
ZNF814	730051
PPARA	5465
QPRT	23475
HAPLN3	145864
ARMC10	83787
LSM7	51690
GNPTAB	79158
DBI	1622
STYX	6815
MIR4720	100616150
GPSM1	26086
DZIP1	22873
CAPRIN1	4076
LPHN1	NA
VPS37B	79720
ADAMTS1	9510
ZNF329	79673
RREB1	6239
EML4	27436
CLIC3	9022
LOC100506599	NA
IGF2BP3	10643
SNTB2	6645
ANKMY2	57037
SNORD19	692089
HS2ST1	9653
TRIM46	80128
SPRN	503542
ACSBG2	81616
CXADRP3	440224
NAB1	4664
SLC25A2	83884
CPT1A	1374
MSRB2	22921
DAG1	1605
GRTP1	79774
TDRD7	23424
C22orf15	150248
C8orf40	NA
HINT3	135114
BMP1	649
BTN3A1	11119
UPF3A	65110
BAHCC1	57597
ERLIN2	11160
NUDT16P1	NA
PRPF40B	25766
F3	2152
FBXL12	54850
NPEPL1	79716
SMARCAD1	56916
SATB2	23314
MESDC2	NA
TMEM204	79652
PABPC4	8761
C8orf46	NA
NME5	8382
FHOD3	80206
C16orf13	NA
GMFB	2764
CYP2R1	120227
ACAT2	39
KIAA1217	56243
FKBP5	2289
SOAT1	6646
KIAA1024	NA
SOWAHC	65124
ARHGDIB	397
COL4A4	1286
AP1AR	55435
PARL	55486
IDS	3423
CERS4	79603
RSL1D1	26156
LOC100506469	NA
LIMK1	3984
MYRIP	25924
SYK	6850
ABI3BP	25890
LOC644990	NA
CSF1	1435
MYO1E	4643
SYPL1	6856
ZNF643	NA
BDAG1	NA
NADKD1	NA
NHSL1	57224
GALE	2582
TRAF3IP3	80342
SIGIRR	59307
SLC5A6	8884
GSTM3	2947
ZNF174	7727
GPR65	8477
MAN1B1	11253
HSD17B13	345275
TLR1	7096
NMNAT1	64802
ANKRD33B	651746
TCFL5	10732
GRIN2D	2906
SIPA1L3	23094
JAM3	83700
WBP5	NA
GALC	2581
TPCN1	53373
CNN2	1265
ZNF140	7699
RPS26	6231
FAM108C1	NA
ALG1L2	644974
CPPED1	55313
TFB2M	64216
PTDSS1	9791
CD247	919
WDR88	126248
NKAIN2	154215
SLC25A3	5250
RASA3	22821
RBM20	282996
ZBTB41	360023
JUP	3728
DFNA5	NA
HSBP1	3281
CCNC	892
ZNF480	147657
ABL1	25
PARP6	56965
PARK2	NA
LIPH	200879
PLCD1	5333
ZC3H14	79882
ANO6	196527
KCTD16	57528
LOC441242	NA
LOC389641	NA
SLC35D2	11046
SUOX	6821
RFT1	91869
HNRNPUL2-BSCL2	100534595
MDH1	4190
SLCO4A1	28231
CNNM1	26507
FCHO1	23149
C20orf203	284805
ZNF33B	7582
ZNF652	22834
SPDYE3	441272
DOK1	1796
C11orf46	NA
DUSP23	54935
COMMD6	170622
ZP3	7784
LCN15	389812
PPID	5481
TSC22D1-AS1	641467
LOC100287015	NA
DNMBP	23268
PWWP2B	170394
GBAP1	2630
CASK	8573
DYRK2	8445
DUSP7	1849
FKBP1AP1	2282
UAP1	6675
RFK	55312
PTPLAD2	NA
CCDC30	728621
METTL6	131965
MIR3917	100500808
HESX1	8820
ANKRD13B	124930
SPNS2	124976
EGFL7	51162
ARPP21	10777
TAS1R1	80835
ODF2L	57489
MAP2K5	5607
FMNL1	752
PIP5K1A	8394
MSN	4478
ZNF709	163051
LGALS9	3965
RPAP3	79657
UBE2D4	51619
ST8SIA4	7903
CXorf26	NA
RBKS	64080
NBEA	26960
TBC1D8B	54885
C3orf70	285382
NDUFAF2	91942
CRISP2	7180
MAP4K2	5871
SLC9A7P1	121456
PDXDC2P	109731405
ADCY1	107
ZNF169	169841
C9orf116	NA
RCC1	1104
ZSWIM7	125150
ACOX3	8310
FAM125B	NA
LOC729020	NA
NIPA1	123606
M1	NA
ARPC1B	10095
ADORA2B	136
ZNF286A	57335
PLA2G4B	100137049
ZNF283	284349
LRRC70	100130733
TBRG4	9238
PLCG2	5336
OGDHL	55753
TNFSF13	8741
GYS2	2998
C17orf97	NA
TRIM44	54765
PIP4K2B	8396
NCK2	8440
EP400	57634
MCCC1	56922
LOC147670	NA
LRRC14	9684
DNAJB14	79982
MRPL50	54534
ADAM15	8751
ADPGK	83440
B3GALT6	126792
DBIL5P	100131454
PDIA6	10130
NXF3	56000
LOC642852	NA
SLC25A19	60386
MTRR	4552
LY75	4065
GDF11	10220
C14orf149	NA
ATP7B	540
LRRC1	55227
ZFP36L2	678
SEC16B	89866
NOTCH4	4855
NKX6-3	157848
ARL3	403
DVL1	1855
PEAK1	79834
SNORD57	26792
RND2	8153
LOC90246	90246
SCRN2	90507
ATP6V1C2	245973
ZNF382	84911
CASC1	NA
TTC28	23331
CYP2E1	1571
LMLN	89782
DEPTOR	64798
TYW5	129450
GLS	2744
BAK1	578
PLAC1	10761
LOC100506394	NA
KLHL6	89857
SEMA3G	56920
CHM	1121
CORO1B	57175
RALGAPA2	57186
IL15	3600
NFRKB	4798
MEGF8	1954
UBA6	55236
LIMD2	80774
KIFAP3	22920
TMSB15B	286527
TSPAN10	83882
ESRP2	80004
APCDD1	147495
LOC100286793	NA
NFATC4	4776
NR3C2	4306
HPS6	79803
GDF10	2662
ROBO2	6092
YTHDF2	51441
HOOK2	29911
UNC93B1	81622
SPATA22	84690
PRKAG2	51422
PIH1D2	120379
PRRT2	112476
TM2D2	83877
B7H6	NA
C12orf29	91298
ECHS1	1892
SCRN1	9805
IMPA1	3612
RGS20	8601
MAP7D2	256714
SLC39A2	29986
MYO6	4646
KIAA0141	NA
ZBTB12	221527
ABL2	27
DEAF1	10522
POU4F1	5457
GANC	2595
SNORA76	NA
CLDN9	9080
BCDIN3D	144233
CHST14	113189
RAB9B	51209
FRMD6	122786
ITGA8	8516
DUSP14	11072
LOC100630923	100630923
DHRS4L1	728635
CD46	4179
MAGEE1	57692
SNORD83A	116937
SERBP1	26135
ASAH2B	653308
HOMER1	9456
HSPB6	126393
SMG8	55181
IMP3	55272
HEPHL1	341208
PITPNM1	9600
RPL31P11	641311
NEK11	79858
GRAMD4	23151
AKAP5	9495
HTATSF1	27336
FAM174B	400451
CTBS	1486
GAN	8139
ZNF697	90874
LRP4	4038
FAM172BP	131909
LOC285033	NA
TMEM165	55858
DLD	1738
STXBP6	29091
COX10	1352
ARL2	402
DISP2	85455
TTYH3	80727
EFNA1	1942
C1orf88	NA
LOC100132774	NA
ACOT6	641372
LOC100132111	NA
TSPYL4	23270
ARHGAP5-AS1	84837
MGC23270	NA
PHLPP1	23239
ATP2A2	488
PGK1	5230
PRRG2	5639
SYCP2	10388
STK33	65975
PLEKHA2	59339
ZNFX1-AS1	NA
CCDC103	388389
KIF3A	11127
AMZ2P1	201283
ACAA2	10449
ZMYND12	84217
SPAG17	200162
PITPNB	23760
TMEM156	80008
GIT1	28964
UNC119	9094
SNORD77	692197
NYNRIN	57523
LMBR1	64327
LRRC14B	389257
NAALADL2	254827
NEU3	10825
ZNF704	619279
CCNI2	645121
SCO2	9997
DSG2	1829
ADCY9	115
RRP1	8568
C10orf95	79946
SNORD104	692227
TMC3	342125
HSF4	3299
RNF43	54894
EPSTI1	94240
RAB38	23682
RNMTL1	NA
IMPAD1	NA
LOC283683	283683
SNORA71B	26776
LRRC34	151827
NOS3	4846
SEPT9	NA
SCN9A	6335
CCDC106	29903
PLEKHA8	84725
GALNT11	63917
SLIRP	81892
CNOT7	29883
KLHL9	55958
PARS2	25973
CAHM	100526820
C2orf29	NA
ZNF570	148268
C6orf147	387097
LYN	4067
ITPA	3704
AEBP2	121536
EIF3A	8661
ZNF708	7562
ZNF597	146434
FAM160B2	NA
CCDC42B	NA
NPR1	4881
DLK2	65989
FAM194A	NA
LOC100507300	NA
ALDH3B2	222
LAMC1	3915
C6orf163	206412
COMMD7	149951
FAM91A2	NA
FSIP2	401024
SMARCA4	6597
TRIM16	10626
ZNF276	92822
WBSCR16	NA
GAPDHS	26330
WIBG	NA
PHACTR4	65979
ZMAT1	84460
HNF1A	6927
PLTP	5360
HSD17B7P2	158160
SALL2	6297
SNRPB2	6629
SNHG12	85028
RBM4B	83759
BSN-AS2	NA
C9orf85	138241
C11orf9	NA
NDUFB5	4711
BTBD2	55643
CENPB	1059
POLR1C	9533
GALNT14	79623
PRMT1	3276
LENG9	94059
MATN2	4147
UBXN2A	165324
PDRG1	81572
PAK2	5062
ZNF641	121274
KDM4D	55693
C17orf51	NA
MPZL1	9019
DICER1-AS1	400242
SNORD45B	26804
PLIN3	10226
TMEM192	201931
ZCCHC18	644353
CBR1	873
SMARCC1	6599
GRK4	2868
CCRN4L	NA
MFSD2A	84879
SH2D4A	63898
MIR663B	100313824
FZD8	8325
CDC14B	8555
RAB11FIP1	80223
CHAD	1101
FREM1	158326
DEGS2	123099
TARSL2	NA
NUFIP2	57532
TYSND1	219743
PPAPDC2	NA
MINOS1	NA
ZNF691	51058
FAM211B	NA
PAPSS2	9060
FBXO44	93611
TEN1-CDK3	100529145
TERF2	7014
LRRC61	65999
SPATA17	128153
RHOH	399
FAM59A	NA
TNFSF10	8743
LOC401588	NA
MFSD8	256471
TMEM141	85014
IKBKE	9641
ZSWIM3	140831
RALGPS2	55103
ZFP41	286128
PRDM4	11108
LINC00514	NA
CD244	51744
NUDT14	256281
FBXL13	222235
METTL21B	NA
SEMA4D	10507
CITED4	163732
PHTF1	10745
CYTH3	9265
IQCD	115811
IL17RE	132014
PRSS30P	124221
C12orf23	NA
BAG4	9530
GCAT	23464
SCN1B	6324
DOCK9	23348
UQCC	NA
FAM98A	25940
MLEC	9761
LOC643669	NA
ZSCAN16	80345
DUSP26	78986
ZNF792	126375
OSTCP1	202459
TNFAIP6	7130
LOC388796	NA
GHDC	84514
DLEU1	10301
FAM86A	NA
MIR3176	100423037
