ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-2467813	Separation of Sister Chromatids	28/216	191/10955	5.81449102383101e-17	3.29840218079141e-15	2.84882239636505e-15	CENPK/SPC24/SPC25/AURKB/CENPI/CENPQ/BUB1/SKA1/ESPL1/BUB3/BIRC5/NUF2/KIF18A/CENPL/STAG1/SMC3/CENPO/NDC80/CDCA8/SKA2/PLK1/INCENP/KIF2C/CENPE/TUBA1B/RANGAP1/CENPN/UBE2C	28
R-HSA-69620	Cell Cycle Checkpoints	32/216	293/10955	1.89173946049285e-15	9.83704519456282e-14	8.49623336642403e-14	CENPK/SPC24/SPC25/AURKB/CENPI/PKMYT1/CENPQ/BUB1/CCNB1/SKA1/BUB3/CDK1/BIRC5/CCNB2/NUF2/KIF18A/CENPL/RMI2/CENPO/NDC80/CDCA8/SKA2/DBF4/PLK1/INCENP/KIF2C/CENPE/CCNA2/RANGAP1/CENPN/RAD9B/UBE2C	32
R-HSA-195258	RHO GTPase Effectors	30/216	326/10955	1.45319599270193e-12	6.97534076496924e-11	6.02458581589786e-11	CENPK/SPC24/PRC1/SPC25/AURKB/CENPI/CENPQ/BUB1/SKA1/BUB3/BIRC5/NUF2/KIF18A/CENPL/DIAPH3/CENPO/NDC80/IQGAP3/KIF14/CDCA8/SKA2/ABI2/PLK1/INCENP/KIF2C/CENPE/TUBA1B/RANGAP1/CIT/CENPN	30
R-HSA-983189	Kinesins	14/216	59/10955	5.35245055725465e-12	2.38566367694778e-10	2.06049224459728e-10	KIF15/RACGAP1/KIF18A/KIF18B/KIF20A/KIF23/KIFC1/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/KIF26A	14
R-HSA-2514853	Condensation of Prometaphase Chromosomes	7/216	11/10955	3.24585170001127e-10	1.35027430720469e-08	1.16622882133738e-08	NCAPH/SMC2/NCAPG/CCNB1/CDK1/CCNB2/SMC4	7
R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	14/216	99/10955	7.63064122810861e-09	2.97595007896236e-07	2.57032125578395e-07	KIF15/RACGAP1/KIF18A/KIF18B/KIF20A/KIF23/KIFC1/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/KIF26A	14
R-HSA-69275	G2/M Transition	19/216	196/10955	9.99127073568158e-09	3.66738408180312e-07	3.16751121775168e-07	MZT1/NEDD1/TUBGCP3/PKMYT1/CCNB1/CDK1/CCNB2/TUBG1/HMMR/HAUS8/FOXM1/BORA/PLK1/ODF2/CCNA2/TUBA1B/MYBL2/NEK2/CDK5RAP2	19
R-HSA-453274	Mitotic G2-G2/M phases	19/216	198/10955	1.18138091777226e-08	4.09545384827718e-07	3.53723409297894e-07	MZT1/NEDD1/TUBGCP3/PKMYT1/CCNB1/CDK1/CCNB2/TUBG1/HMMR/HAUS8/FOXM1/BORA/PLK1/ODF2/CCNA2/TUBA1B/MYBL2/NEK2/CDK5RAP2	19
R-HSA-8856688	Golgi-to-ER retrograde transport	15/216	133/10955	5.07017479913541e-08	1.66515214455816e-06	1.43818808706777e-06	KIF15/RACGAP1/KIF18A/KIF18B/KIF20A/KIF23/KIFC1/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/RAB6B/KIF26A	15
R-HSA-8980692	RHOA GTPase cycle	15/216	147/10955	1.93365663693144e-07	6.03300870722609e-06	5.21069577952051e-06	ARHGAP19/TMPO/ANLN/DEPDC1B/ARHGAP11A/ARHGAP23/RACGAP1/DIAPH3/PGRMC2/IQGAP3/ARHGAP11B/LBR/ARHGEF19/CIT/ECT2	15
R-HSA-156711	Polo-like kinase mediated events	6/216	16/10955	3.72260036389597e-07	1.05984115571929e-05	9.15382374710322e-06	PKMYT1/CCNB1/CCNB2/FOXM1/PLK1/MYBL2	6
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	7/216	25/10955	3.73661945926674e-07	1.05984115571929e-05	9.15382374710322e-06	PKMYT1/CCNB1/CDK1/CCNB2/FOXM1/PLK1/CCNA2	7
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	15/216	168/10955	1.09400598127249e-06	2.9680857926697e-05	2.56352888975521e-05	KIF15/RACGAP1/KIF18A/KIF18B/KIF20A/CABLES2/KIF23/KIFC1/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/KIF26A	15
R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition	11/216	88/10955	1.14839189680774e-06	2.98581893170011e-05	2.57884496125246e-05	NEDD1/CCNB1/CDK1/CCNB2/TUBG1/HAUS8/BORA/PLK1/ODF2/NEK2/CDK5RAP2	11
R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	11/216	94/10955	2.23372354181237e-06	5.57537396036368e-05	4.81543769855972e-05	MZT1/NEDD1/TUBGCP3/CDK1/TUBG1/HAUS8/PLK1/ODF2/TUBA1B/NEK2/CDK5RAP2	11
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	16/216	202/10955	2.34833768537264e-06	5.63601044489433e-05	4.8678092911368e-05	KIF15/NAA38/RACGAP1/KIF18A/KIF18B/KIF20A/KIF23/KIFC1/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/RAB6B/KIF26A	16
R-HSA-68884	Mitotic Telophase/Cytokinesis	5/216	13/10955	3.21935494801884e-06	7.44028699097687e-05	6.4261588046224e-05	STAG1/SMC3/KIF20A/KIF23/PLK1	5
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	11/216	98/10955	3.38340018585801e-06	7.54014898562643e-05	6.51240938029813e-05	NEDD1/CDK1/TUBG1/CEP97/HAUS8/CEP89/SCLT1/PLK1/ODF2/NEK2/CDK5RAP2	11
R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes	10/216	82/10955	4.47048420981797e-06	9.29860715642138e-05	8.03118566816422e-05	MZT1/NEDD1/TUBGCP3/CDK1/TUBG1/HAUS8/PLK1/ODF2/NEK2/CDK5RAP2	10
R-HSA-380287	Centrosome maturation	10/216	82/10955	4.47048420981797e-06	9.29860715642138e-05	8.03118566816422e-05	MZT1/NEDD1/TUBGCP3/CDK1/TUBG1/HAUS8/PLK1/ODF2/NEK2/CDK5RAP2	10
R-HSA-2132295	MHC class II antigen presentation	12/216	123/10955	5.34658163124892e-06	0.000107621514125785	9.29524548454821e-05	KIF15/RACGAP1/KIF18A/KIF20A/KIF23/KIF2C/CENPE/KIF11/TUBA1B/KIF4B/KIF4A/KIF26A	12
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	9/216	73/10955	1.23940752148775e-05	0.000227467733355399	0.00019646335944326	CENPK/OIP5/CENPW/CENPI/CENPQ/CENPL/CENPO/MIS18BP1/CENPN	9
R-HSA-774815	Nucleosome assembly	9/216	73/10955	1.23940752148775e-05	0.000227467733355399	0.00019646335944326	CENPK/OIP5/CENPW/CENPI/CENPQ/CENPL/CENPO/MIS18BP1/CENPN	9
R-HSA-8854518	AURKA Activation by TPX2	9/216	73/10955	1.23940752148775e-05	0.000227467733355399	0.00019646335944326	NEDD1/CDK1/TUBG1/HMMR/HAUS8/PLK1/ODF2/NEK2/CDK5RAP2	9
R-HSA-9012999	RHO GTPase cycle	23/216	449/10955	2.58953212075724e-05	0.000457690547235416	0.000395306275614935	ARHGAP19/TMPO/ANLN/DEPDC1B/ARHGAP11A/ARHGAP23/CEP97/ARHGAP33/RACGAP1/DIAPH3/PGRMC2/IQGAP3/KIF14/ARHGAP11B/ABI2/LBR/FGD2/FERMT2/TUBA1B/ARHGEF19/CIT/ECT2/DSP	23
R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	5/216	19/10955	2.64052238789663e-05	0.000457690547235416	0.000395306275614935	TMPO/CCNB1/CDK1/CCNB2/LBR	5
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	9/216	88/10955	5.64991661822978e-05	0.000927775781519837	0.00080131781399824	FBXO5/AURKB/CCNB1/BUB3/CDK1/PLK1/CCNA2/UBE2C/NEK2	9
R-HSA-453276	Regulation of mitotic cell cycle	9/216	88/10955	5.64991661822978e-05	0.000927775781519837	0.00080131781399824	FBXO5/AURKB/CCNB1/BUB3/CDK1/PLK1/CCNA2/UBE2C/NEK2	9
R-HSA-380259	Loss of Nlp from mitotic centrosomes	8/216	70/10955	6.62652144425676e-05	0.00103373734530405	0.000892836573541963	NEDD1/CDK1/TUBG1/HAUS8/PLK1/ODF2/NEK2/CDK5RAP2	8
R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome	8/216	70/10955	6.62652144425676e-05	0.00103373734530405	0.000892836573541963	NEDD1/CDK1/TUBG1/HAUS8/PLK1/ODF2/NEK2/CDK5RAP2	8
R-HSA-9013149	RAC1 GTPase cycle	13/216	185/10955	7.44143643142645e-05	0.0011325503251732	0.000978181117558497	TMPO/DEPDC1B/ARHGAP23/ARHGAP33/RACGAP1/DIAPH3/IQGAP3/ABI2/LBR/FERMT2/ARHGEF19/CIT/ECT2	13
R-HSA-9013106	RHOC GTPase cycle	8/216	74/10955	9.8890973083604e-05	0.0014418788334862	0.0012453474405279	TMPO/ANLN/DEPDC1B/RACGAP1/DIAPH3/IQGAP3/LBR/CIT	8
R-HSA-73886	Chromosome Maintenance	11/216	140/10955	9.93602401280558e-05	0.0014418788334862	0.0012453474405279	CENPK/OIP5/CENPW/CENPI/CENPQ/CENPL/CENPO/PIF1/MIS18BP1/CCNA2/CENPN	11
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	4/216	14/10955	0.000125980124162519	0.00178662721539573	0.00154310582706244	CCNB1/CDK1/CCNB2/PLK1	4
R-HSA-4615885	SUMOylation of DNA replication proteins	6/216	45/10955	0.000234899261793	0.0032572697635296	0.0028132964219419	AURKB/TOP2A/BIRC5/CDCA8/INCENP/RANGAP1	6
R-HSA-9013148	CDC42 GTPase cycle	11/216	155/10955	0.000244873703348159	0.00332176501933155	0.00286900082641321	TMPO/DEPDC1B/ARHGAP33/RACGAP1/DIAPH3/IQGAP3/ARHGAP11B/LBR/FGD2/ARHGEF19/ECT2	11
R-HSA-199220	Vitamin B5 (pantothenate) metabolism	4/216	17/10955	0.000285918671098512	0.00379602661203131	0.00327861947597846	ENPP2/PPCDC/SLC25A16/PDZD11	4
R-HSA-9013026	RHOB GTPase cycle	7/216	70/10955	0.000439449693192387	0.00571284601150102	0.00493417199373908	ANLN/DEPDC1B/RACGAP1/DIAPH3/IQGAP3/CIT/ECT2	7
R-HSA-9013423	RAC3 GTPase cycle	8/216	94/10955	0.000521680531912574	0.00664344187578461	0.00573792550675054	TMPO/DEPDC1B/RACGAP1/DIAPH3/PGRMC2/ABI2/LBR/FERMT2	8
R-HSA-176412	Phosphorylation of the APC/C	4/216	20/10955	0.000555641158807534	0.00693440166191803	0.0059892268065149	CCNB1/CDK1/PLK1/UBE2C	4
R-HSA-5617833	Cilium Assembly	12/216	201/10955	0.000628946025560019	0.007695339606852	0.00664644716381279	NEDD1/CDK1/TUBG1/CEP97/HAUS8/CEP89/SCLT1/PLK1/ODF2/TUBA1B/NEK2/CDK5RAP2	12
R-HSA-9013405	RHOD GTPase cycle	6/216	54/10955	0.000642838284628229	0.00771405941553874	0.0066626154196286	TMPO/DEPDC1B/RACGAP1/DIAPH3/PGRMC2/LBR	6
R-HSA-2995410	Nuclear Envelope (NE) Reassembly	7/216	75/10955	0.000669640878931284	0.00788407374439851	0.00680945640541842	TMPO/CCNB1/CDK1/CCNB2/LBR/TUBA1B/RANGAP1	7
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	7/216	77/10955	0.000784858028577404	0.00906947055245	0.00783328090899865	CCNB1/BUB3/CDK1/PLK1/CCNA2/UBE2C/NEK2	7
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	7/216	81/10955	0.00106206027334919	0.0120495565558162	0.0104071743532016	FBXO5/CCNB1/BUB3/CDK1/PLK1/CCNA2/UBE2C	7
R-HSA-2468052	Establishment of Sister Chromatid Cohesion	3/216	11/10955	0.00110965006058304	0.0123646721036396	0.0106793389289195	ESCO2/STAG1/SMC3	3
R-HSA-9013404	RAC2 GTPase cycle	7/216	88/10955	0.00172688741429301	0.0189048727459445	0.0163280952191694	TMPO/DEPDC1B/RACGAP1/DIAPH3/PGRMC2/ABI2/LBR	7
R-HSA-1538133	G0 and Early G1	4/216	27/10955	0.00180665211497971	0.0191100302453044	0.0165052892806948	CDK1/TOP2A/CCNA2/MYBL2	4
R-HSA-1237044	Erythrocytes take up carbon dioxide and release oxygen	3/216	13/10955	0.00186812795667238	0.0191100302453044	0.0165052892806948	AQP1/CA2/CA1	3
R-HSA-1480926	O2/CO2 exchange in erythrocytes	3/216	13/10955	0.00186812795667238	0.0191100302453044	0.0165052892806948	AQP1/CA2/CA1	3
R-HSA-432047	Passive transport by Aquaporins	3/216	13/10955	0.00186812795667238	0.0191100302453044	0.0165052892806948	AQP2/AQP1/AQP3	3
R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	5/216	48/10955	0.00244492749402809	0.0246070121979601	0.0212530199820438	CCNB1/CDK1/E2F8/PLK2/CCNA2	5
R-HSA-453279	Mitotic G1 phase and G1/S transition	9/216	149/10955	0.00274485254235521	0.0271871108957087	0.0234814453080345	FBXO5/CCNB1/CDK1/TOP2A/DBF4/RRM2/CKS1B/CCNA2/MYBL2	9
R-HSA-4419969	Depolymerization of the Nuclear Lamina	3/216	15/10955	0.00288678742042053	0.0281461773491001	0.0243097888035413	TMPO/CCNB1/CDK1	3
R-HSA-2299718	Condensation of Prophase Chromosomes	6/216	73/10955	0.00310940108685943	0.0298502504338506	0.0257815928173608	SMC2/CCNB1/CDK1/NCAPG2/SMC4/PLK1	6
R-HSA-2980766	Nuclear Envelope Breakdown	5/216	52/10955	0.00348258188420841	0.0326130798346532	0.028167842232359	TMPO/CCNB1/CDK1/CCNB2/PLK1	5
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	3/216	16/10955	0.00350172491814385	0.0326130798346532	0.028167842232359	CDK1/CCNA2/MYBL2	3
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	6/216	76/10955	0.00380357720954406	0.0349034143934631	0.0301459989363244	CCNB1/BUB3/CDK1/CCNA2/UBE2C/NEK2	6
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	8/216	134/10955	0.00500276365343646	0.045242384344121	0.0390757435630735	CD300LB/MICB/FCGR1A/CD200R1/FCGR2B/CD1C/LILRA5/CD8B	8
R-HSA-5625900	RHO GTPases activate CIT	3/216	20/10955	0.00672702385279285	0.0594527007582579	0.0513491612486978	PRC1/KIF14/CIT	3
R-HSA-68875	Mitotic Prophase	8/216	141/10955	0.00676465024653255	0.0594527007582579	0.0513491612486978	TMPO/SMC2/CCNB1/CDK1/CCNB2/NCAPG2/SMC4/PLK1	8
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	4/216	43/10955	0.00994369657325401	0.0861787036348681	0.0744323486185095	AQP2/AQP1/GNB3/AQP3	4
R-HSA-174048	APC/C:Cdc20 mediated degradation of Cyclin B	3/216	24/10955	0.0112733409856032	0.0955126552958466	0.0824940612541725	CCNB1/CDK1/UBE2C	3
R-HSA-196849	Metabolism of water-soluble vitamins and cofactors	7/216	124/10955	0.01132682130111	0.0955126552958466	0.0824940612541725	ENPP2/MTHFD2/PPCDC/SLC25A16/PDZD11/ALDH1L2/NT5E	7
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	3/216	26/10955	0.0140706906997508	0.117068146621927	0.101111489659964	BUB3/UBE2C/NEK2	3
R-HSA-1852241	Organelle biogenesis and maintenance	12/216	296/10955	0.0143577915683618	0.117885025508655	0.10181702608035	NEDD1/CDK1/TUBG1/CEP97/HAUS8/CEP89/SCLT1/PLK1/ODF2/TUBA1B/NEK2/CDK5RAP2	12
R-HSA-69206	G1/S Transition	7/216	131/10955	0.0149781594534642	0.120501498015341	0.104076867381671	FBXO5/CCNB1/CDK1/DBF4/RRM2/CKS1B/CCNA2	7
R-HSA-179419	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	5/216	74/10955	0.0152557986269422	0.120501498015341	0.104076867381671	BUB3/CDK1/CCNA2/UBE2C/NEK2	5
R-HSA-9013408	RHOG GTPase cycle	5/216	74/10955	0.0152557986269422	0.120501498015341	0.104076867381671	TMPO/DEPDC1B/DIAPH3/PGRMC2/LBR	5
R-HSA-2465910	MASTL Facilitates Mitotic Progression	2/216	10/10955	0.0156899997148834	0.120871108914657	0.104396099467451	CCNB1/CDK1	2
R-HSA-2470946	Cohesin Loading onto Chromatin	2/216	10/10955	0.0156899997148834	0.120871108914657	0.104396099467451	STAG1/SMC3	2
R-HSA-69205	G1/S-Specific Transcription	3/216	28/10955	0.0172270701946843	0.13109380245711	0.113225416427193	FBXO5/CDK1/RRM2	3
R-HSA-9675135	Diseases of DNA repair	4/216	51/10955	0.0178321078925623	0.132616176520809	0.114540287413384	RAD51AP1/NEIL3/RMI2/RAD9B	4
R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	5/216	77/10955	0.0178521776085705	0.132616176520809	0.114540287413384	CCNB1/CDK1/CCNB2/PLK1/TUBA1B	5
R-HSA-445717	Aquaporin-mediated transport	4/216	52/10955	0.0190279017265917	0.139687184439921	0.120647500730836	AQP2/AQP1/GNB3/AQP3	4
R-HSA-1475029	Reversible hydration of carbon dioxide	2/216	12/10955	0.0224244704261077	0.162707785417339	0.140530340981238	CA2/CA1	2
R-HSA-9013409	RHOJ GTPase cycle	4/216	55/10955	0.0229083628237889	0.164308257494762	0.14191266504271	TMPO/DEPDC1B/DIAPH3/IQGAP3	4
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	2/216	13/10955	0.0261619872387323	0.185512273147374	0.160226524715681	CCNB1/CDK1	2
R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	8/216	182/10955	0.027726142974177	0.194394530515578	0.16789811002695	AURKB/TOP2A/BIRC5/STAG1/SMC3/CDCA8/INCENP/RANGAP1	8
R-HSA-9013406	RHOQ GTPase cycle	4/216	59/10955	0.0287813968600991	0.198031240701837	0.171039128271493	DEPDC1B/ARHGAP33/DIAPH3/IQGAP3	4
R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates	3/216	34/10955	0.0288795559356846	0.198031240701837	0.171039128271493	RAD51AP1/GEN1/RMI2	3
R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	2/216	14/10955	0.0301317752479009	0.204372040811849	0.176515662779465	E2F8/CCNA2	2
R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	3/216	35/10955	0.0311400990960237	0.206717253573604	0.178541217661413	CCNB1/CDK1/CCNB2	3
R-HSA-5693537	Resolution of D-Loop Structures	3/216	35/10955	0.0311400990960237	0.206717253573604	0.178541217661413	RAD51AP1/GEN1/RMI2	3
R-HSA-2990846	SUMOylation	8/216	188/10955	0.0327342908603671	0.2150126052302	0.185705893856044	AURKB/TOP2A/BIRC5/STAG1/SMC3/CDCA8/INCENP/RANGAP1	8
R-HSA-6804757	Regulation of TP53 Degradation	3/216	36/10955	0.0334908795561782	0.217690717115158	0.188018972946965	CDK1/CCNA2/USP2	3
R-HSA-9648895	Response of EIF2AK1 (HRI) to heme deficiency	2/216	15/10955	0.034323311836744	0.220801511197199	0.190705758658849	CHAC1/ASNS	2
R-HSA-196854	Metabolism of vitamins and cofactors	8/216	191/10955	0.0354564448831284	0.22576348578645	0.194991404727838	ENPP2/MTHFD2/PPCDC/SLC25A16/PDZD11/ALDH1L2/NT5E/SDC1	8
R-HSA-6806003	Regulation of TP53 Expression and Degradation	3/216	37/10955	0.0359313863948536	0.226476617276653	0.195607334759862	CDK1/CCNA2/USP2	3
