ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04625	C-type lectin receptor signaling pathway	5/323	104/8388	0.37204366672304	0.696961802327829	0.597880699505798	5295/5595/9641/5603/3553	5
hsa05213	Endometrial cancer	3/323	58/8388	0.387625293197618	0.721342433036628	0.618795344316867	999/5295/5595	3
hsa05171	Coronavirus disease - COVID-19	10/323	232/8388	0.403461879082652	0.745873605409376	0.639839129570134	2212/5295/5595/9641/340061/5603/3576/7097/719/3553	10
hsa00350	Tyrosine metabolism	2/323	36/8388	0.406298910483629	0.74620911010392	0.64012693842966	5409/221	2
hsa04066	HIF-1 signaling pathway	5/323	109/8388	0.410590113129667	0.749193647983353	0.642687190066259	5295/596/5595/4846/51378	5
hsa05216	Thyroid cancer	2/323	37/8388	0.419838295062567	0.761126199436008	0.65292339266097	999/5595	2
hsa04610	Complement and coagulation cascades	4/323	86/8388	0.423884238410953	0.763535070471012	0.65498981508845	1378/3689/3684/719	4
hsa00140	Steroid hormone biosynthesis	3/323	62/8388	0.429337952275327	0.766191368326976	0.657268489780399	8630/1645/6820	3
hsa04260	Cardiac muscle contraction	4/323	87/8388	0.432576322486163	0.766191368326976	0.657268489780399	4635/93589/4625/480	4
hsa04910	Insulin signaling pathway	6/323	137/8388	0.433538888128075	0.766191368326976	0.657268489780399	5295/53632/5792/5595/5105/53358	6
hsa00604	Glycosphingolipid biosynthesis - ganglio series	1/323	15/8388	0.445410982304171	0.7822530376717	0.671046808866152	6489	1
hsa04976	Bile secretion	4/323	89/8388	0.449850515783961	0.785092161988601	0.673482319143621	358/9429/5244/480	4
hsa04724	Glutamatergic synapse	5/323	115/8388	0.456370025914751	0.785092161988601	0.673482319143621	9454/5337/2793/5595/5330	5
hsa04726	Serotonergic synapse	5/323	115/8388	0.456370025914751	0.785092161988601	0.673482319143621	2793/242/5595/5330/240	5
hsa05410	Hypertrophic cardiomyopathy	4/323	90/8388	0.458425964254256	0.785092161988601	0.673482319143621	93589/53632/4625/6445	4
hsa04140	Autophagy - animal	6/323	141/8388	0.460997176968396	0.785092161988601	0.673482319143621	5295/596/55062/5595/285973/64798	6
hsa00360	Phenylalanine metabolism	1/323	16/8388	0.466805017024791	0.785462334035726	0.673799866994498	221	1
hsa00430	Taurine and hypotaurine metabolism	1/323	16/8388	0.466805017024791	0.785462334035726	0.673799866994498	2678	1
hsa04216	Ferroptosis	2/323	41/8388	0.472333399197901	0.785870815696316	0.674150278308508	23305/51703	2
hsa05167	Kaposi sarcoma-associated herpesvirus infection	8/323	194/8388	0.47313218340968	0.785870815696316	0.674150278308508	5295/2793/57580/1021/5595/9641/5603/3576	8
hsa04658	Th1 and Th2 cell differentiation	4/323	92/8388	0.4754378600298	0.785870815696316	0.674150278308508	5595/3560/5603/920	4
hsa04912	GnRH signaling pathway	4/323	93/8388	0.483868401410512	0.791067403063441	0.678608111262513	5337/5595/5330/5603	4
hsa00120	Primary bile acid biosynthesis	1/323	17/8388	0.487376204256156	0.791067403063441	0.678608111262513	80270	1
hsa00910	Nitrogen metabolism	1/323	17/8388	0.487376204256156	0.791067403063441	0.678608111262513	759	1
hsa00830	Retinol metabolism	3/323	68/8388	0.489842448872024	0.791067403063441	0.678608111262513	8630/29785/8854	3
hsa00071	Fatty acid degradation	2/323	43/8388	0.497492971275407	0.797700312901334	0.684298076997211	23305/51703	2
hsa05211	Renal cell carcinoma	3/323	69/8388	0.499627242244252	0.797700312901334	0.684298076997211	5295/5595/56924	3
hsa05215	Prostate cancer	4/323	97/8388	0.517024710143743	0.816844501620675	0.70072070002298	5295/596/5595/84699	4
hsa05415	Diabetic cardiomyopathy	8/323	203/8388	0.524895053162024	0.816844501620675	0.70072070002298	4689/5295/9882/653361/4846/5330/5603/5164	8
hsa05231	Choline metabolism in cancer	4/323	98/8388	0.525160001944907	0.816844501620675	0.70072070002298	5295/5337/1606/5595	4
hsa01210	2-Oxocarboxylic acid metabolism	1/323	19/8388	0.526175043760561	0.816844501620675	0.70072070002298	2875	1
hsa05223	Non-small cell lung cancer	3/323	72/8388	0.528395830393016	0.816844501620675	0.70072070002298	5295/1021/5595	3
hsa00564	Glycerophospholipid metabolism	4/323	99/8388	0.533229265195257	0.816844501620675	0.70072070002298	5337/1606/64900/196051	4
hsa04930	Type II diabetes mellitus	2/323	46/8388	0.533766727675835	0.816844501620675	0.70072070002298	5295/5595	2
hsa05205	Proteoglycans in cancer	8/323	205/8388	0.536164446538307	0.816844501620675	0.70072070002298	5295/81029/7409/5777/5595/8322/5603/7097	8
hsa01524	Platinum drug resistance	3/323	73/8388	0.537780187899733	0.816844501620675	0.70072070002298	5295/596/5595	3
hsa00670	One carbon pool by folate	1/323	20/8388	0.544462229907691	0.819640164467968	0.70311892737653	10841	1
