ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1903706	regulation of hemopoiesis	59/1358	413/18903	3.02229240286409e-07	0.000118193220754863	9.95311332672534e-05	LGALS9/HSPA1B/CR1/H4C5/H4C6/CSF1/IKZF3/SPI1/RHOH/H4C3/PIK3R1/H4C8/HSPA1A/ZFP36L2/H4C9/DUSP10/ZMIZ1/RAG1/PTPN6/SOCS1/H4C13/CDK6/H4C4/H4C2/MYB/PRDM1/ETS1/H4C15/FCGR2B/PTPRC/H4C12/RHEX/BTN2A2/IL7/PCK1/H4C11/GPR68/TNFSF18/ADAM8/MIR17HG/EVI2B/IRF7/VSIR/MEIS1/MAFB/ADA/PRKCZ/LTF/CEBPA/NRARP/CD4/H4C14/IRF4/TNF/H4C1/DLL1/TCF7/ZBTB16/TNFSF4	59
BP	GO:0002697	regulation of immune effector process	55/1358	379/18903	4.55923783108067e-07	0.000166412180834445	0.000140136573334269	LGALS9/ARG1/SPON2/IL1R1/C17orf99/CR1/SPI1/APOA1/A2M/HLA-A/DUSP10/TNFRSF1B/TNFRSF14/BST2/VAV1/PTPN6/PTPN22/APPL1/P2RX7/CD244/ITGB2/NCF1/IL20RB/MYB/FCGR2B/PTPRC/LITAF/EPX/CD84/DDX60/ITGAM/RAET1E/PCK1/TNFSF18/AZGP1/TRIM6/ACP5/SERPINB9/CD300A/PRKCZ/USP17L2/SLAMF6/IL1B/HAVCR2/WNT5A/FCER2/FFAR3/KLK3/HLA-H/IRF4/TNF/HPX/TGFB2/TNFSF4/NOS2	55
BP	GO:0030219	megakaryocyte differentiation	18/1358	66/18903	5.75600746323613e-07	0.000196963380382611	0.000165863899269567	H4C5/H4C6/H4C3/H4C8/H4C9/FLI1/PTPN6/H4C13/H4C4/H4C2/MYB/H4C15/H4C12/H4C11/MEIS1/H4C14/H4C1/MPIG6B	18
BP	GO:0045785	positive regulation of cell adhesion	65/1358	484/18903	7.34568783438085e-07	0.000226176973669953	0.000190464819932592	LGALS9/PDPN/MYADM/CR1/CSF1/CCDC88B/RHOH/FUT1/GCNT2/SPTA1/APOA1/EFNB2/TGM2/PODXL/HLA-A/FCHO1/DUSP10/EMP2/ZMIZ1/TNFRSF14/PREX1/RAG1/VAV1/MMRN1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/CDK6/ITGB3/ITGB2/TJP1/MYB/CCR7/ETS1/PTPRC/AIF1/BTN2A2/IL7/PCK1/TNFSF18/ADAM8/CD70/CD276/EPB41L5/ALOX5/SELP/VSIR/ADA/TNFSF14/APBB1IP/PRKCZ/IL1B/HAVCR2/WNT5A/CD4/TNFRSF18/EGFL6/NID1/COL26A1/TNF/TGFB2/ZBTB16/TNFSF4	65
BP	GO:0045638	negative regulation of myeloid cell differentiation	22/1358	95/18903	7.43595529873819e-07	0.000226176973669953	0.000190464819932592	H4C5/H4C6/H4C3/PIK3R1/H4C8/H4C9/H4C13/CDK6/H4C4/H4C2/MYB/H4C15/H4C12/H4C11/GPR68/MEIS1/MAFB/LTF/H4C14/H4C1/DLL1/ZBTB16	22
BP	GO:0022409	positive regulation of cell-cell adhesion	48/1358	322/18903	1.11720952291318e-06	0.000321932744102613	0.000271101258191674	LGALS9/PDPN/CR1/CCDC88B/RHOH/GCNT2/SPTA1/EFNB2/PODXL/HLA-A/FCHO1/DUSP10/ZMIZ1/TNFRSF14/RAG1/VAV1/MMRN1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/ITGB2/TJP1/MYB/CCR7/ETS1/PTPRC/AIF1/BTN2A2/IL7/PCK1/ADAM8/CD70/CD276/ALOX5/SELP/VSIR/ADA/TNFSF14/PRKCZ/IL1B/HAVCR2/WNT5A/CD4/TNF/ZBTB16/TNFSF4	48
BP	GO:0008016	regulation of heart contraction	36/1358	214/18903	1.44382046522246e-06	0.000395245852354647	0.000332838612509177	ATP2B4/TRPC1/MYL4/CACNA1H/KCNH2/HEY2/PRKACA/MYH7/SLC8A3/HBEGF/P2RX4/RGS2/NOS3/CHGA/ATP2B2/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/DRD2/HCN4/ADA/RNLS/DSG2/RGS4/HOPX/RANGRF/CORIN/ADM/GLP1R/GJA5/GJA1/TNF/CTNNA3/TGFB2	36
BP	GO:0002227	innate immune response in mucosa	11/1358	28/18903	1.73176403181111e-06	0.000405919629143016	0.000341827056120435	H2BC4/H2BC10/H2BC7/H2BC6/H2BC8/H2BC11/H2BC12/H2BC21/LTF/BPIFB1/NOS2	11
BP	GO:0001819	positive regulation of cytokine production	64/1358	486/18903	1.76141880822644e-06	0.000405919629143016	0.000341827056120435	LGALS9/CYP1B1/SPON2/HSPA1B/IL1R1/LY9/CCDC88B/GBP5/PIK3R1/FLT4/HSPA1A/HSPB1/HLA-A/TRIM15/BTN3A2/EGR1/TNFRSF14/PTPN22/IL6ST/APPL1/P2RX7/SLC11A1/CD244/IL20RB/IGHD/CCR7/NLRP12/PTPRC/AIF1/EPX/CD84/IL7/TLR6/FCGR3A/STING1/ADAM8/HEG1/TRIM6/CD276/IRF7/MAPK13/DRD2/TLR2/PRKCZ/C3AR1/SLAMF6/CSF2/IL1B/LTB/HAVCR2/WNT5A/CD4/MEFV/LILRA2/FFAR3/IRF4/TSLP/TNF/PANX2/SORL1/LPL/ITK/TNFSF4/NOS2	64
BP	GO:0007162	negative regulation of cell adhesion	46/1358	308/18903	1.76241908114477e-06	0.000405919629143016	0.000341827056120435	EPCAM/PLXND1/CD9/LGALS9/SPOCK1/ARG1/CYP1B1/CDH1/MUC1/MYADM/CR1/ERBB3/SPI1/GPNMB/GCNT2/PIK3R1/APOA1/PODXL/PLXNC1/IL1RN/SERPINE2/TNFRSF14/PTPN6/SOCS1/PTPN22/RND1/IL20RB/PHLDB2/FCGR2B/PTPRC/SFTPD/BTN2A2/TNFSF18/LAX1/EPB41L5/FZD4/VSIR/CD300A/CLDN7/HAVCR2/NRARP/LRRC32/FBLN1/LGALS9B/CORO2B/TNFSF4	46
BP	GO:0002385	mucosal immune response	13/1358	39/18903	1.7793737167913e-06	0.000405919629143016	0.000341827056120435	C17orf99/H2BC4/H2BC10/H2BC7/H2BC6/H2BC8/H2BC11/H2BC12/H2BC21/LTF/FFAR3/BPIFB1/NOS2	13
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	53/1358	377/18903	1.96134481534303e-06	0.000429534514560123	0.000361713275419051	LGALS9/ARG1/CR1/CCDC88B/RHOH/GPNMB/SPTA1/EFNB2/HLA-A/FCHO1/DUSP10/ZMIZ1/TNFRSF14/RAG1/VAV1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/ITGB2/IL20RB/MYB/CCR7/ETS1/FCGR2B/PTPRC/SFTPD/AIF1/BTN2A2/IL7/PCK1/TNFSF18/ADAM8/CD70/CD276/LAX1/ALOX5/SELP/VSIR/ADA/CD300A/TNFSF14/PRKCZ/IL1B/HAVCR2/NRARP/CD4/LRRC32/TNF/LGALS9B/ZBTB16/TNFSF4	53
BP	GO:0050900	leukocyte migration	55/1358	398/18903	2.16021128612501e-06	0.000454890645828248	0.000383065807013261	CD9/LGALS9/IL1R1/RIN3/CSF1/PLVAP/SPI1/RHOH/SLC12A2/PIK3R1/ITGAL/PGF/EMP2/TNFRSF14/PREX1/VAV1/P2RX4/SPNS2/ITGB3/ITGB2/CCR7/MAPK3/CMKLR1/NLRP12/SFTPD/AIF1/MYO1G/EPX/C5AR2/CHGA/TNFSF18/ADAM8/JAML/ALOX5/SELP/ADA/ITGA9/CXCL8/CD300A/TNFSF14/HSD3B7/C3AR1/IL1B/NBL1/WNT5A/TNFRSF11A/CXCR3/CXCR4/MMP9/CNR2/TNFRSF18/SLIT2/UMODL1/TNF/TGFB2	55
BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	42/1358	275/18903	2.74661226338019e-06	0.000556951931185428	0.000469012152577203	LGALS9/CR1/CCDC88B/RHOH/SPTA1/EFNB2/HLA-A/FCHO1/DUSP10/ZMIZ1/TNFRSF14/RAG1/VAV1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/ITGB2/MYB/CCR7/ETS1/PTPRC/AIF1/BTN2A2/IL7/PCK1/ADAM8/CD70/CD276/ALOX5/SELP/VSIR/ADA/TNFSF14/PRKCZ/IL1B/HAVCR2/CD4/TNF/ZBTB16/TNFSF4	42
BP	GO:0060047	heart contraction	39/1358	250/18903	3.66305631718662e-06	0.000714900306442071	0.00060202131068806	ATP2B4/TRPC1/MYL4/CACNA1H/KCNH2/HEY2/PRKACA/MYH7/SLC8A3/HBEGF/P2RX4/RGS2/NOS3/CHGA/ATP2B2/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/DRD2/HCN4/ADA/SGCG/ACE/RNLS/DSG2/RGS4/HOPX/RANGRF/CORIN/ADM/GLP1R/CXCR4/GJA5/GJA1/TNF/CTNNA3/TGFB2	39
BP	GO:0070663	regulation of leukocyte proliferation	41/1358	269/18903	3.78668655467033e-06	0.000714900306442071	0.00060202131068806	LGALS9/ARG1/CR1/CSF1/CCDC88B/CSF2RB/IKZF3/GPNMB/SPTA1/BCL2/HLA-A/TNFRSF1B/TNFRSF14/BST2/PTPN6/PTPN22/IL6ST/IL20RB/MAPK3/FCGR2B/PTPRC/SFTPD/TNFAIP3/AIF1/BTN2A2/IL7/FCGR3A/TNFSF18/CD70/CD276/VSIR/ADA/CD300A/CSF2/SOX11/IL1B/HAVCR2/IL5RA/LRRC32/LGALS9B/TNFSF4	41
BP	GO:0050863	regulation of T cell activation	52/1358	376/18903	3.97199733441379e-06	0.000724889513530517	0.000610433274552014	LGALS9/ARG1/CR1/CCDC88B/RHOH/GPNMB/SPTA1/EFNB2/HLA-A/FCHO1/DUSP10/ZMIZ1/TNFRSF1B/TNFRSF14/RAG1/VAV1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/IL20RB/MYB/PRDM1/CCR7/FCGR2B/PTPRC/SFTPD/AIF1/BTN2A2/IL7/PCK1/TNFSF18/ADAM8/CD70/CD276/LAX1/VSIR/ADA/CD300A/TNFSF14/PRKCZ/IL1B/HAVCR2/NRARP/CD4/LRRC32/IRF4/LGALS9B/TCF7/ZBTB16/TNFSF4	52
BP	GO:0006816	calcium ion transport	58/1358	440/18903	5.17215408016277e-06	0.000874257861903673	0.000736217146866251	ATP2B4/APLNR/TRPC1/HSPA2/CACNA2D4/BSPRY/PKD1L3/HOMER3/AHNAK/BCL2/CACNA1H/RYR3/PRKACA/SLC8A3/RAMP1/PTPN6/HOMER1/P2RX4/P2RX7/KCNN4/ITGB3/EFHB/ORAI2/CCR7/TRPM6/PKD1L1/PTPRC/CD84/BEST1/NOS3/WFS1/GNB5/ATP2B2/TRDN/ATP1B1/SLC25A23/GRIN2C/DRD2/CACNA2D3/ACE/TRPM3/RGS4/ATP2C2/PKD1L2/TRPM8/PLPP4/CD4/CACNA1I/P2RX5/CXCR4/LILRA2/GRIN3B/CACHD1/CBARP/MICU3/TMC1/NALF1/HAP1	58
BP	GO:1903522	regulation of blood circulation	40/1358	263/18903	5.21984465377347e-06	0.000874257861903673	0.000736217146866251	ATP2B4/TRPC1/MYL4/CACNA1H/KCNH2/HEY2/PRKACA/MYH7/SLC8A3/HBEGF/P2RX4/ARHGAP42/RGS2/NOS3/CHGA/ATP2B2/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/DRD2/HCN4/ADA/ACE/RNLS/DSG2/RGS4/HOPX/RANGRF/CORIN/ADM/GLP1R/GJA5/TBXAS1/GJA1/TNF/CTNNA3/TGFB2/TBXA2R	40
BP	GO:0002698	negative regulation of immune effector process	24/1358	122/18903	5.26949944161118e-06	0.000874257861903673	0.000736217146866251	LGALS9/ARG1/CR1/SPI1/APOA1/A2M/HLA-A/DUSP10/BST2/PTPN6/APPL1/IL20RB/FCGR2B/PTPRC/EPX/CD84/TNFSF18/ACP5/SERPINB9/CD300A/HAVCR2/TNF/TGFB2/TNFSF4	24
BP	GO:0008277	regulation of G protein-coupled receptor signaling pathway	26/1358	139/18903	5.73449527441743e-06	0.000923422400806924	0.00077761886383741	ATP2B4/PDE6G/APLNR/RGS20/PDE4A/ACP3/RGS3/RAMP1/ITGB3/RGS16/SYP/RGS2/CHGA/GPRASP1/RGS14/GAS2L2/DRD2/ADA/CXCL8/GIPR/RGS4/ADRB2/ADM/GUCY2F/RGS13/PTGDR2	26
BP	GO:0002251	organ or tissue specific immune response	13/1358	43/18903	6.11182454347919e-06	0.00095606398215853	0.000805106511291394	C17orf99/H2BC4/H2BC10/H2BC7/H2BC6/H2BC8/H2BC11/H2BC12/H2BC21/LTF/FFAR3/BPIFB1/NOS2	13
BP	GO:0019932	second-messenger-mediated signaling	45/1358	314/18903	6.90686714906638e-06	0.00105041937892051	0.00088456368751201	AQP1/ATP2B4/APLNR/GPR62/ERBB3/HOMER3/RASD1/PRKACA/P2RX4/P2RX7/IRGM/EFHB/CCR7/CMKLR1/PTPRC/MAFA/NOS3/FCGR3A/NR5A2/GUCY1B1/ATP1B1/TBC1D10C/SELP/GRIN2C/ADA/CXCL8/GIPR/ACKR2/ADM/GUCY2F/PLA2G4B/GPR61/TRPM8/GLP1R/CD4/CXCR3/P2RX5/CXCR4/PDK2/PDE9A/TNF/CXCR6/PTGDR2/TBXA2R/NOS2	45
BP	GO:0007159	leukocyte cell-cell adhesion	55/1358	414/18903	7.15181483369614e-06	0.00105827530309423	0.000891179202605664	LGALS9/ARG1/CR1/CCDC88B/RHOH/GPNMB/SPTA1/EFNB2/HLA-A/ITGAL/FCHO1/DUSP10/ZMIZ1/TNFRSF14/RAG1/VAV1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/ITGB2/IL20RB/MYB/CCR7/ETS1/FCGR2B/PTPRC/SFTPD/AIF1/BTN2A2/IL7/PCK1/TNFSF18/ADAM8/CD70/CD276/LAX1/ALOX5/SELP/VSIR/ADA/LRG1/CD300A/TNFSF14/PRKCZ/IL1B/HAVCR2/NRARP/CD4/LRRC32/TNF/LGALS9B/ZBTB16/TNFSF4	55
BP	GO:0002683	negative regulation of immune system process	58/1358	449/18903	9.62999441777649e-06	0.00138747945887701	0.0011684037548438	LGALS9/ARG1/RIN3/CR1/SPI1/GPNMB/PIK3R1/APOA1/A2M/PLK2/HLA-A/TSC22D3/DUSP10/TNFRSF14/BST2/PTPN6/USP18/SOCS1/PTPN22/APPL1/CDK6/UBASH3A/IL20RB/MERTK/FCGR2B/PTPRC/SFTPD/TNFAIP3/EPX/CD84/C5AR2/BTN2A2/GPR68/TNFSF18/TBC1D10C/LAX1/CST7/VSIR/DRD2/ACP5/MAFB/ADA/SERPINB9/CD300A/LTF/CEBPA/SOX11/NBL1/HAVCR2/NRARP/LRRC32/CNR2/SLIT2/TNF/LGALS9B/TGFB2/DLL1/TNFSF4	58
BP	GO:0003015	heart process	39/1358	261/18903	1.04200705486142e-05	0.00146281759624776	0.00123184639684022	ATP2B4/TRPC1/MYL4/CACNA1H/KCNH2/HEY2/PRKACA/MYH7/SLC8A3/HBEGF/P2RX4/RGS2/NOS3/CHGA/ATP2B2/SHOX2/TRDN/ATP1B1/KCNN2/ABCC9/DRD2/HCN4/ADA/SGCG/ACE/RNLS/DSG2/RGS4/HOPX/RANGRF/CORIN/ADM/GLP1R/CXCR4/GJA5/GJA1/TNF/CTNNA3/TGFB2	39
BP	GO:0010959	regulation of metal ion transport	55/1358	423/18903	1.34490747116792e-05	0.0018408421011611	0.0015501828220304	ATP2B4/APLNR/TRPC1/HSPA2/PCSK9/NKAIN1/HOMER3/AHNAK/BCL2/KCNH2/SLC9A3R1/PRKACA/SERPINE2/CNKSR3/PTPN6/HOMER1/P2RX4/KCNA1/P2RX7/KCNN4/ITGB3/EFHB/CD84/BEST1/NOS3/WFS1/GNB5/GLRX/TRDN/ATP1B1/KCNN2/ABCC9/DRD2/ACE/RGS4/NETO2/KCNAB3/ATP2C2/RANGRF/ADRB2/PLPP4/CD4/P2RX5/CXCR4/MIR103A1/LILRA2/SLC31A2/GRIN3B/KCNS2/CBARP/TMC1/KCNAB1/PRSS8/HAP1/DPP10	55
BP	GO:0001894	tissue homeostasis	40/1358	275/18903	1.54476769663193e-05	0.00206283003391703	0.00173712002856171	LTBP3/CSF1/NANOS1/MUC4/ACTG1/SLC12A2/GCNT2/BCL2/HSPB1/HOMER1/P2RX4/CLDN5/P2RX7/ITGB3/TJP1/IL20RB/SFTPD/TNFAIP3/CYTL1/NOS3/IL7/RP1L1/ADAM8/AZGP1/LYZ/KRT1/MUC13/ACP5/WHRN/ABCA4/CRB2/LTF/ADRB2/ESAM/LDB2/TNFRSF11A/LPCAT1/CRB1/GJA1/SPP1	40
BP	GO:0030217	T cell differentiation	42/1358	296/18903	1.76407602734885e-05	0.00229959910707975	0.00193650451122505	LGALS9/LY9/CR1/IKZF3/SPI1/RHOH/PIK3R1/BCL2/ZFP36L2/EGR1/DUSP10/ZMIZ1/PREX1/RAG1/VAV1/SOCS1/PTPN22/CDK6/MYB/PRDM1/CCR7/PTPRC/BTN2A2/IL7/PCK1/TNFSF18/ADAM8/VSIR/MAFB/ADA/PRKCZ/SLAMF6/IL1B/FZD8/NRARP/CD4/IRF4/DLL4/TCF7/ITK/ZBTB16/TNFSF4	42
BP	GO:0070661	leukocyte proliferation	47/1358	348/18903	2.12416941256677e-05	0.0027046110543728	0.00227756720368236	LGALS9/ARG1/CR1/CSF1/CCDC88B/CSF2RB/IKZF3/GPNMB/SPTA1/BCL2/HLA-A/EMP2/TNFRSF1B/TNFRSF14/BST2/PTPN6/PTPN22/IL6ST/P2RX7/SLC11A1/GAPT/IL20RB/MAPK3/FCGR2B/PTPRC/SFTPD/TNFAIP3/AIF1/BTN2A2/IL7/FCGR3A/TNFSF18/CD70/CD276/VSIR/ADA/ACE/CD300A/TNFSF14/CSF2/SOX11/IL1B/HAVCR2/IL5RA/LRRC32/LGALS9B/TNFSF4	47
BP	GO:0050870	positive regulation of T cell activation	37/1358	251/18903	2.35947032344327e-05	0.00290754023998736	0.00244845493893672	LGALS9/CR1/CCDC88B/RHOH/SPTA1/EFNB2/HLA-A/FCHO1/DUSP10/ZMIZ1/TNFRSF14/RAG1/VAV1/PTPN6/SOCS1/PTPN22/LGALS1/IL6ST/MYB/CCR7/PTPRC/AIF1/BTN2A2/IL7/PCK1/ADAM8/CD70/CD276/VSIR/ADA/TNFSF14/PRKCZ/IL1B/HAVCR2/CD4/ZBTB16/TNFSF4	37
BP	GO:0002922	positive regulation of humoral immune response	9/1358	24/18903	2.41277013538846e-05	0.00290754023998736	0.00244845493893672	CR1/CCR7/FCGR2B/PTPRC/IL1B/FCER2/KLK3/TNF/HPX	9
BP	GO:0002699	positive regulation of immune effector process	38/1358	261/18903	2.44286485916746e-05	0.00290754023998736	0.00244845493893672	LGALS9/ARG1/SPON2/IL1R1/C17orf99/CR1/SPI1/HLA-A/TNFRSF14/VAV1/PTPN6/PTPN22/P2RX7/CD244/ITGB2/MYB/PTPRC/CD84/DDX60/ITGAM/RAET1E/PCK1/AZGP1/TRIM6/CD300A/PRKCZ/USP17L2/SLAMF6/IL1B/WNT5A/FCER2/FFAR3/KLK3/HLA-H/TNF/HPX/TNFSF4/NOS2	38
BP	GO:0060249	anatomical structure homeostasis	45/1358	333/18903	3.11050108851355e-05	0.00362340286374717	0.00305128662210288	CALB1/LTBP3/CSF1/NANOS1/MUC4/ACTG1/SLC12A2/GCNT2/BCL2/HSPB1/HOMER1/CALB2/P2RX4/CLDN5/P2RX7/ITGB3/TJP1/IL20RB/SFTPD/TNFAIP3/CYTL1/NOS3/IL7/ATP2B2/RP1L1/ADAM8/TSPOAP1/AZGP1/LYZ/KRT1/MUC13/ACP5/WHRN/MAP1A/ABCA4/CRB2/LTF/ADRB2/ESAM/LDB2/TNFRSF11A/LPCAT1/CRB1/GJA1/SPP1	45
BP	GO:0060760	positive regulation of response to cytokine stimulus	15/1358	65/18903	4.39778095280998e-05	0.00501621889929888	0.00422418433625169	HSPA1B/IL1R1/CSF1/HSPA1A/IRGM/IL7/IKBKE/STING1/TRIM6/IRF7/TLR2/WNT5A/CXCR4/TSLP/HPX	15
