ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0048511	rhythmic process	11/40	303/18614	2.70E-11	3.68E-09	1.99E-09	TOP2A/TOP1/SIRT1/NCOR2/KMT2A/KAT2B/HDAC3/HDAC2/HDAC1/CREBBP/EP300	11
BP	GO:0030521	androgen receptor signaling pathway	6/40	47/18614	6.70E-10	8.37E-08	4.53E-08	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0090042	tubulin deacetylation	5/40	23/18614	1.16E-09	1.34E-07	7.23E-08	SIRT2/KAT2B/KAT2A/HDAC6/EP300	5
BP	GO:0070828	heterochromatin organization	7/40	105/18614	2.37E-09	2.55E-07	1.38E-07	SIRT2/SIRT1/KDM1A/HDAC5/HDAC2/HDAC1/EHMT1	7
BP	GO:0032922	circadian regulation of gene expression	6/40	71/18614	8.60E-09	8.61E-07	4.66E-07	TOP1/SIRT1/KMT2A/HDAC3/HDAC2/HDAC1	6
BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	6/40	72/18614	9.37E-09	8.79E-07	4.76E-07	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0007623	circadian rhythm	8/40	207/18614	1.16E-08	1.02E-06	5.53E-07	TOP2A/TOP1/SIRT1/KMT2A/HDAC3/HDAC2/HDAC1/EP300	8
BP	GO:0007059	chromosome segregation	10/40	435/18614	1.98E-08	1.65E-06	8.96E-07	TOP2A/TOP1/SIRT2/KAT2B/HDAC8/HDAC3/EHMT2/BRD7/TOP2B/PLK1	10
BP	GO:0051570	regulation of histone H3-K9 methylation	4/40	15/18614	2.45E-08	1.94E-06	1.05E-06	SIRT1/KDM1A/EHMT2/EHMT1	4
BP	GO:0140718	facultative heterochromatin formation	5/40	45/18614	4.06E-08	3.04E-06	1.65E-06	SIRT2/SIRT1/KDM1A/HDAC1/EHMT1	5
BP	GO:0031507	heterochromatin formation	6/40	96/18614	5.35E-08	3.83E-06	2.07E-06	SIRT2/SIRT1/KDM1A/HDAC5/HDAC1/EHMT1	6
BP	GO:0031648	protein destabilization	5/40	48/18614	5.66E-08	3.86E-06	2.09E-06	SIRT1/HDAC6/CREBBP/PLK1/EP300	5
BP	GO:0034968	histone lysine methylation	6/40	104/18614	8.65E-08	5.65E-06	3.06E-06	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0090043	regulation of tubulin deacetylation	4/40	21/18614	1.07E-07	6.66E-06	3.61E-06	KAT2B/KAT2A/HDAC6/EP300	4
BP	GO:0045814	"negative regulation of gene expression, epigenetic"	6/40	109/18614	1.15E-07	6.88E-06	3.72E-06	SIRT2/SIRT1/KDM1A/HDAC5/HDAC1/EHMT1	6
BP	GO:0051567	histone H3-K9 methylation	4/40	22/18614	1.30E-07	7.51E-06	4.06E-06	SIRT1/KDM1A/EHMT2/EHMT1	4
BP	GO:0090311	regulation of protein deacetylation	5/40	58/18614	1.49E-07	8.29E-06	4.49E-06	SIRT1/KAT2B/KAT2A/HDAC6/EP300	5
BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	6/40	115/18614	1.58E-07	8.45E-06	4.58E-06	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0030098	lymphocyte differentiation	9/40	422/18614	2.13E-07	1.10E-05	5.97E-06	MEN1/KMT2A/KAT2A/HDAC9/HDAC5/HDAC4/BRD7/TOP2B/EP300	9
BP	GO:0018022	peptidyl-lysine methylation	6/40	123/18614	2.35E-07	1.18E-05	6.37E-06	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0006473	protein acetylation	7/40	208/18614	2.68E-07	1.30E-05	7.03E-06	SIRT1/KAT2B/KAT2A/HDAC6/HDAC2/CREBBP/EP300	7
BP	GO:0045815	transcription initiation-coupled chromatin remodeling	4/40	27/18614	3.10E-07	1.45E-05	7.86E-06	KMT2A/KAT2B/BRD7/EP300	4
BP	GO:0031647	regulation of protein stability	8/40	322/18614	3.49E-07	1.59E-05	8.60E-06	SIRT1/KAT2A/HDAC8/HDAC6/HDAC3/CREBBP/PLK1/EP300	8
BP	GO:0016571	histone methylation	6/40	133/18614	3.74E-07	1.65E-05	8.93E-06	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0043401	steroid hormone mediated signaling pathway	6/40	135/18614	4.08E-07	1.74E-05	9.43E-06	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0061647	histone H3-K9 modification	4/40	29/18614	4.18E-07	1.74E-05	9.43E-06	SIRT1/KDM1A/EHMT2/EHMT1	4
BP	GO:0098813	nuclear chromosome segregation	8/40	339/18614	5.16E-07	2.08E-05	1.13E-05	TOP2A/SIRT2/KAT2B/HDAC8/EHMT2/BRD7/TOP2B/PLK1	8
BP	GO:0031056	regulation of histone modification	6/40	141/18614	5.27E-07	2.08E-05	1.13E-05	SIRT1/KDM1A/KAT2B/KAT2A/EHMT2/EHMT1	6
BP	GO:1903131	mononuclear cell differentiation	9/40	474/18614	5.66E-07	2.18E-05	1.18E-05	MEN1/KMT2A/KAT2A/HDAC9/HDAC5/HDAC4/BRD7/TOP2B/EP300	9
BP	GO:0010506	regulation of autophagy	8/40	348/18614	6.29E-07	2.36E-05	1.28E-05	SIRT2/SIRT1/KDM4A/HDAC6/EHMT2/PLK3/PLK2/EP300	8
BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	6/40	148/18614	7.01E-07	2.57E-05	1.39E-05	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	6/40	151/18614	7.89E-07	2.82E-05	1.53E-05	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0043543	protein acylation	7/40	250/18614	9.26E-07	3.23E-05	1.75E-05	SIRT1/KAT2B/KAT2A/HDAC6/HDAC2/CREBBP/EP300	7
BP	GO:0051147	regulation of muscle cell differentiation	6/40	161/18614	1.15E-06	3.92E-05	2.12E-05	SIRT1/KAT2A/HDAC9/HDAC5/HDAC4/HDAC3	6
BP	GO:0018394	peptidyl-lysine acetylation	6/40	172/18614	1.69E-06	5.63E-05	3.05E-05	SIRT1/KAT2B/KAT2A/HDAC2/CREBBP/EP300	6
BP	GO:0045786	negative regulation of cell cycle	8/40	404/18614	1.92E-06	6.28E-05	3.40E-05	SIRT1/MEN1/KAT2B/KAT2A/BRD7/PLK3/PLK2/PLK1	8
BP	GO:0051153	regulation of striated muscle cell differentiation	5/40	97/18614	1.97E-06	6.30E-05	3.41E-05	KAT2A/HDAC9/HDAC5/HDAC4/HDAC3	5
BP	GO:0006479	protein methylation	6/40	182/18614	2.34E-06	7.18E-05	3.89E-05	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0008213	protein alkylation	6/40	182/18614	2.34E-06	7.18E-05	3.89E-05	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0051302	regulation of cell division	6/40	187/18614	2.74E-06	8.23E-05	4.46E-05	SIRT2/KAT2B/KAT2A/PLK3/PLK2/PLK1	6
BP	GO:0010824	regulation of centrosome duplication	4/40	47/18614	3.05E-06	8.98E-05	4.86E-05	SIRT1/KAT2B/KAT2A/PLK2	4
BP	GO:0009755	hormone-mediated signaling pathway	6/40	192/18614	3.19E-06	9.22E-05	4.99E-05	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0043433	negative regulation of DNA-binding transcription factor activity	6/40	194/18614	3.39E-06	9.60E-05	5.20E-05	SIRT1/MEN1/KDM1A/HDAC4/HDAC3/HDAC2	6
BP	GO:0140013	meiotic nuclear division	6/40	196/18614	3.60E-06	1.00E-04	5.41E-05	TOP2A/SIRT2/EHMT2/BRDT/TOP2B/PLK1	6
BP	GO:0060766	negative regulation of androgen receptor signaling pathway	3/40	15/18614	4.11E-06	0.000112128	6.07E-05	SIRT1/NCOR2/HDAC1	3
BP	GO:0006111	regulation of gluconeogenesis	4/40	51/18614	4.25E-06	0.000112562	6.09E-05	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:0000280	nuclear division	8/40	450/18614	4.27E-06	0.000112562	6.09E-05	TOP2A/SIRT2/KAT2B/HDAC8/EHMT2/BRDT/TOP2B/PLK1	8
BP	GO:0010948	negative regulation of cell cycle process	7/40	317/18614	4.47E-06	0.000115807	6.27E-05	MEN1/KAT2B/KAT2A/BRD7/PLK3/PLK2/PLK1	7
BP	GO:0044154	histone H3-K14 acetylation	3/40	16/18614	5.05E-06	0.000128456	6.95E-05	SIRT1/KAT2B/KAT2A	3
BP	GO:0071383	cellular response to steroid hormone stimulus	6/40	209/18614	5.21E-06	0.000130242	7.05E-05	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0046605	regulation of centrosome cycle	4/40	54/18614	5.35E-06	0.000131632	7.13E-05	SIRT1/KAT2B/KAT2A/PLK2	4
BP	GO:0051090	regulation of DNA-binding transcription factor activity	8/40	465/18614	5.44E-06	0.000131701	7.13E-05	SIRT1/MEN1/KDM1A/HDAC5/HDAC4/HDAC3/HDAC2/EP300	8
BP	GO:0006282	regulation of DNA repair	6/40	214/18614	5.96E-06	0.000139284	7.54E-05	SIRT1/KDM1A/KAT2B/KAT2A/HDAC10/BRD7	6
BP	GO:0006474	N-terminal protein amino acid acetylation	3/40	17/18614	6.12E-06	0.000139284	7.54E-05	KAT2B/CREBBP/EP300	3
BP	GO:1900034	regulation of cellular response to heat	3/40	17/18614	6.12E-06	0.000139284	7.54E-05	SIRT1/CREBBP/EP300	3
BP	GO:1903046	meiotic cell cycle process	6/40	215/18614	6.12E-06	0.000139284	7.54E-05	TOP2A/SIRT2/EHMT2/BRDT/TOP2B/PLK1	6
BP	GO:0007179	transforming growth factor beta receptor signaling pathway	6/40	218/18614	6.63E-06	0.000146805	7.95E-05	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0031060	regulation of histone methylation	4/40	57/18614	6.65E-06	0.000146805	7.95E-05	SIRT1/KDM1A/EHMT2/EHMT1	4
BP	GO:0007127	meiosis I	5/40	129/18614	8.01E-06	0.000174264	9.43E-05	TOP2A/EHMT2/BRDT/TOP2B/PLK1	5
BP	GO:0045722	positive regulation of gluconeogenesis	3/40	19/18614	8.70E-06	0.00018651	0.000100975	SIRT1/KAT2B/KAT2A	3
BP	GO:0048285	organelle fission	8/40	497/18614	8.85E-06	0.000187115	0.000101303	TOP2A/SIRT2/KAT2B/HDAC8/EHMT2/BRDT/TOP2B/PLK1	8
BP	GO:0061982	meiosis I cell cycle process	5/40	134/18614	9.64E-06	0.000200992	0.000108816	TOP2A/EHMT2/BRDT/TOP2B/PLK1	5
BP	GO:0007098	centrosome cycle	5/40	136/18614	1.04E-05	0.000213052	0.000115345	SIRT1/KAT2B/KAT2A/PLK2/PLK1	5
BP	GO:0051098	regulation of binding	7/40	369/18614	1.21E-05	0.000244613	0.000132432	SIRT2/KDM1A/HDAC5/HDAC4/HDAC2/PLK1/EP300	7
BP	GO:0034605	cellular response to heat	4/40	67/18614	1.27E-05	0.00025431	0.000137682	SIRT1/HDAC2/CREBBP/EP300	4
BP	GO:0000819	sister chromatid segregation	6/40	250/18614	1.45E-05	0.000285797	0.000154729	TOP2A/KAT2B/HDAC8/BRD7/TOP2B/PLK1	6
BP	GO:0032886	regulation of microtubule-based process	6/40	252/18614	1.51E-05	0.000295113	0.000159772	SIRT1/KAT2B/KAT2A/HDAC6/PLK2/PLK1	6
BP	GO:0046599	regulation of centriole replication	3/40	23/18614	1.58E-05	0.000300246	0.000162551	KAT2B/KAT2A/PLK2	3
BP	GO:1901984	negative regulation of protein acetylation	3/40	23/18614	1.58E-05	0.000300246	0.000162551	SIRT1/HDAC6/HDAC2	3
BP	GO:0030330	"DNA damage response, signal transduction by p53 class mediator"	4/40	72/18614	1.69E-05	0.000312702	0.000169295	SIRT1/KDM1A/PLK3/PLK2	4
BP	GO:2000036	regulation of stem cell population maintenance	4/40	72/18614	1.69E-05	0.000312702	0.000169295	KAT2A/HDAC2/HDAC1/BRD9	4
BP	GO:0010675	regulation of cellular carbohydrate metabolic process	5/40	152/18614	1.78E-05	0.000312702	0.000169295	SIRT1/KAT2B/KAT2A/HDAC4/EP300	5
BP	GO:0031023	microtubule organizing center organization	5/40	152/18614	1.78E-05	0.000312702	0.000169295	SIRT1/KAT2B/KAT2A/PLK2/PLK1	5
BP	GO:0043535	regulation of blood vessel endothelial cell migration	5/40	152/18614	1.78E-05	0.000312702	0.000169295	SIRT1/HDAC9/HDAC7/HDAC5/PLK2	5
BP	GO:0018027	peptidyl-lysine dimethylation	3/40	24/18614	1.80E-05	0.000312702	0.000169295	KMT2A/EHMT2/EHMT1	3
BP	GO:0007292	female gamete generation	5/40	153/18614	1.83E-05	0.000312702	0.000169295	TOP2A/SIRT2/SIRT1/EHMT2/PLK1	5
BP	GO:0016573	histone acetylation	5/40	153/18614	1.83E-05	0.000312702	0.000169295	SIRT1/KAT2B/KAT2A/CREBBP/EP300	5
BP	GO:0030183	B cell differentiation	5/40	153/18614	1.83E-05	0.000312702	0.000169295	HDAC9/HDAC5/HDAC4/TOP2B/EP300	5
BP	GO:0051298	centrosome duplication	4/40	74/18614	1.89E-05	0.000315518	0.00017082	SIRT1/KAT2B/KAT2A/PLK2	4
BP	GO:0009411	response to UV	5/40	154/18614	1.89E-05	0.000315518	0.00017082	SIRT1/MEN1/KDM1A/CREBBP/EP300	5
BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	4/40	75/18614	1.99E-05	0.000328281	0.000177729	SIRT1/HDAC9/HDAC7/PLK2	4
BP	GO:0018393	internal peptidyl-lysine acetylation	5/40	161/18614	2.34E-05	0.000382373	0.000207014	SIRT1/KAT2B/KAT2A/CREBBP/EP300	5
BP	GO:0042692	muscle cell differentiation	7/40	410/18614	2.38E-05	0.000383841	0.000207809	SIRT1/KDM1A/KAT2A/HDAC9/HDAC5/HDAC4/HDAC3	7
BP	GO:0071560	cellular response to transforming growth factor beta stimulus	6/40	274/18614	2.43E-05	0.000387733	0.000209916	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0006475	internal protein amino acid acetylation	5/40	163/18614	2.49E-05	0.000392948	0.000212739	SIRT1/KAT2B/KAT2A/CREBBP/EP300	5
BP	GO:0090049	regulation of cell migration involved in sprouting angiogenesis	4/40	80/18614	2.57E-05	0.000401802	0.000217533	HDAC9/HDAC7/HDAC5/PLK2	4
BP	GO:0071559	response to transforming growth factor beta	6/40	280/18614	2.74E-05	0.000424377	0.000229755	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0051321	meiotic cell cycle	6/40	284/18614	2.97E-05	0.00045484	0.000246248	TOP2A/SIRT2/EHMT2/BRDT/TOP2B/PLK1	6
BP	GO:0006094	gluconeogenesis	4/40	84/18614	3.12E-05	0.000472407	0.000255758	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:0072331	signal transduction by p53 class mediator	5/40	173/18614	3.31E-05	0.000496715	0.000268918	SIRT1/KDM1A/PLK3/PLK2/EP300	5
BP	GO:0019319	hexose biosynthetic process	4/40	87/18614	3.58E-05	0.000523594	0.000283471	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:0031365	N-terminal protein amino acid modification	3/40	30/18614	3.59E-05	0.000523594	0.000283471	KAT2B/CREBBP/EP300	3
BP	GO:0010634	positive regulation of epithelial cell migration	5/40	176/18614	3.59E-05	0.000523594	0.000283471	SIRT1/HDAC9/HDAC7/HDAC6/PLK2	5
BP	GO:0010632	regulation of epithelial cell migration	6/40	295/18614	3.67E-05	0.000530183	0.000287038	SIRT1/HDAC9/HDAC7/HDAC6/HDAC5/PLK2	6
BP	GO:0043534	blood vessel endothelial cell migration	5/40	179/18614	3.90E-05	0.000556829	0.000301464	SIRT1/HDAC9/HDAC7/HDAC5/PLK2	5
BP	GO:0030522	intracellular receptor signaling pathway	6/40	299/18614	3.96E-05	0.000560809	0.000303618	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	6/40	301/18614	4.11E-05	0.00057662	0.000312178	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0048736	appendage development	5/40	182/18614	4.22E-05	0.000579832	0.000313917	KAT2B/KAT2A/HDAC2/HDAC1/CREBBP	5
BP	GO:0060173	limb development	5/40	182/18614	4.22E-05	0.000579832	0.000313917	KAT2B/KAT2A/HDAC2/HDAC1/CREBBP	5
BP	GO:0006109	regulation of carbohydrate metabolic process	5/40	183/18614	4.33E-05	0.000579832	0.000313917	SIRT1/KAT2B/KAT2A/HDAC4/EP300	5
BP	GO:0001975	response to amphetamine	3/40	32/18614	4.37E-05	0.000579832	0.000313917	HDAC9/HDAC6/HDAC2	3
BP	GO:0006346	DNA methylation-dependent heterochromatin formation	3/40	32/18614	4.37E-05	0.000579832	0.000313917	SIRT1/KDM1A/HDAC1	3
BP	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	3/40	32/18614	4.37E-05	0.000579832	0.000313917	MEN1/KAT2B/PLK1	3
BP	GO:0009314	response to radiation	7/40	452/18614	4.43E-05	0.000579832	0.000313917	SIRT1/MEN1/KMT2A/KDM1A/CREBBP/PLK3/EP300	7
BP	GO:0042770	signal transduction in response to DNA damage	5/40	184/18614	4.44E-05	0.000579832	0.000313917	SIRT1/KDM1A/PLK3/PLK2/PLK1	5
BP	GO:0034644	cellular response to UV	4/40	93/18614	4.65E-05	0.000601657	0.000325733	SIRT1/KDM1A/CREBBP/EP300	4
BP	GO:1901987	regulation of cell cycle phase transition	7/40	457/18614	4.75E-05	0.000609115	0.000329771	SIRT2/MEN1/BRD7/BRD4/PLK3/PLK2/PLK1	7
BP	GO:1904030	negative regulation of cyclin-dependent protein kinase activity	3/40	33/18614	4.80E-05	0.000610108	0.000330309	MEN1/KAT2B/PLK1	3
BP	GO:2001020	regulation of response to DNA damage stimulus	6/40	311/18614	4.93E-05	0.000621959	0.000336725	SIRT1/KDM1A/KAT2B/KAT2A/HDAC10/BRD7	6
BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	3/40	34/18614	5.25E-05	0.000642598	0.000347898	MEN1/CREBBP/EP300	3
BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	3/40	34/18614	5.25E-05	0.000642598	0.000347898	MEN1/CREBBP/EP300	3
BP	GO:0002042	cell migration involved in sprouting angiogenesis	4/40	96/18614	5.27E-05	0.000642598	0.000347898	HDAC9/HDAC7/HDAC5/PLK2	4
BP	GO:0046364	monosaccharide biosynthetic process	4/40	96/18614	5.27E-05	0.000642598	0.000347898	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	4/40	97/18614	5.48E-05	0.000663804	0.000359379	MEN1/BRD7/PLK3/PLK2	4
BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	3/40	35/18614	5.74E-05	0.000688212	0.000372594	HDAC9/HDAC7/PLK2	3
BP	GO:0043414	macromolecule methylation	6/40	320/18614	5.78E-05	0.000688212	0.000372594	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:0009416	response to light stimulus	6/40	323/18614	6.08E-05	0.000719028	0.000389277	SIRT1/MEN1/KMT2A/KDM1A/CREBBP/EP300	6
BP	GO:0043255	regulation of carbohydrate biosynthetic process	4/40	101/18614	6.42E-05	0.000753104	0.000407725	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:0043393	regulation of protein binding	5/40	201/18614	6.76E-05	0.00078398	0.000424442	KDM1A/HDAC5/HDAC4/PLK1/EP300	5
BP	GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	3/40	37/18614	6.79E-05	0.00078398	0.000424442	SIRT1/NCOR2/HDAC1	3
BP	GO:0010906	regulation of glucose metabolic process	4/40	103/18614	6.93E-05	0.000792054	0.000428813	SIRT1/KAT2B/KAT2A/EP300	4
BP	GO:0062012	regulation of small molecule metabolic process	6/40	331/18614	6.97E-05	0.000792054	0.000428813	SIRT1/NCOR2/KAT2B/KAT2A/HDAC4/EP300	6
BP	GO:0070482	response to oxygen levels	6/40	333/18614	7.20E-05	0.000812695	0.000439988	SIRT2/SIRT1/HDAC2/CREBBP/PLK3/EP300	6
BP	GO:1901796	regulation of signal transduction by p53 class mediator	4/40	106/18614	7.75E-05	0.000863827	0.00046767	SIRT1/KDM1A/PLK3/EP300	4
BP	GO:1902115	regulation of organelle assembly	5/40	207/18614	7.77E-05	0.000863827	0.00046767	KAT2B/KAT2A/EHMT2/PLK2/PLK1	5
BP	GO:0048545	response to steroid hormone	6/40	339/18614	7.95E-05	0.000877046	0.000474827	SIRT1/NCOR2/KDM1A/HDAC6/HDAC1/EP300	6
BP	GO:0014013	regulation of gliogenesis	4/40	108/18614	8.34E-05	0.000913621	0.000494628	SIRT2/KDM4A/HDAC2/HDAC1	4
BP	GO:0031063	regulation of histone deacetylation	3/40	40/18614	8.60E-05	0.000933336	0.000505302	SIRT1/KAT2B/KAT2A	3
BP	GO:0045132	meiotic chromosome segregation	4/40	109/18614	8.64E-05	0.000933336	0.000505302	TOP2A/EHMT2/TOP2B/PLK1	4
BP	GO:0090287	regulation of cellular response to growth factor stimulus	6/40	345/18614	8.75E-05	0.000938398	0.000508043	SIRT1/MEN1/HDAC2/HDAC1/CREBBP/EP300	6
BP	GO:0009408	response to heat	4/40	110/18614	8.96E-05	0.000953343	0.000516134	SIRT1/HDAC2/CREBBP/EP300	4
BP	GO:0051154	negative regulation of striated muscle cell differentiation	3/40	41/18614	9.26E-05	0.000978834	0.000529934	HDAC5/HDAC4/HDAC3	3
BP	GO:0007099	centriole replication	3/40	42/18614	9.96E-05	0.0010452	0.000565865	KAT2B/KAT2A/PLK2	3
BP	GO:1901990	regulation of mitotic cell cycle phase transition	6/40	357/18614	0.000105601	0.001100745	0.000595936	SIRT2/BRD7/BRD4/PLK3/PLK2/PLK1	6
BP	GO:0010907	positive regulation of glucose metabolic process	3/40	43/18614	0.000106885	0.001106444	0.000599022	SIRT1/KAT2B/KAT2A	3
BP	GO:0010639	negative regulation of organelle organization	6/40	362/18614	0.000113959	0.001169506	0.000633163	TOP2A/KAT2B/KAT2A/HDAC6/EHMT2/PLK1	6
BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3/40	44/18614	0.000114535	0.001169506	0.000633163	SIRT1/KDM1A/EP300	3
BP	GO:0032259	methylation	6/40	365/18614	0.000119221	0.001209125	0.000654612	SIRT1/MEN1/KMT2A/KDM1A/EHMT2/EHMT1	6
BP	GO:1902116	negative regulation of organelle assembly	3/40	45/18614	0.000122534	0.001234384	0.000668287	KAT2B/KAT2A/EHMT2	3
BP	GO:0051101	regulation of DNA binding	4/40	120/18614	0.000125472	0.001255557	0.00067975	SIRT2/KDM1A/HDAC2/EP300	4
BP	GO:0010631	epithelial cell migration	6/40	371/18614	0.000130325	0.00127573	0.000690672	SIRT1/HDAC9/HDAC7/HDAC6/HDAC5/PLK2	6
BP	GO:0010830	regulation of myotube differentiation	3/40	46/18614	0.000130888	0.00127573	0.000690672	HDAC9/HDAC5/HDAC4	3
BP	GO:0098534	centriole assembly	3/40	46/18614	0.000130888	0.00127573	0.000690672	KAT2B/KAT2A/PLK2	3
BP	GO:2000273	positive regulation of signaling receptor activity	3/40	46/18614	0.000130888	0.00127573	0.000690672	HDAC6/HDAC2/HDAC1	3
BP	GO:0010594	regulation of endothelial cell migration	5/40	232/18614	0.000132811	0.001286123	0.000696299	SIRT1/HDAC9/HDAC7/HDAC5/PLK2	5
BP	GO:0090132	epithelium migration	6/40	374/18614	0.000136178	0.001310274	0.000709374	SIRT1/HDAC9/HDAC7/HDAC6/HDAC5/PLK2	6
BP	GO:0071901	negative regulation of protein serine/threonine kinase activity	4/40	123/18614	0.000138029	0.001319626	0.000714437	SIRT1/MEN1/KAT2B/PLK1	4
BP	GO:1902459	positive regulation of stem cell population maintenance	3/40	47/18614	0.000139604	0.001326237	0.000718016	HDAC2/HDAC1/BRD9	3
BP	GO:0010001	glial cell differentiation	5/40	235/18614	0.000141037	0.001331422	0.000720823	SIRT2/KDM4A/HDAC2/HDAC11/HDAC1	5
BP	GO:0090130	tissue migration	6/40	379/18614	0.000146395	0.001373365	0.000743531	SIRT1/HDAC9/HDAC7/HDAC6/HDAC5/PLK2	6
BP	GO:0014075	response to amine	3/40	48/18614	0.000148689	0.001386228	0.000750495	HDAC9/HDAC6/HDAC2	3
