#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BRD4	IWS1	9606.ENSP00000263377	9606.ENSP00000295321	0	0	0	0	0.098	0.292	0	0.217	0.456
BRD4	RBBP5	9606.ENSP00000263377	9606.ENSP00000264515	0	0	0	0	0.067	0.292	0	0.277	0.481
BRD4	EHMT1	9606.ENSP00000263377	9606.ENSP00000417980	0	0	0	0	0.085	0.314	0	0.240	0.482
BRD4	LEO1	9606.ENSP00000263377	9606.ENSP00000299601	0	0	0	0	0.093	0.340	0	0.255	0.515
BRD4	SIN3A	9606.ENSP00000263377	9606.ENSP00000378402	0	0	0	0	0.108	0.305	0	0.293	0.524
BRD4	HCFC1	9606.ENSP00000263377	9606.ENSP00000309555	0	0	0	0	0.219	0.292	0	0.209	0.524
BRD4	MBD3	9606.ENSP00000263377	9606.ENSP00000412302	0	0	0	0	0.067	0.510	0	0.064	0.534
BRD4	MED11	9606.ENSP00000263377	9606.ENSP00000293777	0	0	0	0	0.073	0.510	0	0.069	0.540
BRD4	RBM14	9606.ENSP00000263377	9606.ENSP00000311747	0	0	0	0	0.055	0.510	0	0.091	0.542
BRD4	SUPT6H	9606.ENSP00000263377	9606.ENSP00000319104	0	0	0	0	0.176	0.328	0	0.244	0.546
BRD4	MED27	9606.ENSP00000263377	9606.ENSP00000292035	0	0	0	0	0.067	0.510	0	0.116	0.560
BRD4	GTF2F1	9606.ENSP00000263377	9606.ENSP00000377969	0	0	0	0	0.099	0.510	0	0.088	0.562
BRD4	CHD9	9606.ENSP00000263377	9606.ENSP00000396345	0	0	0	0	0.054	0.553	0	0.089	0.581
BRD4	CDC73	9606.ENSP00000263377	9606.ENSP00000356405	0	0	0	0	0.083	0.510	0	0.166	0.593
BRD4	MED30	9606.ENSP00000263377	9606.ENSP00000297347	0	0	0	0	0.081	0.510	0	0.191	0.604
BRD4	UHRF1	9606.ENSP00000263377	9606.ENSP00000479617	0	0	0	0	0.049	0.510	0	0.220	0.605
BRD4	CTR9	9606.ENSP00000263377	9606.ENSP00000355013	0	0	0	0	0.083	0.510	0	0.207	0.612
BRD4	MED22	9606.ENSP00000263377	9606.ENSP00000482438	0	0	0	0	0.077	0.510	0	0.217	0.615
BRD4	TAF6	9606.ENSP00000263377	9606.ENSP00000399982	0	0	0	0	0.067	0.548	0	0.211	0.638
BRD4	MED24	9606.ENSP00000263377	9606.ENSP00000440100	0	0	0	0	0.097	0.625	0	0.091	0.665
BRD4	RNF2	9606.ENSP00000263377	9606.ENSP00000356480	0	0	0	0	0.046	0.510	0	0.366	0.677
BRD4	MED26	9606.ENSP00000263377	9606.ENSP00000263390	0	0	0	0	0.061	0.510	0	0.370	0.684
BRD4	MTA2	9606.ENSP00000263377	9606.ENSP00000278823	0	0	0	0	0.067	0.625	0	0.182	0.688
BRD4	MED16	9606.ENSP00000263377	9606.ENSP00000325612	0	0	0	0	0.153	0.625	0	0.109	0.692
BRD4	SMARCD1	9606.ENSP00000263377	9606.ENSP00000378414	0	0	0	0	0.062	0.643	0	0.196	0.708
BRD4	SSRP1	9606.ENSP00000263377	9606.ENSP00000278412	0	0	0	0	0.088	0.625	0	0.244	0.719
BRD4	GATAD2B	9606.ENSP00000263377	9606.ENSP00000357644	0	0	0	0	0.166	0.625	0	0.173	0.719
BRD4	RTF1	9606.ENSP00000263377	9606.ENSP00000374280	0	0	0	0	0.166	0.633	0	0.173	0.725
BRD4	TAF1	9606.ENSP00000263377	9606.ENSP00000406549	0	0	0	0.547	0.060	0.399	0	0.572	0.737
BRD4	PWWP2B	9606.ENSP00000263377	9606.ENSP00000306324	0	0	0	0	0.044	0.606	0	0.421	0.762
BRD4	EHMT2	9606.ENSP00000263377	9606.ENSP00000379078	0	0	0	0	0.085	0.314	0	0.673	0.777
BRD4	DNMT1	9606.ENSP00000263377	9606.ENSP00000352516	0	0	0	0	0.055	0.625	0	0.459	0.791
BRD4	MED14	9606.ENSP00000263377	9606.ENSP00000323720	0	0	0	0	0.100	0.735	0	0.263	0.809
BRD4	MED23	9606.ENSP00000263377	9606.ENSP00000357047	0	0	0	0	0.097	0.625	0	0.507	0.818
BRD4	MED1	9606.ENSP00000263377	9606.ENSP00000300651	0	0	0	0	0.142	0.820	0	0.340	0.889
BRD4	HDAC1	9606.ENSP00000263377	9606.ENSP00000362649	0	0	0	0	0.098	0.791	0	0.775	0.954
BRD4	CHD8	9606.ENSP00000263377	9606.ENSP00000495240	0	0	0	0	0.160	0.658	0	0.862	0.957
BRD4	SMARCA4	9606.ENSP00000263377	9606.ENSP00000343896	0	0	0	0	0.117	0.797	0	0.783	0.957
BRD4	BRD3	9606.ENSP00000263377	9606.ENSP00000305918	0	0	0.052	0.945	0.139	0.828	0	0.753	0.960
BRD4	BRD2	9606.ENSP00000263377	9606.ENSP00000378702	0	0	0.058	0.921	0.122	0.803	0	0.794	0.961
BRD4	CHD4	9606.ENSP00000263377	9606.ENSP00000440542	0	0	0	0	0.231	0.849	0	0.915	0.989
BRD4	CDK9	9606.ENSP00000263377	9606.ENSP00000362361	0	0	0	0	0.088	0.911	0	0.999	0.999
BRMS1	MTA2	9606.ENSP00000396052	9606.ENSP00000278823	0	0	0	0	0.058	0	0.500	0.148	0.564
BRMS1	MED23	9606.ENSP00000396052	9606.ENSP00000357047	0	0	0	0	0	0	0	0.421	0.421
BRMS1	GATAD2B	9606.ENSP00000396052	9606.ENSP00000357644	0	0	0	0	0	0	0.500	0	0.499
BRMS1	HDAC1	9606.ENSP00000396052	9606.ENSP00000362649	0	0	0	0	0.069	0.853	0.540	0.900	0.992
BRMS1	OGT	9606.ENSP00000396052	9606.ENSP00000362824	0	0	0	0	0	0	0.540	0.078	0.557
BRMS1	SIN3A	9606.ENSP00000396052	9606.ENSP00000378402	0	0	0	0	0.042	0.810	0.540	0.829	0.983
BRMS1	MBD3	9606.ENSP00000396052	9606.ENSP00000412302	0	0	0	0	0.063	0	0.500	0	0.511
BRMS1	CHD4	9606.ENSP00000396052	9606.ENSP00000440542	0	0	0	0	0.062	0.073	0.500	0.085	0.549
CCNT1	SUPT16H	9606.ENSP00000261900	9606.ENSP00000216297	0	0	0	0	0.105	0.071	0.540	0.285	0.690
CCNT1	PAF1	9606.ENSP00000261900	9606.ENSP00000221265	0	0	0	0	0.156	0.314	0.900	0.149	0.944
CCNT1	MLLT1	9606.ENSP00000261900	9606.ENSP00000252674	0	0	0	0	0.055	0.611	0.900	0.983	0.999
CCNT1	SIN3A	9606.ENSP00000261900	9606.ENSP00000378402	0	0	0	0	0.327	0.067	0	0.145	0.416
CCNT1	IWS1	9606.ENSP00000261900	9606.ENSP00000295321	0	0	0	0	0.226	0	0	0.286	0.424
CCNT1	SMARCA4	9606.ENSP00000261900	9606.ENSP00000343896	0	0	0	0	0.182	0	0	0.333	0.431
CCNT1	CHD4	9606.ENSP00000261900	9606.ENSP00000440542	0	0	0	0	0.186	0.046	0	0.362	0.461
CCNT1	HDAC1	9606.ENSP00000261900	9606.ENSP00000362649	0	0	0	0	0.153	0.088	0	0.366	0.467
CCNT1	TAF1	9606.ENSP00000261900	9606.ENSP00000406549	0	0	0	0	0.159	0.213	0	0.326	0.515
CCNT1	DDX21	9606.ENSP00000261900	9606.ENSP00000346120	0	0	0	0	0.168	0.190	0	0.339	0.516
CCNT1	MED1	9606.ENSP00000261900	9606.ENSP00000300651	0	0	0	0	0.511	0	0	0.122	0.552
CCNT1	TAF5	9606.ENSP00000261900	9606.ENSP00000358854	0	0	0	0	0.049	0	0.500	0.153	0.562
CCNT1	BRD3	9606.ENSP00000261900	9606.ENSP00000305918	0	0	0	0	0.114	0.045	0	0.532	0.570
CCNT1	TAF6	9606.ENSP00000261900	9606.ENSP00000399982	0	0	0	0	0.122	0	0.500	0.173	0.606
CCNT1	MED26	9606.ENSP00000261900	9606.ENSP00000263390	0	0	0	0	0.068	0.328	0	0.434	0.615
CCNT1	SSRP1	9606.ENSP00000261900	9606.ENSP00000278412	0	0	0	0	0.159	0	0.540	0.322	0.715
CCNT1	GTF2F1	9606.ENSP00000261900	9606.ENSP00000377969	0	0	0	0	0.197	0.292	0.500	0.146	0.724
CCNT1	SUPT6H	9606.ENSP00000261900	9606.ENSP00000319104	0	0	0	0	0.108	0.071	0.540	0.428	0.752
CCNT1	NCBP1	9606.ENSP00000261900	9606.ENSP00000364289	0	0	0	0	0.186	0.291	0.500	0.453	0.821
CCNT1	BRD2	9606.ENSP00000261900	9606.ENSP00000378702	0	0	0	0	0.119	0.045	0	0.867	0.878
CCNT1	EAF1	9606.ENSP00000261900	9606.ENSP00000380054	0	0	0	0	0.049	0	0.900	0.388	0.936
CCNT1	RTF1	9606.ENSP00000261900	9606.ENSP00000374280	0	0	0	0	0.272	0.071	0.900	0.293	0.945
CCNT1	LEO1	9606.ENSP00000261900	9606.ENSP00000299601	0	0	0	0	0.108	0.272	0.900	0.403	0.956
CCNT1	CDC73	9606.ENSP00000261900	9606.ENSP00000356405	0	0	0	0	0.305	0.314	0.900	0.325	0.963
CCNT1	CTR9	9606.ENSP00000261900	9606.ENSP00000355013	0	0	0	0	0.253	0.427	0.900	0.269	0.964
CCNT1	ELL	9606.ENSP00000261900	9606.ENSP00000262809	0	0	0	0	0.049	0.328	0.900	0.977	0.998
CCNT1	BRD4	9606.ENSP00000261900	9606.ENSP00000263377	0	0	0	0	0.096	0.874	0	0.999	0.999
CCNT1	CDK9	9606.ENSP00000261900	9606.ENSP00000362361	0	0	0	0	0.128	0.999	0.900	0.999	0.999
CDC73	SUPT16H	9606.ENSP00000356405	9606.ENSP00000216297	0	0	0	0	0.333	0.964	0.540	0.606	0.995
CDC73	PAF1	9606.ENSP00000356405	9606.ENSP00000221265	0	0	0	0	0.145	0.998	0.900	0.832	0.999
CDC73	MLLT1	9606.ENSP00000356405	9606.ENSP00000252674	0	0	0	0	0.063	0.334	0.900	0.238	0.946
CDC73	CCNT1	9606.ENSP00000356405	9606.ENSP00000261900	0	0	0	0	0.305	0.314	0.900	0.325	0.963
CDC73	SETD1A	9606.ENSP00000356405	9606.ENSP00000262519	0	0	0	0	0.080	0.108	0	0.488	0.543
CDC73	ELL	9606.ENSP00000356405	9606.ENSP00000262809	0	0	0	0	0.049	0	0.900	0.224	0.919
CDC73	BRD4	9606.ENSP00000356405	9606.ENSP00000263377	0	0	0	0	0.083	0.510	0	0.166	0.593
CDC73	MED26	9606.ENSP00000356405	9606.ENSP00000263390	0	0	0	0	0.049	0.313	0	0.249	0.466
CDC73	RBBP5	9606.ENSP00000356405	9606.ENSP00000264515	0	0	0	0	0.175	0.334	0	0.479	0.689
CDC73	SSRP1	9606.ENSP00000356405	9606.ENSP00000278412	0	0	0	0	0.257	0.866	0.540	0.397	0.968
CDC73	IWS1	9606.ENSP00000356405	9606.ENSP00000295321	0	0	0	0	0.291	0.507	0	0.295	0.732
CDC73	LEO1	9606.ENSP00000356405	9606.ENSP00000299601	0	0	0	0	0.335	0.997	0.900	0.999	0.999
CDC73	SUPT6H	9606.ENSP00000356405	9606.ENSP00000319104	0	0	0	0	0.224	0.911	0.540	0.602	0.985
CDC73	MED14	9606.ENSP00000356405	9606.ENSP00000323720	0	0	0	0	0.333	0.164	0	0	0.419
CDC73	SMARCA4	9606.ENSP00000356405	9606.ENSP00000343896	0	0	0	0	0.256	0	0	0.299	0.456
CDC73	CTR9	9606.ENSP00000356405	9606.ENSP00000355013	0	0	0	0	0.423	0.997	0.900	0.999	0.999
CDC73	EHMT2	9606.ENSP00000356405	9606.ENSP00000379078	0	0	0	0	0.067	0.341	0	0.122	0.413
CDC73	GTF2F1	9606.ENSP00000356405	9606.ENSP00000377969	0	0	0	0	0.180	0.248	0	0.133	0.419
CDC73	CHD8	9606.ENSP00000356405	9606.ENSP00000495240	0	0	0	0	0.335	0.110	0	0.235	0.507
CDC73	CHD4	9606.ENSP00000356405	9606.ENSP00000440542	0	0	0	0	0.267	0.338	0	0.137	0.545
CDC73	NCBP1	9606.ENSP00000356405	9606.ENSP00000364289	0	0	0	0	0.406	0.069	0.500	0	0.699
CDC73	HDAC1	9606.ENSP00000356405	9606.ENSP00000362649	0	0	0	0	0.340	0.071	0.500	0.161	0.708
CDC73	EAF1	9606.ENSP00000356405	9606.ENSP00000380054	0	0	0	0	0.053	0	0.900	0	0.901
CDC73	CDK9	9606.ENSP00000356405	9606.ENSP00000362361	0	0	0	0	0.108	0.428	0.900	0.539	0.973
CDC73	RTF1	9606.ENSP00000356405	9606.ENSP00000374280	0	0	0	0	0.260	0.995	0.900	0.997	0.999
CDK9	SUPT16H	9606.ENSP00000362361	9606.ENSP00000216297	0	0	0	0	0.067	0.328	0.540	0.676	0.894
CDK9	PAF1	9606.ENSP00000362361	9606.ENSP00000221265	0	0	0	0	0.142	0.630	0.900	0.203	0.971
CDK9	MED31	9606.ENSP00000362361	9606.ENSP00000225728	0	0	0	0	0	0.095	0.540	0.220	0.647
CDK9	SPI1	9606.ENSP00000362361	9606.ENSP00000227163	0	0	0	0	0	0	0	0.529	0.529
CDK9	MED17	9606.ENSP00000362361	9606.ENSP00000251871	0	0	0	0	0.140	0.094	0.540	0.204	0.676
CDK9	MLLT1	9606.ENSP00000362361	9606.ENSP00000252674	0	0	0	0	0.059	0.877	0.900	0.963	0.999
CDK9	MED4	9606.ENSP00000362361	9606.ENSP00000258648	0	0	0	0	0.163	0.095	0.540	0.123	0.653
CDK9	CCNT1	9606.ENSP00000362361	9606.ENSP00000261900	0	0	0	0	0.128	0.999	0.900	0.999	0.999
CDK9	SETD1A	9606.ENSP00000362361	9606.ENSP00000262519	0	0	0	0	0.064	0	0	0.443	0.456
CDK9	ELL	9606.ENSP00000362361	9606.ENSP00000262809	0	0	0	0	0.074	0.537	0.900	0.949	0.997
CDK9	BRD4	9606.ENSP00000362361	9606.ENSP00000263377	0	0	0	0	0.088	0.911	0	0.999	0.999
CDK9	MED26	9606.ENSP00000362361	9606.ENSP00000263390	0	0	0	0	0.082	0.301	0.540	0.536	0.845
CDK9	SSRP1	9606.ENSP00000362361	9606.ENSP00000278412	0	0	0	0	0.091	0.292	0.540	0.353	0.782
CDK9	MED27	9606.ENSP00000362361	9606.ENSP00000292035	0	0	0	0	0.082	0	0.540	0.155	0.612
CDK9	MED11	9606.ENSP00000362361	9606.ENSP00000293777	0	0	0	0	0.099	0.095	0.540	0.193	0.656
CDK9	IWS1	9606.ENSP00000362361	9606.ENSP00000295321	0	0	0	0	0.083	0	0	0.518	0.539
CDK9	MED30	9606.ENSP00000362361	9606.ENSP00000297347	0	0	0	0	0.139	0.095	0.540	0.175	0.665
CDK9	LEO1	9606.ENSP00000362361	9606.ENSP00000299601	0	0	0	0	0.083	0.114	0.900	0.573	0.960
CDK9	MED1	9606.ENSP00000362361	9606.ENSP00000300651	0	0	0	0	0.097	0.994	0.540	0.254	0.997
CDK9	BRD3	9606.ENSP00000362361	9606.ENSP00000305918	0	0	0	0	0.096	0.068	0	0.603	0.637
CDK9	SUPT6H	9606.ENSP00000362361	9606.ENSP00000319104	0	0	0	0	0.075	0	0.540	0.610	0.819
CDK9	MED14	9606.ENSP00000362361	9606.ENSP00000323720	0	0	0	0	0.098	0.095	0.540	0.232	0.673
CDK9	MED16	9606.ENSP00000362361	9606.ENSP00000325612	0	0	0	0	0.075	0.095	0.540	0.138	0.623
CDK9	DDX21	9606.ENSP00000362361	9606.ENSP00000346120	0	0	0	0	0.075	0.608	0	0.569	0.830
CDK9	CTR9	9606.ENSP00000362361	9606.ENSP00000355013	0	0	0	0	0.082	0.294	0.900	0.529	0.965
CDK9	CDC73	9606.ENSP00000362361	9606.ENSP00000356405	0	0	0	0	0.108	0.428	0.900	0.539	0.973
CDK9	MED23	9606.ENSP00000362361	9606.ENSP00000357047	0	0	0	0	0.163	0.095	0.540	0.573	0.831
CDK9	TAF5	9606.ENSP00000362361	9606.ENSP00000358854	0	0	0	0	0.049	0	0.500	0.166	0.568
CDK9	HDAC1	9606.ENSP00000362361	9606.ENSP00000362649	0	0	0	0	0.097	0	0	0.412	0.446
CDK9	TAF6	9606.ENSP00000362361	9606.ENSP00000399982	0	0	0	0	0.131	0	0.500	0.203	0.623
CDK9	MED24	9606.ENSP00000362361	9606.ENSP00000440100	0	0	0	0	0.122	0.095	0.540	0.135	0.641
CDK9	NCBP1	9606.ENSP00000362361	9606.ENSP00000364289	0	0	0	0	0.128	0	0.500	0.243	0.641
CDK9	MED22	9606.ENSP00000362361	9606.ENSP00000482438	0	0	0	0	0.140	0	0.540	0.242	0.674
CDK9	GTF2F1	9606.ENSP00000362361	9606.ENSP00000377969	0	0	0	0	0.131	0.618	0.500	0.187	0.847
CDK9	BRD2	9606.ENSP00000362361	9606.ENSP00000378702	0	0	0	0	0.087	0.068	0	0.898	0.906
CDK9	RTF1	9606.ENSP00000362361	9606.ENSP00000374280	0	0	0	0	0.088	0	0.900	0.375	0.938
CDK9	EAF1	9606.ENSP00000362361	9606.ENSP00000380054	0	0	0	0	0.086	0.292	0.900	0.351	0.952
CHD1L	SUPT16H	9606.ENSP00000358262	9606.ENSP00000216297	0	0	0	0	0.143	0.684	0	0.274	0.786
CHD1L	PARP2	9606.ENSP00000358262	9606.ENSP00000250416	0	0	0	0	0.085	0.632	0.500	0.492	0.903
CHD1L	BRD4	9606.ENSP00000358262	9606.ENSP00000263377	0	0	0	0	0.076	0.354	0	0.144	0.445
