ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	49/877	184/10899	2.44667460616925e-14	1.47545116467685e-12	1.24853189285067e-12	EBNA1BP2/RPL26L1/RPS25/WDR18/RPS20/RPS5/RPL36AL/RPS12/RPS28/RPL32/RPL19/RPP25/RPS26/RPS15A/RPS27/EXOSC5/RPL34/RPS27A/RPS3/RPL35/RPLP1/RPS4Y1/IMP3/RRP7A/RPS24/RPL21/UBA52/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/PES1/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RRP1/RPL13A/PELP1/EXOSC4/RPL26/BOP1/SENP3	49
R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	37/877	112/10899	2.56673475577617e-14	1.48335879427564e-12	1.25522335644317e-12	CDKN2D/ANAPC15/H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/RPS27A/CDKN2A/UBA52/FOS/H2BC7/H3C3/UBE2S/H2BC9/H4C2/H4C4/H4C6/H2BC21/ANAPC2/H4C13/H2BC3/FZR1/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	37
R-HSA-69002	DNA Replication Pre-Initiation	45/877	160/10899	3.30546567067961e-14	1.83387235409305e-12	1.55182914644537e-12	ANAPC15/PSMC5/H2AX/H2AC14/PSME2/H2AC8/H3C11/POLE4/H2AJ/PSMA4/H2AC20/PSMD13/H4C5/RPS27A/PSMD4/PSMB6/PSMB8/PSMB3/UBA52/PSMB10/H2BC7/POLA2/H3C3/UBE2S/H2BC9/H4C2/H4C4/H4C6/H2BC21/ANAPC2/H4C13/H2BC3/FZR1/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	45
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	28/877	67/10899	4.20538417429609e-14	2.2434107114418e-12	1.89838192483407e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	28
R-HSA-8868773	rRNA processing in the nucleus and cytosol	50/877	194/10899	5.37475777969194e-14	2.76103297793805e-12	2.33639568201034e-12	EBNA1BP2/RPL26L1/RPS25/WDR18/RPS20/RPS5/RPL36AL/RPS12/RPS28/RPL32/RPL19/RPP25/RPS26/RPS15A/RPS27/EXOSC5/RPL34/RPS27A/RPS3/RPL35/RPLP1/RPS4Y1/IMP3/RRP7A/RPS24/RPL21/UBA52/TSR3/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/PES1/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RRP1/RPL13A/PELP1/EXOSC4/RPL26/BOP1/SENP3	50
R-HSA-9710421	Defective pyroptosis	29/877	73/10899	7.19287790095889e-14	3.56304344593928e-12	3.01505972164254e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/POLA2/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	29
R-HSA-68616	Assembly of the ORC complex at the origin of replication	28/877	69/10899	1.02867494055969e-13	4.9199039398493e-12	4.16323977758279e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	28
R-HSA-2299718	Condensation of Prophase Chromosomes	29/877	74/10899	1.09368141312545e-13	5.05645373334999e-12	4.27878868643816e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/NCAPH2/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	29
R-HSA-168273	Influenza Viral RNA Transcription and Replication	40/877	135/10899	1.36984399122592e-13	6.12894714783984e-12	5.18633633350391e-12	RPL26L1/RPS25/RPS20/POLR2I/RPS5/RPL36AL/RPS12/RPS28/RPL32/POLR2L/RPL19/RPS26/RPS15A/RPS27/RPL34/RPS27A/RPS3/NUP210/RPL35/RPLP1/RPS4Y1/RPS24/RPL21/UBA52/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RPL13A/RPL26	40
R-HSA-9616222	Transcriptional regulation of granulopoiesis	32/877	90/10899	1.43302458997136e-13	6.21126595715711e-12	5.25599479545416e-12	H2AX/CSF3R/H2AC14/H2AC8/E2F1/H3C11/H2AJ/H2AC20/H4C5/H2BC7/RXRA/H3C3/H2BC9/H4C2/CEBPE/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	32
R-HSA-2408522	Selenoamino acid metabolism	37/877	118/10899	1.62790551078855e-13	6.84213619231432e-12	5.7898393764888e-12	RPL26L1/RPS25/RPS20/RPS5/RPL36AL/RPS12/RPS28/RPL32/RPL19/RPS26/RPS15A/RPS27/RPL34/RPS27A/RPS3/RPL35/RPLP1/RPS4Y1/RPS24/RPL21/UBA52/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RPL13A/RPL26	37
R-HSA-8939236	RUNX1 regulates transcription of genes involved in differentiation of HSCs	39/877	130/10899	1.78000937832244e-13	7.26139119921537e-12	6.14461441742886e-12	PSMC5/H2AX/H2AC14/PSME2/H2AC8/H3C11/H2AJ/PSMA4/H2AC20/PSMD13/H4C5/RPS27A/PSMD4/PSMB6/PSMB8/PSMB3/UBA52/PSMB10/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	39
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	32/877	91/10899	2.04357807995374e-13	8.09840799113098e-12	6.8529009297697e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/TCF7L1/H3C3/H2BC9/H4C2/KMT2D/H4C4/TCF7/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/BCL9L/H2BC14	32
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	29/877	76/10899	2.46519197847116e-13	9.49783687260971e-12	8.03710250291035e-12	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/CHD4/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	29
R-HSA-1912408	Pre-NOTCH Transcription and Translation	32/877	93/10899	4.08393312863745e-13	1.53092304038382e-11	1.29547238646679e-11	H2AX/H2AC14/H2AC8/E2F1/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/TNRC6C/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/CCND1/NOTCH1/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	32
R-HSA-72312	rRNA processing	50/877	204/10899	4.40344003053169e-13	1.60725561114407e-11	1.36006527258804e-11	EBNA1BP2/RPL26L1/RPS25/WDR18/RPS20/RPS5/RPL36AL/RPS12/RPS28/RPL32/RPL19/RPP25/RPS26/RPS15A/RPS27/EXOSC5/RPL34/RPS27A/RPS3/RPL35/RPLP1/RPS4Y1/IMP3/RRP7A/RPS24/RPL21/UBA52/TSR3/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/PES1/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RRP1/RPL13A/PELP1/EXOSC4/RPL26/BOP1/SENP3	50
R-HSA-376176	Signaling by ROBO receptors	52/877	218/10899	4.6959268382832e-13	1.67006423710226e-11	1.41321414971276e-11	PSMC5/PSME2/RPL26L1/RPS25/CXCR4/PSMA4/RPS20/RPS5/RPL36AL/RPS12/PSMD13/RPS28/RPL32/RPL19/RPS26/RPS15A/RPS27/RPL34/RPS27A/RPS3/RPL35/RPLP1/PSMD4/PSMB6/RPS4Y1/PSMB8/PSMB3/RPS24/RPL21/UBA52/RPL28/RPLP0/RPS9/RPSA/PSMB10/RPL8/RPLP2/RPL13/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/ELOB/RPL13A/RPL26/NTN1/LHX4/PAK6/SRGAP3	52
R-HSA-9610379	HCMV Late Events	36/877	116/10899	4.93000859495599e-13	1.70948048030099e-11	1.44656831141472e-11	H2AC16/H2AC14/H2AC8/H3C11/H2AC12/H2AC20/H2AC11/H4C5/CHMP2A/NUP210/H2BC7/H2AC21/H2BC18/H3C3/H2BC9/H4C2/H2AC13/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/CEBPD/H2AC15/H2BC4/H2BC14	36
R-HSA-212300	PRC2 methylates histones and DNA	28/877	73/10899	5.49335771108305e-13	1.85836271835907e-11	1.57255297762711e-11	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	28
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	29/877	80/10899	1.14043179396012e-12	3.76614023386353e-11	3.18692092798378e-11	H2AX/H2AC14/H2AC8/H2AJ/H1-5/H1-4/H1-3/H2AC20/H1-2/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H2BC10/H4C9/H2BC11/H4C3/UBN1/H4C1/H2AC4/EP400/H2BC17/H2BC4/H2BC14	29
R-HSA-168255	Influenza Infection	42/877	156/10899	1.20789960772511e-12	3.80762899071528e-11	3.22202885792702e-11	CLTA/RPL26L1/RPS25/RPS20/POLR2I/RPS5/RPL36AL/RPS12/RPS28/RPL32/POLR2L/RPL19/RPS26/RPS15A/RPS27/RPL34/RPS27A/RPS3/NUP210/RPL35/RPLP1/RPS4Y1/ISG15/RPS24/RPL21/UBA52/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/RPL13A/RPL26	42
R-HSA-9711097	Cellular response to starvation	42/877	156/10899	1.20789960772511e-12	3.80762899071528e-11	3.22202885792702e-11	RPL26L1/RPS25/RPS20/LAMTOR1/RPS5/RPL36AL/RPS12/RPS28/RPL32/RPL19/RPS26/RPS15A/RPS27/RPL34/RPS27A/RPS3/RPL35/RPLP1/RPS4Y1/RPS24/RPL21/ATP6V0E1/UBA52/RPL28/RPLP0/RPS9/RPSA/RPL8/RPLP2/RPL13/DDIT3/RPL36/RPL38/RPL39/RPL27A/RPS19/RPS21/RPL18/LAMTOR4/RPL13A/RPL26/SZT2	42
R-HSA-73772	RNA Polymerase I Promoter Escape	31/877	91/10899	1.29487778885272e-12	3.99110109586383e-11	3.37728358963926e-11	H2AX/H2AC14/H2AC8/H3C11/H2AJ/H2AC20/H4C5/POLR2L/POLR1H/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/GTF2H4/H2BC17/H2BC4/H2BC14	31
R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine	25/877	61/10899	1.67087660309441e-12	4.82813718435821e-11	4.08558643081198e-11	H2AX/H2AC14/H2AC8/H2AJ/H2AC20/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/NTHL1/H2BC10/H4C9/H2BC11/H4C3/NEIL1/H4C1/H2AC4/H2BC17/H2BC4/H2BC14	25
R-HSA-110329	Cleavage of the damaged pyrimidine 	25/877	61/10899	1.67087660309441e-12	4.82813718435821e-11	4.08558643081198e-11	H2AX/H2AC14/H2AC8/H2AJ/H2AC20/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/NTHL1/H2BC10/H4C9/H2BC11/H4C3/NEIL1/H4C1/H2AC4/H2BC17/H2BC4/H2BC14	25
R-HSA-73928	Depyrimidination	25/877	61/10899	1.67087660309441e-12	4.82813718435821e-11	4.08558643081198e-11	H2AX/H2AC14/H2AC8/H2AJ/H2AC20/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/NTHL1/H2BC10/H4C9/H2BC11/H4C3/NEIL1/H4C1/H2AC4/H2BC17/H2BC4/H2BC14	25
R-HSA-171306	Packaging Of Telomere Ends	23/877	52/10899	1.88812055838309e-12	5.34453717240274e-11	4.52256589172319e-11	H2AX/H2AC14/H2AC8/H2AJ/H2AC20/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/H2BC10/H4C9/H2BC11/H4C3/H4C1/H2AC4/H2BC17/H2BC4/H2BC14	23
R-HSA-73929	Base-Excision Repair, AP Site Formation	25/877	63/10899	3.96987729039334e-12	1.10124396035511e-10	9.31876458692331e-11	H2AX/H2AC14/H2AC8/H2AJ/H2AC20/H4C5/H2BC7/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/NTHL1/H2BC10/H4C9/H2BC11/H4C3/NEIL1/H4C1/H2AC4/H2BC17/H2BC4/H2BC14	25
R-HSA-2559580	Oxidative Stress Induced Senescence	36/877	125/10899	5.85468256811348e-12	1.59224406313204e-10	1.34736244859578e-10	CDKN2D/H2AX/H2AC14/H2AC8/E2F1/H3C11/H2AJ/H2AC20/H4C5/RPS27A/CDKN2A/UBA52/E2F2/FOS/H2BC7/H3C3/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/H2BC3/TNRC6C/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H2AC4/H3C13/H2BC17/H2BC4/H2BC14	36
