ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	32/1663	134/18903	1.34885333458509e-07	6.97111927919658e-05	6.18278227049051e-05	RINT1/SEC23A/TRAPPC8/LMAN1/MIA2/TFG/MIA3/TMED2/USO1/NRBP1/SEC23IP/ARCN1/SEC22B/TMED4/CREB3L2/VAMP7/COPB1/SEC24A/TRAPPC11/SEC24D/VAPA/TRIP11/SEC31A/TMED7/SEC23B/WHAMMP3/SEC24B/COPB2/KLHL12/ERGIC2/RAB1A/TMED10	32
BP	GO:0007098	centrosome cycle	32/1663	135/18903	1.62068837396944e-07	7.09773066073246e-05	6.29507565891931e-05	XPO1/BRCA1/CCP110/USP33/CEP135/BRCA2/PPP1R12A/CEP152/TRIM37/CDK1/SLC16A1/CKAP5/PLK4/PDCD6IP/VPS4B/STIL/ROCK2/SIRT1/AURKA/KIF3A/CHORDC1/NDEL1/CEP120/HAUS3/SASS6/POC1B/PDE4DIP/CEP76/MDM1/CHMP1B/CCNL1/PARD6B	32
BP	GO:0070646	protein modification by small protein removal	38/1663	176/18903	1.62305186613055e-07	7.09773066073246e-05	6.29507565891931e-05	DESI2/BRCA1/USP33/SENP1/OTUD6B/USP9X/TAF2/USP10/CDK1/TAF5/USP28/USP25/USP8/USP48/STAMBP/ABRAXAS1/BRCC3/USP47/USP44/WDR48/USP9Y/USP16/ABRAXAS2/USP1/ZRANB1/MINDY3/USP51/USP34/SENP7/USP40/COPS2/BARD1/USP15/SENP2/USP38/SUPT3H/STAMBPL1/USP53	38
BP	GO:0051298	centrosome duplication	22/1663	74/18903	2.13921934466409e-07	8.68675855315384e-05	7.70440651198572e-05	XPO1/BRCA1/CCP110/USP33/CEP135/BRCA2/CEP152/TRIM37/CKAP5/PLK4/PDCD6IP/VPS4B/STIL/ROCK2/SIRT1/CHORDC1/CEP120/SASS6/POC1B/CEP76/MDM1/CHMP1B	22
BP	GO:0000209	protein polyubiquitination	47/1663	246/18903	2.95644701430208e-07	0.000112049341842049	9.93781136737332e-05	UBE2Q2/TRIP12/RNF6/BRCA1/TNKS2/UBE2E1/UBE3A/TTC3/HECTD1/DDX3X/RNF19A/BTRC/TRIM5/RNF20/TOPORS/UBR5/RNF4/NEDD4/ANKIB1/FBXO22/MARCHF7/ZFP91/CBFB/FBXW11/UBE4A/RNF146/LNPEP/MKRN2/KLHL20/BIRC2/TRIM32/CDC23/SKP2/NPEPPS/BARD1/UBE2N/TPP2/UBE2V1/FBXO28/PTPN22/WWP1/MARCHF5/RFFL/PELI1/HACE1/KBTBD7/UBE2E2	47
BP	GO:0010948	negative regulation of cell cycle process	56/1663	318/18903	3.8679996641862e-07	0.000135435366582153	0.00012011950301875	BUB1B/PTPN11/RINT1/BRCA1/CCP110/BRCA2/TRIM37/RAD21/TTK/LIF/CDC73/CDK1/WAC/XPC/TAOK3/CRLF3/CDKN1B/ACVR1/TP53BP1/USP28/NABP1/EIF2AK4/RB1/WEE1/NSUN2/ABRAXAS1/BRCC3/TRIP13/CDCA8/PRKDC/USP47/USP44/DLG1/MSH2/RBL2/CENPF/WAPL/TOM1L1/BUB1/SPDL1/DNA2/TPR/ZNF655/E2F8/EZH2/CCNG1/SLFN11/ATR/BARD1/TOPBP1/CDC5L/MDM1/E2F7/CRY1/FBXO5/GPNMB	56
BP	GO:0035459	vesicle cargo loading	14/1663	34/18903	4.04995819155074e-07	0.000135435366582153	0.00012011950301875	SEC23A/MIA2/AP3B1/MIA3/TMED2/AP3M1/AP3M2/SEC24A/SEC24D/SEC31A/SEC23B/SEC24B/RAB1A/TMED10	14
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	72/1663	450/18903	4.47863828235332e-07	0.000135883932903257	0.000120517342703624	XPO1/TRIP12/TLK2/CANX/FBXW7/DNAJC18/UFL1/KIF14/USP9X/HECTD1/RCHY1/RNF19A/ERLIN1/LTN1/PCNP/FAF2/BAG5/BTRC/WAC/NEMF/EDEM3/TOPORS/RNF4/SDCBP/PPP2CB/NEDD4/ANKIB1/FBXO22/DNAJB9/SIRT1/AURKA/OGT/RAD23B/USP44/ASCC3/GLMN/ZYG11B/CCDC47/FBXW11/UBE4A/CUL5/MKRN2/KLHL20/RNF103/STT3B/BIRC2/UBXN4/SOCS4/DNAJB14/CD2AP/CDC23/KLHDC10/SKP2/COP1/ERLEC1/FAM8A1/CSNK1A1/KCTD5/SPOPL/SOCS5/FBXO33/PSMD10/WWP1/APPBP2/NFE2L2/UBQLN2/FBXL3/RFFL/DAB2/PELI1/HACE1/KBTBD7	72
BP	GO:0006282	regulation of DNA repair	42/1663	212/18903	4.54141552359169e-07	0.000135883932903257	0.000120517342703624	PPP4R3B/DEK/TRIP12/BRCA1/RAD51AP1/PPP4R2/TAF2/TAF5/KAT7/FIGNL1/MORF4L2/ARID2/SMARCA2/UBR5/SMCHD1/TP53BP1/RADX/EPC2/ABRAXAS1/BRCC3/SETD2/SIRT1/PRKDC/RIF1/PARP9/POLQ/WDR48/MEAF6/USP1/PARG/ACTL6A/USP51/MORF4L1/SPIRE1/ATR/BARD1/UBE2N/SLF1/ING3/UBE2V1/SUPT3H/YEATS4	42
BP	GO:0006893	Golgi to plasma membrane transport	19/1663	60/18903	4.80815522384007e-07	0.000136671812237654	0.000121216123801021	RABEP1/NSF/GOLPH3L/RAB31/ARFGEF2/EXOC5/ATP2C1/GOLGA4/EXOC6/CNST/BLZF1/LYPLA1/STXBP6/PREPL/GOLGA7/ACSL3/EXOC1/GOLPH3/BBS2	19
BP	GO:1901987	regulation of cell cycle phase transition	72/1663	453/18903	5.79338096446371e-07	0.000152185043320777	0.000134975023377591	BUB1B/PTPN11/ANLN/ADAM17/RINT1/BRCA1/FBXW7/BRCA2/KIF14/CENPE/DDX3X/RAD21/TTK/CDC73/CDK1/WAC/XPC/TAOK3/APPL2/CRLF3/ARID2/SMARCA2/CDKN1B/APPL1/ACVR1/ATAD5/TP53BP1/USP28/NABP1/EIF2AK4/RB1/WEE1/VPS4B/NSUN2/STIL/ABRAXAS1/BRCC3/AURKA/TRIP13/CDCA8/PRKDC/USP47/USP44/DLG1/MSH2/CDK7/RBL2/CENPF/SIN3A/KMT2E/BUB1/SPDL1/DNA2/ACTL6A/TPR/ZNF655/CDC23/EZH2/CCNG1/SASS6/SLFN11/ATR/BARD1/TOPBP1/CDC5L/FAM83D/ANXA1/E2F7/CRY1/FBXO5/GPNMB/UBE2E2	72
BP	GO:0072665	protein localization to vacuole	22/1663	78/18903	5.8893068655358e-07	0.000152185043320777	0.000134975023377591	GCC2/STAM/GNPTAB/VPS41/SORT1/AP3B1/VPS13A/STAM2/NCOA4/ZFYVE16/AP3M1/M6PR/VPS36/NEDD4/ROCK2/RTN4/LAMP2/VPS13C/RAB7A/LMBRD1/KICS2/SNX16	22
BP	GO:0006301	postreplication repair	14/1663	35/18903	6.20420513281255e-07	0.000153351766000171	0.000136009805886371	REV3L/BRCA1/RCHY1/POLK/USP10/REV1/ZBTB1/MSH2/USP1/SPRTN/UBE2N/POLE2/UBE2V1/POLI	14
BP	GO:0006302	double-strand break repair	53/1663	300/18903	7.09912740059917e-07	0.000168160580301693	0.000149143948459956	SMARCAD1/SMC6/PPP4R3B/DEK/TRIP12/REV3L/RMI1/BRCA1/RAD51AP1/PPP4R2/BRCA2/SMC5/LIG4/RAD21/RECQL/FIGNL1/MORF4L2/ARID2/SMARCA2/UBR5/SMCHD1/ERCC5/TP53BP1/NABP1/ESCO2/RADX/EPC2/ABRAXAS1/BRCC3/SETD2/TRIP13/PRKDC/RIF1/PARP9/MSH2/POLQ/WDR48/MMS22L/MEAF6/PARP2/DNA2/ACTL6A/USP51/DCLRE1A/MORF4L1/SPIRE1/ATR/UBE2N/SLF1/ING3/APTX/PALB2/YEATS4	53
BP	GO:0016579	protein deubiquitination	34/1663	158/18903	7.753974096422e-07	0.000176325370952636	0.000156385414407837	DESI2/BRCA1/USP33/OTUD6B/USP9X/TAF2/USP10/CDK1/TAF5/USP28/USP25/USP8/USP48/STAMBP/ABRAXAS1/BRCC3/USP47/USP44/WDR48/USP9Y/USP16/ABRAXAS2/USP1/ZRANB1/MINDY3/USP51/USP34/USP40/BARD1/USP15/USP38/SUPT3H/STAMBPL1/USP53	34
BP	GO:0007059	chromosome segregation	63/1663	382/18903	8.10882250727104e-07	0.000177302522899369	0.000157252064007402	TLK1/SMARCAD1/SMC6/BUB1B/TOP1/RMI1/BRCA1/TLK2/FBXW7/SMC4/AGO4/KIF14/USP9X/SMC5/CENPE/DDX3X/RAD21/TTK/STAG2/PUM2/TOP2A/ARID2/SMARCA2/ESCO2/PRC1/PDS5A/RB1/MAPRE1/KNL1/VPS4B/KIF23/ABRAXAS1/SRPK1/TRIP13/CCNE2/CDCA8/SMC3/USP44/CHAMP1/CENPF/SMC1B/KIF4A/NDEL1/ABRAXAS2/WAPL/BUB1/SPDL1/SMC2/ACTL6A/PDS5B/TPR/ECT2/CDC23/KIF18A/CENPK/CENPC/SLF1/CENPQ/CHMP1B/GEM/FAM83D/NUP37/FBXO5	63
BP	GO:0006260	DNA replication	51/1663	286/18903	8.57359624733328e-07	0.000180521832096628	0.000160107313936555	DDX21/TOP1/REV3L/RMI1/BRCA1/BRCA2/SRPK2/POLK/LIG4/RFC1/SUPT16H/CDK1/REV1/KAT7/RECQL/ATAD5/BAZ1A/ZMPSTE24/ESCO2/PDS5A/RBBP6/NOC3L/CCNE2/SMC3/POLE3/CCDC88A/POLQ/ORC2/SIN3A/MMS22L/MEAF6/WAPL/ATF1/ZBTB38/DNA2/ACTL6A/E2F8/LPIN1/CHRAC1/SLFN11/ATR/BARD1/JADE3/TOPBP1/POLE2/MGME1/RFC3/POLI/RBBP4/E2F7/FBXO5	51
BP	GO:1901988	negative regulation of cell cycle phase transition	49/1663	272/18903	1.02915481972346e-06	0.000208955183933138	0.000185325247611856	BUB1B/PTPN11/RINT1/BRCA1/BRCA2/RAD21/TTK/CDC73/CDK1/WAC/XPC/TAOK3/CRLF3/CDKN1B/ACVR1/TP53BP1/USP28/NABP1/EIF2AK4/RB1/WEE1/NSUN2/ABRAXAS1/BRCC3/TRIP13/CDCA8/PRKDC/USP47/USP44/DLG1/MSH2/RBL2/CENPF/BUB1/SPDL1/DNA2/TPR/ZNF655/EZH2/CCNG1/SLFN11/ATR/BARD1/TOPBP1/CDC5L/E2F7/CRY1/FBXO5/GPNMB	49
BP	GO:0140694	non-membrane-bounded organelle assembly	63/1663	386/18903	1.16831584872224e-06	0.000218309724815713	0.000193621919523634	TUBB1/PRKAR1A/ANLN/BRCA1/KIF2A/CCP110/ITGB1/CEP135/CEP152/TRIM37/LSM14A/CENPE/DDX3X/G3BP1/CLASP2/SQLE/STAG2/PUM2/C9orf72/G3BP2/DDX6/NEK7/RNF4/CNOT6L/PRC1/PLK4/DHX29/MAPRE1/VPS4B/NGRN/KIF23/STIL/ABRAXAS1/AURKA/TUBGCP4/CDCA8/PRKDC/SMC3/PATL1/TOGARAM1/MAPRE2/CENPF/KIF4A/ABRAXAS2/TIA1/CEP97/TPR/CENPK/ASPM/CEP120/HAUS3/SASS6/CENPC/POC1B/PLS1/GPSM2/CEP76/MDM1/CHMP1B/FBXO5/SH3PXD2B/SBDS/CFL2	63
BP	GO:0006913	nucleocytoplasmic transport	56/1663	329/18903	1.19043121711295e-06	0.000218309724815713	0.000193621919523634	XPO1/PTPN11/UHMK1/IPO7/FYTTD1/WASHC4/PPP1R12A/KPNA3/RSRC1/UFM1/CTDSPL2/IPO5/NXT2/IPO8/CDK1/HSP90AA1/NEMF/APPL2/APPL1/RAB23/UBR5/STRADB/JAK2/PPP1CC/NEDD4/NUP153/FBXO22/NSUN2/NUP160/SETD2/LSG1/RANBP2/RGPD8/RANBP6/ABCE1/YWHAE/NUP58/NMD3/THOC2/TPR/HHEX/ECT2/NUP205/TNPO1/BARD1/SDAD1/NUP42/NUP62CL/DUSP16/RGPD2/ANGPT1/MALT1/AHCTF1/ZC3H11B/TXNIP/NUP37	56
BP	GO:0051169	nuclear transport	56/1663	329/18903	1.19043121711295e-06	0.000218309724815713	0.000193621919523634	XPO1/PTPN11/UHMK1/IPO7/FYTTD1/WASHC4/PPP1R12A/KPNA3/RSRC1/UFM1/CTDSPL2/IPO5/NXT2/IPO8/CDK1/HSP90AA1/NEMF/APPL2/APPL1/RAB23/UBR5/STRADB/JAK2/PPP1CC/NEDD4/NUP153/FBXO22/NSUN2/NUP160/SETD2/LSG1/RANBP2/RGPD8/RANBP6/ABCE1/YWHAE/NUP58/NMD3/THOC2/TPR/HHEX/ECT2/NUP205/TNPO1/BARD1/SDAD1/NUP42/NUP62CL/DUSP16/RGPD2/ANGPT1/MALT1/AHCTF1/ZC3H11B/TXNIP/NUP37	56
BP	GO:1901990	regulation of mitotic cell cycle phase transition	59/1663	354/18903	1.26645426259122e-06	0.000224993515088472	0.000199549865717498	BUB1B/ANLN/ADAM17/RINT1/BRCA1/KIF14/CENPE/DDX3X/RAD21/TTK/CDC73/CDK1/WAC/XPC/TAOK3/APPL2/CRLF3/ARID2/SMARCA2/CDKN1B/APPL1/ACVR1/ATAD5/NABP1/RB1/WEE1/VPS4B/STIL/ABRAXAS1/BRCC3/AURKA/TRIP13/CDCA8/PRKDC/USP47/USP44/DLG1/CDK7/RBL2/CENPF/SIN3A/KMT2E/BUB1/SPDL1/ACTL6A/TPR/ZNF655/CDC23/EZH2/CCNG1/SASS6/SLFN11/BARD1/TOPBP1/ANXA1/E2F7/FBXO5/GPNMB/UBE2E2	59
BP	GO:0006623	protein targeting to vacuole	15/1663	42/18903	1.37510683800956e-06	0.000236893405275283	0.000210104043191891	GCC2/GNPTAB/VPS41/SORT1/AP3B1/VPS13A/NCOA4/ZFYVE16/AP3M1/M6PR/NEDD4/LAMP2/VPS13C/RAB7A/SNX16	15
BP	GO:0018205	peptidyl-lysine modification	66/1663	414/18903	1.52517851473948e-06	0.000255018819302763	0.00022617972401245	SMC6/DEK/DDX21/RLF/MSL1/MYB/BRCA1/BRCA2/SENP1/PWP1/TAF2/SMC5/HMG20A/LIF/PLOD2/TAF5/MAP3K7/ZZZ3/KAT7/MORF4L2/TOPORS/KDM3A/GTF3C4/ZMPSTE24/KDM6A/EPC2/NSD3/PHF20L1/ZNF304/SETD2/SIRT1/CTR9/ARID4B/RBBP5/OGT/RIF1/POLE3/RANBP2/SIN3A/KLF15/MEAF6/KMT2E/MTF2/EID1/ACTL6A/SENP7/PRMT6/MORF4L1/HCFC2/EZH2/MSL3/NFYB/CTH/VCPKMT/SLF1/SENP2/JADE3/ING3/UHRF2/ARID4A/BMI1/IFIH1/SUPT3H/YEATS4/UBA2/ETFBKMT	66
BP	GO:0051225	spindle assembly	29/1663	128/18903	1.64159078038191e-06	0.000265383445258867	0.000235372254370222	TUBB1/KIF2A/LSM14A/CLASP2/STAG2/NEK7/RNF4/PRC1/MAPRE1/VPS4B/KIF23/STIL/ABRAXAS1/AURKA/TUBGCP4/CDCA8/SMC3/TOGARAM1/MAPRE2/KIF4A/ABRAXAS2/CEP97/TPR/ASPM/HAUS3/SASS6/GPSM2/CHMP1B/FBXO5	29
BP	GO:2000779	regulation of double-strand break repair	30/1663	135/18903	1.68052841324876e-06	0.000265383445258867	0.000235372254370222	PPP4R3B/DEK/TRIP12/RAD51AP1/PPP4R2/FIGNL1/MORF4L2/ARID2/SMARCA2/UBR5/SMCHD1/TP53BP1/RADX/EPC2/SETD2/PRKDC/RIF1/PARP9/POLQ/WDR48/MEAF6/ACTL6A/USP51/MORF4L1/SPIRE1/ATR/UBE2N/SLF1/ING3/YEATS4	30
BP	GO:0072666	establishment of protein localization to vacuole	18/1663	59/18903	1.76592277236855e-06	0.000271331647592303	0.000240647797429456	GCC2/STAM/GNPTAB/VPS41/SORT1/AP3B1/VPS13A/STAM2/NCOA4/ZFYVE16/AP3M1/M6PR/VPS36/NEDD4/LAMP2/VPS13C/RAB7A/SNX16	18
BP	GO:0006900	vesicle budding from membrane	22/1663	83/18903	1.87034053999671e-06	0.000279812788681086	0.000248169838963552	SEC23A/TRAPPC8/GOLPH3L/TFG/AP3B1/MIA3/TMED2/AP3M2/PRKCI/SEC24A/TRAPPC11/SEC24D/VAPA/SEC31A/SEC23B/FNBP1L/SEC24B/RAB7A/KLHL12/GOLPH3/RAB1A/TMED10	22
BP	GO:0090114	COPII-coated vesicle budding	15/1663	43/18903	1.9406531806469e-06	0.00028288752133276	0.000250896861951381	SEC23A/TRAPPC8/TFG/MIA3/TMED2/SEC24A/TRAPPC11/SEC24D/VAPA/SEC31A/SEC23B/SEC24B/KLHL12/RAB1A/TMED10	15
BP	GO:0070536	protein K63-linked deubiquitination	14/1663	38/18903	2.00851046306382e-06	0.000285459549562945	0.000253178029423044	DESI2/BRCA1/USP33/USP9X/USP25/USP8/STAMBP/ABRAXAS1/BRCC3/USP16/ABRAXAS2/ZRANB1/BARD1/STAMBPL1	14
BP	GO:0046605	regulation of centrosome cycle	17/1663	54/18903	2.09685865206969e-06	0.000290747352122345	0.00025786785477314	XPO1/BRCA1/TRIM37/PLK4/PDCD6IP/VPS4B/STIL/ROCK2/SIRT1/AURKA/CHORDC1/CEP120/SASS6/CEP76/MDM1/CHMP1B/CCNL1	17
BP	GO:0031396	regulation of protein ubiquitination	40/1663	210/18903	2.38775092343084e-06	0.000323199142850103	0.00028664979757478	BUB1B/TRIP12/BRCA1/FBXW7/TGFBR1/UBE3A/UFL1/RCHY1/DDX3X/PRMT3/BAG5/BTRC/HSP90AA1/TOPORS/UBR5/ARRDC4/ARRDC3/MARCHF7/OGT/USP44/NDFIP2/GLMN/WDR48/BIRC2/SKP2/SPRTN/UBE2N/SENP2/SPOPL/FBXO33/UBE2V1/ANGPT1/MALT1/PSMD10/PTPN22/BMI1/CRY1/FBXO5/PELI1/BIRC3	40
BP	GO:1990778	protein localization to cell periphery	56/1663	337/18903	2.57162037836236e-06	0.000334646513498142	0.000296802629200777	RABEP1/ARL13B/SEC23A/BAG4/ROCK1/ITGB1/PPP2R5A/NSF/GOLPH3L/KIF5B/IFT80/HECTD1/FCHO2/RAB31/CLASP2/TMED2/EFR3A/EXOC5/ATP2C1/DENND4C/APPL1/GOLGA4/RAPGEF2/C2CD5/ROCK2/CNST/BLZF1/DLG1/CCDC88A/PRKCI/SLMAP/LYPLA1/PREPL/GOLGA7/GNAI1/ACSL3/PLS1/TTC8/RAB7A/RAB12/PALS1/GPSM2/PIGW/RAB38/EPB41L3/SORBS1/RAP2A/LZTFL1/GOLPH3/TAMALIN/BBS2/DPP10/RAB8B/AFDN/DAB2/RHOQ	56
BP	GO:0006622	protein targeting to lysosome	12/1663	29/18903	2.59005217131367e-06	0.000334646513498142	0.000296802629200777	GCC2/GNPTAB/SORT1/AP3B1/NCOA4/ZFYVE16/AP3M1/M6PR/NEDD4/LAMP2/RAB7A/SNX16	12
BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	45/1663	252/18903	3.56729177180452e-06	0.000450667860504638	0.000399703569285232	EPAS1/HIF1A/BUB1B/TRIP12/BRCA1/FBXW7/TGFBR1/UBE3A/UFL1/HMG20A/RCHY1/DDX3X/PRMT3/BAG5/BTRC/HSP90AA1/TOPORS/UBR5/ARRDC4/ARRDC3/MARCHF7/OGT/USP44/NDFIP2/GLMN/WDR48/BIRC2/COPS2/SKP2/SPRTN/UBE2N/SENP2/SPOPL/FBXO33/UBE2V1/ANGPT1/MALT1/PSMD10/PTPN22/BMI1/CRY1/FBXO5/PELI1/BIRC3/UBA2	45
