ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	29/1354	123/18903	8.21049425029493e-09	4.06941951387345e-06	3.96225095734328e-06	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/NDUFA7/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	29
BP	GO:0009060	aerobic respiration	38/1354	194/18903	1.11575981131218e-08	5.06926874272834e-06	4.93576906004152e-06	NDUFAB1/COX7C/COX6C/NDUFS7/NDUFB11/COX5B/NDUFA1/UQCRQ/NDUFB9/ATP5MF/ATP5F1E/COX6B2/NDUFB1/ATP5PO/COX6B1/NDUFB2/UQCC2/NDUFS6/CHCHD10/NDUFB7/BLOC1S1/ATP5ME/NDUFS8/NOP53/SDHA/NDUFA3/ATP5F1D/UQCR10/NDUFV1/ANTKMT/NDUFA9/NDUFA13/UQCRHL/NDUFA7/ARL2/NDUFC2/UQCC3/NDUFA11	38
BP	GO:0006335	DNA replication-dependent chromatin assembly	14/1354	32/18903	1.21131716262603e-08	5.08007782356699e-06	4.94629348269073e-06	H3C11/H4C5/H3C3/CHAF1A/H4C2/H4C4/H4C6/H4C13/H3C7/H4C9/H3C2/IPO4/H4C3/H4C1	14
BP	GO:0009142	nucleoside triphosphate biosynthetic process	30/1354	134/18903	1.64517706275006e-08	6.07409596163495e-06	5.91413405694194e-06	NDUFAB1/DTYMK/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/NDUFA7/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	30
BP	GO:0002227	innate immune response in mucosa	13/1354	28/18903	1.67115626237205e-08	6.07409596163495e-06	5.91413405694194e-06	CAMP/DEFA4/FAU/RNASE2/DEFA3/H2BC7/RPL39/RNASE3/LTF/H2BC21/H2BC10/H2BC11/H2BC4	13
BP	GO:0045333	cellular respiration	42/1354	240/18903	5.86199536662816e-08	1.99747492117855e-05	1.94487122591486e-05	NDUFAB1/COX7C/COX6C/NDUFS7/NDUFB11/COX5B/NDUFA1/UQCRQ/NDUFB9/ATP5MF/ATP5F1E/COX6B2/NDUFB1/ATP5PO/COX6B1/NDUFB2/UQCC2/NDUFS6/CHCHD10/NDUFB7/BLOC1S1/ATP5ME/NDUFS8/NOP53/SDHA/NDUFA3/ATP5F1D/ETFB/UQCR10/MTLN/NDUFV1/ANTKMT/NDUFA9/NDUFA13/UQCRHL/NDUFA7/ARL2/PLEC/NFATC4/NDUFC2/UQCC3/NDUFA11	42
BP	GO:0033108	mitochondrial respiratory chain complex assembly	24/1354	99/18903	8.8807444926325e-08	2.84810699846073e-05	2.77310182516072e-05	NDUFAB1/NDUFAF8/SMIM4/NDUFS7/TMEM186/NDUFB11/NDUFA1/NDUFB9/NDUFB1/NDUFB2/ECSIT/UQCC2/NDUFB7/NDUFS8/NDUFA3/COX14/PET100/NDUFA9/COA8/NDUFA13/SDHAF1/NDUFC2/UQCC3/NDUFA11	24
BP	GO:0019646	aerobic electron transport chain	23/1354	93/18903	1.10697057559005e-07	3.35289087673163e-05	3.26459217116995e-05	NDUFAB1/COX7C/COX6C/NDUFS7/COX5B/NDUFA1/UQCRQ/NDUFB9/NDUFB1/COX6B1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/SDHA/NDUFA3/UQCR10/NDUFV1/NDUFA9/UQCRHL/NDUFA7/NDUFC2/UQCC3	23
BP	GO:0002385	mucosal immune response	14/1354	39/18903	2.40679437420863e-07	6.9062331200976e-05	6.72435680284438e-05	CAMP/DEFA4/FAU/RNASE2/DEFA3/H2BC7/C17orf99/RPL39/RNASE3/LTF/H2BC21/H2BC10/H2BC11/H2BC4	14
BP	GO:0010257	NADH dehydrogenase complex assembly	17/1354	59/18903	4.80915941746632e-07	0.000124854938781078	0.000121566871891141	NDUFAB1/NDUFAF8/NDUFS7/TMEM186/NDUFB11/NDUFA1/NDUFB9/NDUFB1/NDUFB2/ECSIT/NDUFB7/NDUFS8/NDUFA3/NDUFA9/NDUFA13/NDUFC2/NDUFA11	17
BP	GO:0032981	mitochondrial respiratory chain complex I assembly	17/1354	59/18903	4.80915941746632e-07	0.000124854938781078	0.000121566871891141	NDUFAB1/NDUFAF8/NDUFS7/TMEM186/NDUFB11/NDUFA1/NDUFB9/NDUFB1/NDUFB2/ECSIT/NDUFB7/NDUFS8/NDUFA3/NDUFA9/NDUFA13/NDUFC2/NDUFA11	17
BP	GO:0042773	ATP synthesis coupled electron transport	23/1354	101/18903	5.47693920741344e-07	0.000129525228957788	0.000126114169524293	NDUFAB1/COX7C/COX6C/NDUFS7/COX5B/NDUFA1/UQCRQ/NDUFB9/NDUFB1/COX6B1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/SDHA/NDUFA3/UQCR10/NDUFV1/NDUFA9/UQCRHL/NDUFA7/NDUFC2/UQCC3	23
BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	23/1354	101/18903	5.47693920741344e-07	0.000129525228957788	0.000126114169524293	NDUFAB1/COX7C/COX6C/NDUFS7/COX5B/NDUFA1/UQCRQ/NDUFB9/NDUFB1/COX6B1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/SDHA/NDUFA3/UQCR10/NDUFV1/NDUFA9/UQCRHL/NDUFA7/NDUFC2/UQCC3	23
BP	GO:0006338	chromatin remodeling	54/1354	373/18903	5.70177090056292e-07	0.000129525228957788	0.000126114169524293	ANP32B/H2AX/H3C11/H1-5/H1-4/H1-3/H1-2/H4C5/H1-10/SUV39H1/DMAP1/PADI2/H2BC7/MPND/H2BC18/BCL7C/LMNA/TFPT/NFE2/H3C3/MACROH2A2/CHAF1A/H2BC9/H4C2/CHD4/KMT2D/H4C4/H4C6/H2BC21/SRCAP/H4C13/RAD54L2/KAT6A/H2BC3/H3C7/HCFC1/H2BC10/ZBTB7A/H4C9/H3C2/H2BC11/SUPT6H/H4C3/ASIP/H4C1/DOT1L/NPM2/H3C13/EP400/BICRA/H2BC17/H2BC4/H2BC14/L3MBTL1	54
BP	GO:0002251	organ or tissue specific immune response	14/1354	43/18903	9.52989506673505e-07	0.000203849739054679	0.000198481336458421	CAMP/DEFA4/FAU/RNASE2/DEFA3/H2BC7/C17orf99/RPL39/RNASE3/LTF/H2BC21/H2BC10/H2BC11/H2BC4	14
BP	GO:0009152	purine ribonucleotide biosynthetic process	37/1354	220/18903	9.72137420290105e-07	0.000203849739054679	0.000198481336458421	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	37
BP	GO:0022904	respiratory electron transport chain	25/1354	122/18903	1.46811061702835e-06	0.000296449595705132	0.00028864256692686	NDUFAB1/COX7C/COX6C/NDUFS7/COX5B/NDUFA1/UQCRQ/NDUFB9/NDUFB1/COX6B1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/SDHA/NDUFA3/ETFB/UQCR10/NDUFV1/NDUFA9/UQCRHL/NDUFA7/PLEC/NDUFC2/UQCC3	25
BP	GO:0046034	ATP metabolic process	36/1354	217/18903	1.88818222707769e-06	0.000367656053643841	0.000357973795907999	NDUFAB1/BAD/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/GALK1/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NDUFV1/ANTKMT/NDUFA9/NDUFA13/FOXK1/NDUFA7/ZBTB7A/ARL2/HK3/ABCC6/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	36
BP	GO:0009144	purine nucleoside triphosphate metabolic process	39/1354	247/18903	2.52731002468485e-06	0.000475134284640751	0.000462621577295306	NDUFAB1/BAD/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/GALK1/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/SAMHD1/FOXK1/NDUFA7/ZBTB7A/ARL2/HK3/ABCC6/GTPBP1/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	39
BP	GO:0015980	energy derivation by oxidation of organic compounds	48/1354	333/18903	2.70434202771642e-06	0.000491469091170331	0.000478526205114874	NDUFAB1/COX7C/COX6C/NDUFS7/NDUFB11/COX5B/NDUFA1/UQCRQ/NDUFB9/ATP5MF/ATP5F1E/COX6B2/NDUFB1/ATP5PO/POMC/COX6B1/NDUFB2/UQCC2/PTGES3/NDUFS6/CHCHD10/NDUFB7/BLOC1S1/ATP5ME/NDUFS8/NOP53/SDHA/NDUFA3/ATP5F1D/ETFB/UQCR10/MTLN/NDUFV1/ANTKMT/NDUFA9/NDUFA13/UQCRHL/NDUFA7/GCGR/ARL2/PLEC/PRKAG2/PHLDA2/NFATC4/PYGM/NDUFC2/UQCC3/NDUFA11	48
BP	GO:0009205	purine ribonucleoside triphosphate metabolic process	38/1354	242/18903	3.8711322343459e-06	0.000680819772311415	0.000662890317752339	NDUFAB1/BAD/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/GALK1/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/FOXK1/NDUFA7/ZBTB7A/ARL2/HK3/ABCC6/GTPBP1/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	38
BP	GO:0009260	ribonucleotide biosynthetic process	37/1354	234/18903	4.38012459982112e-06	0.000746263728694524	0.000726610801213748	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	37
BP	GO:0019731	antibacterial humoral response	16/1354	63/18903	6.43694124566586e-06	0.00106346071731425	0.00103545437645591	ELANE/CTSG/CAMP/DEFA4/FAU/DEFA3/H2BC7/RPL39/RNASE3/LTF/H2BC21/SPON2/H2BC10/H2BC11/SLPI/H2BC4	16
BP	GO:0009141	nucleoside triphosphate metabolic process	40/1354	267/18903	7.06105956783372e-06	0.0011322616695244	0.00110244344893453	NDUFAB1/BAD/DTYMK/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/GALK1/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/SAMHD1/FOXK1/NDUFA7/ZBTB7A/ARL2/HK3/ABCC6/GTPBP1/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	40
BP	GO:0009199	ribonucleoside triphosphate metabolic process	38/1354	249/18903	7.675194811218e-06	0.00119557606030744	0.00116409044911195	NDUFAB1/BAD/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/NDUFS6/NDUFB7/ATP5MJ/GALK1/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ANTKMT/NDUFA9/NDUFA13/FOXK1/NDUFA7/ZBTB7A/ARL2/HK3/ABCC6/GTPBP1/PRKAG2/NDUFC2/UQCC3/NDUFA11/TREM2	38
BP	GO:0046390	ribose phosphate biosynthetic process	37/1354	241/18903	8.75834236972413e-06	0.00132640229443711	0.00129147136171108	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	37
BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	14/1354	51/18903	9.13842343104267e-06	0.0013303100741624	0.0012952762296793	NDUFAB1/NDUFS7/NDUFA1/NDUFB9/NDUFB1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/NDUFA3/NDUFV1/NDUFA9/NDUFA7/NDUFC2	14
BP	GO:0072522	purine-containing compound biosynthetic process	38/1354	251/18903	9.27215385513044e-06	0.0013303100741624	0.0012952762296793	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/ADA2/SLC26A1/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	38
BP	GO:0006164	purine nucleotide biosynthetic process	37/1354	242/18903	9.6404241990363e-06	0.00134768186495246	0.00131219053267854	NDUFAB1/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	37
BP	GO:0022900	electron transport chain	29/1354	176/18903	2.08897920510885e-05	0.00284727865656336	0.00277229529772734	GFUS/NDUFAB1/CYBA/COX7C/COX6C/NDUFS7/COX5B/NDUFA1/UQCRQ/NDUFB9/NDUFB1/COX6B1/NDUFB2/NDUFS6/NDUFB7/NDUFS8/SDHA/NDUFA3/ETFB/UQCR10/NDUFV1/NDUFA9/UQCRHL/NDUFA7/PLEC/NDUFC2/UQCC3/AOC2/NDOR1	29
BP	GO:0000028	ribosomal small subunit assembly	8/1354	19/18903	2.50958239651726e-05	0.00333713249410051	0.00324924878706972	RPS5/RPS28/RPS27/RRP7A/RPSA/RPL38/RPS19/RRP7BP	8
BP	GO:0045653	negative regulation of megakaryocyte differentiation	8/1354	20/18903	3.92025316603463e-05	0.00508886196695734	0.0049548462948152	H4C5/H4C2/H4C4/H4C6/H4C13/H4C9/H4C3/H4C1	8
BP	GO:0009165	nucleotide biosynthetic process	41/1354	304/18903	6.73589005770776e-05	0.00854048199874946	0.00831556757919712	NDUFAB1/DTYMK/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NAPRT/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/PARP10/ASPDH/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	41
BP	GO:0019730	antimicrobial humoral response	22/1354	125/18903	7.3366316556467e-05	0.00909075358786041	0.00885134771278141	S100A9/ELANE/AZU1/CTSG/CAMP/DEFA4/PRTN3/FAU/DEFA3/H2BC7/ROMO1/RPL39/RPS19/RNASE3/SLC11A1/LTF/H2BC21/SPON2/H2BC10/H2BC11/SLPI/H2BC4	22
BP	GO:1901293	nucleoside phosphate biosynthetic process	41/1354	306/18903	7.8125666568538e-05	0.00946535853625932	0.00921608740362894	NDUFAB1/DTYMK/NDUFS7/NDUFB11/NDUFA1/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NAPRT/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/NDUFA13/ACSF3/NDUFA7/SLC26A1/PARP10/ASPDH/ACACB/PRKAG2/NDUFC2/UQCC3/NDUFA11/ADCY4/TREM2	41
BP	GO:0071824	protein-DNA complex subunit organization	38/1354	277/18903	8.52097480272142e-05	0.00992250117622282	0.0096611911479499	ANP32B/H2AX/H3C11/H1-5/H1-4/H1-3/H1-2/H4C5/H1-10/DMAP1/H2BC7/H2BC18/NFE2/H3C3/MACROH2A2/CHAF1A/H2BC9/H4C2/H4C4/H4C6/H2BC21/SRCAP/H4C13/KAT6A/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/SUPT6H/H4C3/H4C1/H3C13/H2BC17/HEY2/H2BC4/H2BC14	38
BP	GO:0071168	protein localization to chromatin	13/1354	54/18903	8.55388032433002e-05	0.00992250117622282	0.0096611911479499	H2AC8/H1-5/H4C5/MACROH2A2/H4C2/H4C4/H4C6/H4C13/H4C9/H2BC11/H4C3/H4C1/H2AC4	13
BP	GO:0009150	purine ribonucleotide metabolic process	54/1354	447/18903	0.000110487162492332	0.0125495002064207	0.0122190079045796	NDUFAB1/BAD/CARD11/NDUFS7/NDUFB11/ATP5IF1/NDUFA1/NUDT8/PMVK/NDUFB9/ATP5MF/ATP5F1E/NDUFB1/ATP5PO/NDUFB2/ACSL6/NDUFS6/NDUFB7/ATP5MJ/NT5C/GALK1/APRT/ATP5ME/NDUFS8/SDHA/NDUFA3/ATP5F1D/NME1/NDUFV1/ACSS1/ANTKMT/TECR/NDUFA9/MVD/DGAT1/NDUFA13/ACSF3/FOXK1/NDUFA7/ZBTB7A/ARL2/SLC26A1/HK3/ABCC6/ACACB/GTPBP1/PRKAG2/PDE9A/NDUFC2/SULT2B1/UQCC3/NDUFA11/ADCY4/TREM2	54
BP	GO:0065004	protein-DNA complex assembly	34/1354	242/18903	0.000123392269676271	0.013729278658674	0.0133677167771736	ANP32B/H2AX/H3C11/H1-5/H1-4/H1-3/H1-2/H4C5/H1-10/H2BC7/H2BC18/H3C3/MACROH2A2/CHAF1A/H2BC9/H4C2/H4C4/H4C6/H2BC21/H4C13/KAT6A/H2BC3/H3C7/H2BC10/H4C9/H3C2/H2BC11/H4C3/H4C1/H3C13/H2BC17/HEY2/H2BC4/H2BC14	34
BP	GO:0071459	protein localization to chromosome, centromeric region	11/1354	43/18903	0.000166041498310086	0.0179194971866777	0.0174475854949252	H2AC8/H4C5/H4C2/H4C4/H4C6/H4C13/H4C9/H2BC11/H4C3/H4C1/H2AC4	11
BP	GO:0050829	defense response to Gram-negative bacterium	17/1354	89/18903	0.000169306309806938	0.0179194971866777	0.0174475854949252	ELANE/AZU1/CTSG/CAMP/DEFA4/AQP1/PYCARD/DEFA3/ROMO1/RPS19/BPI/RNASE3/SLC11A1/LTF/GSDMD/H2BC11/TREM2	17
BP	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	16/1354	81/18903	0.000173607978049948	0.0179194971866777	0.0174475854949252	S100A9/ELANE/CAMP/DEFA4/FAU/DEFA3/H2BC7/ROMO1/RPL39/RPS19/RNASE3/LTF/H2BC21/H2BC10/H2BC11/H2BC4	16
BP	GO:0042744	hydrogen peroxide catabolic process	9/1354	30/18903	0.000174199073898371	0.0179194971866777	0.0174475854949252	HBB/MPO/HBA2/LPO/HP/HBA1/HBM/HBQ1/HBG2	9
BP	GO:0030219	megakaryocyte differentiation	14/1354	66/18903	0.000198901717491361	0.02008170673635	0.0195528530469578	TESC/H4C5/H4C2/H4C4/H4C6/H4C13/VPS33B/MPIG6B/H4C9/GP1BA/H4C3/H4C1/FLNA/L3MBTL1	14
BP	GO:0030099	myeloid cell differentiation	49/1354	407/18903	0.000244312401883542	0.0242180220921649	0.0235802381377742	PIR/TESC/SLC25A38/CSF3R/PAF1/BATF/TSPO2/ATP5IF1/PRTN3/AHSP/H4C5/TYROBP/ISG15/FOS/HMGB3/RPS19/FOXP1/H4C2/TRIM58/CEBPE/H4C4/LTF/GPR137/H4C6/H4C13/KAT6A/VPS33B/NBEAL2/ZBTB7A/ETV2/LILRB3/MPIG6B/H4C9/IRF7/CSF3/GP1BA/JAK3/ZBTB46/H4C3/PDE1B/MPL/ITPKB/H4C1/FLNA/CLEC5A/CEACAM1/OSCAR/L3MBTL1/TREM2	49
BP	GO:0045652	regulation of megakaryocyte differentiation	10/1354	38/18903	0.000254483124448714	0.0247757499016856	0.0241232781314825	TESC/H4C5/H4C2/H4C4/H4C6/H4C13/H4C9/H4C3/H4C1/L3MBTL1	10
