ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrezID
PCYOX1	61.75589514	1.861355813	0.254208123	7.322172834	2.44E-13	2.41E-11	51449
CMYA5	87.32936589	1.950584771	0.26637197	7.322785401	2.43E-13	2.41E-11	202333
RLF	127.2302437	1.858603558	0.253989624	7.317635782	2.52E-13	2.48E-11	6018
DOCK9	123.0581165	1.479465287	0.202218157	7.316184219	2.55E-13	2.48E-11	23348
BAG4	65.69130398	2.222047662	0.304320644	7.301665872	2.84E-13	2.71E-11	9530
TUT7	483.0772735	1.375165018	0.188330259	7.301880366	2.84E-13	2.71E-11	79670
SLK	697.9334499	1.732931102	0.237555885	7.294835485	2.99E-13	2.82E-11	9748
TOP1	4814.302557	1.540456395	0.211168972	7.294899355	2.99E-13	2.82E-11	7150
RNF6	288.4490761	2.139261015	0.293444758	7.290166069	3.10E-13	2.91E-11	6049
REV3L	66.77039692	2.153828991	0.296555544	7.262818151	3.79E-13	3.52E-11	5980
MSL1	672.7223065	1.326876022	0.182761528	7.260149534	3.87E-13	3.57E-11	339287
TRAPPC8	89.94418033	2.292970406	0.316103321	7.253863693	4.05E-13	3.70E-11	22878
PAXBP1	235.8164701	1.81965059	0.251051262	7.248123659	4.23E-13	3.82E-11	94104
ROCK1	812.7199576	2.225198375	0.307357464	7.239773345	4.49E-13	4.04E-11	6093
MFSD14A	51.20082342	2.674164929	0.370611036	7.215556663	5.37E-13	4.78E-11	64645
WASHC2A	1630.772939	1.015122859	0.140744579	7.212518345	5.49E-13	4.86E-11	387680
ZNF711	62.81073363	2.527801652	0.350722194	7.207418575	5.70E-13	5.02E-11	7552
PMAIP1	161.3203973	1.796069537	0.249504443	7.198547297	6.09E-13	5.33E-11	5366
ADIPOR1	810.806662	1.093370861	0.152121213	7.187497662	6.60E-13	5.68E-11	51094
ZMYM4	258.926327	1.299837922	0.181072295	7.178557714	7.05E-13	5.98E-11	9202
PRKAB1	282.5252547	1.033949529	0.144482647	7.156219445	8.29E-13	6.99E-11	5564
RMI1	38.50573832	3.538331682	0.496283118	7.129663607	1.01E-12	8.34E-11	80010
PRXL2A	280.2888964	1.403420071	0.196922296	7.126770824	1.03E-12	8.43E-11	84293
MXI1	230.2579368	1.32908063	0.186793836	7.115227458	1.12E-12	9.13E-11	4601
MT-ND4L	3469.708884	1.044609839	0.146851769	7.113362326	1.13E-12	9.16E-11	NA
DNAJC13	263.7915625	1.523562873	0.214262862	7.110718382	1.15E-12	9.29E-11	23317
DESI2	36.38812696	2.283005761	0.322610445	7.076664115	1.48E-12	1.17E-10	51029
L3MBTL3	109.4708795	1.649371058	0.233224336	7.072036672	1.53E-12	1.20E-10	84456
LACC1	72.67075393	2.05209959	0.290290264	7.069129921	1.56E-12	1.22E-10	144811
MYB	814.2444518	1.601172613	0.226909077	7.056450242	1.71E-12	1.32E-10	4602
BRCA1	417.2463332	1.272363972	0.180549907	7.047159366	1.83E-12	1.40E-10	672
RPS6KA3	173.4051168	1.800672719	0.255850707	7.037982187	1.95E-12	1.48E-10	6197
ZFR	347.1523993	2.251312569	0.320017287	7.034971742	1.99E-12	1.50E-10	51663
RAD51AP1	132.0739518	1.830254033	0.260263162	7.032320748	2.03E-12	1.53E-10	10635
DNAJC6	266.0301564	1.537061573	0.218720479	7.027515589	2.10E-12	1.57E-10	9829
BHLHE40	75.7405022	2.133252207	0.30370328	7.024132915	2.15E-12	1.61E-10	8553
TFRC	4847.76422	1.369559907	0.195025824	7.022454163	2.18E-12	1.62E-10	7037
CAB39	437.5826595	1.210468981	0.172522664	7.016289659	2.28E-12	1.67E-10	51719
TLK2	400.351245	1.672646673	0.238377405	7.016800404	2.27E-12	1.67E-10	11011
KIF2A	185.0014808	1.41806879	0.202401427	7.006219318	2.45E-12	1.78E-10	3796
IQGAP2	727.5605911	1.386758402	0.19808881	7.000690268	2.55E-12	1.83E-10	10788
PHACTR4	273.0994421	1.541307717	0.220547181	6.988562316	2.78E-12	1.99E-10	65979
CCP110	246.339931	1.663939552	0.238410585	6.979302334	2.97E-12	2.12E-10	9738
AUH	171.1622735	1.536523561	0.220197426	6.97793606	3.00E-12	2.13E-10	549
USP33	230.0928695	1.680996779	0.240988681	6.975417978	3.05E-12	2.16E-10	23032
THBS1	281.202716	2.040381784	0.292799473	6.968529573	3.20E-12	2.25E-10	7057
ITGB1	1049.292556	2.539956087	0.364599653	6.966424861	3.25E-12	2.27E-10	3688
CEMIP2	347.6803452	1.680989054	0.242282587	6.938133995	3.97E-12	2.71E-10	23670
EIF3A	31634.58067	1.029659271	0.148454743	6.935846264	4.04E-12	2.74E-10	8661
CAAP1	174.4527145	1.808449258	0.261702701	6.910319427	4.84E-12	3.25E-10	79886
NORAD	1405.541343	1.586445241	0.229608194	6.90935813	4.87E-12	3.26E-10	647979
ZNF292	148.5713228	1.788938765	0.259310352	6.898832798	5.24E-12	3.48E-10	23036
SKAP2	125.2359024	1.673652173	0.242784586	6.893568497	5.44E-12	3.60E-10	8935
PPAT	49.22762258	1.948958435	0.282944188	6.888137365	5.65E-12	3.69E-10	5471
C5orf22	66.41897407	2.116387413	0.30840763	6.862305629	6.78E-12	4.38E-10	55322
CLK1	676.2936902	1.882313141	0.274727903	6.851554279	7.31E-12	4.68E-10	1195
CANX	4102.819313	1.379035554	0.201391847	6.847524244	7.51E-12	4.76E-10	821
PFKFB4	101.6800915	1.474553513	0.21548877	6.842832295	7.76E-12	4.89E-10	5210
PPP4R2	247.9984439	1.444817013	0.211828496	6.820692396	9.06E-12	5.58E-10	151987
ZBTB11	95.67867856	2.239567081	0.328341578	6.820845221	9.05E-12	5.58E-10	27107
PUS7	282.0538076	1.172407866	0.172132827	6.811064975	9.69E-12	5.94E-10	54517
VPS41	488.5829618	1.901819871	0.279536941	6.803465281	1.02E-11	6.20E-10	27072
PHF6	323.2945603	1.35912825	0.199773148	6.80335803	1.02E-11	6.20E-10	84295
FBXW7	236.2162057	1.307927378	0.192374389	6.798864357	1.05E-11	6.35E-10	55294
CNIH1	108.7422681	1.792010067	0.263853618	6.79168275	1.11E-11	6.63E-10	10175
PDXDC1	407.4070422	1.480454285	0.218044072	6.789702074	1.12E-11	6.70E-10	23042
CERT1	174.6857985	1.024200304	0.15112378	6.777227924	1.23E-11	7.25E-10	10087
PAM	247.3403182	2.186735286	0.322655143	6.777314211	1.22E-11	7.25E-10	5066
TNKS2	121.3146054	2.098224436	0.309665126	6.775785382	1.24E-11	7.27E-10	80351
HLTF	101.5015705	2.715417065	0.400898978	6.77331999	1.26E-11	7.34E-10	6596
ZNF318	231.491009	1.321784525	0.195430601	6.763447055	1.35E-11	7.73E-10	24149
OSBP	380.1839419	1.684424476	0.249284768	6.757029289	1.41E-11	8.03E-10	5007
WDFY1	64.80418602	2.029216351	0.300563256	6.751378659	1.46E-11	8.27E-10	57590
TPM4	1035.405726	1.265009951	0.187358184	6.751826512	1.46E-11	8.27E-10	7171
PRKD3	43.36131267	2.440580645	0.361542867	6.750459958	1.47E-11	8.29E-10	23683
SLC24A3	97.09971848	1.428989381	0.211851964	6.745226013	1.53E-11	8.51E-10	57419
AMIGO2	57.94878912	1.849619715	0.274431525	6.739822321	1.59E-11	8.80E-10	347902
CEP135	154.3858827	2.192982562	0.325899681	6.729011074	1.71E-11	9.45E-10	9662
FKBP5	1007.766945	1.239493996	0.184395358	6.72193709	1.79E-11	9.89E-10	2289
GALNT1	218.8856814	1.785946905	0.266156405	6.710140627	1.94E-11	1.07E-09	2589
BRCA2	123.3620566	1.649279695	0.246201145	6.698911543	2.10E-11	1.14E-09	675
MAP3K1	78.1093353	2.610617507	0.389882917	6.695901235	2.14E-11	1.16E-09	4214
WDR47	30.41564148	2.41850925	0.361464577	6.690861023	2.22E-11	1.19E-09	22911
LAMC1	477.4003519	1.373240743	0.205699756	6.675947355	2.46E-11	1.30E-09	3915
PPP2R5A	136.5203674	1.40108464	0.210016752	6.671299436	2.54E-11	1.33E-09	5525
FYTTD1	95.35242023	1.737799741	0.260658253	6.666966131	2.61E-11	1.37E-09	84248
ARMCX3	324.2095748	1.281224834	0.192332975	6.661493347	2.71E-11	1.42E-09	51566
ITGA4	1133.784075	1.572109818	0.236072412	6.659438973	2.75E-11	1.43E-09	3676
NSF	51.19386598	1.792476717	0.269441604	6.652561044	2.88E-11	1.50E-09	4905
FRG1BP	80.74111063	1.46823084	0.220712308	6.652238182	2.89E-11	1.50E-09	284802
ITPRID2	145.2606438	1.810089875	0.272138515	6.651355019	2.90E-11	1.50E-09	6744
RAB5B	185.5220669	1.466049866	0.220571759	6.646589173	3.00E-11	1.53E-09	5869
SLC39A10	75.75502255	2.302611045	0.347045866	6.634889706	3.25E-11	1.64E-09	57181
SP3	176.4897561	1.475631491	0.222423135	6.634343561	3.26E-11	1.64E-09	6670
LARS1	1171.251935	1.372212855	0.206928974	6.631322958	3.33E-11	1.67E-09	51520
LMAN1	307.410739	1.507565339	0.227443833	6.628297264	3.40E-11	1.69E-09	3998
WWC2	225.6463011	1.296098739	0.195680984	6.623529339	3.51E-11	1.74E-09	80014
SRRM1	1270.618413	1.304768986	0.197040042	6.621846871	3.55E-11	1.76E-09	10250
ACBD3	336.4688728	1.511215165	0.228355718	6.617811802	3.65E-11	1.80E-09	64746
UBE2E1	66.47564858	2.368644505	0.358382299	6.609267572	3.86E-11	1.90E-09	7324
SMC4	1141.166405	2.094857347	0.317145055	6.605360268	3.97E-11	1.94E-09	10051
MIA2	130.43896	1.931535762	0.292515272	6.603196294	4.02E-11	1.96E-09	4253
DHX36	195.6489274	1.235939285	0.187746996	6.583004322	4.61E-11	2.23E-09	170506
WASHC4	83.81480102	1.666014442	0.253560768	6.570474042	5.02E-11	2.42E-09	23325
PPP1R12A	475.2647172	1.877350862	0.285748939	6.569931172	5.03E-11	2.42E-09	4659
HDGFL3	236.8892218	1.187890648	0.180905533	6.566358869	5.16E-11	2.47E-09	50810
RCBTB1	92.79363892	1.265328812	0.192910169	6.559160763	5.41E-11	2.56E-09	55213
SNAP23	637.9120458	2.485922041	0.379006716	6.559044828	5.42E-11	2.56E-09	8773
COG5	74.03126065	1.898382659	0.289998116	6.546189625	5.90E-11	2.76E-09	10466
TGFBR1	287.4959093	1.264601264	0.193292494	6.542423025	6.05E-11	2.83E-09	7046
B3GNT2	387.8929091	1.865537031	0.285582613	6.532390094	6.47E-11	3.00E-09	10678
CEP152	713.779244	1.495850562	0.229012808	6.531733216	6.50E-11	3.01E-09	22995
GOLPH3L	106.964523	1.554445957	0.238193319	6.525984711	6.76E-11	3.10E-09	55204
IL1RAP	25.91499442	3.087802725	0.473234385	6.524890888	6.81E-11	3.12E-09	3556
SRPK2	91.0836265	1.61024586	0.247045615	6.518010281	7.12E-11	3.23E-09	6733
LRP12	47.73791981	2.222522448	0.3409731	6.518175334	7.12E-11	3.23E-09	29967
ACLY	687.0260282	1.39931674	0.214695608	6.517677527	7.14E-11	3.23E-09	47
TFG	144.1301317	1.471327409	0.225812296	6.515709884	7.23E-11	3.26E-09	10342
DARS1	601.2248892	2.348010501	0.360484969	6.513476845	7.34E-11	3.29E-09	1615
PALM2AKAP2	1181.742227	1.329322488	0.204193624	6.510107718	7.51E-11	3.36E-09	445815
EIF4G3	580.1366361	1.344163781	0.206712861	6.50256484	7.90E-11	3.52E-09	8672
AGO4	104.1948811	1.310006775	0.20155814	6.499399011	8.06E-11	3.59E-09	192670
KIF5B	971.5788625	1.497081169	0.230395854	6.497865062	8.15E-11	3.61E-09	3799
SENP1	77.32356977	1.770950357	0.27286496	6.490208041	8.57E-11	3.75E-09	29843
IFT80	52.9177984	1.986599411	0.306449679	6.482628458	9.01E-11	3.94E-09	57560
PKHD1L1	64.29196562	2.055937484	0.31733435	6.478773826	9.25E-11	4.01E-09	93035
UBE3A	382.1177318	1.566150008	0.24174235	6.478591814	9.26E-11	4.01E-09	7337
SORT1	132.2653945	1.271555656	0.196769397	6.46216166	1.03E-10	4.41E-09	6272
SON	1485.277041	1.174054295	0.182284538	6.440778291	1.19E-10	5.05E-09	6651
LDHA	1868.311893	2.145460215	0.333285094	6.437312247	1.22E-10	5.14E-09	3939
CDK17	47.93525428	1.981037414	0.308075925	6.430354507	1.27E-10	5.35E-09	5128
TMX1	159.9453077	1.927209248	0.299766263	6.429039847	1.28E-10	5.37E-09	81542
FAM133B	161.7921255	1.890614998	0.294711223	6.415144225	1.41E-10	5.84E-09	257415
DNAJC18	40.33523719	2.376074924	0.370553601	6.412230015	1.43E-10	5.94E-09	202052
UFL1	174.058011	1.934726106	0.302021934	6.405912577	1.49E-10	6.18E-09	23376
NEK4	185.773141	1.407410457	0.219812924	6.402764819	1.53E-10	6.29E-09	6787
SCYL2	114.3440015	1.665855136	0.260261149	6.400706134	1.55E-10	6.36E-09	55681
OXR1	108.1177578	1.888704267	0.295323364	6.395377067	1.60E-10	6.56E-09	55074
IGF2BP3	140.7512937	1.831461713	0.286718024	6.387675552	1.68E-10	6.86E-09	10643
CDCA7L	300.8465228	1.930869132	0.302495083	6.383142211	1.73E-10	7.03E-09	55536
AVL9	159.8973011	1.248305548	0.196212619	6.362004413	1.99E-10	7.98E-09	23080
TARBP1	148.2548903	1.124535325	0.17698851	6.353719382	2.10E-10	8.31E-09	6894
CCDC14	444.7485252	1.494566574	0.235273613	6.352461513	2.12E-10	8.35E-09	64770
AP3B1	284.093193	1.523114147	0.239815121	6.351201452	2.14E-10	8.40E-09	8546
ABLIM1	166.5776495	1.460706631	0.23008161	6.34864574	2.17E-10	8.49E-09	3983
HSPA13	32.1869311	2.259379109	0.355998547	6.34659644	2.20E-10	8.56E-09	6782
PIK3AP1	107.263245	1.70745553	0.26929266	6.340520133	2.29E-10	8.86E-09	118788
PWP1	579.8322054	1.485611183	0.234632639	6.331647575	2.43E-10	9.34E-09	11137
TRIM37	246.8145195	1.292213328	0.20423561	6.327071611	2.50E-10	9.58E-09	4591
PJA2	357.1087315	1.99644749	0.316013913	6.317593651	2.66E-10	1.01E-08	9867
EPS15	503.6180542	1.420972176	0.225157437	6.311015952	2.77E-10	1.05E-08	2060
KPNA3	181.5712315	1.954361221	0.310549996	6.293225724	3.11E-10	1.17E-08	3839
OTUD6B	49.46380779	2.228245682	0.354266432	6.289745456	3.18E-10	1.19E-08	51633
KBTBD2	236.6393674	1.390757633	0.221142231	6.288973505	3.20E-10	1.19E-08	25948
KIF14	112.4569144	1.975362631	0.314160855	6.287742726	3.22E-10	1.20E-08	9928
TTC3	340.2160363	1.469646255	0.233736055	6.287631816	3.22E-10	1.20E-08	7267
FRRS1	83.76770949	1.675416342	0.266485403	6.287084852	3.23E-10	1.20E-08	391059
SWAP70	539.2935251	1.22642471	0.195115808	6.285624536	3.27E-10	1.21E-08	23075
PDCD4	2659.219164	1.29052428	0.205621695	6.276206795	3.47E-10	1.27E-08	27250
NKTR	402.9276807	1.644260715	0.262935232	6.253481911	4.01E-10	1.46E-08	4820
ZNF25	36.41955511	2.201815384	0.352560632	6.245210572	4.23E-10	1.53E-08	219749
PITHD1	663.1424168	1.344932285	0.215710096	6.234906512	4.52E-10	1.60E-08	57095
USP9X	1031.20398	1.067434956	0.172271056	6.196252479	5.78E-10	2.02E-08	8239
LSM14A	741.0287884	1.268082299	0.204991542	6.186022539	6.17E-10	2.14E-08	26065
KIF20B	461.0717026	2.327853891	0.376358857	6.185197575	6.20E-10	2.14E-08	9585
DOCK8	236.8098352	1.674797975	0.271578452	6.166903024	6.96E-10	2.39E-08	81704
SEPTIN10	48.27745986	2.052101392	0.332812844	6.165932076	7.01E-10	2.40E-08	151011
LYRM7	146.080847	1.518694807	0.246366504	6.164372107	7.08E-10	2.41E-08	90624
RTL6	133.1461916	1.626035404	0.263832987	6.163123965	7.13E-10	2.43E-08	84247
TAF2	238.9103709	1.689841759	0.274228526	6.16216621	7.18E-10	2.44E-08	6873
HECTD1	609.8587924	1.60055408	0.260015751	6.155604321	7.48E-10	2.52E-08	25831
POLR3B	74.64769999	1.932924881	0.314339586	6.149161503	7.79E-10	2.62E-08	55703
AKAP10	155.0614771	1.847582613	0.300731623	6.143625981	8.07E-10	2.70E-08	11216
CAPZA1	322.3649053	2.557304384	0.416714511	6.136825851	8.42E-10	2.81E-08	829
SUCLG2	106.2041354	1.557097504	0.253966727	6.131108277	8.73E-10	2.90E-08	8801
MOAP1	120.1461235	1.547866289	0.253229436	6.112505385	9.81E-10	3.24E-08	64112
SMC5	298.006487	1.440909254	0.235793594	6.11089227	9.91E-10	3.26E-08	23137
PNISR	3882.391897	1.401577826	0.229582122	6.104908416	1.03E-09	3.35E-08	25957
JAK1	131.2900418	1.511683116	0.247934151	6.097115331	1.08E-09	3.49E-08	3716
CCNI	307.8652956	1.067834958	0.175165111	6.096162358	1.09E-09	3.51E-08	10983
SOS2	64.70782754	1.704247032	0.279626041	6.094736483	1.10E-09	3.53E-08	6655
SLTM	3571.353275	1.330913012	0.218459123	6.092274808	1.11E-09	3.57E-08	79811
HMG20A	132.7406034	1.598538101	0.262673801	6.085639662	1.16E-09	3.72E-08	10363
FCHO2	128.676641	2.011497903	0.331261047	6.072244001	1.26E-09	4.03E-08	115548
RAB31	95.22955795	1.449279944	0.238839973	6.067995766	1.30E-09	4.13E-08	11031
CENPE	599.6330416	2.029784279	0.334675139	6.064938924	1.32E-09	4.20E-08	1062
ADD3	313.2957249	1.861523907	0.3072649	6.05836823	1.38E-09	4.35E-08	120
RCHY1	38.39441072	1.761710735	0.290871641	6.05666035	1.39E-09	4.39E-08	25898
DYNC1I2	1296.896688	1.543855474	0.255095843	6.052060492	1.43E-09	4.50E-08	1781
GTF2H2C	86.58324997	2.074134872	0.342836168	6.049930153	1.45E-09	4.55E-08	728340
DDX3X	609.5616138	1.337887973	0.221379993	6.043400563	1.51E-09	4.73E-08	1654
MIA3	848.4821373	1.702301823	0.281865015	6.039422172	1.55E-09	4.83E-08	375056
CAVIN2	120.1828566	1.286636209	0.21304204	6.039353577	1.55E-09	4.83E-08	8436
TUT4	108.1183535	1.530087389	0.253645954	6.032374512	1.62E-09	5.03E-08	23318
DIS3	219.8617369	1.728570194	0.286924202	6.024483761	1.70E-09	5.26E-08	22894
ACO1	111.4155905	1.371966984	0.227812542	6.02235053	1.72E-09	5.31E-08	48
ARFGEF2	190.4036146	1.375365154	0.228449832	6.020425333	1.74E-09	5.35E-08	10564
RSRC1	634.3704971	1.238502863	0.206009501	6.011872544	1.83E-09	5.62E-08	51319
MAK16	278.7110117	1.153441807	0.191865241	6.011728864	1.84E-09	5.62E-08	84549
POLK	79.43001652	1.858571031	0.30943301	6.006376082	1.90E-09	5.80E-08	51426
ADSS2	163.4473395	1.6788322	0.279602827	6.004346305	1.92E-09	5.86E-08	159
CCDC115	131.2519839	1.14709725	0.191134668	6.001513298	1.95E-09	5.93E-08	84317
NT5C2	118.7112201	1.427361026	0.238009214	5.99708305	2.01E-09	6.06E-08	22978
LIG4	90.34327023	2.619910592	0.437232288	5.992033666	2.07E-09	6.22E-08	3981
G3BP1	642.3831384	1.401178715	0.233851501	5.991745645	2.08E-09	6.22E-08	10146
RNF19A	149.0584202	1.80306206	0.301035772	5.98952758	2.10E-09	6.28E-08	25897
PRPF4B	681.1734191	1.533649258	0.256154579	5.9872022	2.13E-09	6.36E-08	8899
SOCS2	162.1988467	1.330469409	0.222241566	5.986591238	2.14E-09	6.38E-08	8835
C17orf80	101.0814386	1.60902891	0.268803786	5.985886338	2.15E-09	6.38E-08	55028
