ID	C1	C2	C3	C4	J1	J2	J3	J4
LRRC38	0	0	0	0	0	0	0	0
NMNAT1	210	252	178	164	133	154	156	156
MTATP6P1	95255	128643	87172	72660	48426	52625	54195	58891
CAMTA1-AS2	0	0	1	0	0	0	0	0
MFFP1	0	0	0	0	0	0	0	1
PRAMEF18	0	0	0	0	0	0	0	0
PGAM1P11	3	0	0	0	4	3	0	2
CCDC27	33	51	26	36	13	14	18	18
CHD5	38	82	49	47	48	408	42	67
VAMP3	555	814	491	493	294	407	361	347
FLJ37453	87	108	81	89	56	45	89	78
PRAMEF29P	0	0	0	0	0	0	0	0
DISP3	1	1	0	0	3	7	1	5
CLSTN1	465	681	462	448	396	2466	451	486
MMEL1	0	1	0	0	0	2	0	1
SCNN1D	50	69	57	44	13	28	13	31
TMEM51	0	11	8	9	3	128	2	1
C1orf127	0	0	0	0	0	0	0	0
WASH9P	431	490	405	353	292	255	237	299
TTLL10	0	0	1	0	0	2	0	0
RPL39P6	1	0	0	0	1	0	0	0
TPRG1L	780	1045	701	633	466	330	578	558
FBXO42	518	908	585	586	392	312	536	593
C1QTNF12	2	8	8	6	6	4	2	4
ALDH4A1	397	538	399	357	201	125	205	234
RERE	2134	3383	2551	2105	1166	1783	1633	1637
CLCN6	570	785	530	565	404	429	374	479
TTC34	1	2	3	1	3	0	0	1
PRAMEF2	0	0	0	0	0	0	0	1
PRAMEF4	0	0	0	0	0	0	0	0
CELA2A	1	1	4	1	0	0	2	1
CELA2B	1	3	4	4	2	0	5	0
SPEN	9181	17206	12062	13674	7682	4542	11030	11783
RER1	1701	2541	1604	1632	1018	981	1279	1361
PANK4	542	802	558	543	354	269	438	462
WRAP73	326	561	341	301	213	239	256	283
TMEM274P	0	0	0	0	0	0	0	1
VPS13D	1901	2888	2066	2024	986	989	1491	1489
HTR6	0	2	0	0	0	2	0	0
LINC01647	0	0	2	0	2	1	1	2
RPL10P17	0	0	0	0	0	0	0	0
ARHGEF16	2	0	0	0	0	46	1	1
RBP7	1	0	1	0	1	10	1	0
PRAMEF13	0	0	0	0	0	0	0	0
GPR157	1	6	3	3	3	76	1	1
PRAMEF32P	0	0	0	0	0	0	0	0
ZBTB40	3218	4746	3232	3205	1955	1495	2304	2681
ENO1-AS1	0	0	1	0	0	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0
FBXO44	8	8	9	1	2	49	3	3
PRAMEF10	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0
CFL1P6	0	0	0	0	0	1	0	0
NPHP4	184	301	193	228	173	190	145	207
TMEM201	254	362	234	223	116	179	175	133
LINC01714	0	0	0	0	0	0	0	0
MTOR	3655	5434	3627	3772	2903	2234	3643	3769
TP73	18	32	20	10	12	36	16	18
ANGPTL7	2	1	0	1	2	0	0	0
RUNX3-AS1	1	0	1	0	0	63	0	0
HES5	9	17	6	15	0	1	2	0
PARK7	10824	13639	8841	8630	5674	4190	7481	7051
TNFRSF14-AS1	26	59	37	52	4	1	4	3
MT1XP1	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0
CLIC4	1522	2206	1441	1476	1167	1101	1722	1643
NPM1P39	376	591	359	294	126	90	204	170
LINC01784	0	0	0	0	0	0	0	0
GPR3	2	3	7	1	0	21	2	2
ACTG1P20	8	15	6	11	9	3	3	5
DPPA2P2	0	0	0	0	0	0	0	0
ARHGEF19-AS1	0	0	0	0	0	0	0	0
CAMTA1-DT	4	6	3	2	7	0	8	4
UQCRHL	1570	1899	1202	1024	602	423	870	783
CD164L2	0	0	0	0	0	0	0	0
DYNLL1P3	0	0	0	0	0	0	0	1
SZRD1	2595	3872	2706	2457	1545	1362	2248	2011
PDIK1L	822	1221	811	785	415	272	742	660
CAMTA1	455	548	386	356	237	312	384	376
NECAP2	1428	2073	1309	1284	622	590	859	887
IGSF21-AS1	0	0	0	0	0	0	0	0
ZNF593OS	0	3	6	1	0	6	1	1
FBXO6	7	12	7	12	3	7	2	4
PPIAP34	0	1	1	0	0	0	0	0
LAPTM5	2121	2939	2211	1755	343	308	706	665
SLC30A2	2	1	2	0	0	0	1	0
PHACTR4	2229	3330	2437	2229	1089	792	1627	1570
IFITM3P7	0	0	0	0	0	0	0	0
CNKSR1	6	7	8	10	7	6	1	6
FAM110D	4	11	9	9	0	1	3	2
ICMT	1180	1759	1064	985	579	610	700	710
WASF2	3040	4735	3298	3156	1901	1134	2727	2659
MED18	215	313	223	207	124	76	130	126
MMEL1-AS1	0	0	0	0	0	0	0	0
LINC01648	0	0	0	0	0	0	0	0
SLC9A1	202	243	168	174	129	158	179	167
SNRPEP7	0	0	0	0	0	0	0	0
LDLRAP1	820	1390	965	1009	493	384	715	849
RNF207-AS1	0	0	0	0	0	0	0	0
ATP5IF1	35221	47802	32373	30216	14195	10251	22846	21056
TP73-AS2	0	1	2	2	0	2	0	1
SDC3	72	100	83	55	11	277	8	8
PIK3CD-AS1	0	0	0	0	0	0	0	0
CHCHD3P3	81	116	67	51	33	13	53	45
PAFAH2	129	139	110	83	58	64	73	79
WDTC1	1634	2496	1649	1551	1236	709	1516	1506
DNAJC8	23521	30612	19345	19754	12417	8713	17467	16381
RPL5P4	137	142	114	91	74	59	117	86
SESN2	479	822	506	469	644	520	1047	1068
SERINC2	17	29	17	9	4	23	7	7
AJAP1	0	0	0	0	0	0	0	1
PTAFR	7	14	10	8	7	4	5	4
RPS6KA1	2832	3831	2688	2490	1421	793	1637	1691
CAMTA1-AS1	0	0	0	0	0	0	0	0
NKAIN1	0	0	0	0	0	1	1	0
SNRNP40	3928	5760	3541	3538	2121	1379	2882	2860
SLC25A33	279	387	216	207	165	153	236	205
NBPF2P	27	38	18	10	5	5	2	19
FBLIM1	0	1	1	1	2	170	0	0
GJB3	0	2	1	0	1	0	0	1
LINC01756	0	0	0	0	0	0	0	0
MATN1-AS1	14	25	8	12	6	4	16	11
DNAJC16	199	343	226	212	157	202	200	210
SYTL1	14	26	26	10	1	5	5	3
EYA3	1713	2619	1751	1668	1044	661	1253	1388
ZNF593	0	0	0	0	0	0	0	0
RPL7P11	4	1	5	1	2	0	0	1
FABP3	26	47	37	29	14	19	30	26
C1orf158	0	0	0	0	0	0	0	0
EPHA2	11	16	8	9	9	279	14	2
LINC02780	0	0	0	0	0	0	0	0
ARHGEF19	66	132	85	101	29	103	34	54
KAZN-AS1	0	0	0	0	2	1	0	1
DRAXIN	0	1	0	0	0	430	1	1
GPR153	46	66	49	51	2	23	7	10
UBE2V2P3	0	1	1	2	2	0	1	1
MAP3K6	28	49	45	42	6	82	11	8
KAZN	8	13	7	13	10	26	8	7
PRAMEF5	0	0	0	0	0	0	0	0
RERE-AS1	2	2	1	2	0	1	1	0
CHCHD2P6	8	16	13	18	7	2	8	8
LINC00337	4	5	4	4	3	16	2	4
TNFRSF1B	282	469	309	255	56	36	81	80
HMGN2P17	2	3	2	0	2	0	1	0
HS6ST1P1	14	2	13	13	10	5	10	3
ZMYM4-AS1	0	1	0	2	0	0	0	1
TMEM51-AS2	0	0	0	0	0	2	0	0
TMEM82	0	0	0	0	0	0	0	0
KIAA0319L	810	1219	892	798	634	865	773	823
LINC01226	8	18	11	13	0	0	0	0
UBE4B	2270	3116	2052	1997	1562	990	1674	1765
PPP1R11P1	1	0	1	0	0	1	0	0
TMEM51-AS1	0	0	0	0	1	3	0	0
PLA2G5	1	0	0	0	0	0	0	0
PRAMEF30P	0	0	0	0	0	0	0	0
PTPRU	3	5	3	1	2	198	5	2
ZMYM6	152	256	156	170	107	93	102	116
FTLP18	0	0	0	0	0	0	0	0
GJB5	2	3	2	0	1	2	0	2
AGO4	435	637	501	387	175	215	249	280
CDCA8	2700	3771	2500	2423	1731	987	2223	2244
GAPDHP20	0	0	0	0	0	0	0	0
CPLANE2	92	124	93	80	60	22	65	55
ZBTB8B	0	1	0	0	0	2	1	0
RPL12P14	13	15	10	5	3	2	8	7
RPL22	1158	1556	1104	1077	555	840	676	738
RNF207	11	24	14	13	3	376	2	5
LINC02810	0	0	0	0	0	0	0	0
FTH1P1	3	3	3	3	1	0	3	3
PAX7	0	0	0	0	1	0	1	0
TRIT1	637	937	584	591	293	270	385	412
CROCCP5	5	7	9	13	5	4	6	6
MATN1	7	9	9	2	5	8	2	3
TAS1R2	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0
LRRC37A12P	0	0	0	0	0	0	0	0
EXTL1	0	1	5	1	2	0	4	2
WBP1LP7	0	0	0	0	0	0	0	0
CASZ1	108	145	97	79	117	49	109	118
AGMAT	14	32	18	20	5	5	4	4
FAAP20	350	482	346	286	118	220	184	191
DNALI1	11	38	24	22	6	3	4	4
PDE4DIPP10	0	0	0	0	0	0	0	0
SCMH1	583	777	503	501	192	200	195	249
IFFO2	243	398	246	257	176	320	269	267
RRAGC	708	933	580	585	490	338	582	584
SPCS2P4	180	110	327	100	40	85	77	80
GRIK3	0	0	0	0	0	0	0	0
LINC02596	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0
YRDC	152	221	103	131	87	129	75	103
PRAMEF33	0	0	0	0	0	0	0	0
FBXO2	0	2	1	0	0	4	0	0
HNRNPFP1	0	0	0	0	0	0	0	1
SLC25A34	11	16	12	19	7	8	6	12
CD24P1	0	0	1	0	0	0	0	0
GUCA2B	0	0	0	0	0	0	0	0
RCC2	4062	6091	3983	4010	2302	1745	2967	3223
HSPA5P1	3	4	2	3	0	3	3	1
PSMB2	920	1147	726	715	428	317	594	572
CASP9	144	192	151	145	111	74	126	140
DDI2	6805	9692	6531	6166	4798	2442	5682	6196
UQCRH	16955	20287	12893	11754	7410	5312	11172	10739
MIR3659HG	0	2	0	0	0	0	0	0
RPS29P6	0	0	0	0	0	0	0	0
SELENOWP1	0	0	0	0	1	0	0	0
AGO1	669	966	734	625	403	443	508	495
PRAMEF7	0	0	0	0	0	0	0	0
GPR199P	5	5	3	4	0	1	1	1
THRAP3	32070	44610	29365	28680	21775	15008	28942	27566
LINC01786	11	31	19	16	5	16	6	15
RIMKLA	1	2	0	1	3	13	2	4
LINC01398	0	1	0	0	1	1	3	3
PADI6	0	1	0	0	0	0	0	0
MIR34AHG	234	339	231	232	85	172	86	134
PADI4	1	3	1	1	0	0	2	0
LINC02811	1	2	0	0	0	1	1	0
C1orf122	202	308	163	190	73	75	165	107
HSPE1P24	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0
EPHA10	0	0	0	1	0	0	2	0
PRAMEF31P	0	0	0	0	0	0	0	0
FHL3	88	115	103	71	27	39	32	29
RHBDL2	2	12	0	5	2	2	3	7
TMEM35B	0	0	0	0	0	0	1	0
INPP5B	963	1379	898	851	793	448	846	1004
FAM183A	0	0	0	0	0	0	0	0
ZMYM4	1726	2536	1552	1592	1004	890	1277	1300
UTP11	3013	4366	2841	2744	1702	1321	2285	2113
CFAP97P1	0	0	0	0	0	0	0	0
USP48	12306	18120	12787	11535	7376	4896	9735	9457
ACTN4P2	0	0	0	0	0	0	0	0
C1orf216	608	709	552	391	257	241	262	260
SHMT1P1	0	0	1	0	0	0	0	1
ACTL8	2	1	1	1	0	2	0	0
PHBP12	2	0	5	1	3	1	0	3
RLF	1381	1992	1452	1334	1111	724	1422	1491
CTNNBIP1	187	300	221	172	109	143	181	148
CLSPN	9761	14314	9853	10357	8257	4373	10980	11253
OXCT2	3	3	2	1	0	13	4	2
GNL2	14777	19222	12064	11930	7828	5350	10862	10038
GJA4	0	1	0	5	2	0	2	1
TUBAP8	0	0	0	0	0	0	0	0
LINC02812	0	0	0	0	0	0	1	0
LINC02793	0	0	0	0	0	0	0	0
FCF1P6	0	0	0	0	0	0	1	0
MORN1	666	1130	781	842	338	469	579	654
TUBBP10	0	0	0	0	0	0	0	0
PRKCZ-AS1	5	10	2	5	0	86	0	6
TTC22	0	0	0	0	0	1	1	0
TIE1	1	4	4	1	1	1082	5	3
MYCBP	331	476	328	302	184	144	255	254
MICOS10	36	49	45	39	18	26	27	29
DLGAP3	6	5	4	4	2	9	4	4
GOT2P1	0	0	0	0	0	0	0	0
TMA16P2	0	0	0	0	0	0	0	0
RIMS3	279	420	302	259	258	184	296	308
ECHDC2	176	319	220	159	24	484	37	24
RAB3B	1	4	0	2	2	232	0	6
SMIM12	1649	2104	1532	1413	856	652	1166	1055
MYCL-AS1	0	2	0	1	1	1	0	0
TNFRSF9	2	3	2	2	0	18	0	2
MRPS6P2	0	0	0	0	0	0	0	0
MYCL	2	3	3	1	2	9	3	2
TMEM61	1	0	0	0	0	0	0	0
RPL23AP19	0	0	0	0	0	0	0	0
LINC02794	1	0	0	0	0	0	0	1
CYP4A26P	0	0	0	0	0	0	0	0
LINC02808	0	0	0	0	1	0	0	0
LINC02778	0	0	1	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0
ERI3	440	675	438	436	271	219	327	366
CZIB	551	755	536	508	334	273	467	406
FAM151A	1	1	0	0	1	5	1	1
PODN	0	0	1	0	0	0	0	0
CYP4Z2P	0	0	0	0	0	1	0	0
OSBPL9	6175	8591	5883	5263	3349	3053	4505	4493
PHBP3	0	0	0	0	0	1	0	0
C1orf210	0	1	0	0	0	0	0	0
PARS2	77	101	67	54	59	41	46	53
ZYG11A	4	9	3	4	0	82	2	5
CALR4P	8	10	8	9	4	6	4	9
ZYG11B	475	633	446	414	343	290	452	413
LINC01755	0	0	0	0	0	0	0	0
NFIA	1937	2760	1817	1830	1166	547	1318	1437
CZIB-DT	1	1	1	2	0	0	1	3
ST3GAL3-AS1	0	0	0	3	0	0	0	2
L1TD1	1	1	0	1	0	0	0	1
TXNDC12	407	510	408	352	257	373	396	354
ALPL	48	73	50	40	9	4	7	9
TXNDC12-AS1	0	1	0	0	1	0	0	1
SF3A3	25368	32849	21945	21147	13002	10644	19359	16787
FGGY-DT	3	6	0	2	1	12	2	3
LAMTOR5P1	0	0	0	0	0	0	0	0
PCSK9	199	441	342	215	7	9	18	14
MTCO2P34	0	0	0	0	0	0	0	0
RPS29P7	0	0	1	0	0	0	0	0
LINC01685	0	0	0	0	0	0	0	0
PIGQP1	0	0	0	0	0	0	0	0
TTC4	156	210	154	173	86	57	134	148
BMP8B	18	52	33	19	13	42	21	30
KLF17	2	3	2	0	0	0	0	0
PLPP3	17	37	30	16	5	29	15	13
RSPO1	0	0	0	0	0	4	1	0
SNIP1	2529	3585	2330	2292	1526	986	2120	1993
RPS13P2	370	455	317	256	155	147	298	264
RPL23AP85	0	0	0	0	0	0	0	0
SLC2A3P2	0	1	1	0	1	0	0	0
CPT2	189	301	172	231	146	134	194	206
FOXJ3	2461	3216	2330	2202	1592	1499	1945	1989
TUT4	721	1082	737	702	524	636	746	648
RAVER2	283	500	376	311	63	165	153	133
GTF2F2P2	0	0	0	0	0	0	0	0
KLF18	0	0	0	0	0	0	0	0
TACSTD2	5	3	3	1	0	1	2	1
FOXD3	0	0	0	0	0	0	0	0
RPS15AP7	0	0	0	0	0	0	0	0
GAPDHP51	0	1	0	0	0	0	0	0
LINC01738	0	0	0	0	0	0	0	0
PATJ-DT	0	0	0	0	0	4	0	0
LINC02791	0	0	0	0	0	0	0	0
CYP4A43P	0	0	0	0	0	0	0	0
LINC00466	0	0	0	0	0	1	0	1
NFIA-AS1	3	5	2	4	4	4	5	1
MAGOH	7556	9942	6473	6353	3367	2643	5548	5096
DEPDC1-AS1	0	2	3	1	3	2	2	3
LINC01707	2	1	0	2	0	0	0	0
SKINT1L	0	0	0	0	0	1	1	0
DLEU2L	6	15	10	12	6	3	9	13
CDKN2C	2819	3599	2405	2391	1572	874	2102	2082
CAPZB	2631	3645	2490	2232	1369	1045	1731	1743
LINC01771	0	0	0	0	0	7	2	0
ELOCP18	0	0	0	0	0	0	0	0
C1orf87	0	0	0	0	0	0	0	0
ZSWIM5	11	19	20	10	32	34	17	16
OMA1	372	565	366	329	173	145	205	190
SLC35D1	188	306	196	210	117	121	167	196
HIGD1AP11	0	0	0	0	0	0	0	0
LRP8	570	958	650	585	207	1264	322	340
TCEANC2	887	1336	960	948	468	462	698	709
KTI12	100	115	61	65	42	38	51	52
LRRC42	432	592	423	358	256	239	310	329
PIGPP2	0	0	0	0	0	0	0	0
GDI2P2	7	4	4	5	0	2	3	8
CYP46A4P	0	0	0	0	0	0	0	0
MRPS21P1	2	0	0	2	0	0	1	0
LINC01360	0	0	0	0	0	0	0	0
LINC02567	0	0	0	0	0	0	0	0
KANK4	0	2	0	0	0	0	0	0
DNAJB4	1068	1400	917	937	711	375	975	859
USP1	9544	13379	8340	8413	5987	3430	7818	7560
ERI3-IT1	2	6	8	6	8	0	5	4
RNFT1P2	0	0	0	0	0	0	0	0
AK5	2	0	2	0	1	204	1	0
ADH5P2	5	9	2	2	1	0	2	0
TXNP2	0	0	0	0	0	0	0	0
SPATA6	4	4	3	2	1	38	4	5
GIPC2	84	108	74	80	25	13	45	46
RPE65	0	0	0	0	0	1	0	0
ANGPTL3	1	1	1	1	1	0	1	0
GNG12	8	12	10	10	12	446	15	5
KRT8P21	0	0	0	0	0	0	0	0
DNAJC6	3615	5162	3215	3173	2468	1162	2987	3110
AK4	147	330	238	194	62	147	103	98
LEPROT	1020	1477	980	891	443	368	556	624
RPL31P12	0	0	0	0	0	0	0	0
LINC02796	0	0	0	0	0	0	0	0
NDUFS5P3	0	0	0	0	0	0	0	0
NFIA-AS2	0	1	0	1	1	0	0	1
CACHD1	7	11	10	5	4	151	4	4
EFCAB7	103	153	122	121	72	85	79	87
LINC02238	0	0	0	0	0	0	0	0
MCOLN2	0	0	0	0	0	26	1	1
ST6GALNAC5	0	1	2	1	0	2	0	0
ATG4C	359	560	322	360	226	138	249	287
LINC02797	0	0	0	0	0	0	0	0
COX6CP13	0	0	0	0	0	0	0	0
LINC01359	3	6	5	4	3	0	2	4
TXN2P1	0	1	3	0	2	0	0	0
PDE4B-AS1	0	0	0	0	0	0	0	0
ASB17	0	0	0	0	0	0	0	0
COX6B1P7	0	0	0	0	0	0	0	0
RPL21P24	0	0	0	0	0	0	0	0
ADGRL4	0	0	0	0	0	0	1	0
GJA9	1	2	0	3	0	0	0	0
PRKACB-DT	14	22	9	4	5	13	17	13
ATP6V0E1P4	0	0	0	0	0	0	0	0
PPIE	1526	2129	1335	1456	857	685	1154	1137
PPP1R8P1	0	0	0	0	0	0	0	0
CLCA1	1	0	0	0	0	0	0	0
MTF1	1522	2358	1541	1620	1207	669	1471	1396
JAK1	1217	1676	1080	1185	832	1126	1188	1106
TTLL7	79	103	76	76	71	90	61	92
GADD45A	3089	4502	3067	2861	2915	2140	4589	4310
KDM4A	1093	1671	1140	1142	1126	937	1525	1589
TTLL7-IT1	0	1	0	0	0	0	0	0
NEGR1-IT1	0	0	0	0	0	0	0	0
CAPNS1P1	0	0	0	0	0	0	0	0
LINC02777	3	2	4	2	0	2	3	1
LDC1P	1	2	0	1	0	0	0	0
ZNHIT6	7087	8486	6656	6413	3981	2911	6725	5631
MGC27382	0	1	0	0	0	0	1	1
MROH7	0	0	0	0	0	6	1	0
LINC01763	0	0	0	0	0	0	0	0
PTGFR	0	0	0	0	0	0	0	0
LINC02801	4	3	1	0	0	0	1	1
EEF1GP7	0	0	0	0	0	1	1	0
LMO4	487	642	376	363	272	170	430	374
PRPF38A	8349	11183	7447	6874	4543	3382	5877	5675
SYDE2	42	57	57	56	25	25	45	36
PIGK	624	827	545	520	348	424	461	419
HNRNPA3P12	57	70	51	47	32	19	47	24
ST6GALNAC3	45	56	39	37	9	14	24	30
PGBD4P8	0	0	0	0	0	0	0	0
MTND2P30	0	0	0	0	0	0	0	0
RPL7P10	0	0	1	1	0	0	0	1
PKN2-AS1	7	6	4	6	3	0	5	6
LINC02792	0	0	0	0	0	0	0	0
GUCA2A	1	2	0	0	0	0	0	0
USP24	12901	18522	12202	13243	7898	4555	10251	10325
SLC25A6P3	0	0	0	0	0	0	1	0
PSAT1P3	1	0	0	0	2	0	1	2
DOCK7	1339	1869	1171	1291	1087	805	1264	1332
NEXN-AS1	2	4	1	3	0	4	1	0
NEGR1	0	0	0	1	0	5	0	0
RPL36AP10	0	0	0	0	0	0	0	0
LINC01712	0	0	0	0	0	0	0	0
FAAH	11	19	16	8	9	7	2	14
KYAT3	492	607	458	443	293	236	407	414
SHISAL2A	0	0	0	0	0	0	0	0
HMGB1P18	0	0	0	0	0	0	0	0
CLCA4-AS1	0	2	3	3	1	0	0	1
DNTTIP2	13547	17801	11556	11434	7486	5105	9942	9042
HNRNPA1P64	2	1	0	0	0	0	0	0
ODF2L	679	1149	691	688	320	587	350	457
PTPRF	27	47	31	48	9	1383	26	14
DHCR24	1164	1693	1168	1118	735	841	915	939
LINC02795	3	4	4	6	1	7	2	0
PHKA1P1	11	13	11	7	3	18	7	7
CDCA4P2	0	0	0	2	0	0	0	0
COL24A1	11	14	16	9	3	46	2	1
BSND	0	0	0	0	0	0	1	0
GPX7	0	6	4	5	1	94	4	8
SLC44A3	0	2	2	0	1	6	1	0
ACTG1P21	0	0	0	0	0	0	0	0
LINC01362	0	0	0	0	0	0	0	0
NSRP1P1	28	31	19	22	21	11	18	24
PKN2	1433	2135	1441	1461	1015	877	1239	1322
DAB1-AS1	0	0	0	0	0	0	0	0
MTCO1P21	0	0	0	0	0	0	0	0
GBP1P1	0	0	0	0	0	0	0	0
LINC01364	0	0	0	0	0	0	0	1
RPSAP65	0	0	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0	0	0
MIR4422HG	8	5	6	6	4	2	4	3
ABCD3	1005	1371	882	887	793	503	914	925
MROH7-TTC4	0	0	0	0	0	0	0	0
ZMYND12	2	3	0	3	1	2	1	0
ALG14	163	241	149	146	41	52	60	50
ZZZ3	1591	2522	1690	1612	868	755	1225	1282
YIPF1	186	226	126	156	85	101	110	120
HNRNPCP9	0	0	1	0	0	0	0	0
KATNBL1P2	0	0	0	0	0	0	0	0
NFYC-AS1	37	57	45	37	29	20	26	44
LDLRAD1	0	0	0	0	0	0	0	0
GJB4	0	0	0	0	0	1	0	1
TMEM125	0	0	0	0	0	0	0	0
DMRTA2	0	0	0	0	0	0	1	0
HIVEP3	5	11	5	6	2	241	8	4
CLCA3P	0	1	0	0	0	1	0	1
SH3GLB1	1361	1830	1251	1143	676	599	883	886
PRAMEF8	0	0	0	0	0	0	0	0
TM2D1	315	456	300	286	181	215	201	239
HMGB1P45	0	0	1	1	0	0	0	0
SCP2	2288	2804	1970	1671	986	779	1480	1328
FAF1-AS1	4	11	4	7	9	1	6	12
MTND4P11	0	0	0	0	0	2	1	0
BCAR3	13	21	24	23	6	341	9	10
MTCO3P21	0	0	0	0	0	0	0	0
TBCAP2	0	0	0	0	0	0	0	0
BARHL2	0	1	0	0	0	11	0	0
LINC02607	0	0	1	0	0	0	0	0
OAZ1P1	0	0	0	0	0	0	0	0
DMAP1	1813	2587	1777	1754	1196	1332	1265	1536
AHCYL1	2321	3379	2330	2173	1497	2100	2036	1881
CNN3	440	556	379	328	367	471	464	474
OOSP1P1	0	0	0	0	0	0	0	0
VAV3	168	257	233	174	100	92	181	177
HNRNPA1P6	22	37	14	15	5	3	21	12
EEF1A1P11	18	30	10	12	5	6	9	8
LINC01361	0	0	0	0	1	0	0	0
RPS20P5	0	0	0	0	0	0	0	0
HSPE1P25	1	0	1	0	0	0	0	0
DPYD	68	97	52	58	66	66	66	71
TLCD4	2013	2631	1661	1685	755	348	867	916
H3P2	0	0	0	0	0	0	0	0
POU3F1	1	3	2	2	5	4	4	9
LRRC8D	899	1379	912	877	282	389	527	523
S1PR1	0	1	1	0	1	5	2	2
MCOLN3	0	1	0	0	2	53	2	1
NFU1P2	0	0	0	0	0	0	0	0
ELAPOR1	1	2	0	1	4	6	1	3
ARHGAP29	6	14	6	9	7	220	4	3
ST13P21	0	0	0	0	0	0	0	0
LINC02790	0	0	0	0	0	0	0	0
PGM1	9	49	49	26	14	208	33	30
IGSF21	0	0	0	0	0	0	0	0
COA7	4266	6062	3993	3846	1227	997	2033	1840
PFN1P10	0	0	0	0	0	0	0	0
MAD2L2	547	843	578	518	294	362	415	407
DPYD-IT1	0	0	0	0	0	0	0	0
GYG1P3	1	0	0	0	0	0	0	0
OLFML3	4	4	1	3	3	28	3	3
TRABD2B	1	1	0	1	0	2	1	0
GCLM	818	1010	603	634	548	310	652	603
TGFBR3	2	2	0	2	5	79	0	5
CNOT7P2	0	0	0	0	0	0	1	0
VAV3-AS1	0	1	0	1	0	0	0	0
RPL21P23	0	0	0	0	0	0	0	0
ALG14-AS1	0	0	0	1	0	1	1	0
MTND3P21	0	0	0	0	0	0	0	0
ELAVL4-AS1	0	1	0	0	0	0	0	0
SZT2	1331	2362	1614	1648	1286	954	1195	1697
LINC01349	0	1	0	0	0	0	0	0
PHTF1	704	938	624	614	391	1147	468	432
GSTM5	4	7	6	3	1	4	4	4
GSTM2	194	261	237	162	64	45	80	103
RRAS2P1	0	0	0	0	0	0	0	0
RPSAP19	52	68	56	25	25	31	44	36
BCAS2P2	10	10	9	13	2	7	7	6
F3	52	70	46	42	45	145	39	33
FTH1P22	0	0	0	0	0	0	0	0
WARS2-IT1	0	1	0	0	1	3	0	0
LINC01739	0	0	0	0	0	0	0	0
DNAJA1P5	0	0	0	0	0	0	0	0
RPL22P6	0	0	0	0	0	0	0	0
VCAM1	0	0	0	0	0	0	0	0
HSP90B3P	6	6	3	6	1	1	0	1
